"latitude","longitude","site_name","sample_id","site_number","reporting_area","p450","sod","shell","ci1","ci2","ci3","weight_initial_g","weight_final_g","weight_change_g","length_mm","width_mm","height_mm","p450_quantile","sod_quantile","shell_quantile","length_mm_quantile","height_mm_quantile","width_mm_quantile","ci1_quantile","ci2_quantile","ci3_quantile","weight_initial_g_quantile","weight_final_g_quantile","weight_change_g_quantile","log2_p450","log2_sod","log2_shell","log2_length_mm","log2_height_mm","log2_width_mm","log2_ci1","log2_ci2","log2_ci3","log2_weight_initial_g","log2_weight_final_g","log2_weight_change_g"
47.40301418,-122.3305538,"Des Moines Marina","1","21","11",5083144,4.027,0.88,31.74,0.667,0.049,13.892,4.625,9.267,57.31,26.6,19.15,"in","in","in","in","in","in","in","in","in","in","in","in",1.14986376735466,-1.64484463636333,0.537590681562807,-0.0247708509846262,-0.140753030876429,-0.0568963982214026,-0.0752727192457008,-0.0773762557830068,-0.230780206829167,-0.217726434770634,-0.047934477063702,-0.295533721883896
47.40301418,-122.3305538,"Des Moines Marina","2","21","11",10486498,4.41,1.145,33.9,0.664,0.051,15.309,5.149,10.16,58.42,26.46,19.39,"in","in","in","in","in","in","in","in","in","in","in","in",2.19460372653846,-1.5137714528642,0.917362851022454,0.00290461092874701,-0.122784619581956,-0.0645095823312779,0.0197104259428234,-0.0838797756206671,-0.17306470897288,-0.0776007030470288,0.106904427442718,-0.162807596573161
47.40301418,-122.3305538,"Des Moines Marina","3","21","11",3510592,5.064,0.945,29.34,0.636,0.044,13.815,5.022,8.793,58.53,26.81,19.1,"in","in","in","in","in","in","in","in","in","in","in","in",0.615857002346631,-1.31427270388075,0.640401487146583,0.00561853142975085,-0.144524784765637,-0.0455514246273937,-0.188705976407493,-0.146036251683237,-0.386058432307078,-0.225745188452872,0.0708741859167613,-0.371280624821992
47.40301418,-122.3305538,"Des Moines Marina","4","21","11",16661987,21.67,1.01,33.58,0.645,0.052,13.466,4.776,8.69,55.06,25.56,18.39,"out","in","in","in","in","in","in","in","in","in","in","in",2.86263121825141,0.78307713967195,0.736370545677305,-0.0825531373048704,-0.19917594327681,-0.11443480766296,0.00602738285614752,-0.125763856656975,-0.145050332803283,-0.262659380661835,-0.00158500608993383,-0.388279916530927
48.064957,-122.857524,"Discovery Bay","162","12","6",5436068,17.512,0.745,34.03,0.675,0.046,14.344,4.664,9.68,59.29,25.24,19.01,"in","in","in","in","in","in","in","in","in","in","in","in",1.2467061689415,0.47572184587186,0.297327583387672,0.0242310494893708,-0.151338891040196,-0.132610733627406,0.0252323038841258,-0.0601755150293986,-0.321928094887362,-0.171533357284351,-0.0358200541542425,-0.232629046070732
48.064957,-122.857524,"Discovery Bay","163","12","6",5773098,1.485,0.805,33.38,0.686,0.061,15.177,4.771,10.405,55.56,29.62,18.94,"in","in","in","in","in","in","in","in","in","in","in","in",1.33348838170832,-3.08408717762096,0.409075941040127,-0.0695111479190391,-0.156661092220363,0.0982489966788932,-0.00259089271828377,-0.0368544407947794,0.0852472866185112,-0.0900941056242992,-0.00309615637043388,-0.128431033609992
48.064957,-122.857524,"Discovery Bay","164","12","6",1513621,15.957,0.75,32.81,0.683,0.069,17.32,5.487,11.834,55.47,28.06,23.17,"in","in","in","in","in","in","in","in","in","in","in","in",-0.597853324107763,0.341567429031915,0.306977753421391,-0.0718500217750797,0.134160621176074,0.0201923650099445,-0.0274392535624627,-0.0431774386775013,0.263034405833794,0.100458179461361,0.198629733115134,0.0572298015173245
48.064957,-122.857524,"Discovery Bay","165","12","6",3207158,2.376,0.875,35.45,0.689,0.06,18.007,5.591,12.416,59.27,28.11,21.02,"in","in","in","in","in","in","in","in","in","in","in","in",0.485438095605383,-2.40601527250832,0.529370174757839,0.0237443102671802,-0.00633475372656976,0.0227608097703882,0.0842107800459959,-0.0305590342633006,0.0614005446641433,0.156577094958725,0.225718502274523,0.126492463954438
47.33775,-122.59014,"Donkey Creek Delta","265","44","11",4434123,0.189,0.755,36.77,0.728,0.052,15.352,4.179,11.173,59.88,27.12,18.71,"in","in","in","in","in","in","in","in","in","in","in","in",0.952791456275124,-6.05809196908801,0.316563802250589,0.0385164741579851,-0.174287864447964,-0.0289654654736108,0.136954329122414,0.0488754332311044,-0.145050332803283,-0.0735541339573459,-0.19423008403233,-0.0256913908373353
47.33775,-122.59014,"Donkey Creek Delta","266","44","11",2345306,0.0025,0.635,32.1,0.706,0.047,14.256,4.194,10.062,59.63,28.69,18.32,"in","in","in","in","in","in","in","in","in","in","in","in",0.0339188343103823,-12.2984062984217,0.0668437496976759,0.0324805895237384,-0.204677919591804,0.0522253241587097,-0.0590015500712172,0.0046051663035884,-0.290901199266738,-0.180411508630804,-0.189060981258146,-0.176790903947187
47.33775,-122.59014,"Donkey Creek Delta","267","44","11",1872905,6.206,0.695,32.51,0.725,0.055,14.335,3.937,10.399,57.29,27.75,20.12,"in","in","in","in","in","in","in","in","in","in","in","in",-0.290579610885249,-1.02088641178037,0.197100135649017,-0.0252744094682338,-0.069467117883221,0.00416512751487604,-0.0406912913905269,0.042917977934705,-0.0641303374197156,-0.17243884602484,-0.280291130195698,-0.129263197663572
47.33775,-122.59014,"Donkey Creek Delta","268","44","11",6667782,3.605,0.85,36.75,0.688,0.054,15.751,4.92,10.831,58.67,24.66,20.37,"in","in","in","in","in","in","in","in","in","in","in","in",1.54134960285003,-1.8045508491809,0.487549999063212,0.00906524477093344,-0.05165144272286,-0.166149844207116,0.136169402530207,-0.0326544522654941,-0.0906025487809066,-0.0365373252133903,0.0412704728718635,-0.0705415490483045
47.61889,-122.5275,"Eagle Harbor Dr","57","31","10",2871510,11.306,0.815,43.34,0.703,0.055,12.097,3.598,8.499,53.69,21.21,17.22,"in","in","in","in","in","in","out","in","in","in","in","in",0.32595225189254,-0.155533411653669,0.426887217156588,-0.118904342339894,-0.294012280291904,-0.3835780230794,0.374124306012791,-0.00153832789505672,-0.0641303374197156,-0.417331440438188,-0.410192656103257,-0.420342991133435
47.61889,-122.5275,"Eagle Harbor Dr","58","31","10",939065,1.798,0.91,49.9,0.725,0.064,14.403,3.956,10.447,54.65,24.48,15.65,"in","in","in","in","in","in","out","in","in","in","in","in",-1.28656040740458,-2.80815708779464,0.585953703124206,-0.0933362513411648,-0.431934765868767,-0.176719085917303,0.57746496814374,0.042917977934705,0.154509949055625,-0.165611408772976,-0.273345416595628,-0.122619286663956
47.61889,-122.5275,"Eagle Harbor Dr","59","31","10",2018231,12.545,1.02,46.15,0.705,0.061,16.881,4.979,11.903,57.86,24.89,17.91,"in","in","in","in","in","in","out","in","in","in","in","in",-0.182766024043354,-0.00550954301255144,0.750584404897006,-0.0109914239708321,-0.237332085702787,-0.152756413628919,0.464755800452254,0.00256024031856392,0.0852472866185112,0.0634196186259872,0.0584681727113104,0.0656172336447179
47.61889,-122.5275,"Eagle Harbor Dr","60","31","10",1556797,24.79,0.825,37.97,0.674,0.052,11.686,3.812,7.874,53.31,24.07,16.16,"in","out","in","in","in","in","in","in","in","in","in","in",-0.557276498896122,0.977136257664998,0.444481277171326,-0.129151565150597,-0.385670224936953,-0.201086502135458,0.183285151538206,-0.0623144257857333,-0.145050332803283,-0.467199556207687,-0.326839723444797,-0.530539381073648
48.69368,-122.90985,"Eastsound, Fishing Bay","49","60","7",5588536,0.0025,0.355,31.94,0.688,0.047,13.388,4.171,9.217,58.26,25.96,19.08,"in","in","out","in","in","in","in","in","in","in","in","in",1.28661306316267,-12.2984062984217,-0.772093817569808,-0.00105204576008329,-0.146036251683237,-0.0920322606108162,-0.06621053466965,-0.0326544522654941,-0.290901199266738,-0.271040294466197,-0.196994530465513,-0.303338842852081
48.69368,-122.90985,"Eastsound, Fishing Bay","50","60","7",420155,9.767,0.405,33.16,0.703,0.048,10.666,3.17,7.496,53.89,23.32,17.99,"in","in","in","in","in","in","in","in","in","in","in","in",-2.44686377605546,-0.366634611934906,-0.581990934189865,-0.113540160510685,-0.230902236437266,-0.246754855409458,-0.0121308405851324,-0.00153832789505672,-0.260527550223219,-0.598961517469732,-0.592905002327969,-0.601515140573502
48.69368,-122.90985,"Eastsound, Fishing Bay","51","60","7",5289198,12.773,0.58,30.28,0.673,0.051,11.223,3.673,7.55,52.92,24.54,19.2,"in","in","in","in","in","in","in","in","in","in","in","in",1.2071916493628,0.0204753974840745,-0.0638599419469178,-0.139744685621755,-0.13699111208023,-0.17318739494705,-0.143209642095151,-0.0644565123572748,-0.17306470897288,-0.525522378880744,-0.380428946623081,-0.591159449132886
48.69368,-122.90985,"Eastsound, Fishing Bay","52","60","7",776433,8.385,0.52,34.05,0.675,0.052,12.005,3.906,8.099,53.88,23.51,18.78,"in","in","in","in","in","in","in","in","in","in","in","in",-1.56092399203389,-0.586739324857378,-0.221401218933398,-0.113807896438128,-0.168900360034973,-0.235048104956933,0.0260799508185509,-0.0601755150293986,-0.145050332803283,-0.428345347034947,-0.291695893467947,-0.489892307067595
47.81407,-122.3825,"Edmonds Ferry","227","69","9",16349554,0.818,0.885,37.52,0.695,0.058,13.702,4.176,9.527,54.82,24.53,18.88,"out","in","in","in","in","in","in","in","in","in","in","in",2.83532204181515,-3.94437736036734,0.545764613008508,-0.0888554190746566,-0.161238658326907,-0.173775410052353,0.166084980434494,-0.0180500393567223,0.0124909441831971,-0.237594260374419,-0.195266130784854,-0.255614104671091
47.81407,-122.3825,"Edmonds Ferry","228","69","9",7086401,0.0025,0.665,37.19,0.72,0.05,13.193,3.699,9.494,57.37,22.89,19.44,"in","in","in","in","in","in","in","in","in","in","in","in",1.62919577191354,-12.2984062984217,0.1334414984267,-0.023261229248463,-0.119069204082967,-0.273605181054268,0.153339900531105,0.0329338893620828,-0.20163386116965,-0.292208089501571,-0.370252542230744,-0.260620043803257
47.81407,-122.3825,"Edmonds Ferry","229","69","9",5844280,0.0025,0.82,40.87,0.704,0.06,17.766,5.257,12.509,59.17,25.11,20.6,"in","in","in","in","in","in","out","in","in","in","in","in",1.35116796544246,-12.2984062984217,0.435711067543594,0.0213081478495823,-0.0354530856181674,-0.140060615338455,0.289467395939776,0.000512411669705191,0.0614005446641433,0.137138145745984,0.136851892217137,0.137258462866406
47.81407,-122.3825,"Edmonds Ferry","230","69","9",3776740,0.0025,0.39,37.93,0.693,0.06,13.248,4.068,9.18,53.43,23.41,19.35,"in","in","in","in","in","in","in","in","in","in","in","in",0.72128413453984,-12.2984062984217,-0.636438718212242,-0.125907730077657,-0.125763856656975,-0.241197709497942,0.181764524213355,-0.0222076648303783,0.0614005446641433,-0.286206172653401,-0.233068163497239,-0.309141939931519
47.8111,-122.388,"Edmonds Marina","21","68","9",2670664,7.034,0.665,37.34,0.719,0.055,11.182,3.145,8.037,52.77,23.07,17.68,"in","in","in","in","in","in","in","in","in","in","in","in",0.221341145885744,-0.84020477368378,0.1334414984267,-0.143839763707315,-0.255979148297317,-0.262304639926972,0.15914708014532,0.0309287534717058,-0.0641303374197156,-0.530802500523464,-0.604327825588087,-0.500979011669154
47.8111,-122.388,"Edmonds Marina","22","68","9",6702704,11.402,0.885,35.3,0.703,0.053,15.016,4.457,10.559,58.43,26.47,19.34,"in","in","in","in","in","in","in","in","in","in","in","in",1.54888588998043,-0.143335107176025,0.545764613008508,0.00315154204460686,-0.126509628211907,-0.0639644491145562,0.0780933360776599,-0.00153832789505672,-0.117569596381176,-0.105480195321852,-0.101314881742085,-0.107234789304547
47.8111,-122.388,"Edmonds Marina","23","68","9",52691211,23.271,0.865,32.75,0.662,0.05,13.56,4.58,8.98,56.34,26.48,18.38,"out","in","in","in","in","in","in","in","in","in","in","in",4.52363309837359,0.885911193719454,0.512787290562235,-0.0493981835255009,-0.199960656399714,-0.063419521802737,-0.0300799407687077,-0.0882318001603742,-0.20163386116965,-0.25262357212902,-0.0620402443704325,-0.34092064860418
47.8111,-122.388,"Edmonds Marina","24","68","9",5299232,13.708,0.645,31.43,0.703,0.048,12.715,3.778,8.937,56.93,26.91,18.56,"in","in","in","in","in","in","in","in","in","in","in","in",1.20992595584139,0.122396083210088,0.0893863183487644,-0.0343686475092854,-0.185900712561176,-0.0401802529695374,-0.0894325752821316,-0.00153832789505672,-0.260527550223219,-0.345449288575258,-0.339765140966369,-0.347845469262003
47.074603,-123.003527,"Eld Inlet","186","72","13",5090881,10.975,0.63,33.62,0.733,0.066,14.622,3.902,10.72,54.54,28.09,20.81,"in","in","in","in","in","in","in","in","in","in","in","in",1.15205800880445,-0.198401073999004,0.0554389864254266,-0.0962430469851685,-0.0208204579534136,0.0217339805164435,0.00774487715528454,0.0587501811662201,0.198904068414078,-0.143840093708229,-0.293174064745712,-0.0854030928875543
47.074603,-123.003527,"Eld Inlet","187","72","13",1009809,12.54,0.62,34.81,0.687,0.061,12.569,3.933,8.636,51.98,26.68,17.89,"in","in","in","in","in","in","in","in","in","in","in","in",-1.18177489331984,-0.00608466561968507,0.0323553733123854,-0.165601113428231,-0.23894403563684,-0.0525639774253697,0.0579269666427998,-0.0347529181494917,0.0852472866185112,-0.362110878285617,-0.281757656411828,-0.397272850210184
47.074603,-123.003527,"Eld Inlet","188","72","13",16612698,7.04,0.835,33.8,0.72,0.064,20.949,5.874,15.075,61.76,30.82,23.43,"out","in","in","in","in","in","in","in","in","in","in","in",2.85835715537874,-0.838974679784427,0.461863355399562,0.0831150053676485,0.150259531174387,0.155544217904831,0.015448399088664,0.0329338893620828,0.154509949055625,0.37490062795267,0.296955422970112,0.40645000344212
47.074603,-123.003527,"Eld Inlet","189","72","13",16495985,8.89,0.745,32.83,0.722,0.058,20.741,5.756,14.984,63.84,29.93,23.89,"out","in","in","in","in","in","in","in","in","in","in","in",2.84818568683769,-0.502366689591954,0.297327583387672,0.130902904321914,0.178309430767584,0.113269634888146,-0.026560097507902,0.0369358199195789,0.0124909441831971,0.36050470286616,0.267678749385559,0.397714806010356
47.61862,-122.36108,"Elliot Bay Myrtle Edwards","69","19","10",1806125,13.395,0.89,33.1,0.675,0.061,16.028,5.215,10.812,56.16,26.05,22.33,"in","in","in","in","in","in","in","in","in","in","in","in",-0.342959590337552,0.0890725674206551,0.553892493891908,-0.0540148115958712,0.0808858281337253,-0.0870392714440841,-0.0147436303863025,-0.0601755150293986,0.0852472866185112,-0.0113863357219283,0.125279410052389,-0.0730745816979947
47.61862,-122.36108,"Elliot Bay Myrtle Edwards","70","19","10",2362698,16.327,0.74,34.7,0.712,0.053,12.024,3.469,8.555,54.47,25.88,17.49,"in","in","in","in","in","in","in","in","in","in","in","in",0.0445779018428396,0.374637713898716,0.28761242855446,-0.0980958800599879,-0.271567133767096,-0.0964850266174472,0.0533608153847408,0.0168142239988057,-0.117569596381176,-0.426063836236362,-0.462868002068356,-0.410868238855914
47.61862,-122.36108,"Elliot Bay Myrtle Edwards","71","19","10",3124141,8.805,0.615,34,0.679,0.056,11.842,3.803,8.039,52.45,24.34,18.52,"in","in","in","in","in","in","in","in","in","in","in","in",0.447602233238825,-0.516227104590516,0.0206735682647498,-0.152614974435802,-0.189013324428512,-0.184993475896226,0.0239598989441814,-0.05165144272286,-0.0381351288867709,-0.448067991730102,-0.330249903724148,-0.50062004300821
47.61862,-122.36108,"Elliot Bay Myrtle Edwards","72","19","10",2002595,3.62,0.935,37.48,0.702,0.055,17.137,5.104,12.033,60.09,25.49,20.96,"in","in","in","in","in","in","in","in","in","in","in","in",-0.193986650536839,-1.79856041133852,0.625053522813147,0.0435671746334322,-0.0104587061512979,-0.118391270587753,0.164546105578304,-0.00359198666303121,-0.0641303374197156,0.0851338230281486,0.0942404864101307,0.0812883733029759
47.61862,-122.36108,"Elliot Bay Myrtle Edwards","73","19","10",2882039,16.483,0.94,35.92,0.706,0.066,20.214,5.944,14.27,59.96,27.64,23.97,"in","in","in","in","in","in","in","in","in","in","in","in",0.331232524309555,0.388356831384715,0.632747914603147,0.0404426360474279,0.183132485960385,-0.00156502822169621,0.103212502660264,0.0046051663035884,0.198904068414078,0.323374083690187,0.314046273183857,0.327277336130436
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17","29","14","10",6895113,1.234,0.785,34.21,0.657,0.044,12.846,4.411,8.435,57.66,24.48,17.47,"in","in","in","in","in","in","in","in","in","in","in","in",1.58971686141487,-3.35120771415967,0.372779811817137,-0.0159869104055252,-0.273217814771989,-0.176719085917303,0.032843256687017,-0.0991696466452622,-0.386058432307078,-0.330661549046061,-0.116282082262521,-0.431248025057761
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17","30","14","10",12184393,6.551,0.66,34.19,0.668,0.045,12.174,4.044,8.13,56.35,23.07,18.29,"in","in","in","in","in","in","in","in","in","in","in","in",2.41110514179602,-0.94283496002398,0.122553182283964,-0.0491421368408483,-0.207042347940032,-0.262304639926972,0.0319995753525117,-0.0752149144935396,-0.3536369546147,-0.408177479674911,-0.241604845451724,-0.484380741270299
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17","31","14","10",8570642,13.24,1.04,35.64,0.631,0.047,16.193,5.983,10.21,60.19,25.66,18.55,"in","in","in","in","in","in","in","in","in","in","in","in",1.90354594215231,0.0722811083854937,0.778598781066602,0.0459660695008969,-0.186678236180582,-0.108801473520272,0.0919224894410394,-0.157423011985043,-0.290901199266738,0.00338954103942858,0.323481220300217,-0.155725132467525
47.58766,-122.35065,"Elliott Bay, Harbor Island, Pier 17","32","14","10",9121683,0.975,0.94,32.82,0.657,0.05,17.646,6.059,11.587,61.43,25.83,22.25,"in","in","in","in","in","in","in","in","in","in","in","in",1.99344270000245,-3.69107598467211,0.632747914603147,0.0753856360634894,0.0757079130523742,-0.0992750004919546,-0.02699960856717,-0.0991696466452622,-0.20163386116965,0.127360439455494,0.341691862872203,0.0267990866112386
47.9726,-122.22977,"Everett Harbor","206","66","8.2",8135083,0.0025,0.885,35.53,0.677,0.058,13.481,4.357,9.124,54.02,24.63,19.3,"in","in","in","in","in","in","in","in","in","in","in","in",1.82829973138228,-12.2984062984217,0.545764613008508,-0.110064107391465,-0.129496575533305,-0.167906016110994,0.0874628412503394,-0.0559071833925951,0.0124909441831971,-0.261053233198408,-0.134052729439571,-0.317969646920552
47.9726,-122.22977,"Everett Harbor","207","66","8.2",6115910,5.493,0.865,31.62,0.621,0.046,11.297,4.284,7.013,53.39,23.39,17.76,"in","in","in","in","in","in","in","in","in","in","in","in",1.4167098425544,-1.19695581679059,0.512787290562235,-0.12698819823592,-0.249465841338642,-0.242430782257527,-0.0807374797225118,-0.180469748747111,-0.321928094887362,-0.516041045197234,-0.158429362604483,-0.697604365559663
47.9726,-122.22977,"Everett Harbor","208","66","8.2",5808287,3.773,0.675,35.35,0.669,0.048,12.061,3.992,8.07,55.04,23.55,17.61,"in","in","in","in","in","in","in","in","in","in","in","in",1.34225540776273,-1.73883800849898,0.154974659976341,-0.0830772771983337,-0.26170251385754,-0.232595584109809,0.0801353676158785,-0.0730568063261308,-0.260527550223219,-0.421631221870174,-0.260276122017478,-0.495067420067547
47.9726,-122.22977,"Everett Harbor","209","66","8.2",3196291,0.0025,0.68,34.53,0.666,0.045,11.18,3.74,7.44,54.89,24.01,16.35,"in","in","in","in","in","in","in","in","in","in","in","in",0.480541427556653,-12.2984062984217,0.16562190417585,-0.0870144079258739,-0.368806787303303,-0.204687240379538,0.0462754867725039,-0.0795408398963297,-0.3536369546147,-0.531060562422174,-0.35434957257974,-0.612333472237296
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit","61","63","7",3110123,5.992,0.73,38.79,0.737,0.054,13.509,3.554,9.955,57.01,22.35,20.14,"in","in","in","in","in","in","in","in","in","in","in","in",0.441114303575744,-1.07151248485034,0.267983621805527,-0.0323427457673703,-0.0680337396819634,-0.308047812539275,0.214109928450528,0.0666016021274776,-0.0906025487809066,-0.258059867089725,-0.427944161326061,-0.192214777624824
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit","62","63","7",1670358,13.528,0.755,35.25,0.696,0.048,12.166,3.7,8.466,56,24.31,17.64,"in","in","in","in","in","in","in","in","in","in","in","in",-0.455699992104166,0.103326551100897,0.316563802250589,-0.0581309200681029,-0.259246862131228,-0.186772750581226,0.0760484100926355,-0.0159757111188637,-0.260527550223219,-0.409125841280722,-0.369862571951064,-0.425955604914269
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit","63","63","7",4330874,10.958,0.74,38.67,0.724,0.062,14.817,4.088,10.729,55.76,24.77,20.09,"in","in","in","in","in","in","in","in","in","in","in","in",0.918800866053283,-0.200637505003107,0.28761242855446,-0.0643271860320087,-0.0716198589554562,-0.159728775363592,0.209639917001925,0.0409266801156134,0.1087062594425,-0.124727376053126,-0.225992646417117,-0.0841923831919958
48.482448,-122.583879,"Fidalgo Bay Aq Reserve, Weaverling Spit","64","63","7",3613765,17.031,0.825,35.86,0.691,0.057,14.16,4.381,9.78,55.55,25.1,19.56,"in","in","in","in","in","in","in","in","in","in","in","in",0.657645358038274,0.435541133686947,0.444481277171326,-0.0697708356239775,-0.110191052736515,-0.14063527977182,0.100800640787492,-0.0263773065793336,-0.0126000367796333,-0.190159485182366,-0.126127628031788,-0.217801628393093
47.19483,-122.748665,"Filucy Bay","174","59","13",12472188,6.866,0.795,26.75,0.599,0.034,9.855,3.955,5.899,55.74,24.77,15.97,"in","in","in","in","in","in","out","in","out","in","in","in",2.44478534070938,-0.87508025135183,0.391042018209866,-0.0648447447966227,-0.402733110277515,-0.159728775363592,-0.322035955905011,-0.232507014178806,-0.758027209694035,-0.713052974221878,-0.273710147994585,-0.947165684404089
47.19483,-122.748665,"Filucy Bay","175","59","13",6726341,2.006,0.815,45.18,0.694,0.053,15.767,4.832,10.936,58.97,20.21,20.31,"in","in","in","in","in","out","out","in","in","in","in","in",1.55396458588138,-2.65022850269691,0.426887217156588,0.016423446921484,-0.0559071833925953,-0.453253322230219,0.434109423312202,-0.0201273543893311,-0.117569596381176,-0.0350725671299395,0.0152326119703401,-0.0566228506266292
47.19483,-122.748665,"Filucy Bay","176","59","13",13491947,10.585,1.055,41.84,0.669,0.05,18.951,6.276,12.675,63.23,22.09,21.69,"out","in","in","in","in","in","out","in","in","in","in","in",2.5581693170639,-0.250600744414134,0.799258251632695,0.117051472273564,0.0389326299835258,-0.32492922525468,0.323308004166059,-0.0730568063261308,-0.20163386116965,0.230293227448837,0.392457509613359,0.156277748545376
47.19483,-122.748665,"Filucy Bay","177","59","13",10820612,0.579,0.76,33.5,0.648,0.046,12.55,4.413,8.137,56.02,23.73,18.27,"in","in","in","in","in","in","in","in","in","in","in","in",2.23985285934054,-4.44291485531985,0.326086576369096,-0.0576157638259253,-0.20862078906126,-0.221610543416007,0.00258624815161445,-0.119069204082967,-0.321928094887362,-0.364293386427229,-0.115628095378752,-0.483139102872368
48.5069444,-123.0194444,"Friday Harbor","222","61","7",6899779,0.0025,0.895,33.51,0.683,0.044,14.502,4.597,9.905,60.9,24.29,19.98,"in","in","in","in","in","in","in","in","in","in","in","in",1.59069281908347,-12.2984062984217,0.561974840189767,0.0628844808932631,-0.0795408398963299,-0.18796015397409,0.00301683912358837,-0.0431774386775013,-0.386058432307078,-0.155728871665987,-0.0566951765379348,-0.199479118455841
48.5069444,-123.0194444,"Friday Harbor","223","61","7",4285885,12.311,0.625,33.54,0.698,0.052,11.658,3.517,8.142,54.03,23.87,18.82,"in","in","in","in","in","in","in","in","in","in","in","in",0.903735805750087,-0.0326740596996092,0.0439433475875972,-0.109797065272999,-0.165830794960211,-0.213124077528178,0.00430784148346365,-0.0118359807579397,-0.145050332803283,-0.470660443846226,-0.443042507729432,-0.482252872092679
48.5069444,-123.0194444,"Friday Harbor","224","61","7",3660475,2.297,0.735,21.77,0.557,0.03,9.021,3.993,5.027,55.34,24.11,17.31,"in","in","in","in","in","in","out","out","out","in","in","in",0.676173537363931,-2.45479925193116,0.277831407761875,-0.0752351032904771,-0.28649169832211,-0.198690993007429,-0.619233439892676,-0.33738568962756,-0.938599455335857,-0.840621476857567,-0.259914770721691,-1.17793840453732
48.5069444,-123.0194444,"Friday Harbor","225","61","7",6465687,0.0025,0.845,37.19,0.722,0.054,14.441,4.01,10.431,57.93,24.75,19.56,"in","in","in","in","in","in","in","in","in","in","in","in",1.49694633515063,-12.2984062984217,0.479038499207694,-0.0092470822286253,-0.110191052736515,-0.16089411875562,0.153339900531105,0.0369358199195789,-0.0906025487809066,-0.161810102208637,-0.253785606012456,-0.124830525783905
48.5069444,-123.0194444,"Friday Harbor","226","61","7",5908857,18.935,0.65,37.07,0.703,0.049,10.947,3.247,7.7,53.84,22.43,17.2,"in","in","in","in","in","in","in","in","in","in","in","in",1.36702175072374,0.588433407462695,0.100526875953965,-0.114879337290114,-0.295688858099288,-0.302893023523682,0.148677267738273,-0.00153832789505672,-0.230780206829167,-0.561445193847089,-0.558280458068651,-0.562777647763063
47.33785,-122.58277,"Gig Harbor Boat Launch","131","58","11",5582113,5.435,0.89,30.69,0.652,0.056,14.016,4.88,9.137,54.58,25.56,21.34,"in","in","in","in","in","in","in","in","in","in","in","in",1.28495399549904,-1.21227007339441,0.553892493891908,-0.0951853526262913,0.0154627531356768,-0.11443480766296,-0.123806201614398,-0.110191052736514,-0.0381351288867709,-0.204906070551553,0.0294933050955098,-0.315915538306575
47.33785,-122.58277,"Gig Harbor Boat Launch","132","58","11",2734669,9.944,0.845,29.82,0.649,0.049,11.704,4.114,7.591,53.71,25.97,18.25,"in","in","in","in","in","in","in","in","in","in","in","in",0.255508888055787,-0.340723812256601,0.479038499207694,-0.118367025744898,-0.210200959034006,-0.0914766299315474,-0.16529458979744,-0.116844538968453,-0.230780206829167,-0.464979076014239,-0.216846048829805,-0.583346142052385
47.33785,-122.58277,"Gig Harbor Boat Launch","133","58","11",5447066,14.656,1.025,29.4,0.58,0.048,12.842,5.392,7.451,53.86,26.87,17.51,"in","in","in","in","in","in","in","out","in","in","in","in",1.24962201385545,0.218869394787858,0.757639162430956,-0.11434351739876,-0.26991833925519,-0.0423263225967885,-0.185758692357156,-0.279010116952658,-0.260527550223219,-0.331110846788991,0.17343265382712,-0.610202030650248
47.33785,-122.58277,"Gig Harbor Boat Launch","134","58","11",1608895,29.853,1.1,31.18,0.626,0.056,14.975,5.604,9.371,55.15,26.35,20.68,"in","out","in","in","in","in","in","in","in","in","in","in",-0.509787158303053,1.24525390492125,0.85951877645017,-0.0801968614216869,-0.0298612373738135,-0.0705196820853776,-0.100953919383098,-0.168900360034974,-0.0381351288867709,-0.109424747589216,0.229069113076079,-0.279433084313507
47.5706,-122.9717,"Hood Canal Holly","104","29","12",839073,0.0025,0.725,31.83,0.672,0.048,15.226,4.998,10.228,59.59,26.28,20.52,"in","in","in","in","in","in","in","in","in","in","in","in",-1.44898909718629,-12.2984062984217,0.258068152940444,0.0315125002132044,-0.0410666920816942,-0.0743573682876251,-0.0711876904449618,-0.0666017841888315,-0.260527550223219,-0.0854437672884955,0.0639630587319651,-0.15318393299104
47.5706,-122.9717,"Hood Canal Holly","105","29","12",2253784,9.83,0.69,34.18,0.693,0.058,14.754,4.533,10.221,56.15,25.53,20.86,"in","in","in","in","in","in","in","in","in","in","in","in",-0.0235080780643349,-0.357358692081143,0.186683519703679,-0.0542717246124682,-0.0173582651689826,-0.116129106202836,0.0315775495952565,-0.0222076648303783,0.0124909441831971,-0.130874609835488,-0.0769216814687534,-0.154171645415187
47.5706,-122.9717,"Hood Canal Holly","106","29","12",291625,0.0025,0.755,34.53,0.705,0.06,17.157,5.057,12.1,58.76,26.68,22.35,"in","in","in","in","in","in","in","in","in","in","in","in",-2.97367102668665,-12.2984062984217,0.316563802250589,0.0112766486558482,0.0821774083819319,-0.0525639774253697,0.0462754867725039,0.00256024031856392,0.0614005446641433,0.0868165607717176,0.0808939357725453,0.0892990488166298
