"Dataset","Metric","Compared_With","Spearman_Rho","P_Value"
"Dataset_3","ci_pollution","a94",0.153439466864124,0.19140587430116
"Dataset_3","ci_pollution","a96",0.0621251388374676,0.598261029337848
"Dataset_3","ci_pollution","a98",-0.0187930396149574,0.873513518953814
"Dataset_3","ci_pollution","a99",0.132558311736394,0.259600231837751
"Dataset_3","ci_pollution","a100",0.161673454276194,0.168440653131384
"Dataset_3","ci_pollution","a102",0.0794224361347649,0.500341503479466
"Dataset_3","ci_pollution","a104",-0.000162902628656053,0.998998323764863
"Dataset_3","ci_pollution","a105",0.193454276194002,0.0986184199644669
"Dataset_3","ci_pollution","a106",0.137860051832655,0.240895692914221
"Dataset_3","ci_pollution","a108",0.0807848944835246,0.493000533702064
"Dataset_3","ci_pollution","a110",0.19863754165124,0.0897883291385135
"Dataset_3","ci_pollution","a111",0.102169566827101,0.385563840893427
"Dataset_3","ci_pollution","a115",-0.205124028137727,0.0796336720130895
"Dataset_3","ci_pollution","a116",-0.00747871158830063,0.949548643655162
"Dataset_3","ci_pollution","a118",0.0569714920399852,0.629005580944318
"Dataset_3","ci_pollution","a120",-0.190847834135505,0.103309346654368
"Dataset_3","ci_pollution","a121",-0.141384672343576,0.228990325859193
"Dataset_3","ci_pollution","a122",-0.026523509811181,0.822174573266338
"Dataset_3","ci_pollution","a123",0.109337282487967,0.352972510812001
"Dataset_3","ci_pollution","a124",-0.0229396519807479,0.84589600768019
"Dataset_3","ci_pollution","a125",0.111173639392817,0.344907107119662
"Dataset_3","ci_pollution","a127",0.162325064790818,0.166714202297383
"Dataset_3","ci_pollution","a129",-0.087952610144391,0.455334373103835
"Dataset_3","ci_pollution","a130",-0.201332839689004,0.0854508337575405
"Dataset_3","shell_thickness","p450",0.177032962156884,0.131320702707376
"Dataset_3","shell_thickness","sod",-0.00549479034219058,0.962940755784325
"Dataset_3","shell_thickness","ci_wet_volume",-0.0964889545179028,0.41346625295819
"Dataset_3","shell_thickness","ci_wet_shell_weight",-0.51154920050074,3.19434323280779e-06
"Dataset_3","shell_thickness","ci_pollution",0.000266593601507899,0.998201345482342
"Dataset_3","shell_thickness","a80",0.246243623259463,0.0344395043793128
"Dataset_3","shell_thickness","a81",0.13417063533667,0.254414705188897
"Dataset_3","shell_thickness","a82",0.148448203772982,0.206852983606543
"Dataset_3","shell_thickness","a89",0.229211254274236,0.0494814455142269
"Dataset_3","shell_thickness","a90",0.135873872235192,0.248379385053653
"Dataset_3","shell_thickness","a92",0.259825086180726,0.0253783904294795
"Dataset_3","shell_thickness","a93",0.224220029623782,0.0547940109876043
"Dataset_3","shell_thickness","a94",0.174796538055346,0.136342272164666
"Dataset_3","shell_thickness","a96",0.231655028954725,0.0470389419215476
"Dataset_3","shell_thickness","a98",0.139546939633746,0.235699847675137
"Dataset_3","shell_thickness","a99",0.0221272689251556,0.851560072348367
"Dataset_3","shell_thickness","a100",0.158549139119003,0.177265315074604
"Dataset_3","shell_thickness","a102",0.174752105788428,0.136443487917481
"Dataset_3","shell_thickness","a104",0.151987974370781,0.19610934471488
"Dataset_3","shell_thickness","a105",0.139161859987123,0.237007705560817
"Dataset_3","shell_thickness","a106",0.159200812367134,0.17546839581618
"Dataset_3","shell_thickness","a108",0.166502514897322,0.156236705895887
"Dataset_3","shell_thickness","a110",0.11300606552807,0.337739996043005
"Dataset_3","shell_thickness","a111",0.096580937524056,0.413019064860772
"Dataset_3","shell_thickness","a115",0.161896369893491,0.168176915108269
"Dataset_3","shell_thickness","a116",0.138021431802895,0.240910398838
"Dataset_3","shell_thickness","a118",0.249220585142967,0.0322507420982707
"Dataset_3","shell_thickness","a120",0.195990729375224,0.0942198121106217
"Dataset_3","shell_thickness","a121",0.216444382913135,0.0639900753142829
"Dataset_3","shell_thickness","a122",0.170086717762039,0.147390164711659
"Dataset_3","shell_thickness","a123",0.182986885923894,0.118636596053992
"Dataset_3","shell_thickness","a124",0.191458638149589,0.102236694670344
"Dataset_3","shell_thickness","a125",-0.0420033029931334,0.722341270610611
"Dataset_3","shell_thickness","a127",0.131460267054673,0.264223217057769
"Dataset_3","shell_thickness","a129",0.0726615671665417,0.538402130087582
"Dataset_3","shell_thickness","a130",0.147737287502294,0.209060186787938
"Dataset_4","p450","sod",-0.415001851166235,0.000267554222808825
"Dataset_4","p450","ci_wet_volume",-0.101685376718356,0.388645586835276
"Dataset_4","p450","ci_wet_shell_weight",-0.238440804713884,0.0407726160435845
"Dataset_4","p450","ci_pollution",0.00247315808959645,0.983373354862381
"Dataset_4","p450","shell_thickness",0.177032962156884,0.131320702707376
"Dataset_4","p450","arsenic",0.0562470843622905,0.634077700445566
"Dataset_4","p450","cadmium",0.0592229487091298,0.616214859935677
"Dataset_4","p450","copper",-0.0655312847093669,0.578317599929696
"Dataset_4","p450","lead",-0.0268196964087375,0.820220955690413
"Dataset_4","p450","mercury",0.186347177696169,0.111905406283241
"Dataset_4","p450","zinc",0.146599727520371,0.212626661318642
"Dataset_4","sod","p450",-0.415001851166235,0.000267554222808825
"Dataset_4","sod","ci_wet_volume",-0.0371878795426437,0.753092089888694
"Dataset_4","sod","ci_wet_shell_weight",0.1361185985171,0.247520336981014
"Dataset_4","sod","ci_pollution",0.0335431321732692,0.776191234082344
"Dataset_4","sod","shell_thickness",-0.00549479034219058,0.962940755784325
"Dataset_4","sod","arsenic",-0.153531733434404,0.191551413326442
"Dataset_4","sod","cadmium",-0.139179112770293,0.236949002179731
"Dataset_4","sod","copper",0.0812291743798593,0.490619080480243
"Dataset_4","sod","lead",0.10646427249167,0.365824328239715
"Dataset_4","sod","mercury",-0.0765055646490033,0.517067805542327
"Dataset_4","sod","zinc",-0.0396599727547786,0.737254176145055
"Dataset_4","ci_wet_volume","p450",-0.101685376718356,0.388645586835276
"Dataset_4","ci_wet_volume","sod",-0.0371878795426437,0.753092089888694
"Dataset_4","ci_wet_volume","ci_wet_shell_weight",0.481679231031265,1.39329733235061e-05
"Dataset_4","ci_wet_volume","ci_pollution",0.345531827004946,0.00256783534265425
"Dataset_4","ci_wet_volume","shell_thickness",-0.0964889545179028,0.41346625295819
"Dataset_4","ci_wet_volume","arsenic",-0.0341303752278,0.772821497043472
"Dataset_4","ci_wet_volume","cadmium",0.00707922662155962,0.952265724134955
"Dataset_4","ci_wet_volume","copper",0.11291134752414,0.338147687897873
"Dataset_4","ci_wet_volume","lead",0.114066526578033,0.333196609331446
"Dataset_4","ci_wet_volume","mercury",0.141836304089281,0.228027623565836
"Dataset_4","ci_wet_volume","zinc",-0.0528872499158268,0.654498712371553
"Dataset_4","ci_wet_shell_weight","p450",-0.238440804713884,0.0407726160435845
"Dataset_4","ci_wet_shell_weight","sod",0.1361185985171,0.247520336981014
"Dataset_4","ci_wet_shell_weight","ci_wet_volume",0.481679231031265,1.39329733235061e-05
"Dataset_4","ci_wet_shell_weight","ci_pollution",-0.096116821279075,0.415278292328858
"Dataset_4","ci_wet_shell_weight","shell_thickness",-0.51154920050074,3.19434323280779e-06
"Dataset_4","ci_wet_shell_weight","arsenic",0.0224746558508077,0.849256773878122
"Dataset_4","ci_wet_shell_weight","cadmium",-0.0240071681036572,0.839110958206587
"Dataset_4","ci_wet_shell_weight","copper",0.0286573265292774,0.80849155868087
"Dataset_4","ci_wet_shell_weight","lead",0.113207547281548,0.336873792974107
"Dataset_4","ci_wet_shell_weight","mercury",0.0385506838826772,0.744347979454352
"Dataset_4","ci_wet_shell_weight","zinc",-0.174131011169234,0.13786427791622
"Dataset_4","ci_pollution","p450",0.00247315808959645,0.983373354862381
"Dataset_4","ci_pollution","sod",0.0335431321732692,0.776191234082344
"Dataset_4","ci_pollution","ci_wet_volume",0.345531827004946,0.00256783534265425
"Dataset_4","ci_pollution","ci_wet_shell_weight",-0.096116821279075,0.415278292328858
"Dataset_4","ci_pollution","shell_thickness",0.000266593601507899,0.998201345482342
"Dataset_4","ci_pollution","arsenic",-0.227920649904068,0.0508128265874404
"Dataset_4","ci_pollution","cadmium",-0.203392842603448,0.0821963502502805
"Dataset_4","ci_pollution","copper",0.112062199185487,0.341046366288239
"Dataset_4","ci_pollution","lead",0.0397630507219548,0.736076661383171
"Dataset_4","ci_pollution","mercury",0.0221845404266758,0.851180256103701
"Dataset_4","ci_pollution","zinc",-0.144630057476911,0.218903275857792
"Dataset_4","shell_thickness","p450",0.177032962156884,0.131320702707376
"Dataset_4","shell_thickness","sod",-0.00549479034219058,0.962940755784325
"Dataset_4","shell_thickness","ci_wet_volume",-0.0964889545179028,0.41346625295819
"Dataset_4","shell_thickness","ci_wet_shell_weight",-0.51154920050074,3.19434323280779e-06
"Dataset_4","shell_thickness","ci_pollution",0.000266593601507899,0.998201345482342
"Dataset_4","shell_thickness","arsenic",-0.142275279208801,0.226576644136678
"Dataset_4","shell_thickness","cadmium",-0.00762759563425284,0.948572982065154
"Dataset_4","shell_thickness","copper",-0.0619533908393078,0.60001831468171
"Dataset_4","shell_thickness","lead",0.0669594262454006,0.570824805952939
"Dataset_4","shell_thickness","mercury",0.0261559881360981,0.824929283133627
"Dataset_4","shell_thickness","zinc",0.0790239570141464,0.503326870659911
"Dataset_5","p450","sod",-0.415001851166235,0.000267554222808825
"Dataset_5","p450","ci_wet_volume",-0.101685376718356,0.388645586835276
"Dataset_5","p450","ci_wet_shell_weight",-0.238440804713884,0.0407726160435845
"Dataset_5","p450","ci_pollution",0.00247315808959645,0.983373354862381
"Dataset_5","p450","shell_thickness",0.177032962156884,0.131320702707376
"Dataset_5","p450","a5",0.144998148833765,0.217219140004251
"Dataset_5","p450","a6",0.106345797852647,0.366360396587117
"Dataset_5","p450","a7",0.129063309885228,0.272458396105981
"Dataset_5","p450","a8",0.105723805997779,0.369182659906707
"Dataset_5","p450","a9",0.121036653091448,0.303589042451839
"Dataset_5","p450","a10",0.106168085894113,0.367165402747551
"Dataset_5","p450","a11",0.171210662717512,0.144461766024577
"Dataset_5","p450","a12",0.134424287301,0.252907378406278
"Dataset_5","p450","a13",0.128470936690115,0.27467953087596
"Dataset_5","p450","a14",0.134424287301,0.252907378406278
"Dataset_5","p450","a15",0.241466123657904,0.0384519784723857
"Dataset_5","p450","a16",0.0497445390596075,0.673197121417663
"Dataset_5","p450","a17",0.134424287301,0.252907378406278
"Dataset_5","p450","a18",0.134424287301,0.252907378406278
"Dataset_5","p450","a19",0.129063309885228,0.272458396105981
"Dataset_5","p450","a20",0.121036653091448,0.303589042451839
"Dataset_5","sod","p450",-0.415001851166235,0.000267554222808825
"Dataset_5","sod","ci_wet_volume",-0.0371878795426437,0.753092089888694
"Dataset_5","sod","ci_wet_shell_weight",0.1361185985171,0.247520336981014
"Dataset_5","sod","ci_pollution",0.0335431321732692,0.776191234082344
"Dataset_5","sod","shell_thickness",-0.00549479034219058,0.962940755784325
"Dataset_5","sod","a5",-0.0551055164753795,0.640299043023725
"Dataset_5","sod","a6",-0.0981710477600889,0.404505859854028
"Dataset_5","sod","a7",-0.0854646427249167,0.468224689540237
"Dataset_5","sod","a8",-0.08653091447612,0.462676058941738
"Dataset_5","sod","a9",-0.0918326545723806,0.435629894583319
"Dataset_5","sod","a10",-0.0822362088115513,0.485243732668345
"Dataset_5","sod","a11",0.149707515734913,0.202529916869824
"Dataset_5","sod","a12",-0.094142910033321,0.424131254586322
"Dataset_5","sod","a13",-0.0997704553868937,0.396864206024957
"Dataset_5","sod","a14",-0.094142910033321,0.424131254586322
"Dataset_5","sod","a15",0.112151055164754,0.340661795930538
"Dataset_5","sod","a16",0.0223176601258793,0.850027620863485
"Dataset_5","sod","a17",-0.094142910033321,0.424131254586322
"Dataset_5","sod","a18",-0.094142910033321,0.424131254586322
"Dataset_5","sod","a19",-0.0854646427249167,0.468224689540237
"Dataset_5","sod","a20",-0.0918326545723806,0.435629894583319
"Dataset_5","ci_wet_volume","p450",-0.101685376718356,0.388645586835276
"Dataset_5","ci_wet_volume","sod",-0.0371878795426437,0.753092089888694
"Dataset_5","ci_wet_volume","ci_wet_shell_weight",0.481679231031265,1.39329733235061e-05
"Dataset_5","ci_wet_volume","ci_pollution",0.345531827004946,0.00256783534265425
"Dataset_5","ci_wet_volume","shell_thickness",-0.0964889545179028,0.41346625295819
"Dataset_5","ci_wet_volume","a5",0.103788394995956,0.378858578615157
"Dataset_5","ci_wet_volume","a6",0.0947691123828661,0.42187905365347
"Dataset_5","ci_wet_volume","a7",0.0730724801526897,0.536101083033412
"Dataset_5","ci_wet_volume","a8",0.0738425995219519,0.531801633472963
"Dataset_5","ci_wet_volume","a9",0.0912147152939635,0.439573686008042
"Dataset_5","ci_wet_volume","a10",0.0541305056664128,0.646911655411732
"Dataset_5","ci_wet_volume","a11",0.014306448282833,0.903707134919887
"Dataset_5","ci_wet_volume","a12",0.077900536198449,0.509433093855913
"Dataset_5","ci_wet_volume","a13",0.0842688309827329,0.475327526368757
"Dataset_5","ci_wet_volume","a14",0.077900536198449,0.509433093855913
"Dataset_5","ci_wet_volume","a15",-0.0392168478808922,0.740085330277847
"Dataset_5","ci_wet_volume","a16",0.0648381268967319,0.583114554147682
"Dataset_5","ci_wet_volume","a17",0.077900536198449,0.509433093855913
"Dataset_5","ci_wet_volume","a18",0.077900536198449,0.509433093855913
"Dataset_5","ci_wet_volume","a19",0.0730724801526897,0.536101083033412
"Dataset_5","ci_wet_volume","a20",0.0912147152939635,0.439573686008042
"Dataset_5","ci_wet_shell_weight","p450",-0.238440804713884,0.0407726160435845
"Dataset_5","ci_wet_shell_weight","sod",0.1361185985171,0.247520336981014
"Dataset_5","ci_wet_shell_weight","ci_wet_volume",0.481679231031265,1.39329733235061e-05
"Dataset_5","ci_wet_shell_weight","ci_pollution",-0.096116821279075,0.415278292328858
"Dataset_5","ci_wet_shell_weight","shell_thickness",-0.51154920050074,3.19434323280779e-06
"Dataset_5","ci_wet_shell_weight","a5",-0.0636533278670977,0.590030832933419
"Dataset_5","ci_wet_shell_weight","a6",-0.128269304945773,0.276094150120508
"Dataset_5","ci_wet_shell_weight","a7",-0.121338230622413,0.30308898632351
"Dataset_5","ci_wet_shell_weight","a8",-0.113163117317937,0.33706468436863
"Dataset_5","ci_wet_shell_weight","a9",-0.103536625202159,0.380022374479519
"Dataset_5","ci_wet_shell_weight","a10",-0.108572021078105,0.357156376238429
"Dataset_5","ci_wet_shell_weight","a11",-0.112052368227655,0.341859082669685
"Dataset_5","ci_wet_shell_weight","a12",-0.116288024758597,0.323804782621213
"Dataset_5","ci_wet_shell_weight","a13",-0.13093510276245,0.266152852859417
"Dataset_5","ci_wet_shell_weight","a14",-0.116288024758597,0.323804782621213
"Dataset_5","ci_wet_shell_weight","a15",-0.180415272237549,0.123994586556199
"Dataset_5","ci_wet_shell_weight","a16",-0.148114688692146,0.207886387015543
"Dataset_5","ci_wet_shell_weight","a17",-0.116288024758597,0.323804782621213
"Dataset_5","ci_wet_shell_weight","a18",-0.116288024758597,0.323804782621213
"Dataset_5","ci_wet_shell_weight","a19",-0.121338230622413,0.30308898632351
"Dataset_5","ci_wet_shell_weight","a20",-0.103536625202159,0.380022374479519
"Dataset_5","ci_pollution","p450",0.00247315808959645,0.983373354862381
"Dataset_5","ci_pollution","sod",0.0335431321732692,0.776191234082344
"Dataset_5","ci_pollution","ci_wet_volume",0.345531827004946,0.00256783534265425
"Dataset_5","ci_pollution","ci_wet_shell_weight",-0.096116821279075,0.415278292328858
"Dataset_5","ci_pollution","shell_thickness",0.000266593601507899,0.998201345482342
"Dataset_5","ci_pollution","a5",-0.0504850055534987,0.668614583563312
"Dataset_5","ci_pollution","a6",-0.0382524990744169,0.745758480690906
"Dataset_5","ci_pollution","a7",-0.0258422806368012,0.826671995695038
"Dataset_5","ci_pollution","a8",-0.032388004442799,0.783709818539797
"Dataset_5","ci_pollution","a9",-0.0236208811551277,0.841375692538931
"Dataset_5","ci_pollution","a10",-0.0369788967049241,0.753952473561138
"Dataset_5","ci_pollution","a11",-0.020836727138097,0.859880924644879
"Dataset_5","ci_pollution","a12",-0.0282710107367642,0.810664309073372
"Dataset_5","ci_pollution","a13",-0.0421917808219178,0.720596528414018
"Dataset_5","ci_pollution","a14",-0.0282710107367642,0.810664309073372
"Dataset_5","ci_pollution","a15",0.0230877452795261,0.84491290034457
"Dataset_5","ci_pollution","a16",0.00946316179192891,0.936160237920103
"Dataset_5","ci_pollution","a17",-0.0282710107367642,0.810664309073372
"Dataset_5","ci_pollution","a18",-0.0282710107367642,0.810664309073372
"Dataset_5","ci_pollution","a19",-0.0258422806368012,0.826671995695038
"Dataset_5","ci_pollution","a20",-0.0236208811551277,0.841375692538931
"Dataset_5","shell_thickness","p450",0.177032962156884,0.131320702707376
"Dataset_5","shell_thickness","sod",-0.00549479034219058,0.962940755784325
"Dataset_5","shell_thickness","ci_wet_volume",-0.0964889545179028,0.41346625295819
"Dataset_5","shell_thickness","ci_wet_shell_weight",-0.51154920050074,3.19434323280779e-06
"Dataset_5","shell_thickness","ci_pollution",0.000266593601507899,0.998201345482342
"Dataset_5","shell_thickness","a5",0.333671513798414,0.00366971449604867
"Dataset_5","shell_thickness","a6",0.304198110076152,0.00841314029725443
"Dataset_5","shell_thickness","a7",0.331923844632973,0.00386351382781592
"Dataset_5","shell_thickness","a8",0.295444953493309,0.0106014511983646
"Dataset_5","shell_thickness","a9",0.310329762910833,0.00712612473578319
"Dataset_5","shell_thickness","a10",0.315528338140238,0.00617393304580104
"Dataset_5","shell_thickness","a11",0.286573310865352,0.0133093152928334
"Dataset_5","shell_thickness","a12",0.33839614484736,0.00318839935594848
"Dataset_5","shell_thickness","a13",0.336855826260869,0.00333873592974171
"Dataset_5","shell_thickness","a14",0.33839614484736,0.00318839935594848
"Dataset_5","shell_thickness","a15",0.248198643003854,0.0329885692750972
"Dataset_5","shell_thickness","a16",0.332042330678088,0.00385009292798698
"Dataset_5","shell_thickness","a17",0.33839614484736,0.00318839935594848
"Dataset_5","shell_thickness","a18",0.33839614484736,0.00318839935594848
"Dataset_5","shell_thickness","a19",0.331923844632973,0.00386351382781592
"Dataset_5","shell_thickness","a20",0.310329762910833,0.00712612473578319
"Dataset_6","p450","sod",-0.415001851166235,0.000267554222808825
"Dataset_6","p450","ci_wet_volume",-0.101685376718356,0.388645586835276
"Dataset_6","p450","ci_wet_shell_weight",-0.238440804713884,0.0407726160435845
"Dataset_6","p450","ci_pollution",0.00247315808959645,0.983373354862381
"Dataset_6","p450","shell_thickness",0.177032962156884,0.131320702707376
"Dataset_6","p450","a21",0.0973121066271751,0.408645214845313
"Dataset_6","p450","a22",0.0322102924842651,0.78486830930929
"Dataset_6","p450","a23",0.116534616808589,0.322029685470011
"Dataset_6","p450","a24",0.0769344687152906,0.513892565581886
"Dataset_6","p450","a25",0.0750092558311736,0.524506002477934
"Dataset_6","p450","a26",-0.0560829322473158,0.634372978169841
"Dataset_6","p450","a27",0.0610588670862643,0.604566736039304
"Dataset_6","p450","a28",0.107115883006294,0.362884572335127
"Dataset_6","p450","a29",0.0350536838208071,0.766390403124037
"Dataset_6","p450","a30",0.0866493891151425,0.462061780664632
"Dataset_6","p450","a31",0.116860422065901,0.320671509359796
"Dataset_6","p450","a32",0.116445760829322,0.322400737465803
"Dataset_6","p450","a33",0.0712476860422066,0.545557139440575
"Dataset_6","p450","a34",0.114846353202518,0.329126585134779
"Dataset_6","p450","a35",0.119141058867086,0.311267613581031
"Dataset_6","p450","a36",0.087360236949278,0.458385536112726
"Dataset_6","p450","a37",-0.115053683820807,0.32824970307044
"Dataset_6","p450","a38",-0.00753794890781192,0.949148768046133
"Dataset_6","p450","a39",0.088456127360237,0.452749757589961
"Dataset_6","p450","a40",0.0112699000370233,0.923986131446024
"Dataset_6","p450","a41",0.116534616808589,0.322029685470011
"Dataset_6","p450","a42",0.11244724176231,0.339381870256503
"Dataset_6","p450","a43",0.117600888559793,0.317598468846884
"Dataset_6","p450","a44",0.119437245464643,0.310059599141121
"Dataset_6","p450","a45",0.1019029988893,0.38680979498049
"Dataset_6","p450","a46",0.117600888559793,0.317598468846884
"Dataset_6","p450","a47",0.121332839689004,0.302400553720687
"Dataset_6","p450","a48",0.11244724176231,0.339381870256503
"Dataset_6","p450","a49",0.128204368752314,0.275683000757268
"Dataset_6","p450","a50",-0.179503887449093,0.125786017790269
"Dataset_6","p450","a51",-0.130159200296187,0.268381262401951
"Dataset_6","p450","a52",-0.103502406516105,0.379370350431908
"Dataset_6","p450","a53",0.0711884487226953,0.545891923370346
"Dataset_6","p450","a54",0.066271751203258,0.574023138316116
"Dataset_6","p450","a55",0.0315586819696409,0.789120105855276
"Dataset_6","p450","a56",-0.0305220288781933,0.795897038587404
"Dataset_6","p450","a57",-0.160014809329878,0.172894786805164
"Dataset_6","p450","a58",0.0573565346168086,0.626685666229125
"Dataset_6","p450","a59",0.11244724176231,0.339381870256503
"Dataset_6","p450","a60",-0.050040725657164,0.671362661128759
"Dataset_6","p450","a61",0.0398815253609774,0.735319022326286
"Dataset_6","p450","a62",0.0727286190299889,0.537220275095151
"Dataset_6","sod","p450",-0.415001851166235,0.000267554222808825
"Dataset_6","sod","ci_wet_volume",-0.0371878795426437,0.753092089888694
"Dataset_6","sod","ci_wet_shell_weight",0.1361185985171,0.247520336981014
"Dataset_6","sod","ci_pollution",0.0335431321732692,0.776191234082344
"Dataset_6","sod","shell_thickness",-0.00549479034219058,0.962940755784325
"Dataset_6","sod","a21",0.209626064420585,0.073141943528003
"Dataset_6","sod","a22",0.238148833765272,0.0412589198493568
"Dataset_6","sod","a23",-0.0866197704553869,0.462215308214425
"Dataset_6","sod","a24",0.206042206590152,0.0782735884834658
"Dataset_6","sod","a25",0.215046279155868,0.0658988158087913
"Dataset_6","sod","a26",0.0624805627545353,0.596165676653244
"Dataset_6","sod","a27",0.225620140688634,0.0534436838917418
"Dataset_6","sod","a28",0.1635394298408,0.163531712865683
"Dataset_6","sod","a29",-0.0221695668271011,0.851011940464194
"Dataset_6","sod","a30",0.184924102184376,0.114618943963362
"Dataset_6","sod","a31",-0.0790373935579415,0.502426418363604
"Dataset_6","sod","a32",-0.0586005183265457,0.619215456001883
"Dataset_6","sod","a33",0.00712328767123288,0.951948156500664
"Dataset_6","sod","a34",-0.0700037023324695,0.552608579431643
"Dataset_6","sod","a35",-0.0926619770455387,0.431481956401966
"Dataset_6","sod","a36",0.0032136245834876,0.978366397565328
"Dataset_6","sod","a37",0.164842650870048,0.160166729814587
"Dataset_6","sod","a38",0.176275453535727,0.132823059474415
"Dataset_6","sod","a39",0.0102036282858201,0.931168912196611
"Dataset_6","sod","a40",0.14612365790448,0.213641775065424
"Dataset_6","sod","a41",-0.0866197704553869,0.462215308214425
"Dataset_6","sod","a42",-0.0868863383931877,0.460834569391872
"Dataset_6","sod","a43",-0.0851092188078489,0.470082260178602
"Dataset_6","sod","a44",-0.0856719733432062,0.467142957121171
"Dataset_6","sod","a45",-0.0843983709737134,0.473809392807725
"Dataset_6","sod","a46",-0.0851092188078489,0.470082260178602
"Dataset_6","sod","a47",-0.0850499814883376,0.470392244387338
"Dataset_6","sod","a48",-0.0868863383931877,0.460834569391872
"Dataset_6","sod","a49",-0.0961569788967049,0.414250891528772
"Dataset_6","sod","a50",0.243450573861533,0.0368504778460993
"Dataset_6","sod","a51",0.208263606071825,0.0750599484407086
"Dataset_6","sod","a52",0.16857460199926,0.150815804234687
"Dataset_6","sod","a53",0.100155497963717,0.395037435397367
"Dataset_6","sod","a54",0.0131654942613847,0.911232160252809
"Dataset_6","sod","a55",0.233498704183636,0.0454792885158099
"Dataset_6","sod","a56",0.22591632728619,0.0531248037906343
"Dataset_6","sod","a57",0.340244353942984,0.00316271023860159
"Dataset_6","sod","a58",0.0387263976305072,0.742716709085376
"Dataset_6","sod","a59",-0.0868863383931877,0.460834569391872
"Dataset_6","sod","a60",0.213772676786375,0.0675461896565695
"Dataset_6","sod","a61",0.227515734912995,0.0514297642075358
"Dataset_6","sod","a62",0.193009996297668,0.0994059575629276
"Dataset_6","ci_wet_volume","p450",-0.101685376718356,0.388645586835276
"Dataset_6","ci_wet_volume","sod",-0.0371878795426437,0.753092089888694
"Dataset_6","ci_wet_volume","ci_wet_shell_weight",0.481679231031265,1.39329733235061e-05
"Dataset_6","ci_wet_volume","ci_pollution",0.345531827004946,0.00256783534265425
"Dataset_6","ci_wet_volume","shell_thickness",-0.0964889545179028,0.41346625295819
"Dataset_6","ci_wet_volume","a21",0.111696928518765,0.343402266446192
"Dataset_6","ci_wet_volume","a22",0.062275998995148,0.59811717578343
"Dataset_6","ci_wet_volume","a23",0.0868161488964465,0.462037068468857
"Dataset_6","ci_wet_volume","a24",0.121412280561765,0.30279180120967
"Dataset_6","ci_wet_volume","a25",0.137066437740807,0.244212421316633
"Dataset_6","ci_wet_volume","a26",0.161962027350996,0.168002133554447
"Dataset_6","ci_wet_volume","a27",0.0441781938174855,0.708591981262668
"Dataset_6","ci_wet_volume","a28",0.0298865555225229,0.800443345541831
"Dataset_6","ci_wet_volume","a29",0.159903439037007,0.173545921257135
"Dataset_6","ci_wet_volume","a30",0.0505612985896398,0.668786730382966
"Dataset_6","ci_wet_volume","a31",0.0791593851674354,0.502593331538931
"Dataset_6","ci_wet_volume","a32",0.0892301769193262,0.449631821071251
"Dataset_6","ci_wet_volume","a33",0.162998726501926,0.165260091688667
"Dataset_6","ci_wet_volume","a34",0.117620923666936,0.318251557217264
"Dataset_6","ci_wet_volume","a35",0.0676224046163723,0.567008764781229
"Dataset_6","ci_wet_volume","a36",0.13161636220449,0.263651494595459
"Dataset_6","ci_wet_volume","a37",0.170922070012605,0.145383296665272
"Dataset_6","ci_wet_volume","a38",0.02770948730557,0.814711030753735
"Dataset_6","ci_wet_volume","a39",0.151757945708271,0.196795105494121
"Dataset_6","ci_wet_volume","a40",0.0379431889240354,0.748241916555507
"Dataset_6","ci_wet_volume","a41",0.0868161488964465,0.462037068468857
"Dataset_6","ci_wet_volume","a42",0.0792778650703988,0.501952045783644
"Dataset_6","ci_wet_volume","a43",0.0973460502723205,0.409310247534796
"Dataset_6","ci_wet_volume","a44",0.0929178638990626,0.431043482933338
"Dataset_6","ci_wet_volume","a45",0.0741536092672309,0.530070179380689
"Dataset_6","ci_wet_volume","a46",0.0973460502723205,0.409310247534796
"Dataset_6","ci_wet_volume","a47",0.0892449869071966,0.449556290415754
"Dataset_6","ci_wet_volume","a48",0.0792778650703988,0.501952045783644
"Dataset_6","ci_wet_volume","a49",0.0931696336928599,0.42979052093349
"Dataset_6","ci_wet_volume","a50",0.244809099498168,0.0355377772300977
"Dataset_6","ci_wet_volume","a51",0.305130180094419,0.00820525610809128
"Dataset_6","ci_wet_volume","a52",0.236737656108785,0.0422763012123757
"Dataset_6","ci_wet_volume","a53",0.142768283070922,0.224954780520387
"Dataset_6","ci_wet_volume","a54",0.0885637274651569,0.453037982337614
"Dataset_6","ci_wet_volume","a55",0.151091496254102,0.19879162394817
"Dataset_6","ci_wet_volume","a56",0.119057492490367,0.312335225672142
"Dataset_6","ci_wet_volume","a57",0.14860341829187,0.206373295000425
"Dataset_6","ci_wet_volume","a58",0.113474127063216,0.335729874199999
"Dataset_6","ci_wet_volume","a59",0.0792778650703988,0.501952045783644
"Dataset_6","ci_wet_volume","a60",0.181629691242924,0.121441741018691
"Dataset_6","ci_wet_volume","a61",0.107668611818008,0.361195101588999
"Dataset_6","ci_wet_volume","a62",0.0961612512426863,0.415061707036551
"Dataset_6","ci_wet_shell_weight","p450",-0.238440804713884,0.0407726160435845
"Dataset_6","ci_wet_shell_weight","sod",0.1361185985171,0.247520336981014
"Dataset_6","ci_wet_shell_weight","ci_wet_volume",0.481679231031265,1.39329733235061e-05
"Dataset_6","ci_wet_shell_weight","ci_pollution",-0.096116821279075,0.415278292328858
