sample_id,site_name,site_number,reporting_area,pcb_group,geo_groupA,pah_group,latitude,longitude,p450,sod,ci_wet_volume,ci_wet_shell_weight,ci_pollution,shell_thickness
119,Thea Foss Waterway,46,7,5,1,7,47.259189,-122.434689,1453659,13.402,0.363,2.29,0.462498292,0.89
21,Edmonds Marina,68,7,3,2,7,47.8111,-122.388,2444905,13.708,0.374,2.56,0.806315857,0.645
50,"Eastsound, Fishing Bay",60,6,1,5,6,48.69368,-122.90985,582761,13.708,0.332,2.37,0.649019259,0.405
28,"Chuckanut, Clark's Point",74,8,1,2,8,48.68975,-122.50434,3153370,13.731,0.321,1.91,0.458654689,0.475
120,Thea Foss Waterway,46,7,5,1,7,47.259189,-122.434689,2434731,13.817,0.358,2.13,0.575060803,0.925
299,Lions Park,37,2,5,3,2,47.5833538,-122.6414587,6089843,13.836,0.251,2.71,0.160095735,0.785
74,"Purdy, Burley Lagoon",47,3,3,1,3,47.386977,-122.6367089,3562058,13.938,0.323,2,0.14836341,1.195
298,Rocky Point,27,2,5,3,2,47.60255,-122.66992,8616041,14.146,0.355,2.77,0.45918233,0.745
188,Eld Inlet,72,3,2,3,3,47.074603,-123.003527,6522867,14.268,0.338,2.57,0.169893444,0.835
215,Cap Sante,64,2,1,4,2,48.520971,-122.600717,1293754,14.371,0.353,2.62,0.647091654,0.955
5,Suquamish Stormwater Outfall,34,5,4,2,5,47.7296079,-122.5506191,4330102,14.39,0.358,2.2,0.580836247,0.985
129,Chambers Bay Park,56,5,2,1,5,47.1905742,-122.5834897,3856796,14.492,0.326,1.73,0.440654729,1
134,Gig Harbor Boat Launch,58,3,4,3,3,47.33785,-122.58277,5726357,14.656,0.312,1.67,0.345230835,1.025
116,"Comm Bay, Dick Gilmur Launch",48,7,5,1,7,47.292549,-122.412175,4040973,14.762,0.306,2.05,0.36967125,0.87
205,Maple Hollow Park,51,5,3,2,5,47.30008,-122.74566,NA,14.787,0.368,2.53,0.357751962,0.9
248,Port Angeles Yacht Club,1,4,4,2,4,48.12823,-123.45715,5418454,14.895,0.351,2.54,0.300197694,0.545
92,"Smith Cove, Terminal 91",15,8,8,2,8,47.63237,-122.37869,2166819,15.212,0.41,2.63,0.369914408,0.81
286,Arroyo Beach,13,8,3,2,8,47.50161,-122.38593,1987132,15.285,0.345,2.5,0.503371804,0.875
296,Rocky Point,27,4,5,2,4,47.60255,-122.66992,4297558,15.435,0.338,2.46,0.505468301,0.695
47,"Silverdale, Dyes Inlet",35,6,5,5,6,47.6427936,-122.6967068,1877700,15.572,0.337,2.31,0.525679296,0.635
86,Jamestown,2,1,2,3,1,48.024789,-122.998135,2786163,15.582,0.261,1.97,0.226842524,0.61
127,Chambers Bay Park,56,3,2,1,3,47.1905742,-122.5834897,4935346,15.598,0.341,1.84,0.48399692,0.885
75,"Purdy, Burley Lagoon",47,3,3,1,3,47.386977,-122.6367089,4066301,15.797,0.311,2.33,0.655396028,0.705
164,Discovery Bay,12,3,1,2,3,48.064957,-122.857524,1513923,15.957,0.328,2.16,0.252213974,0.75
96,Brackenwood Ln,23,5,2,2,5,47.68234,-122.5064,2212557,15.989,0.37,2.61,0.384885281,0.625
20,Mukilteo,65,6,2,2,6,47.94968,-122.30158,3542349,16.142,0.339,2.65,0.545493627,0.675
157,"Comm Bay, Milwaukee Waterway",49,6,3,1,6,47.2694,-122.4243,15260103,16.268,0.371,2.23,0.401596019,0.955
199,Squaxin Island,38,2,2,4,2,47.17650485,-122.9046464,9006878,16.642,0.366,1.97,0.518516577,0.955
62,"Fidalgo Bay Aq Reserve, Weaverling Spit",63,7,1,3,7,48.482448,-122.583879,4034245,17.031,0.541,4.67,0.52920557,0.825
256,Williams Olson Park,26,5,3,2,5,47.66586,-122.56698,3732773,17.073,0.339,1.93,0.864336305,0.71
93,"Smith Cove, Terminal 91",15,8,8,2,8,47.63237,-122.37869,7732418,17.148,0.34,2.23,0.531074284,0.845
118,Thea Foss Waterway,46,7,5,1,7,47.259189,-122.434689,1010594,17.182,0.333,2.23,0.417188305,0.87
37,Comm Bay Skookum,45,7,5,1,7,47.29,-122.41,NA,17.324,0.321,1.95,0.413261056,0.66
66,Meyer's Point - Henderson Inlet,71,3,3,4,3,47.11795,-122.83359,3404367,17.331,0.557,3.18,0.707676576,0.8
163,Discovery Bay,12,3,1,2,3,48.064957,-122.857524,5437003,17.512,0.334,2.18,0.343770758,0.745
283,Arroyo Beach,13,7,3,2,7,47.50161,-122.38593,1813227,18.105,0.308,1.82,0.246716243,0.955
87,Jamestown,2,1,2,3,1,48.024789,-122.998135,2874808,18.111,0.382,2.77,0.331076737,0.64
226,Friday Harbor,61,5,1,2,5,48.5069444,-123.0194444,3941050,18.935,0.371,2.37,0.859216108,0.65
176,Filucy Bay,59,2,3,4,2,47.19483,-122.748665,3656052,19.012,0.419,2.02,0.456020015,1.055
279,Three Tree Point,22,5,3,2,5,47.44896,-122.372267,4665257,19.803,0.344,2.53,0.269438768,0.955
135,Tulalip Bay,67,3,2,3,3,48.0617,-122.2939,5545198,20.048,0.362,2.61,0.487076622,0.875
73,Elliot Bay Myrtle Edwards,19,3,7,1,3,47.61862,-122.36108,2002597,20.437,0.359,2.4,0.227625484,0.935
85,Jamestown,2,1,2,5,1,48.024789,-122.998135,3343459,20.453,0.339,2.54,0.412614716,0.45
43,Penn Cove Reference,3,5,1,2,5,48.21423,-122.718972,2017393,22.233,0.318,2.45,0.199328148,0.545
63,"Fidalgo Bay Aq Reserve, Weaverling Spit",63,3,1,4,3,48.482448,-122.583879,1669995,22.316,0.29,2.99,0.16262793,0.755
189,Eld Inlet,72,3,2,3,3,47.074603,-123.003527,5739407,22.833,0.328,2.6,0.157494205,0.745
115,"Comm Bay, Dick Gilmur Launch",48,7,5,1,7,47.292549,-122.412175,4982158,22.927,0.349,2.37,0.269442882,0.93
99,Brackenwood Ln,23,2,2,3,2,47.68234,-122.5064,1783953,23.205,0.343,2.81,0.242129897,0.75
246,Port Angeles Yacht Club,1,1,4,4,1,48.12823,-123.45715,4525700,24.332,0.348,1.87,0.695526559,0.89
294,Shilshole Bay,18,4,6,2,4,47.671678,-122.406663,2568717,24.401,0.319,3.11,0.362628714,0.575
111,Point Defiance Ferry,43,6,4,1,6,47.3062,-122.5145,1743980,24.677,0.371,2.63,0.492586367,0.79
4,Des Moines Marina,21,8,3,1,8,47.40301418,-122.3305538,3899451,25.058,0.336,1.82,0.501283511,1.01
51,"Eastsound, Fishing Bay",60,7,1,2,7,48.69368,-122.90985,5287826,25.449,0.303,2.06,0.487034901,0.58
25,"Chuckanut, Clark's Point",74,3,1,3,3,48.68975,-122.50434,1063470,25.619,0.345,2,0.269525528,0.65
84,Jamestown,2,1,2,5,1,48.024789,-122.998135,2235746,25.844,0.328,2.27,0.606158749,0.545
141,Blair Waterway #2,42,7,3,1,7,47.2632444,-122.385731,3885225,26.424,0.324,1.94,0.807206483,0.745
64,"Fidalgo Bay Aq Reserve, Weaverling Spit",63,3,1,4,3,48.482448,-122.583879,4332608,26.721,0.738,3.98,1.325035858,0.74
58,Eagle Harbor Dr,31,7,6,2,7,47.61889,-122.5275,2870476,27.272,0.294,1.69,0.564741524,0.815
82,Jamestown,2,1,2,5,1,48.024789,-122.998135,2974772,27.353,0.368,2.61,0.557486639,0.58
16,S of Skunk Island,9,4,1,3,4,48.02667,-122.75076,1279705,27.927,0.34,2.77,0.528472377,0.695
72,Elliot Bay Myrtle Edwards,19,3,7,1,3,47.61862,-122.36108,3125326,28.087,0.375,2.36,0.363559648,0.615
41,Penn Cove Reference,3,2,1,3,2,48.21423,-122.718972,956176,29.84,0.357,2.66,0.346660173,0.6
301,Lions Park,37,1,5,3,1,47.5833538,-122.6414587,8605549,31.368,0.323,1.83,0.793360632,0.75
24,Edmonds Marina,68,3,3,3,3,47.8111,-122.388,52717198,34.355,0.314,2.37,0.388900909,0.865
44,Penn Cove Reference,3,5,1,2,5,48.21423,-122.718972,3364046,34.492,0.334,2.25,0.316891567,0.645
53,Kitsap St Boat Launch,25,7,7,2,7,47.54167,-122.64034,5858996,35.436,0.07,1.47,0.011901328,0.87
187,Eld Inlet,72,3,2,3,3,47.074603,-123.003527,1226696,35.599,0.348,2.2,0.565739392,0.62
95,"Smith Cove, Terminal 91",15,5,8,2,5,47.63237,-122.37869,4318486,36.283,0.332,2.15,0.412683842,0.7
70,Elliot Bay Myrtle Edwards,19,8,7,2,8,47.61862,-122.36108,1975307,39.159,0.347,2.47,0.571135814,0.89
83,Jamestown,2,1,2,5,1,48.024789,-122.998135,5366142,39.581,0.353,2.22,0.411720752,0.615
71,Elliot Bay Myrtle Edwards,19,8,7,2,8,47.61862,-122.36108,2362670,41.449,0.34,2.11,0.608323932,0.74
69,Elliot Bay Myrtle Edwards,19,8,7,2,8,47.61862,-122.36108,2881838,44.994,0.331,2.07,0.310066641,0.94
121,Thea Foss Waterway,46,5,5,1,5,47.259189,-122.434689,NA,48.798,0.342,2.19,0.309161794,0.95
126,Salmon Beach,40,3,3,1,3,47.29464,-122.53053,1383018,51.47,0.333,2.21,0.475529637,1.035
90,Oak Bay County Park,10,8,2,2,8,48.02218,-122.728709,2424855,51.729,0.362,2.58,0.538996549,0.75
57,Eagle Harbor Dr,31,7,6,2,7,47.61889,-122.5275,1556940,58.783,0.48,5.04,0.335665157,0.825
65,Meyer's Point - Henderson Inlet,71,3,3,4,3,47.11795,-122.83359,3237832,63.547,0.528,3.36,0.603025979,0.855
55,Kitsap St Boat Launch,25,7,7,2,7,47.54167,-122.64034,990580,72.981,0.323,2.27,0.215376965,0.8
48,"Silverdale, Dyes Inlet",35,6,5,5,6,47.6427936,-122.6967068,1683751,73.345,0.366,2.39,0.566841194,0.66
79,"Seattle Aquarium, Pier 59",17,8,7,2,8,47.607,-122.342,2711200,84.419,0.359,2.31,0.387770961,0.755
114,"Comm Bay, Dick Gilmur Launch",48,7,5,1,7,47.292549,-122.412175,NA,118.683,0.365,2.97,0.452241563,0.635
214,Cap Sante,64,5,1,3,5,48.520971,-122.600717,3480344,133.268,0.261,1.74,0.346105582,0.6
