"sample_id","latitude","longitude","site_name","site_number","reporting_area","p450","sod","shell","ci1","ci2","ci3","geo_group","lat_range","long_range","label"
121,47.259189,-122.434689,"Thea Foss Waterway",46,11,0,48.798,0.95,34.23,0.686,0.0599,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
122,47.259189,-122.434689,"Thea Foss Waterway",46,11,8793166,0.255,0.85,6.999,0.3226,0.0119,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
123,47.29464,-122.53053,"Salmon Beach",40,11,916811,0,0.935,32.111,0.6841,0.0651,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
124,47.29464,-122.53053,"Salmon Beach",40,11,2352491,12.933,0.685,34.418,0.6767,0.0546,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
125,47.29464,-122.53053,"Salmon Beach",40,11,2963755,8.918,0.8,34.151,0.6866,0.0541,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
126,47.29464,-122.53053,"Salmon Beach",40,11,1383018,51.47,1.035,33.345,0.6885,0.0423,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
127,47.1905742,-122.5834897,"Chambers Bay Park",56,13,4935346,15.598,0.885,34.097,0.6475,0.0515,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
128,47.1905742,-122.5834897,"Chambers Bay Park",56,13,3856796,14.492,1,26.772,0.5995,0.0409,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
129,47.1905742,-122.5834897,"Chambers Bay Park",56,13,4797197,8.659,1.08,32.632,0.6341,0.0419,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
130,47.1905742,-122.5834897,"Chambers Bay Park",56,13,4420012,0,1.26,31.069,0.6524,0.0529,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
131,47.33785,-122.58277,"Gig Harbor Boat Launch",58,11,5823222,5.435,0.89,30.701,0.6521,0.0562,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
132,47.33785,-122.58277,"Gig Harbor Boat Launch",58,11,2932222,9.944,0.845,29.816,0.6485,0.049,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
133,47.33785,-122.58277,"Gig Harbor Boat Launch",58,11,5726357,14.656,1.025,29.399,0.5801,0.0476,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
134,47.33785,-122.58277,"Gig Harbor Boat Launch",58,11,1906238,0,1.1,31.179,0.6257,0.0557,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
135,48.0617,-122.2939,"Tulalip Bay",67,8.2,5545198,20.048,0.875,36.227,0.7231,0.0531,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
136,48.0617,-122.2939,"Tulalip Bay",67,8.2,3670556,0.135,0.945,33.447,0.7025,0.0511,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
137,48.0617,-122.2939,"Tulalip Bay",67,8.2,7831524,9.075,0.855,35.911,0.727,0.0565,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
138,48.0617,-122.2939,"Tulalip Bay",67,8.2,5606185,0.787,0.835,34.977,0.7169,0.0625,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
139,48.0617,-122.2939,"Tulalip Bay",67,8.2,4974611,6.443,0.735,29.339,0.6766,0.0405,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
140,48.0617,-122.2939,"Tulalip Bay",67,8.2,5640873,1.035,1,34.323,0.7094,0.064,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
141,47.2632444,-122.385731,"Blair Waterway #2",42,11,3885225,26.424,0.745,32.363,0.6593,0.0515,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
142,47.2632444,-122.385731,"Blair Waterway #2",42,11,2469960,12.854,0.97,31.47,0.6156,0.0581,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
143,47.2632444,-122.385731,"Blair Waterway #2",42,11,3506452,2.637,0.9,33.482,0.6654,0.0524,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
144,47.2632444,-122.385731,"Blair Waterway #2",42,11,4998033,1.269,0.815,30.924,0.6499,0.0463,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
145,47.38566,-122.627255,"Purdy - Dexters",57,13,6119860,0,0.805,32.785,0.6775,0.0474,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
146,47.38566,-122.627255,"Purdy - Dexters",57,13,5329851,0,0.88,31.526,0.6644,0.0503,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
147,47.38566,-122.627255,"Purdy - Dexters",57,13,4051273,0,0.96,35.739,0.6776,0.046,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
148,47.38566,-122.627255,"Purdy - Dexters",57,13,3471329,7.036,0.73,35.076,0.6982,0.0534,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
149,47.27568,-122.4173,"Blair Waterway",41,11,4422422,0.672,0.89,35.765,0.7184,0.0543,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
150,47.27568,-122.4173,"Blair Waterway",41,11,5411649,6.432,0.68,34.333,0.7299,0.0554,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
151,47.27568,-122.4173,"Blair Waterway",41,11,6052641,9.59,1.075,32.694,0.6652,0.0594,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
152,47.27568,-122.4173,"Blair Waterway",41,11,3631858,9.377,0.71,33.814,0.7362,0.067,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
153,47.57995505,-122.6786,"Madrona Pont",28,10,6373497,8.315,0.71,33.934,0.6666,0.0486,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
154,47.57995505,-122.6786,"Madrona Pont",28,10,6651025,2.069,0.785,29.925,0.6422,0.0439,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
155,47.57995505,-122.6786,"Madrona Pont",28,10,3417364,2.369,0.72,32.082,0.6621,0.0441,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
156,47.57995505,-122.6786,"Madrona Pont",28,10,6776918,2.733,1.005,32.145,0.6714,0.0465,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
157,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,4517486,5.02,0.82,37.13,0.6905,0.0539,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
158,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,15260103,16.268,0.955,34.571,0.6833,0.0549,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
159,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,3705987,5.768,0.75,37.227,0.6787,0.0554,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
160,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,8193639,4.93,0.75,34.803,0.6946,0.0534,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
161,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,6366494,-0.636,0.83,34.506,0.6222,0.0492,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
162,48.064957,-122.857524,"Discovery Bay",12,6,5437003,17.512,0.745,34.027,0.6749,0.0464,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
163,48.064957,-122.857524,"Discovery Bay",12,6,5775686,1.485,0.805,33.398,0.6859,0.0606,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
164,48.064957,-122.857524,"Discovery Bay",12,6,1513923,15.957,0.75,32.803,0.683,0.0692,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
165,48.064957,-122.857524,"Discovery Bay",12,6,3392978,0,0.875,35.464,0.6897,0.0596,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
166,47.794695,-122.499858,"Kingston Marina",36,10,2529572,4.546,0.815,34.552,0.6723,0.0552,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
167,47.794695,-122.499858,"Kingston Marina",36,10,5982158,7.722,0.845,32.722,0.6564,0.0451,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
168,47.794695,-122.499858,"Kingston Marina",36,10,4667834,3.94,0.875,27.431,0.6142,0.0506,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
169,47.794695,-122.499858,"Kingston Marina",36,10,7944848,0.048,0.71,30.287,0.6038,0.0418,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
170,47.578117,-122.524833,"Rich Passage",32,10,1476511,3.506,0.9,35.274,0.7173,0.0544,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
171,47.578117,-122.524833,"Rich Passage",32,10,4087247,2.631,0.83,34.796,0.6945,0.053,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
172,47.578117,-122.524833,"Rich Passage",32,10,3101248,0.844,0.745,33.57,0.7226,0.0585,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
173,47.578117,-122.524833,"Rich Passage",32,10,4147207,1.999,0.765,34.982,0.7156,0.0492,"3","47.5 - 47.79","-122.7 - -122.34","Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34"
174,47.19483,-122.748665,"Filucy Bay",59,13,6630611,0,0.795,26.758,0.5987,0.0341,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
175,47.19483,-122.748665,"Filucy Bay",59,13,6728961,2.006,0.815,45.197,0.6938,0.0533,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
176,47.19483,-122.748665,"Filucy Bay",59,13,3656052,19.012,1.055,41.854,0.6691,0.0502,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
177,47.19483,-122.748665,"Filucy Bay",59,13,8044535,0.232,0.76,33.515,0.6486,0.0464,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
178,47.3539722,-122.69175,"Minter Bay",55,13,4961205,3.468,0.95,42.482,0.6317,0.052,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
179,47.3539722,-122.69175,"Minter Bay",55,13,6536182,2.525,1.095,29.091,0.6428,0.0484,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
180,47.3539722,-122.69175,"Minter Bay",55,13,6263391,0,0.825,32.995,0.6634,0.0481,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
181,47.3539722,-122.69175,"Minter Bay",55,13,7066217,1.97,0.8,43.288,0.6649,0.0546,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
182,47.052362,-122.910912,"West Bay Park",73,13,7223931,2.621,0.78,32.441,0.6721,0.0571,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
183,47.052362,-122.910912,"West Bay Park",73,13,4047412,3.572,0.66,33.461,0.7195,0.0672,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
184,47.052362,-122.910912,"West Bay Park",73,13,7647788,5.789,0.845,35.007,0.6964,0.0581,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
185,47.052362,-122.910912,"West Bay Park",73,13,4006818,0,0.805,30.982,0.6596,0.0429,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
186,47.074603,-123.003527,"Eld Inlet",72,13,5090553,10.464,0.63,33.624,0.7331,0.0662,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
187,47.074603,-123.003527,"Eld Inlet",72,13,1226696,35.599,0.62,34.824,0.6874,0.0614,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
188,47.074603,-123.003527,"Eld Inlet",72,13,6522867,14.268,0.835,33.791,0.7194,0.0638,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
189,47.074603,-123.003527,"Eld Inlet",72,13,5739407,22.833,0.745,32.817,0.7223,0.0577,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
190,48.0697859,-122.2997764,"Tulalip Reservation",70,8.2,4215635,1.126,0.845,30.673,0.673,0.0546,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
191,48.0697859,-122.2997764,"Tulalip Reservation",70,8.2,3759846,1.593,0.82,34.183,0.6939,0.049,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
192,48.0697859,-122.2997764,"Tulalip Reservation",70,8.2,4597377,0,0.83,31.401,0.6912,0.0463,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
193,48.0697859,-122.2997764,"Tulalip Reservation",70,8.2,2521368,10.007,0.64,33.472,0.6989,0.0461,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
194,47.30515,-122.44441,"Browns Point Lighthouse",54,11,2165448,0,0.84,35.25,0.6594,0.0512,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
195,47.30515,-122.44441,"Browns Point Lighthouse",54,11,9793068,1.51,0.8,37.39,0.7207,0.0598,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
196,47.30515,-122.44441,"Browns Point Lighthouse",54,11,7655768,2.472,0.82,35.763,0.7119,0.061,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
197,47.30515,-122.44441,"Browns Point Lighthouse",54,11,9992165,1.531,0.935,37.732,0.7015,0.056,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
198,47.17650485,-122.9046464,"Squaxin Island",38,13,6350828,0,0.85,34.214,0.6791,0.0587,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
199,47.17650485,-122.9046464,"Squaxin Island",38,13,9006878,16.642,0.955,36.615,0.6635,0.0548,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
200,47.17650485,-122.9046464,"Squaxin Island",38,13,6605220,0,0.925,30.386,0.6657,0.0512,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
201,47.17650485,-122.9046464,"Squaxin Island",38,13,3512019,6.788,0.695,37.969,0.7195,0.0544,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
202,47.30008,-122.74566,"Maple Hollow Park",51,13,5079449,0,0.8,38.642,0.7156,0.0504,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
203,47.30008,-122.74566,"Maple Hollow Park",51,13,4528128,3.694,0.665,34.37,0.6988,0.0533,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
204,47.30008,-122.74566,"Maple Hollow Park",51,13,1311133,0,0.735,35.849,0.7101,0.0571,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
205,47.30008,-122.74566,"Maple Hollow Park",51,13,0,14.787,0.9,36.774,0.7169,0.0571,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
206,47.9726,-122.22977,"Everett Harbor",66,8.2,5318907,0,0.885,35.516,0.6765,0.0579,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
207,47.9726,-122.22977,"Everett Harbor",66,8.2,6420811,0,0.865,31.607,0.6205,0.046,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
208,47.9726,-122.22977,"Everett Harbor",66,8.2,6149521,1.496,0.675,35.355,0.6691,0.0485,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
209,47.9726,-122.22977,"Everett Harbor",66,8.2,3196587,0,0.68,34.528,0.6655,0.045,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
210,48.52108,-122.61531,"N Avenue Park",62,7,3680347,0.016,0.9,35.76,0.7072,0.0581,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
211,48.52108,-122.61531,"N Avenue Park",62,7,4764132,0.064,0.79,32.892,0.6955,0.0539,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
212,48.52108,-122.61531,"N Avenue Park",62,7,4827148,5.692,0.89,42.331,0.6749,0.0617,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
213,48.52108,-122.61531,"N Avenue Park",62,7,3461581,0,0.71,35.638,0.6975,0.0541,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
214,48.520971,-122.600717,"Cap Sante",64,7,1293754,14.371,0.955,26.107,0.6355,0.0379,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
215,48.520971,-122.600717,"Cap Sante",64,7,4083185,4.895,0.725,35.286,0.7232,0.0535,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
216,48.520971,-122.600717,"Cap Sante",64,7,3480344,133.268,0.6,35.286,0.7232,0.0535,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
217,48.520971,-122.600717,"Cap Sante",64,7,6057021,11.947,0.88,35.683,0.6602,0.0484,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
218,47.32598,-122.66724,"Raft Island Park",53,13,6420643,0,0.58,37.331,0.7535,0.0548,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
219,47.32598,-122.66724,"Raft Island Park",53,13,6767449,2.855,0.595,33.226,0.6783,0.0486,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
220,47.32598,-122.66724,"Raft Island Park",53,13,3322946,11.029,0.805,34.078,0.731,0.0524,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
221,47.32598,-122.66724,"Raft Island Park",53,13,1581168,1.226,0.635,37.522,0.7345,0.0553,"1","47.05 - 47.57","-123 - -122.67","Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67"
222,48.5069444,-123.0194444,"Friday Harbor",61,7,2728430,0,0.895,33.496,0.6827,0.0438,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
223,48.5069444,-123.0194444,"Friday Harbor",61,7,2977245,12.311,0.625,33.536,0.6982,0.0517,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
224,48.5069444,-123.0194444,"Friday Harbor",61,7,3660262,2.297,0.735,21.779,0.5576,0.0297,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
225,48.5069444,-123.0194444,"Friday Harbor",61,7,6464229,0,0.845,37.191,0.7223,0.0537,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
226,48.5069444,-123.0194444,"Friday Harbor",61,7,3941050,18.935,0.65,37.07,0.7034,0.0494,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
227,47.81407,-122.3825,"Edmonds Ferry",69,9,6928220,0.818,0.885,37.537,0.6955,0.0579,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
228,47.81407,-122.3825,"Edmonds Ferry",69,9,2077255,0,0.665,37.174,0.7193,0.0502,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
229,47.81407,-122.3825,"Edmonds Ferry",69,9,5845804,0,0.82,40.873,0.7041,0.0603,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
230,47.81407,-122.3825,"Edmonds Ferry",69,9,3992468,0,0.39,37.929,0.6929,0.0603,"6","47.81 - 48.26","-122.51 - -122.23","Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23"
231,47.4436,-122.360316,"Miller Creek",20,11,5994423,0,0.96,35.76,0.6604,0.0509,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
232,47.4436,-122.360316,"Miller Creek",20,11,4130787,1.041,0.745,34.605,0.7067,0.0631,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
233,47.4436,-122.360316,"Miller Creek",20,11,5542261,7.704,0.895,31.704,0.6979,0.0528,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
234,47.4436,-122.360316,"Miller Creek",20,11,7321595,7.314,0.685,34.789,0.7174,0.0564,"5","47.19 - 47.45","-122.64 - -122.33","Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33"
235,48.77636877,-122.5378679,"Locust Beach",76,7,1911632,10.204,0.665,29.634,0.7315,0.0398,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
236,48.77636877,-122.5378679,"Locust Beach",76,7,2139153,7.076,0.6,33.17,0.7602,0.0467,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
237,48.77636877,-122.5378679,"Locust Beach",76,7,3303872,2.108,0.745,32.928,0.7059,0.0468,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
238,48.77636877,-122.5378679,"Locust Beach",76,7,2252655,2.218,0.74,34.909,0.7264,0.0534,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
239,48.6793778,-122.6300583,"Aiston Preserve",77,7,5965780,0,0.7,36.926,0.7195,0.0537,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
240,48.6793778,-122.6300583,"Aiston Preserve",77,7,1508156,4.877,0.79,31.288,0.6785,0.048,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
241,48.6793778,-122.6300583,"Aiston Preserve",77,7,4674882,8.871,0.825,32.775,0.6787,0.0568,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
242,48.6793778,-122.6300583,"Aiston Preserve",77,7,2861653,0.01,0.93,31.307,0.696,0.0505,"4","48.48 - 48.82","-123.02 - -122.5","Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5"
243,48.12823,-123.45715,"Port Angeles Yacht Club",1,6,5418454,14.895,0.545,35.73,0.6728,0.0489,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
244,48.12823,-123.45715,"Port Angeles Yacht Club",1,6,6806288,3.323,0.64,28.311,0.7497,0.0632,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
245,48.12823,-123.45715,"Port Angeles Yacht Club",1,6,4525700,24.332,0.89,32.84,0.6449,0.058,"2","47.78 - 48.21","-123.46 - -122.7","Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7"
