"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Browns Point Lighthouse","Fidalgo Bay Aq Reserve, Weaverling Spit",1.63038245968737,0.103,0.4038,"No"
"Oak Bay County Park","Rocky Point",-1.62646327108235,0.1039,0.4042,"No"
"Chuckanut, Clark's Point","Maple Hollow Park",-1.63038245968737,0.103,0.4044,"No"
"Mukilteo","Purdy, Burley Lagoon",1.63430164829239,0.1022,0.4046,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Hood Canal Holly",1.62714402861274,0.1037,0.4048,"No"
"Des Moines Marina","Suquamish, Stormwater Outfall",1.62646327108235,0.1039,0.4048,"No"
"Donkey Creek Delta","Silverdale, Dyes Inlet",1.63038245968737,0.103,0.4049,"No"
"Arroyo Beach","Point Defiance Ferry",1.6328683699623,0.1025,0.4052,"No"
"Jamestown","Manchester, Stormwater Outfall",-1.62714402861274,0.1037,0.4053,"No"
"Cap Sante","Three Tree Point",-1.63038245968737,0.103,0.4055,"No"
"Discovery Bay","Hood Canal Holly",1.63143728462491,0.1028,0.4058,"No"
"Lions Park","Williams Olson Park",1.63038245968737,0.103,0.4061,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Minter Bay",-1.62254408247733,0.1047,0.4063,"No"
"Elliot Bay Myrtle Edwards","Rocky Point",-1.6185992718554,0.1055,0.4073,"No"
"Blair Waterway Two","Eagle Harbor Dr",1.61862489387231,0.1055,0.4079,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Madrona Pont",-1.61862489387231,0.1055,0.4084,"No"
"Discovery Bay","Minter Bay",-1.61862489387231,0.1055,0.409,"No"
"Manchester, Stormwater Outfall","Seattle Aquarium, Pier 59",1.6147057052673,0.1064,0.41,"No"
"Miller Creek","Port Angeles Yacht Club",1.61140208990144,0.1071,0.4116,"No"
"Tulalip Bay","Williams Olson Park",1.61140208990144,0.1071,0.4122,"No"
"Brackenwood Lane","Thea Foss Waterway",-1.60537947177899,0.1084,0.4132,"No"
"Edmonds Marina","Jamestown",1.60567774855188,0.1083,0.4136,"No"
"Miller Creek","Purdy, Dexters",1.60686732805726,0.1081,0.4137,"No"
"Commencement Bay, Milwaukee Waterway","Suquamish, Stormwater Outfall",1.60620570928376,0.1082,0.4137,"No"
"Cap Sante","Des Moines Marina",-1.60294813945224,0.1089,0.4141,"No"
"Blair Waterway","Salmon Beach",1.60686732805726,0.1081,0.4143,"No"
"Eastsound, Fishing Bay","Tulalip Bay",-1.60710883388927,0.108,0.4146,"No"
"Edmonds Ferry","Suquamish, Stormwater Outfall",1.60294813945224,0.1089,0.4147,"No"
"Mukilteo","Thea Foss Waterway",1.60042204675033,0.1095,0.4157,"No"
"Locust Beach","Rocky Point",-1.59902895084723,0.1098,0.4163,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","N Avenue Park",-1.59510976224221,0.1107,0.4179,"No"
"Blair Waterway","Point Defiance Ferry",1.59510976224221,0.1107,0.4185,"No"
"Edmonds Marina","Seattle Aquarium, Pier 59",1.59510976224221,0.1107,0.419,"No"
"Silverdale, Dyes Inlet","Smith Cove, Terminal 91",-1.59119057363719,0.1116,0.4201,"No"
"Squaxin Island","Williams Olson Park",1.59119057363719,0.1116,0.4206,"No"
"Eastsound, Fishing Bay","Squaxin Island",-1.58727138503217,0.1125,0.4228,"No"
"Chimacum Creek delta","Reach Island",-1.58335219642715,0.1133,0.425,"No"
"Penrose Point State Park","Suquamish, Stormwater Outfall",1.58335219642715,0.1133,0.4256,"No"
"Cap Sante","Commencement Bay, Milwaukee Waterway",-1.5814185841405,0.1138,0.4261,"No"
"Chambers Bay Park","Chimacum Creek delta",1.57943300782214,0.1142,0.4267,"No"
"Cap Sante","Edmonds Ferry",-1.57943300782214,0.1142,0.4272,"No"
"Friday Harbor","Williams Olson Park",1.57646115911184,0.1149,0.4286,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Kopachuck State Park",-1.5715946306121,0.116,0.4299,"No"
"Brackenwood Lane","South of Skunk Island",-1.5715946306121,0.116,0.4305,"No"
"Eastsound, Fishing Bay","Friday Harbor",-1.57232997158796,0.1159,0.431,"No"
"North Camano","Suquamish, Stormwater Outfall",1.5715946306121,0.116,0.4311,"No"
"Broad Spit","Purdy, Burley Lagoon",-1.57233422030748,0.1159,0.4316,"No"
"Brackenwood Lane","Raft Island Park",-1.56767544200708,0.117,0.4322,"No"
"Everett Harbor","Williams Olson Park",1.56767544200708,0.117,0.4327,"No"
"Blair Waterway","Elliott Bay, Harbor Island, Pier 17",-1.55983706479705,0.1188,0.4343,"No"
"Eastsound, Fishing Bay","Everett Harbor",-1.56375625340207,0.1179,0.4344,"No"
"Chambers Bay Park","Kitsap St Boat Launch",1.55983706479705,0.1188,0.4349,"No"
"Kitsap St Boat Launch","Reach Island",-1.56375625340207,0.1179,0.435,"No"
"Broad Spit","Commencement Bay, Dick Gilmur Launch",-1.55782036596618,0.1193,0.4355,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Mukilteo",-1.55983706479705,0.1188,0.4355,"No"
"Aiston Preserve","Minter Bay",-1.55591787619203,0.1197,0.436,"No"
"Cap Sante","Penrose Point State Park",-1.55983706479705,0.1188,0.4361,"No"
"Jamestown","Lions Park",-1.55415867640583,0.1201,0.4364,"No"
"Discovery Bay","Mukilteo",-1.55591787619203,0.1197,0.4366,"No"
"Minter Bay","Rich Passage",1.55983706479705,0.1188,0.4366,"No"
"Broad Spit","Gig Harbor Boat Launch",-1.55419190238085,0.1201,0.4369,"No"
"Suquamish, Stormwater Outfall","West Bay Park",-1.55983706479705,0.1188,0.4372,"No"
"Reach Island","Shilshole Bay",1.55199868758701,0.1207,0.4377,"No"
"Aiston Preserve","Brackenwood Lane",1.548079498982,0.1216,0.4382,"No"
"Cap Sante","North Camano",-1.548079498982,0.1216,0.4388,"No"
"Lions Park","Seattle Aquarium, Pier 59",1.548079498982,0.1216,0.4394,"No"
"Eastsound, Fishing Bay","Eld Inlet",-1.54416031037698,0.1225,0.4399,"No"
"Hood Canal Holly","Purdy, Burley Lagoon",-1.54557216438149,0.1222,0.4399,"No"
"Chambers Bay Park","Shilshole Bay",1.548079498982,0.1216,0.44,"No"
"Brackenwood Lane","Rich Passage",-1.54416031037698,0.1225,0.4405,"No"
"Eld Inlet","Williams Olson Park",1.548079498982,0.1216,0.4405,"No"
"Jamestown","Tulalip Bay",-1.54240197427579,0.123,0.4409,"No"
"Commencement Bay Skookum","Fidalgo Bay Aq Reserve, Weaverling Spit",1.53632193316694,0.1245,0.4434,"No"
"Eagle Harbor Dr","Maristone Island",-1.53555456701976,0.1246,0.4435,"No"
"Minter Bay","Raft Island Park",1.53632193316694,0.1245,0.4439,"No"
"Chuckanut, Clark's Point","Reach Island",-1.53632193316694,0.1245,0.4445,"No"
"Chambers Bay Park","Chuckanut, Clark's Point",1.53240274456192,0.1254,0.4451,"No"
"Smith Cove, Terminal 91","Three Tree Point",-1.53632193316694,0.1245,0.4451,"No"
"Minter Bay","South of Skunk Island",1.53240274456192,0.1254,0.4456,"No"
"Cap Sante","West Bay Park",-1.53632193316694,0.1245,0.4456,"No"
"Commencement Bay, Dick Gilmur Launch","Hood Canal Holly",1.52839914033281,0.1264,0.4463,"No"
"Meyer's Point, Henderson Inlet","Purdy, Dexters",-1.52848355595691,0.1264,0.4468,"No"
"Filucy Bay","Rocky Point",1.52848355595691,0.1264,0.4474,"No"
"Browns Point Lighthouse","Suquamish, Stormwater Outfall",1.52848355595691,0.1264,0.4479,"No"
"Gig Harbor Boat Launch","Hood Canal Holly",1.52410588432064,0.1275,0.4495,"No"
"Seattle Aquarium, Pier 59","Tulalip Bay",-1.52124371364586,0.1282,0.4515,"No"
"Madrona Pont","Suquamish, Stormwater Outfall",1.51672599014185,0.1293,0.4549,"No"
"Broad Spit","Donkey Creek Delta",-1.51427880294228,0.13,0.4559,"No"
"Eagle Harbor Dr","Thea Foss Waterway",-1.51449334625367,0.1299,0.4563,"No"
"Maple Hollow Park","Williams Olson Park",1.51280680153684,0.1303,0.4566,"No"
"Eastsound, Fishing Bay","Maple Hollow Park",-1.50888761293182,0.1313,0.4573,"No"
"Jamestown","Squaxin Island",-1.51122611628412,0.1307,0.4575,"No"
"Salmon Bay, Commodore Park","Salmon Beach",1.50888761293182,0.1313,0.4578,"No"
"Des Moines Marina","Smith Cove, Terminal 91",1.50888761293182,0.1313,0.4584,"No"
"Seattle Aquarium, Pier 59","Squaxin Island",-1.50888761293182,0.1313,0.459,"No"
"Browns Point Lighthouse","Cap Sante",1.5049684243268,0.1323,0.4596,"No"
"Elliott Bay, Harbor Island, Pier 17","Tulalip Reservation",1.5049684243268,0.1323,0.4602,"No"
"Jamestown","Silverdale, Dyes Inlet",1.50263960425978,0.1329,0.4611,"No"
"Chimacum Creek delta","Port Angeles Yacht Club",-1.49691526291022,0.1344,0.4616,"No"
"Mukilteo","Rich Passage",1.49713004711677,0.1344,0.462,"No"
"Cap Sante","Madrona Pont",-1.49321085851175,0.1354,0.4621,"No"
"Point Defiance Ferry","Salmon Bay, Commodore Park",-1.49713004711677,0.1344,0.4626,"No"
"Aiston Preserve","Mukilteo",-1.49321085851175,0.1354,0.4627,"No"
"Penn Cove Reference","Purdy, Dexters",-1.49321085851175,0.1354,0.4632,"No"
"Cap Sante","Silverdale, Dyes Inlet",1.49713004711677,0.1344,0.4632,"No"
"Friday Harbor","Jamestown",1.49930277144568,0.1338,0.4635,"No"
"Donkey Creek Delta","Three Tree Point",-1.49713004711677,0.1344,0.4637,"No"
"Salmon Beach","Skiff Point",-1.49321085851175,0.1354,0.4638,"No"
"Meyer's Point, Henderson Inlet","Tulalip Reservation",-1.49713004711677,0.1344,0.4643,"No"
"N Avenue Park","Suquamish, Stormwater Outfall",1.49321085851175,0.1354,0.4644,"No"
"Brackenwood Lane","Cherry Point Aquatic Reserve, Conoco Phillips",-1.48145329269669,0.1385,0.4647,"No"
"Friday Harbor","Seattle Aquarium, Pier 59",1.4897062211104,0.1363,0.4647,"No"
"Broad Spit ","Silverdale, Dyes Inlet",1.49714235865338,0.1344,0.4649,"No"
"Brackenwood Lane","Discovery Bay",-1.48537248130171,0.1374,0.4651,"No"
"Chimacum Creek delta","Kingston Marina",-1.48145329269669,0.1385,0.4653,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Manchester, Stormwater Outfall",-1.48537248130171,0.1374,0.4657,"No"
"Arroyo Beach","Minter Bay",-1.48403549487371,0.1378,0.4658,"No"
"Eagle Harbor Dr","Raft Island Park",-1.48145329269669,0.1385,0.4658,"No"
"Commencement Bay, Milwaukee Waterway","Smith Cove, Terminal 91",1.48227008356742,0.1383,0.4662,"No"
"Everett Harbor","Seattle Aquarium, Pier 59",1.48537248130171,0.1374,0.4663,"No"
"Point Defiance Ferry","Skiff Point",-1.48145329269669,0.1385,0.4664,"No"
"Maristone Island","Three Tree Point",-1.48260440953632,0.1382,0.4665,"No"
"Edmonds Ferry","Smith Cove, Terminal 91",1.48537248130171,0.1374,0.4668,"No"
"Broad Spit","Smith Cove, Terminal 91",-1.47799416708903,0.1394,0.4672,"No"
"Eagle Harbor Dr","South of Skunk Island",-1.48537248130171,0.1374,0.4674,"No"
"Donkey Creek Delta","Hood Canal Holly",1.47688006818676,0.1397,0.4677,"No"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Dexters",1.47361491548666,0.1406,0.4678,"No"
"Everett Harbor","Jamestown",1.4854665802111,0.1374,0.4679,"No"
"Oak Bay County Park","Purdy, Dexters",-1.47361491548666,0.1406,0.4683,"No"
"Kitsap St Boat Launch","Port Angeles Yacht Club",-1.47544898284937,0.1401,0.4684,"No"
"Mukilteo","Raft Island Park",1.47361491548666,0.1406,0.4689,"No"
"Des Moines Marina","Donkey Creek Delta",1.46969572688164,0.1416,0.469,"No"
"Silverdale, Dyes Inlet","Suquamish, Stormwater Outfall",-1.47361491548666,0.1406,0.4695,"No"
"Cap Sante","N Avenue Park",-1.46969572688164,0.1416,0.4696,"No"
"Arroyo Beach","Meyer's Point, Henderson Inlet",1.46543138548764,0.1428,0.4701,"No"
"Mukilteo","South of Skunk Island",1.46969572688164,0.1416,0.4702,"No"
"Aiston Preserve","Eagle Harbor Dr",1.46185734967161,0.1438,0.4705,"No"
"Elliott Bay, Harbor Island, Pier 17","Port Angeles Yacht Club",1.46543138548764,0.1428,0.4706,"No"
"Kopachuck State Park","Suquamish, Stormwater Outfall",1.46969572688164,0.1416,0.4707,"No"
"Eld Inlet","Jamestown",1.46400030015025,0.1432,0.4708,"No"
"Edmonds Marina","Fidalgo Bay Aq Reserve, Weaverling Spit",1.46577653827662,0.1427,0.4709,"No"
"Kingston Marina","Kitsap St Boat Launch",1.46185734967161,0.1438,0.4711,"No"
"Eld Inlet","Seattle Aquarium, Pier 59",1.46577653827662,0.1427,0.4714,"No"
"Port Angeles Yacht Club","Shilshole Bay",1.46256921481286,0.1436,0.4715,"No"
"Penn Cove Reference","Tulalip Reservation",-1.46185734967161,0.1438,0.4716,"No"
"Penrose Point State Park","Smith Cove, Terminal 91",1.46577653827662,0.1427,0.472,"No"
"Elliot Bay Myrtle Edwards","Purdy, Dexters",-1.45748295842416,0.145,0.4728,"No"
"Eagle Harbor Dr","Rich Passage",-1.45793816106659,0.1449,0.4729,"No"
"Blair Waterway Two","Salmon Beach",1.45793816106659,0.1449,0.4735,"No"
"Miller Creek","Rocky Point",1.45401897246157,0.1459,0.4742,"No"
"Des Moines Marina","Maristone Island",1.45255161745112,0.1463,0.4744,"No"
"Broad Spit","Broad Spit ",-1.45280185958757,0.1463,0.4748,"No"
"North Camano","Smith Cove, Terminal 91",1.45401897246157,0.1459,0.4748,"No"
"Gig Harbor Boat Launch","Three Tree Point",-1.45401897246157,0.1459,0.4753,"No"
"Kingston Marina","Shilshole Bay",1.45009978385655,0.147,0.4755,"No"
"Commencement Bay, Dick Gilmur Launch","Three Tree Point",-1.45009978385655,0.147,0.4761,"No"
"Donkey Creek Delta","Edmonds Ferry",-1.44618059525153,0.1481,0.4769,"No"
"Chuckanut, Clark's Point","Port Angeles Yacht Club",-1.44539619076417,0.1483,0.477,"No"
"Cap Sante","Kopachuck State Park",-1.44618059525153,0.1481,0.4774,"No"
"Blair Waterway Two","Point Defiance Ferry",1.44618059525153,0.1481,0.478,"No"
"Blair Waterway","Meyer's Point, Henderson Inlet",1.44226140664652,0.1492,0.4782,"No"
"Locust Beach","Purdy, Dexters",-1.44618059525153,0.1481,0.4785,"No"
"Oak Bay County Park","Tulalip Reservation",-1.44226140664652,0.1492,0.4787,"No"
"Commencement Bay, Milwaukee Waterway","Donkey Creek Delta",1.44095820832864,0.1496,0.4788,"No"
"Smith Cove, Terminal 91","West Bay Park",-1.44226140664652,0.1492,0.4793,"No"
"Hood Canal Holly","Smith Cove, Terminal 91",-1.43394750806505,0.1516,0.483,"No"
"Chuckanut, Clark's Point","Kingston Marina",-1.43442302943648,0.1515,0.4831,"No"
"Commencement Bay Skookum","Suquamish, Stormwater Outfall",1.43442302943648,0.1515,0.4836,"No"
"Purdy, Burley Lagoon","Three Tree Point",-1.43442302943648,0.1515,0.4842,"No"
"Filucy Bay","Kingston Marina",1.43050384083146,0.1526,0.485,"No"
"Maple Hollow Park","Seattle Aquarium, Pier 59",1.43050384083146,0.1526,0.4855,"No"
"Des Moines Marina","Gig Harbor Boat Launch",1.42658465222645,0.1537,0.4858,"No"
"Commencement Bay, Milwaukee Waterway","Maristone Island",1.42851761821504,0.1531,0.4862,"No"
"Jamestown","Maple Hollow Park",-1.42536099604071,0.1541,0.4863,"No"
"Donkey Creek Delta","Penrose Point State Park",-1.42658465222645,0.1537,0.4863,"No"
"Elliot Bay Myrtle Edwards","Tulalip Reservation",-1.42443345823313,0.1543,0.4866,"No"
"Edmonds Ferry","Maristone Island",1.4267920813781,0.1536,0.4867,"No"
"Arroyo Beach","Penn Cove Reference",1.4267920813781,0.1536,0.4873,"No"
"Commencement Bay, Dick Gilmur Launch","Des Moines Marina",-1.42266546362143,0.1548,0.4877,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Lions Park",-1.41874627501641,0.156,0.4902,"No"
"Reach Island","Williams Olson Park",1.41874627501641,0.156,0.4907,"No"
"Donkey Creek Delta","North Camano",-1.41482708641139,0.1571,0.491,"No"
"Eastsound, Fishing Bay","Reach Island",-1.41482708641139,0.1571,0.4916,"No"
"Locust Beach","Tulalip Reservation",-1.41482708641139,0.1571,0.4921,"No"
"Arroyo Beach","Mukilteo",-1.41534339867898,0.157,0.4927,"No"
"Chambers Bay Park","Williams Olson Park",1.41482708641139,0.1571,0.4927,"No"
"Cap Sante","Commencement Bay Skookum",-1.41090789780638,0.1583,0.4929,"No"
"Chambers Bay Park","Eastsound, Fishing Bay",1.41090789780638,0.1583,0.4935,"No"
"Browns Point Lighthouse","Smith Cove, Terminal 91",1.41090789780638,0.1583,0.494,"No"
"Blair Waterway","Penn Cove Reference",1.40698870920136,0.1594,0.4949,"No"
"Arroyo Beach","Oak Bay County Park",1.40532580131724,0.1599,0.4953,"No"
"Brackenwood Lane","Purdy, Burley Lagoon",-1.40698870920136,0.1594,0.4954,"No"
"Maristone Island","Penrose Point State Park",-1.40532580131724,0.1599,0.4959,"No"
"Des Moines Marina","Purdy, Burley Lagoon",1.40698870920136,0.1594,0.496,"No"
"Edmonds Ferry","Gig Harbor Boat Launch",1.40306952059634,0.1606,0.4963,"No"
"Donkey Creek Delta","West Bay Park",-1.40306952059634,0.1606,0.4968,"No"
"Discovery Bay","Eagle Harbor Dr",1.39915033199132,0.1618,0.4977,"No"
"Filucy Bay","Tulalip Bay",1.39817037463029,0.1621,0.498,"No"
"Commencement Bay, Dick Gilmur Launch","Edmonds Ferry",-1.39915033199132,0.1618,0.4982,"No"
"Blair Waterway Two","Minter Bay",-1.39915033199132,0.1618,0.4988,"No"
"Madrona Pont","Smith Cove, Terminal 91",1.39915033199132,0.1618,0.4993,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Eagle Harbor Dr",1.3952311433863,0.1629,0.4996,"No"
"Commencement Bay, Milwaukee Waterway","Gig Harbor Boat Launch",1.39551514556599,0.1629,0.4999,"No"
"Broad Spit","Cap Sante",-1.39091104104123,0.1643,0.5009,"No"
"Brackenwood Lane","Commencement Bay, Dick Gilmur Launch",-1.39131195478129,0.1641,0.5011,"No"
"Thea Foss Waterway","Three Tree Point",-1.38973148303256,0.1646,0.5014,"No"
"Commencement Bay, Dick Gilmur Launch","Commencement Bay, Milwaukee Waterway",-1.39138395804211,0.1641,0.5015,"No"
"Arroyo Beach","Elliot Bay Myrtle Edwards",1.39190460792332,0.164,0.5016,"No"
"Maristone Island","North Camano",-1.39244603328073,0.1638,0.5017,"No"
"Brackenwood Lane","Gig Harbor Boat Launch",-1.38739276617627,0.1653,0.5025,"No"
"Blair Waterway","Oak Bay County Park",1.38739276617627,0.1653,0.503,"No"
"Gig Harbor Boat Launch","Penrose Point State Park",-1.38347357757125,0.1665,0.5039,"No"
"Edmonds Ferry","Purdy, Burley Lagoon",1.38347357757125,0.1665,0.5045,"No"
"Chimacum Creek delta","Rocky Point",-1.38347357757125,0.1665,0.505,"No"
"Commencement Bay, Dick Gilmur Launch","Penrose Point State Park",-1.37955438896623,0.1677,0.5054,"No"
"Manchester, Stormwater Outfall","Suquamish, Stormwater Outfall",1.38347357757125,0.1665,0.5056,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Squaxin Island",-1.37955438896623,0.1677,0.5059,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Tulalip Bay",-1.37956626524422,0.1677,0.5064,"No"
"Maristone Island","West Bay Park",-1.37956626524422,0.1677,0.507,"No"
"Broad Spit","Jamestown",-1.37694159656289,0.1685,0.5072,"No"
"Commencement Bay, Milwaukee Waterway","Purdy, Burley Lagoon",1.3748592079466,0.1692,0.5075,"No"
"Arroyo Beach","Locust Beach",1.37527300923205,0.169,0.5077,"No"
"N Avenue Park","Smith Cove, Terminal 91",1.37563520036122,0.1689,0.5079,"No"
"Browns Point Lighthouse","Donkey Creek Delta",1.3717160117562,0.1702,0.5088,"No"
"Gig Harbor Boat Launch","North Camano",-1.3717160117562,0.1702,0.5094,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Silverdale, Dyes Inlet",1.3717160117562,0.1702,0.5099,"No"
"Broad Spit","Suquamish, Stormwater Outfall",-1.36914025952928,0.171,0.5107,"No"
"Commencement Bay, Dick Gilmur Launch","North Camano",-1.36779682315118,0.1714,0.5114,"No"
"Penrose Point State Park","Purdy, Burley Lagoon",1.36387763454616,0.1726,0.5117,"No"
"Blair Waterway","Elliot Bay Myrtle Edwards",1.36659683289884,0.1718,0.5119,"No"
"Maristone Island","Salmon Beach",1.35953107052076,0.174,0.512,"No"
"Blair Waterway","Locust Beach",1.35995844594115,0.1738,0.5121,"No"
"Kitsap St Boat Launch","Rocky Point",-1.36387763454616,0.1726,0.5123,"No"
"Donkey Creek Delta","Madrona Pont",-1.35995844594115,0.1738,0.5127,"No"
"Minter Bay","Skiff Point",1.36387763454616,0.1726,0.5128,"No"
"Broad Spit ","Hood Canal Holly",1.36495836184296,0.1723,0.5129,"No"
"Everett Harbor","Fidalgo Bay Aq Reserve, Weaverling Spit",1.35603925733613,0.1751,0.5131,"No"
"Cap Sante","Manchester, Stormwater Outfall",-1.35995844594115,0.1738,0.5132,"No"
"Edmonds Marina","Suquamish, Stormwater Outfall",1.36387763454616,0.1726,0.5134,"No"
"Kingston Marina","Miller Creek",-1.35603925733613,0.1751,0.5136,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Three Tree Point",-1.35995844594115,0.1738,0.5138,"No"
"Des Moines Marina","Thea Foss Waterway",1.36081317036541,0.1736,0.514,"No"
"Discovery Bay","Three Tree Point",-1.35603925733613,0.1751,0.5141,"No"
"Gig Harbor Boat Launch","West Bay Park",-1.35995844594115,0.1738,0.5143,"No"
"North Camano","Purdy, Burley Lagoon",1.35212006873111,0.1763,0.5145,"No"
"Commencement Bay, Dick Gilmur Launch","West Bay Park",-1.35603925733613,0.1751,0.5147,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Friday Harbor",-1.35337703282243,0.1759,0.515,"No"
"Rocky Point","Shilshole Bay",1.35212006873111,0.1763,0.5151,"No"
"Kopachuck State Park","Smith Cove, Terminal 91",1.35212006873111,0.1763,0.5156,"No"
"Minter Bay","Salmon Bay, Commodore Park",1.34820088012609,0.1776,0.5177,"No"
"Brackenwood Lane","Donkey Creek Delta",-1.34428169152107,0.1789,0.5186,"No"
"Maristone Island","Point Defiance Ferry",1.34665130248424,0.1781,0.5186,"No"
"Salmon Beach","Thea Foss Waterway",-1.34511465777467,0.1786,0.5189,"No"
"Meyer's Point, Henderson Inlet","Salmon Bay, Commodore Park",-1.34428169152107,0.1789,0.5192,"No"
"Browns Point Lighthouse","Maristone Island",1.34522021714685,0.1786,0.5194,"No"
"Cap Sante","Edmonds Marina",-1.34036250291606,0.1801,0.5212,"No"
"Purdy, Burley Lagoon","West Bay Park",-1.34036250291606,0.1801,0.5218,"No"
"Edmonds Ferry","Thea Foss Waterway",1.33602604522214,0.1815,0.522,"No"
"Eld Inlet","Fidalgo Bay Aq Reserve, Weaverling Spit",1.33644331431104,0.1814,0.5222,"No"
"Madrona Pont","Maristone Island",1.33234044911034,0.1827,0.5223,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Des Moines Marina",-1.33252412570602,0.1827,0.5226,"No"
"Commencement Bay, Milwaukee Waterway","Thea Foss Waterway",1.32855753603927,0.184,0.5226,"No"
"Blair Waterway Two","Mukilteo",-1.33644331431104,0.1814,0.5227,"No"
"Hood Canal Holly","Jamestown",-1.33440170803528,0.1821,0.523,"No"
"Des Moines Marina","Discovery Bay",1.328604937101,0.184,0.5231,"No"
"Cap Sante","Hood Canal Holly",1.33090936377295,0.1832,0.5231,"No"
"Chambers Bay Park","Filucy Bay",-1.33252412570602,0.1827,0.5232,"No"
"Donkey Creek Delta","N Avenue Park",-1.33644331431104,0.1814,0.5233,"No"
"Browns Point Lighthouse","Gig Harbor Boat Launch",1.328604937101,0.184,0.5236,"No"
"Chambers Bay Park","Seattle Aquarium, Pier 59",1.33252412570602,0.1827,0.5237,"No"
"Chuckanut, Clark's Point","Rocky Point",-1.33644331431104,0.1814,0.5238,"No"
"Point Defiance Ferry","Thea Foss Waterway",-1.33272109520304,0.1826,0.5241,"No"
"Filucy Bay","Reach Island",1.328604937101,0.184,0.5242,"No"
"Reach Island","Seattle Aquarium, Pier 59",1.33644331431104,0.1814,0.5244,"No"
"Meyer's Point, Henderson Inlet","Skiff Point",-1.328604937101,0.184,0.5247,"No"
"Browns Point Lighthouse","Commencement Bay, Dick Gilmur Launch",1.32468574849599,0.1853,0.5252,"No"
"Salmon Beach","South of Skunk Island",-1.32468574849599,0.1853,0.5257,"No"
"Brackenwood Lane","Broad Spit ",-1.31619634510753,0.1881,0.5262,"No"
"Miller Creek","Tulalip Bay",1.31659851039905,0.188,0.5264,"No"
"Penrose Point State Park","Thea Foss Waterway",1.31537010760275,0.1884,0.5265,"No"
"Eastsound, Fishing Bay","Kingston Marina",-1.31292818268093,0.1892,0.5266,"No"
"Eastsound, Fishing Bay","Port Angeles Yacht Club",-1.31230525438688,0.1894,0.5267,"No"
"Eagle Harbor Dr","Purdy, Burley Lagoon",-1.32076655989097,0.1866,0.5267,"No"
"Jamestown","Reach Island",-1.32232285174861,0.1861,0.5269,"No"
"Port Angeles Yacht Club","Williams Olson Park",1.31659851039905,0.188,0.5269,"No"
"Donkey Creek Delta","Kopachuck State Park",-1.31292818268093,0.1892,0.5272,"No"
"Gig Harbor Boat Launch","Madrona Pont",-1.31684737128595,0.1879,0.5272,"No"
"Elliott Bay, Harbor Island, Pier 17","Rocky Point",1.32076655989097,0.1866,0.5272,"No"
"Filucy Bay","Friday Harbor",1.31950129512663,0.187,0.5274,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Edmonds Ferry",-1.30900899407592,0.1905,0.5277,"No"
"Commencement Bay, Dick Gilmur Launch","Madrona Pont",-1.31292818268093,0.1892,0.5277,"No"
"Commencement Bay Skookum","Smith Cove, Terminal 91",1.31684737128595,0.1879,0.5277,"No"
"Raft Island Park","Salmon Beach",1.32076655989097,0.1866,0.5278,"No"
"Chambers Bay Park","Jamestown",1.31802959573644,0.1875,0.5282,"No"
"Browns Point Lighthouse","Purdy, Burley Lagoon",1.30900899407592,0.1905,0.5282,"No"
"Point Defiance Ferry","South of Skunk Island",-1.31292818268093,0.1892,0.5282,"No"
"Lions Park","Suquamish, Stormwater Outfall",1.31684737128595,0.1879,0.5283,"No"
"Commencement Bay, Dick Gilmur Launch","Eagle Harbor Dr",1.3050898054709,0.1919,0.5287,"No"
"Point Defiance Ferry","Raft Island Park",-1.30900899407592,0.1905,0.5287,"No"
"Kingston Marina","Williams Olson Park",1.31684737128595,0.1879,0.5288,"No"
"Discovery Bay","Edmonds Ferry",-1.3050898054709,0.1919,0.5292,"No"
"Penn Cove Reference","Salmon Bay, Commodore Park",-1.30900899407592,0.1905,0.5293,"No"
"Maristone Island","N Avenue Park",-1.30658091303732,0.1914,0.5294,"No"
"Eagle Harbor Dr","Gig Harbor Boat Launch",-1.30117061686588,0.1932,0.5298,"No"
"Brackenwood Lane","Smith Cove, Terminal 91",-1.3050898054709,0.1919,0.5298,"No"
"Hood Canal Holly","Suquamish, Stormwater Outfall",-1.30514982769993,0.1918,0.5302,"No"
"North Camano","Thea Foss Waterway",1.30297654503112,0.1926,0.5302,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Maple Hollow Park",-1.30117061686588,0.1932,0.5303,"No"
