latitude,longitude,reporting_area,site_number,site_name,sample_id,sod,PAHgroup3,PAHgroup4,PAHgroup5,PAHgroup6,PAHgroup7,PAHgroup8
47.60255,-122.66992,10,27,Rocky Point,298,2.604570552,2,2,2,2,6,7
47.5833538,-122.6414587,10,37,Lions Park,299,6.100228734,2,2,1,2,6,7
47.5833538,-122.6414587,10,37,Lions Park,300,13.89101567,2,2,1,2,6,7
47.5833538,-122.6414587,10,37,Lions Park,301,7.869005582,2,2,1,2,6,7
47.5833538,-122.6414587,10,37,Lions Park,302,13.83630825,2,2,1,2,6,7
48.255358,-122.507014,8.1,7,North Camano,303,-4.614512812,1,1,0,1,6,7
48.255358,-122.507014,8.1,7,North Camano,304,0.563539484,1,1,0,1,6,7
48.255358,-122.507014,8.1,7,North Camano,305,2.438321368,1,1,0,1,6,7
48.255358,-122.507014,8.1,7,North Camano,306,-1.431361479,1,1,0,1,6,7
48.018127,-122.699524,9,11,Maristone Island,307,12.99176142,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,308,5.332301682,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,309,0.262851136,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,310,4.94871819,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,311,8.388476306,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,312,2.408282836,1,1,0,0,6,7
