site_name,latitude,longitude,reporting_area,site_number,sample_id,sod,mercury,arsenic,cadmium,copper,lead,Zinc,lmwPAH,PAH16,sumPCB,hmwPAH,sumPAH,PAHgroup
Blair Waterway #2,47.2632444,-122.385731,11,42,143,2.636850875,-0.0236,8.373493976,1.704819277,8.13253012,0.184939759,85.54216867,610.9503136,299.3656536,54.98552822,403.2272069,1038.615533,high
Blair Waterway #2,47.2632444,-122.385731,11,42,144,1.269412438,-0.0236,8.373493976,1.704819277,8.13253012,0.184939759,85.54216867,610.9503136,299.3656536,54.98552822,403.2272069,1038.615533,high
Blair Waterway #2,47.2632444,-122.385731,11,42,141,26.42424544,-0.0236,8.373493976,1.704819277,8.13253012,0.184939759,85.54216867,610.9503136,299.3656536,54.98552822,403.2272069,1038.615533,high
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,287,5.874301989,0.039481481,7.703703704,1.955555556,7.555555556,0.556296296,80.74074074,476.2352941,409.2647059,126.5,535.7647059,1041.764706,high
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,288,4.591968253,0.039481481,7.703703704,1.955555556,7.555555556,0.556296296,80.74074074,476.2352941,409.2647059,126.5,535.7647059,1041.764706,high
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,289,1.329939804,0.039481481,7.703703704,1.955555556,7.555555556,0.556296296,80.74074074,476.2352941,409.2647059,126.5,535.7647059,1041.764706,high
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,290,3.380989389,0.039481481,7.703703704,1.955555556,7.555555556,0.556296296,80.74074074,476.2352941,409.2647059,126.5,535.7647059,1041.764706,high
Thea Foss Waterway,47.259189,-122.434689,11,46,118,8.372546323,0.025465839,7.51552795,1.925465839,9.130434783,0.461490683,86.95652174,584.1500994,454.3389662,84.37723658,545.2067594,1103.394632,high
Thea Foss Waterway,47.259189,-122.434689,11,46,120,13.81686877,0.025465839,7.51552795,1.925465839,9.130434783,0.461490683,86.95652174,584.1500994,454.3389662,84.37723658,545.2067594,1103.394632,high
Thea Foss Waterway,47.259189,-122.434689,11,46,121,23.09040746,0.025465839,7.51552795,1.925465839,9.130434783,0.461490683,86.95652174,584.1500994,454.3389662,84.37723658,545.2067594,1103.394632,high
Thea Foss Waterway,47.259189,-122.434689,11,46,122,0.254614757,0.025465839,7.51552795,1.925465839,9.130434783,0.461490683,86.95652174,584.1500994,454.3389662,84.37723658,545.2067594,1103.394632,high
Thea Foss Waterway,47.259189,-122.434689,11,46,119,13.40194356,0.025465839,7.51552795,1.925465839,9.130434783,0.461490683,86.95652174,584.1500994,454.3389662,84.37723658,545.2067594,1103.394632,high
Port Angeles Yacht Club,48.12823,-123.45715,6,1,248,1.758224791,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high
Port Angeles Yacht Club,48.12823,-123.45715,6,1,244,3.323303979,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high
Port Angeles Yacht Club,48.12823,-123.45715,6,1,245,24.33179621,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high
Port Angeles Yacht Club,48.12823,-123.45715,6,1,247,3.679220471,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high
Port Angeles Yacht Club,48.12823,-123.45715,6,1,243,14.89473674,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high
Port Angeles Yacht Club,48.12823,-123.45715,6,1,246,-0.060351992,0.028128655,8.596491228,1.783625731,7.134502924,0.257309942,91.8128655,781.3402062,1081.85567,72.12371134,1202.061856,1983.402062,high
Shilshole Bay,47.671678,-122.406663,10,18,291,0.853763421,0.042040816,8.027210884,1.537414966,7.959183673,0.413605442,76.8707483,714.1281669,1052.399404,112.757079,1277.913562,2029.627422,high
Shilshole Bay,47.671678,-122.406663,10,18,292,1.540746908,0.042040816,8.027210884,1.537414966,7.959183673,0.413605442,76.8707483,714.1281669,1052.399404,112.757079,1277.913562,2029.627422,high
Shilshole Bay,47.671678,-122.406663,10,18,293,12.83109092,0.042040816,8.027210884,1.537414966,7.959183673,0.413605442,76.8707483,714.1281669,1052.399404,112.757079,1277.913562,2029.627422,high
Shilshole Bay,47.671678,-122.406663,10,18,294,24.40051208,0.042040816,8.027210884,1.537414966,7.959183673,0.413605442,76.8707483,714.1281669,1052.399404,112.757079,1277.913562,2029.627422,high
N Avenue Park,48.52108,-122.61531,7,62,210,0.027410018,0.036420455,10.28409091,1.926136364,5.795454545,0.447159091,94.88636364,1248.163772,976.8238213,35.81687345,1085.359801,2333.523573,high
N Avenue Park,48.52108,-122.61531,7,62,211,0.064397154,0.036420455,10.28409091,1.926136364,5.795454545,0.447159091,94.88636364,1248.163772,976.8238213,35.81687345,1085.359801,2333.523573,high
N Avenue Park,48.52108,-122.61531,7,62,213,-3.014981762,0.036420455,10.28409091,1.926136364,5.795454545,0.447159091,94.88636364,1248.163772,976.8238213,35.81687345,1085.359801,2333.523573,high
N Avenue Park,48.52108,-122.61531,7,62,212,5.691771099,0.036420455,10.28409091,1.926136364,5.795454545,0.447159091,94.88636364,1248.163772,976.8238213,35.81687345,1085.359801,2333.523573,high
"Elliott Bay, Harbor Island, Pier 17",47.58766,-122.35065,10,14,32,0.975259467,0.033390805,7.988505747,1.816091954,9.08045977,0.279310345,94.82758621,1141.131247,1882.866557,136.9357496,2054.036244,3195.16749,high
"Elliott Bay, Harbor Island, Pier 17",47.58766,-122.35065,10,14,29,1.234264383,0.033390805,7.988505747,1.816091954,9.08045977,0.279310345,94.82758621,1141.131247,1882.866557,136.9357496,2054.036244,3195.16749,high
"Elliott Bay, Harbor Island, Pier 17",47.58766,-122.35065,10,14,30,6.55111557,0.033390805,7.988505747,1.816091954,9.08045977,0.279310345,94.82758621,1141.131247,1882.866557,136.9357496,2054.036244,3195.16749,high
"Elliott Bay, Harbor Island, Pier 17",47.58766,-122.35065,10,14,31,13.24037661,0.033390805,7.988505747,1.816091954,9.08045977,0.279310345,94.82758621,1141.131247,1882.866557,136.9357496,2054.036244,3195.16749,high
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,78,51.0832157,0.039254658,8.819875776,1.98136646,7.763975155,0.418012422,85.0931677,1101.653543,1879.291339,136.0866142,2203.307087,3304.96063,high
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,80,1.736273165,0.039254658,8.819875776,1.98136646,7.763975155,0.418012422,85.0931677,1101.653543,1879.291339,136.0866142,2203.307087,3304.96063,high
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,81,0.917955386,0.039254658,8.819875776,1.98136646,7.763975155,0.418012422,85.0931677,1101.653543,1879.291339,136.0866142,2203.307087,3304.96063,high
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,79,8.733100152,0.039254658,8.819875776,1.98136646,7.763975155,0.418012422,85.0931677,1101.653543,1879.291339,136.0866142,2203.307087,3304.96063,high
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,93,3.914034859,0.032814371,8.562874251,1.77245509,7.724550898,0.55748503,110.7784431,2145.983118,4161.906653,175.5804369,4682.144985,7153.277061,high
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,94,7.690072979,0.032814371,8.562874251,1.77245509,7.724550898,0.55748503,110.7784431,2145.983118,4161.906653,175.5804369,4682.144985,7153.277061,
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,95,13.20090297,0.032814371,8.562874251,1.77245509,7.724550898,0.55748503,110.7784431,2145.983118,4161.906653,175.5804369,4682.144985,7153.277061,
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,92,5.576963592,0.032814371,8.562874251,1.77245509,7.724550898,0.55748503,110.7784431,2145.983118,4161.906653,175.5804369,4682.144985,7153.277061,
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,73,16.48257209,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,69,13.39496205,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,70,16.32665765,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,71,8.805080554,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,
Elliot Bay Myrtle Edwards,47.61862,-122.36108,10,19,72,3.619748565,0.039329268,8.170731707,1.798780488,6.402439024,0.284756098,89.02439024,3220.912454,8052.281134,140.9149199,9394.32799,12078.4217,
Des Moines Marina,47.40301418,-122.3305538,11,21,1,4.026529443,0.040853659,8.536585366,1.969512195,6.463414634,0.278658537,93.90243902,6125.287886,9800.460617,55.12759097,8575.40304,14700.69093,
Des Moines Marina,47.40301418,-122.3305538,11,21,4,21.67023174,0.040853659,8.536585366,1.969512195,6.463414634,0.278658537,93.90243902,6125.287886,9800.460617,55.12759097,8575.40304,14700.69093,
Des Moines Marina,47.40301418,-122.3305538,11,21,2,4.409540288,0.040853659,8.536585366,1.969512195,6.463414634,0.278658537,93.90243902,6125.287886,9800.460617,55.12759097,8575.40304,14700.69093,
Des Moines Marina,47.40301418,-122.3305538,11,21,3,5.06432411,0.040853659,8.536585366,1.969512195,6.463414634,0.278658537,93.90243902,6125.287886,9800.460617,55.12759097,8575.40304,14700.69093,
