site_name,latitude,longitude,reporting_area,site_number,sample_id,sod,PAHgroup3,PAHgroup4,PAHgroup5,PAHgroup6,Sum40CBs,SumBDEs,SumCHLDs,SumDDTs,SumHCHs
Minter Bay,47.3539722,-122.69175,13,55,178,8.582403952,1,1,0,1,31.57959184,2.894795918,-1.25002551,1.710561224,-1.052653061
Minter Bay,47.3539722,-122.69175,13,55,179,5.088217182,1,1,0,1,31.57959184,2.894795918,-1.25002551,1.710561224,-1.052653061
Minter Bay,47.3539722,-122.69175,13,55,181,4.366696464,1,1,0,1,31.57959184,2.894795918,-1.25002551,1.710561224,-1.052653061
Mukilteo,47.94968,-122.30158,8.2,65,20,16.14158661,2,3,3,3,31.07277406,2.977807514,-1.229963973,1.942048379,-1.035759135
Mukilteo,47.94968,-122.30158,8.2,65,17,7.612757795,2,3,3,3,31.07277406,2.977807514,-1.229963973,1.942048379,-1.035759135
Mukilteo,47.94968,-122.30158,8.2,65,18,6.400303292,2,3,3,3,31.07277406,2.977807514,-1.229963973,1.942048379,-1.035759135
Mukilteo,47.94968,-122.30158,8.2,65,19,0.27109511,2,3,3,3,31.07277406,2.977807514,-1.229963973,1.942048379,-1.035759135
N Avenue Park,48.52108,-122.61531,7,62,210,0.027410018,3,4,4,5,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811
N Avenue Park,48.52108,-122.61531,7,62,211,0.064397154,3,4,4,5,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811
N Avenue Park,48.52108,-122.61531,7,62,212,5.691771099,3,4,4,5,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811
N Avenue Park,48.52108,-122.61531,7,62,213,-3.014981762,3,4,4,5,26.59131514,3.364615385,-1.248163772,10.31091811,1.031091811
North Camano,48.255358,-122.507014,8.1,7,303,-4.614512812,1,1,0,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375
North Camano,48.255358,-122.507014,8.1,7,304,0.563539484,1,1,0,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375
North Camano,48.255358,-122.507014,8.1,7,305,2.438321368,1,1,0,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375
North Camano,48.255358,-122.507014,8.1,7,306,-1.431361479,1,1,0,1,19.04379562,-1.52350365,-1.52350365,4.316593674,-1.269586375
Oak Bay County Park,48.02218,-122.728709,9,10,88,12.53274497,1,1,0,0,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207
Oak Bay County Park,48.02218,-122.728709,9,10,89,7.394624094,1,1,0,0,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207
Oak Bay County Park,48.02218,-122.728709,9,10,90,25.05063933,1,1,0,0,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207
Oak Bay County Park,48.02218,-122.728709,9,10,91,2.378617931,1,1,0,0,30.13767748,-1.346577079,-1.346577079,-1.346577079,-1.090086207
Penn Cove Reference,48.21423,-122.718972,8.1,3,41,3.647970995,1,1,0,1,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294
Penn Cove Reference,48.21423,-122.718972,8.1,3,42,9.55562411,1,1,0,1,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294
Penn Cove Reference,48.21423,-122.718972,8.1,3,43,20.2799322,1,1,0,1,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294
Penn Cove Reference,48.21423,-122.718972,8.1,3,44,16.88754424,1,1,0,1,24.87114267,-1.389857973,-1.389857973,4.315874758,-1.097256294
Penrose Point State Park,47.2619,-122.7376,13,50,9,2.458114405,1,2,1,1,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082
Penrose Point State Park,47.2619,-122.7376,13,50,10,4.845219744,1,2,1,1,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082
Penrose Point State Park,47.2619,-122.7376,13,50,11,7.437724633,1,2,1,1,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082
Penrose Point State Park,47.2619,-122.7376,13,50,12,2.951183557,1,2,1,1,42.2481409,1.452279843,-1.122216243,1.386267123,-0.924178082
Point Defiance Ferry,47.3062,-122.5145,11,43,113,11.04330735,3,3,3,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968
Point Defiance Ferry,47.3062,-122.5145,11,43,112,3.170340795,3,3,3,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968
Point Defiance Ferry,47.3062,-122.5145,11,43,110,4.646670194,3,3,3,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968
Point Defiance Ferry,47.3062,-122.5145,11,43,111,6.955797378,3,3,3,4,48.05865842,2.200275928,-1.158039962,3.416217888,-0.984333968
Port Angeles Yacht Club,48.12823,-123.45715,6,1,247,3.679220471,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,248,1.758224791,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,244,3.323303979,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,245,24.33179621,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,246,-0.060351992,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Port Angeles Yacht Club,48.12823,-123.45715,6,1,243,14.89473674,3,4,4,5,57.69896907,-1.442474227,-1.382371134,7.813402062,-1.202061856
Purdy - Dexters,47.38566,-122.627255,13,57,145,-2.022213643,1,1,0,0,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843
Purdy - Dexters,47.38566,-122.627255,13,57,146,-0.726438224,1,1,0,0,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843
Purdy - Dexters,47.38566,-122.627255,13,57,147,-1.350978239,1,1,0,0,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843
Purdy - Dexters,47.38566,-122.627255,13,57,148,7.035831342,1,1,0,0,32.6997544,1.434199754,-1.089991813,1.663671715,-0.917887843
"Purdy, Burley Lagoon",47.386977,-122.6367089,13,47,74,12.06426511,1,2,1,1,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339
"Purdy, Burley Lagoon",47.386977,-122.6367089,13,47,75,13.01747486,1,2,1,1,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339
"Purdy, Burley Lagoon",47.386977,-122.6367089,13,47,76,9.52954338,1,2,1,1,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339
"Purdy, Burley Lagoon",47.386977,-122.6367089,13,47,77,5.590486277,1,2,1,1,44.93073551,2.708153921,-1.046332197,2.031115441,-0.861685339
Raft Island Park,47.32598,-122.66724,13,53,220,11.02887301,1,1,0,0,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041
Raft Island Park,47.32598,-122.66724,13,53,218,-2.938910499,1,1,0,0,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041
Raft Island Park,47.32598,-122.66724,13,53,219,2.854840932,1,1,0,0,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041
Raft Island Park,47.32598,-122.66724,13,53,221,1.225909173,1,1,0,0,33.06755793,-1.336773619,-1.336773619,1.407130125,-1.1257041
Reach Island,47.346537,-122.82236,13,39,273,7.635785614,1,2,1,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098
Reach Island,47.346537,-122.82236,13,39,274,0.367192171,1,2,1,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098
Reach Island,47.346537,-122.82236,13,39,275,0.027603544,1,2,1,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098
Reach Island,47.346537,-122.82236,13,39,276,10.30410019,1,2,1,1,21.01721311,-1.459528689,-1.459528689,1.459528689,-1.226004098
Rich Passage,47.578117,-122.524833,10,32,170,3.506183208,2,2,2,2,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806
Rich Passage,47.578117,-122.524833,10,32,171,2.630922974,2,2,2,2,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806
Rich Passage,47.578117,-122.524833,10,32,172,1.142948285,2,2,2,2,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806
Rich Passage,47.578117,-122.524833,10,32,173,1.998917628,2,2,2,2,55.89845985,3.270654565,-0.8919967,3.092255226,-0.773063806
Rocky Point,47.60255,-122.66992,10,27,295,15.43526555,2,2,2,2,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697
Rocky Point,47.60255,-122.66992,10,27,296,7.395650651,2,2,2,2,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697
Rocky Point,47.60255,-122.66992,10,27,297,14.14641226,2,2,2,2,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697
Rocky Point,47.60255,-122.66992,10,27,298,2.604570552,2,2,2,2,60.88630807,1.88747555,-1.217726161,2.496338631,0.730635697
S of Skunk Island,48.02667,-122.75076,9,9,13,8.989428286,2,2,2,2,18.01739589,-1.561507644,-1.561507644,-1.561507644,-1.321275698
S of Skunk Island,48.02667,-122.75076,9,9,14,8.102061708,2,2,2,2,18.01739589,-1.561507644,-1.561507644,-1.561507644,-1.321275698
S of Skunk Island,48.02667,-122.75076,9,9,15,0.978012927,2,2,2,2,18.01739589,-1.561507644,-1.561507644,-1.561507644,-1.321275698
S of Skunk Island,48.02667,-122.75076,9,9,16,22.37584808,2,2,2,2,18.01739589,-1.561507644,-1.561507644,-1.561507644,-1.321275698
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,287,5.874301989,3,4,4,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,288,4.591968253,3,4,4,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,289,1.329939804,3,4,4,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824
"Salmon Bay, Commodore Park",47.6663,-122.4018,10,16,290,3.380989389,3,4,4,5,96.73529412,7.441176471,6.845882353,23.06764706,4.167058824
Salmon Beach,47.29464,-122.53053,11,40,126,7.34546401,2,3,3,3,34.53075435,1.786073501,-1.547930368,1.547930368,-1.309787234
Salmon Beach,47.29464,-122.53053,11,40,123,0,2,3,3,3,34.53075435,1.786073501,-1.547930368,1.547930368,-1.309787234
Salmon Beach,47.29464,-122.53053,11,40,124,12.93290007,2,3,3,3,34.53075435,1.786073501,-1.547930368,1.547930368,-1.309787234
Salmon Beach,47.29464,-122.53053,11,40,125,8.91797839,2,3,3,3,34.53075435,1.786073501,-1.547930368,1.547930368,-1.309787234
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,78,51.0832157,3,4,4,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,79,8.733100152,3,4,4,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,80,1.736273165,3,4,4,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835
"Seattle Aquarium, Pier 59",47.607,-122.342,10,17,81,0.917955386,3,4,4,5,110.1653543,5.313858268,-1.166456693,10.36850394,2.527322835
Shilshole Bay,47.671678,-122.406663,10,18,291,0.853763421,3,4,4,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948
Shilshole Bay,47.671678,-122.406663,10,18,292,1.540746908,3,4,4,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948
Shilshole Bay,47.671678,-122.406663,10,18,293,12.83109092,3,4,4,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948
Shilshole Bay,47.671678,-122.406663,10,18,294,24.40051208,3,4,4,5,90.20566319,7.517138599,4.13442623,27.06169896,-1.353084948
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,47,16.96255158,2,3,2,3,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,45,11.04813995,2,3,2,3,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,46,11.65960237,2,3,2,3,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688
"Silverdale, Dyes Inlet",47.6427936,-122.6967068,10,35,48,73.34487105,2,3,2,3,68.54072398,4.112443439,-1.233733032,5.072013575,0.822488688
Skiff Point,47.66142,-122.49884,10,24,260,9.362148048,2,3,3,4,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304
Skiff Point,47.66142,-122.49884,10,24,257,4.06564522,2,3,3,4,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304
Skiff Point,47.66142,-122.49884,10,24,258,3.93280474,2,3,3,4,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304
Skiff Point,47.66142,-122.49884,10,24,259,1.754673716,2,3,3,4,21.31009901,-2.19020462,-2.19020462,2.071815182,-1.835036304
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,92,5.576963592,3,4,4,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,93,3.914034859,3,4,4,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,94,7.690072979,3,4,4,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985
"Smith Cove, Terminal 91",47.63237,-122.37869,10,15,95,13.20090297,3,4,4,5,143.0655412,19.50893744,5.3324429,33.16519364,4.682144985
Squaxin Island,47.17650485,-122.9046464,13,38,198,2.863819168,1,1,1,1,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236
Squaxin Island,47.17650485,-122.9046464,13,38,199,16.64218412,1,1,1,1,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236
Squaxin Island,47.17650485,-122.9046464,13,38,200,-2.758227253,1,1,1,1,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236
Squaxin Island,47.17650485,-122.9046464,13,38,201,6.787558343,1,1,1,1,25.24702247,-1.359455056,-1.359455056,1.294719101,-1.100511236
Suquamish Stormwater Outfall,47.7296079,-122.5506191,10,34,5,0.512029657,2,3,3,3,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687
Suquamish Stormwater Outfall,47.7296079,-122.5506191,10,34,6,6.048720312,2,3,3,3,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687
Suquamish Stormwater Outfall,47.7296079,-122.5506191,10,34,7,2.325964468,2,3,3,3,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687
Suquamish Stormwater Outfall,47.7296079,-122.5506191,10,34,8,14.39013715,2,3,3,3,48.33093318,3.222062212,-0.902177419,3.222062212,-0.708853687
Thea Foss Waterway,47.259189,-122.434689,11,46,118,8.372546323,3,4,4,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765
Thea Foss Waterway,47.259189,-122.434689,11,46,119,13.40194356,3,4,4,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765
Thea Foss Waterway,47.259189,-122.434689,11,46,120,13.81686877,3,4,4,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765
Thea Foss Waterway,47.259189,-122.434689,11,46,121,23.09040746,3,4,4,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765
Thea Foss Waterway,47.259189,-122.434689,11,46,122,0.254614757,3,4,4,5,61.66028827,6.49055666,4.478484095,9.086779324,1.233205765
Three Tree Point,47.44896,-122.372267,11,22,277,9.207751785,2,2,2,2,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085
Three Tree Point,47.44896,-122.372267,11,22,278,8.997827689,2,2,2,2,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085
Three Tree Point,47.44896,-122.372267,11,22,279,9.760407843,2,2,2,2,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085
Three Tree Point,47.44896,-122.372267,11,22,280,3.696772427,2,2,2,2,37.11426441,4.35945328,1.354965209,2.827753479,-1.119319085
Tulalip Bay,48.0617,-122.2939,8.2,67,135,20.04834773,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,140,1.035321931,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,136,0.13458155,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,137,9.075422937,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,138,0.786638442,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Bay,48.0617,-122.2939,8.2,67,139,6.442883283,2,2,2,3,33.74249412,1.752014118,-1.297788235,2.141350588,-1.10312
Tulalip Reservation,48.0697859,-122.2997764,8.2,70,193,10.00722962,2,2,1,2,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068
Tulalip Reservation,48.0697859,-122.2997764,8.2,70,192,-0.872847897,2,2,1,2,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068
Tulalip Reservation,48.0697859,-122.2997764,8.2,70,190,2.633340391,2,2,1,2,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068
Tulalip Reservation,48.0697859,-122.2997764,8.2,70,191,3.165587108,2,2,1,2,22.99099576,1.061122881,-1.00217161,1.296927966,-0.884269068
West Bay Park,47.052362,-122.910912,13,73,182,2.620526548,2,3,2,3,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237
West Bay Park,47.052362,-122.910912,13,73,183,9.357208636,2,3,2,3,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237
West Bay Park,47.052362,-122.910912,13,73,184,5.788840751,2,3,2,3,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237
West Bay Park,47.052362,-122.910912,13,73,185,0.744673474,2,3,2,3,46.56538267,8.09832742,-1.619665484,2.969386721,-1.349721237
Williams Olson Park,47.66586,-122.56698,10,26,252,-0.261141927,2,2,2,2,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614
Williams Olson Park,47.66586,-122.56698,10,26,254,3.467767834,2,2,2,2,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614
Williams Olson Park,47.66586,-122.56698,10,26,255,5.286890167,2,2,2,2,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614
Williams Olson Park,47.66586,-122.56698,10,26,256,17.07340713,2,2,2,2,40.36790954,1.44601467,-1.385764059,2.169022005,-1.144761614
