latitude,longitude,reporting_area,site_number,site_name,sample_id,at,cf,PAHgroup3,PAHgroup4,PAHgroup5,PAHgroup6,PAHgroup7,PAHgroup8
47.50161,-122.38593,11,13,Arroyo Beach,286,0.645,0.1628,2,3,2,3,6,7
47.6663,-122.4018,10,16,"Salmon Bay, Commodore Park",287,0.67,0.2051,3,4,4,5,6,7
47.6663,-122.4018,10,16,"Salmon Bay, Commodore Park",288,0.795,0.1903,3,4,4,5,6,7
47.6663,-122.4018,10,16,"Salmon Bay, Commodore Park",289,0.725,0.1859,3,4,4,5,6,7
47.6663,-122.4018,10,16,"Salmon Bay, Commodore Park",290,0.64,0.1873,3,4,4,5,6,7
47.671678,-122.406663,10,18,Shilshole Bay,291,0.56,0.1508,3,4,4,5,6,7
47.671678,-122.406663,10,18,Shilshole Bay,292,0.575,0.128,3,4,4,5,6,7
47.671678,-122.406663,10,18,Shilshole Bay,293,0.515,0.1539,3,4,4,5,6,7
47.671678,-122.406663,10,18,Shilshole Bay,294,0.575,0.1727,3,4,4,5,6,7
47.60255,-122.66992,10,27,Rocky Point,295,0.695,0.1736,2,2,2,2,6,7
47.60255,-122.66992,10,27,Rocky Point,296,0.595,0.1679,2,2,2,2,6,7
47.60255,-122.66992,10,27,Rocky Point,297,0.745,0.1909,2,2,2,2,6,7
47.60255,-122.66992,10,27,Rocky Point,298,0.72,0.1803,2,2,2,2,6,7
47.5833538,-122.6414587,10,37,Lions Park,299,0.66,0.1797,2,2,1,2,6,7
47.5833538,-122.6414587,10,37,Lions Park,300,0.75,0.1435,2,2,1,2,6,7
47.5833538,-122.6414587,10,37,Lions Park,301,0.805,0.1266,2,2,1,2,6,7
47.5833538,-122.6414587,10,37,Lions Park,302,0.785,0.1424,2,2,1,2,6,7
48.255358,-122.507014,8.1,7,North Camano,303,0.745,0.187,1,1,0,1,6,7
48.255358,-122.507014,8.1,7,North Camano,304,0.725,0.1916,1,1,0,1,6,7
48.255358,-122.507014,8.1,7,North Camano,305,0.855,0.1913,1,1,0,1,6,7
48.255358,-122.507014,8.1,7,North Camano,306,0.745,0.1484,1,1,0,1,6,7
48.018127,-122.699524,9,11,Maristone Island,307,0.61,0.1875,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,308,0.705,0.1744,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,309,0.9,0.1787,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,310,0.695,0.1358,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,311,0.61,0.2117,1,1,0,0,6,7
48.018127,-122.699524,9,11,Maristone Island,312,0.675,0.2405,1,1,0,0,6,7
