sample_id,latitude,longitude,lat_range,long_range,label,site_name,site_number,reporting_area,geo_group,p450,sod,shell,ci1,ci2,ci3
108,47.5706,-122.9717,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Hood Canal Holly,29,12,1,4420012,0.0025,1.26,31.069,0.6524,0.0529
109,47.5706,-122.9717,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Hood Canal Holly,29,12,1,5823222,5.435,0.89,30.701,0.6521,0.0562
82,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,2932222,9.944,0.845,29.816,0.6485,0.049
83,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,5726357,14.656,1.025,29.399,0.5801,0.0476
84,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,1906238,0.0025,1.1,31.179,0.6257,0.0557
85,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,5545198,20.048,0.875,36.227,0.7231,0.0531
86,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,3670556,0.135,0.945,33.447,0.7025,0.0511
87,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,7831524,9.075,0.855,35.911,0.727,0.0565
166,47.794695,-122.499858,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kingston Marina,36,10,3,5606185,0.787,0.835,34.977,0.7169,0.0625
167,47.794695,-122.499858,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kingston Marina,36,10,3,4974611,6.443,0.735,29.339,0.6766,0.0405
168,47.794695,-122.499858,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kingston Marina,36,10,3,5640873,1.035,1,34.323,0.7094,0.064
169,47.794695,-122.499858,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kingston Marina,36,10,3,3885225,26.424,0.745,32.363,0.6593,0.0515
53,47.54167,-122.64034,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kitsap St Boat Launch,25,10,3,2469960,12.854,0.97,31.47,0.6156,0.0581
54,47.54167,-122.64034,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kitsap St Boat Launch,25,10,3,3506452,2.637,0.9,33.482,0.6654,0.0524
55,47.54167,-122.64034,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kitsap St Boat Launch,25,10,3,4998033,1.269,0.815,30.924,0.6499,0.0463
56,47.54167,-122.64034,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kitsap St Boat Launch,25,10,3,6119860,0.0025,0.805,32.785,0.6775,0.0474
249,47.30973,-122.68868,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kopachuck State Park,52,13,1,5329851,0.0025,0.88,31.526,0.6644,0.0503
250,47.30973,-122.68868,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kopachuck State Park,52,13,1,4051273,0.0025,0.96,35.739,0.6776,0.046
251,47.30973,-122.68868,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kopachuck State Park,52,13,1,3471329,7.036,0.73,35.076,0.6982,0.0534
253,47.30973,-122.68868,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kopachuck State Park,52,13,1,4422422,0.672,0.89,35.765,0.7184,0.0543
299,47.5833538,-122.6414587,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Lions Park,37,10,3,5411649,6.432,0.68,34.333,0.7299,0.0554
300,47.5833538,-122.6414587,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Lions Park,37,10,3,6052641,9.59,1.075,32.694,0.6652,0.0594
301,47.5833538,-122.6414587,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Lions Park,37,10,3,3631858,9.377,0.71,33.814,0.7362,0.067
302,47.5833538,-122.6414587,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Lions Park,37,10,3,6373497,8.315,0.71,33.934,0.6666,0.0486
235,48.77636877,-122.5378679,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Locust Beach,76,7,4,6651025,2.069,0.785,29.925,0.6422,0.0439
236,48.77636877,-122.5378679,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Locust Beach,76,7,4,3417364,2.369,0.72,32.082,0.6621,0.0441
237,48.77636877,-122.5378679,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Locust Beach,76,7,4,6776918,2.733,1.005,32.145,0.6714,0.0465
238,48.77636877,-122.5378679,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Locust Beach,76,7,4,4517486,5.02,0.82,37.13,0.6905,0.0539
153,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,15260103,16.268,0.955,34.571,0.6833,0.0549
154,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,3705987,5.768,0.75,37.227,0.6787,0.0554
155,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,8193639,4.93,0.75,34.803,0.6946,0.0534
156,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,6366494,0.0025,0.83,34.506,0.6222,0.0492
261,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,5437003,17.512,0.745,34.027,0.6749,0.0464
262,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,5775686,1.485,0.805,33.398,0.6859,0.0606
263,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,1513923,15.957,0.75,32.803,0.683,0.0692
264,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,3392978,0.0025,0.875,35.464,0.6897,0.0596
202,47.30008,-122.74566,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maple Hollow Park,51,13,1,2529572,4.546,0.815,34.552,0.6723,0.0552
203,47.30008,-122.74566,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maple Hollow Park,51,13,1,5982158,7.722,0.845,32.722,0.6564,0.0451
204,47.30008,-122.74566,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maple Hollow Park,51,13,1,4667834,3.94,0.875,27.431,0.6142,0.0506
205,47.30008,-122.74566,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maple Hollow Park,51,13,1,7944848,0.048,0.71,30.287,0.6038,0.0418
307,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,1476511,3.506,0.9,35.274,0.7173,0.0544
308,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,4087247,2.631,0.83,34.796,0.6945,0.053
309,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,3101248,0.844,0.745,33.57,0.7226,0.0585
310,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,4147207,1.999,0.765,34.982,0.7156,0.0492
311,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,6630611,0.0025,0.795,26.758,0.5987,0.0341
312,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,6728961,2.006,0.815,45.197,0.6938,0.0533
65,47.11795,-122.83359,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Meyer's Point - Henderson Inlet,71,13,1,3656052,19.012,1.055,41.854,0.6691,0.0502
66,47.11795,-122.83359,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Meyer's Point - Henderson Inlet,71,13,1,8044535,0.232,0.76,33.515,0.6486,0.0464
67,47.11795,-122.83359,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Meyer's Point - Henderson Inlet,71,13,1,4961205,3.468,0.95,42.482,0.6317,0.052
68,47.11795,-122.83359,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Meyer's Point - Henderson Inlet,71,13,1,6536182,2.525,1.095,29.091,0.6428,0.0484
231,47.4436,-122.360316,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Miller Creek,20,11,5,6263391,0.0025,0.825,32.995,0.6634,0.0481
232,47.4436,-122.360316,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Miller Creek,20,11,5,7066217,1.97,0.8,43.288,0.6649,0.0546
233,47.4436,-122.360316,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Miller Creek,20,11,5,7223931,2.621,0.78,32.441,0.6721,0.0571
234,47.4436,-122.360316,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Miller Creek,20,11,5,4047412,3.572,0.66,33.461,0.7195,0.0672
178,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,7647788,5.789,0.845,35.007,0.6964,0.0581
179,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,4006818,0.0025,0.805,30.982,0.6596,0.0429
180,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,5090553,10.464,0.63,33.624,0.7331,0.0662
181,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,1226696,35.599,0.62,34.824,0.6874,0.0614
17,47.94968,-122.30158,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Mukilteo,65,8.2,6,6522867,14.268,0.835,33.791,0.7194,0.0638
18,47.94968,-122.30158,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Mukilteo,65,8.2,6,5739407,22.833,0.745,32.817,0.7223,0.0577
19,47.94968,-122.30158,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Mukilteo,65,8.2,6,4215635,1.126,0.845,30.673,0.673,0.0546
20,47.94968,-122.30158,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Mukilteo,65,8.2,6,3759846,1.593,0.82,34.183,0.6939,0.049
210,48.52108,-122.61531,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",N Avenue Park,62,7,4,4597377,0.0025,0.83,31.401,0.6912,0.0463
211,48.52108,-122.61531,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",N Avenue Park,62,7,4,2521368,10.007,0.64,33.472,0.6989,0.0461
212,48.52108,-122.61531,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",N Avenue Park,62,7,4,2165448,0.0025,0.84,35.25,0.6594,0.0512
213,48.52108,-122.61531,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",N Avenue Park,62,7,4,9793068,1.51,0.8,37.39,0.7207,0.0598
303,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,7655768,2.472,0.82,35.763,0.7119,0.061
304,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,9992165,1.531,0.935,37.732,0.7015,0.056
305,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,6350828,0.0025,0.85,34.214,0.6791,0.0587
306,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,9006878,16.642,0.955,36.615,0.6635,0.0548
88,48.02218,-122.728709,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Oak Bay County Park,10,9,2,6605220,0.0025,0.925,30.386,0.6657,0.0512
89,48.02218,-122.728709,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Oak Bay County Park,10,9,2,3512019,6.788,0.695,37.969,0.7195,0.0544
90,48.02218,-122.728709,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Oak Bay County Park,10,9,2,5079449,0.0025,0.8,38.642,0.7156,0.0504
91,48.02218,-122.728709,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Oak Bay County Park,10,9,2,4528128,3.694,0.665,34.37,0.6988,0.0533
41,48.21423,-122.718972,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Penn Cove Reference,3,8.1,2,1311133,0.0025,0.735,35.849,0.7101,0.0571
42,48.21423,-122.718972,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Penn Cove Reference,3,8.1,2,NA,14.787,0.9,36.774,0.7169,0.0571
43,48.21423,-122.718972,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Penn Cove Reference,3,8.1,2,5318907,0.0025,0.885,35.516,0.6765,0.0579
44,48.21423,-122.718972,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Penn Cove Reference,3,8.1,2,6420811,0.0025,0.865,31.607,0.6205,0.046
9,47.2619,-122.7376,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Pennrose Point State Park,50,13,1,6149521,1.496,0.675,35.355,0.6691,0.0485
10,47.2619,-122.7376,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Pennrose Point State Park,50,13,1,3196587,0.0025,0.68,34.528,0.6655,0.045
11,47.2619,-122.7376,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Pennrose Point State Park,50,13,1,3680347,0.016,0.9,35.76,0.7072,0.0581
12,47.2619,-122.7376,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Pennrose Point State Park,50,13,1,4764132,0.064,0.79,32.892,0.6955,0.0539
110,47.3062,-122.5145,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Point Defiance Ferry,43,11,5,4827148,5.692,0.89,42.331,0.6749,0.0617
111,47.3062,-122.5145,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Point Defiance Ferry,43,11,5,3461581,0.0025,0.71,35.638,0.6975,0.0541
112,47.3062,-122.5145,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Point Defiance Ferry,43,11,5,1293754,14.371,0.955,26.107,0.6355,0.0379
113,47.3062,-122.5145,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Point Defiance Ferry,43,11,5,4083185,4.895,0.725,35.286,0.7232,0.0535
243,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,3480344,133.268,0.6,35.286,0.7232,0.0535
244,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,6057021,11.947,0.88,35.683,0.6602,0.0484
245,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,6420643,0.0025,0.58,37.331,0.7535,0.0548
246,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,6767449,2.855,0.595,33.226,0.6783,0.0486
247,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,3322946,11.029,0.805,34.078,0.731,0.0524
248,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,1581168,1.226,0.635,37.522,0.7345,0.0553
145,47.38566,-122.627255,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Purdy - Dexters,57,13,5,2728430,0.0025,0.895,33.496,0.6827,0.0438
146,47.38566,-122.627255,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Purdy - Dexters,57,13,5,2977245,12.311,0.625,33.536,0.6982,0.0517
147,47.38566,-122.627255,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Purdy - Dexters,57,13,5,3660262,2.297,0.735,21.779,0.5576,0.0297
148,47.38566,-122.627255,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Purdy - Dexters,57,13,5,6464229,0.0025,0.845,37.191,0.7223,0.0537
74,47.386977,-122.6367089,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,3941050,18.935,0.65,37.07,0.7034,0.0494
75,47.386977,-122.6367089,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,6928220,0.818,0.885,37.537,0.6955,0.0579
76,47.386977,-122.6367089,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,2077255,0.0025,0.665,37.174,0.7193,0.0502
77,47.386977,-122.6367089,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,5845804,0.0025,0.82,40.873,0.7041,0.0603
218,47.32598,-122.66724,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Raft Island Park,53,13,1,3992468,0.0025,0.39,37.929,0.6929,0.0603
219,47.32598,-122.66724,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Raft Island Park,53,13,1,5994423,0.0025,0.96,35.76,0.6604,0.0509
220,47.32598,-122.66724,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Raft Island Park,53,13,1,4130787,1.041,0.745,34.605,0.7067,0.0631
221,47.32598,-122.66724,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Raft Island Park,53,13,1,5542261,7.704,0.895,31.704,0.6979,0.0528
273,47.346537,-122.82236,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Reach Island,39,13,1,7321595,7.314,0.685,34.789,0.7174,0.0564
274,47.346537,-122.82236,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Reach Island,39,13,1,1911632,10.204,0.665,29.634,0.7315,0.0398
275,47.346537,-122.82236,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Reach Island,39,13,1,2139153,7.076,0.6,33.17,0.7602,0.0467
276,47.346537,-122.82236,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Reach Island,39,13,1,3303872,2.108,0.745,32.928,0.7059,0.0468
170,47.578117,-122.524833,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rich Passage,32,10,3,2252655,2.218,0.74,34.909,0.7264,0.0534
171,47.578117,-122.524833,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rich Passage,32,10,3,5965780,0.0025,0.7,36.926,0.7195,0.0537
172,47.578117,-122.524833,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rich Passage,32,10,3,1508156,4.877,0.79,31.288,0.6785,0.048
173,47.578117,-122.524833,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rich Passage,32,10,3,4674882,8.871,0.825,32.775,0.6787,0.0568
295,47.60255,-122.66992,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rocky Point,27,10,3,2861653,0.01,0.93,31.307,0.696,0.0505
296,47.60255,-122.66992,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rocky Point,27,10,3,5418454,14.895,0.545,35.73,0.6728,0.0489
297,47.60255,-122.66992,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rocky Point,27,10,3,6806288,3.323,0.64,28.311,0.7497,0.0632
298,47.60255,-122.66992,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Rocky Point,27,10,3,4525700,24.332,0.89,32.84,0.6449,0.058
13,48.02667,-122.75076,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",S of Skunk Island,9,9,2,2848746,0.0025,0.92,34.752,0.6517,0.0637
14,48.02667,-122.75076,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",S of Skunk Island,9,9,2,12345151,0.0025,0.99,39.643,0.6948,0.0631
15,48.02667,-122.75076,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",S of Skunk Island,9,9,2,2563791,1.758,0.82,35.098,0.7173,0.0584
16,48.02667,-122.75076,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",S of Skunk Island,9,9,2,8355096,4.823,0.86,37.266,0.6819,0.0594
287,47.6663,-122.4018,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Salmon Bay, Commodore Park",16,10,3,9888442,4.096,0.77,34.889,0.6672,0.0541
288,47.6663,-122.4018,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Salmon Bay, Commodore Park",16,10,3,2558683,9.21,0.69,34.151,0.6946,0.047
289,47.6663,-122.4018,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Salmon Bay, Commodore Park",16,10,3,5178253,0.0025,0.575,36.209,0.7263,0.0507
290,47.6663,-122.4018,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Salmon Bay, Commodore Park",16,10,3,8338308,0.775,0.79,13.883,0.6777,0.0564
123,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,1705387,3.468,0.615,34.099,0.7126,0.0569
124,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,1267023,5.287,0.785,31.693,0.6526,0.047
125,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,3732773,17.073,0.71,33.888,0.6595,0.0503
126,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,12721347,1.895,0.49,31.968,0.7298,0.0525
78,47.607,-122.342,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Seattle Aquarium, Pier 59",17,10,3,2967756,3.933,0.62,33.043,0.7082,0.0534
79,47.607,-122.342,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Seattle Aquarium, Pier 59",17,10,3,5002813,1.755,0.59,34.435,0.7156,0.0558
80,47.607,-122.342,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Seattle Aquarium, Pier 59",17,10,3,1964479,9.362,0.535,34.892,0.6746,0.0503
81,47.607,-122.342,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Seattle Aquarium, Pier 59",17,10,3,12583522,2.13,0.61,35.556,0.7413,0.0654
291,47.671678,-122.406663,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Shilshole Bay,18,10,3,4548390,3.682,0.57,32.125,0.7439,0.0584
