,sample_id,latitude,longitude,lat_range,long_range,label,site_name,site_number,reporting_area,geo_group,p16,p42,plmw,phmw,pcb,p450,sod,shell,ci1,ci2,ci3
117,222,48.5069444,-123.0194444,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Friday Harbor,61,7,4,3,2,2,2,1,2353073,8.819,0.895,35.901,0.7105,0.0562
118,223,48.5069444,-123.0194444,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Friday Harbor,61,7,4,3,2,2,2,1,1010594,17.182,0.87,33.305,0.69,0.0468
119,224,48.5069444,-123.0194444,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Friday Harbor,61,7,4,3,2,2,2,1,1453659,13.402,0.89,36.253,0.6964,0.054
120,225,48.5069444,-123.0194444,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Friday Harbor,61,7,4,3,2,2,2,1,2434731,13.817,0.925,35.847,0.6802,0.051
121,226,48.5069444,-123.0194444,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Friday Harbor,61,7,4,3,2,2,2,1,NA,48.798,0.95,34.23,0.686,0.0599
122,131,47.33785,-122.58277,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Gig Harbor Boat Launch,58,11,5,2,2,2,2,4,8793166,0.255,0.85,6.999,0.3226,0.0119
123,132,47.33785,-122.58277,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Gig Harbor Boat Launch,58,11,5,2,2,2,2,4,916811,0.0025,0.935,32.111,0.6841,0.0651
124,133,47.33785,-122.58277,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Gig Harbor Boat Launch,58,11,5,2,2,2,2,4,2352491,12.933,0.685,34.418,0.6767,0.0546
125,134,47.33785,-122.58277,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Gig Harbor Boat Launch,58,11,5,2,2,2,2,4,2963755,8.918,0.8,34.151,0.6866,0.0541
126,104,47.5706,-122.9717,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Hood Canal Holly,29,12,1,1,1,1,1,1,1383018,51.47,1.035,33.345,0.6885,0.0423
127,105,47.5706,-122.9717,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Hood Canal Holly,29,12,1,1,1,1,1,1,4935346,15.598,0.885,34.097,0.6475,0.0515
128,106,47.5706,-122.9717,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Hood Canal Holly,29,12,1,1,1,1,1,1,3856796,14.492,1,26.772,0.5995,0.0409
129,107,47.5706,-122.9717,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Hood Canal Holly,29,12,1,1,1,1,1,1,4797197,8.659,1.08,32.632,0.6341,0.0419
130,108,47.5706,-122.9717,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Hood Canal Holly,29,12,1,1,1,1,1,1,4420012,0.0025,1.26,31.069,0.6524,0.0529
131,109,47.5706,-122.9717,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Hood Canal Holly,29,12,1,1,1,1,1,1,5823222,5.435,0.89,30.701,0.6521,0.0562
132,82,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,1,1,1,1,2,2932222,9.944,0.845,29.816,0.6485,0.049
133,83,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,1,1,1,1,2,5726357,14.656,1.025,29.399,0.5801,0.0476
134,84,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,1,1,1,1,2,1906238,0.0025,1.1,31.179,0.6257,0.0557
135,85,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,1,1,1,1,2,5545198,20.048,0.875,36.227,0.7231,0.0531
136,86,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,1,1,1,1,2,3670556,0.135,0.945,33.447,0.7025,0.0511
137,87,48.024789,-122.998135,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Jamestown,2,6,2,1,1,1,1,2,7831524,9.075,0.855,35.911,0.727,0.0565
138,166,47.794695,-122.499858,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kingston Marina,36,10,3,1,1,1,1,2,5606185,0.787,0.835,34.977,0.7169,0.0625
139,167,47.794695,-122.499858,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kingston Marina,36,10,3,1,1,1,1,2,4974611,6.443,0.735,29.339,0.6766,0.0405
140,168,47.794695,-122.499858,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kingston Marina,36,10,3,1,1,1,1,2,5640873,1.035,1,34.323,0.7094,0.064
141,169,47.794695,-122.499858,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kingston Marina,36,10,3,1,1,1,1,2,3885225,26.424,0.745,32.363,0.6593,0.0515
142,53,47.54167,-122.64034,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kitsap St Boat Launch,25,10,3,3,3,3,2,7,2469960,12.854,0.97,31.47,0.6156,0.0581
143,54,47.54167,-122.64034,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kitsap St Boat Launch,25,10,3,3,3,3,2,7,3506452,2.637,0.9,33.482,0.6654,0.0524
144,55,47.54167,-122.64034,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kitsap St Boat Launch,25,10,3,3,3,3,2,7,4998033,1.269,0.815,30.924,0.6499,0.0463
145,56,47.54167,-122.64034,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Kitsap St Boat Launch,25,10,3,3,3,3,2,7,6119860,0.0025,0.805,32.785,0.6775,0.0474
146,249,47.30973,-122.68868,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kopachuck State Park,52,13,1,1,1,1,1,2,5329851,0.0025,0.88,31.526,0.6644,0.0503
147,250,47.30973,-122.68868,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kopachuck State Park,52,13,1,1,1,1,1,2,4051273,0.0025,0.96,35.739,0.6776,0.046
148,251,47.30973,-122.68868,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kopachuck State Park,52,13,1,1,1,1,1,2,3471329,7.036,0.73,35.076,0.6982,0.0534
149,253,47.30973,-122.68868,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kopachuck State Park,52,13,1,1,1,1,1,2,4422422,0.672,0.89,35.765,0.7184,0.0543
150,299,47.5833538,-122.6414587,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Lions Park,37,10,3,1,1,1,1,4,5411649,6.432,0.68,34.333,0.7299,0.0554
151,300,47.5833538,-122.6414587,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Lions Park,37,10,3,1,1,1,1,4,6052641,9.59,1.075,32.694,0.6652,0.0594
152,301,47.5833538,-122.6414587,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Lions Park,37,10,3,1,1,1,1,4,3631858,9.377,0.71,33.814,0.7362,0.067
153,302,47.5833538,-122.6414587,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Lions Park,37,10,3,1,1,1,1,4,6373497,8.315,0.71,33.934,0.6666,0.0486
154,235,48.77636877,-122.5378679,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Locust Beach,76,7,4,1,1,1,1,1,6651025,2.069,0.785,29.925,0.6422,0.0439
155,236,48.77636877,-122.5378679,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Locust Beach,76,7,4,1,1,1,1,1,3417364,2.369,0.72,32.082,0.6621,0.0441
156,237,48.77636877,-122.5378679,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Locust Beach,76,7,4,1,1,1,1,1,6776918,2.733,1.005,32.145,0.6714,0.0465
157,238,48.77636877,-122.5378679,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Locust Beach,76,7,4,1,1,1,1,1,4517486,5.02,0.82,37.13,0.6905,0.0539
158,153,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,1,1,1,1,4,15260103,16.268,0.955,34.571,0.6833,0.0549
159,154,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,1,1,1,1,4,3705987,5.768,0.75,37.227,0.6787,0.0554
160,155,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,1,1,1,1,4,8193639,4.93,0.75,34.803,0.6946,0.0534
161,156,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,1,1,1,1,4,6366494,0.0025,0.83,34.506,0.6222,0.0492
162,261,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,2,2,2,1,3,5437003,17.512,0.745,34.027,0.6749,0.0464
163,262,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,2,2,2,1,3,5775686,1.485,0.805,33.398,0.6859,0.0606
164,263,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,2,2,2,1,3,1513923,15.957,0.75,32.803,0.683,0.0692
165,264,47.55622,-122.54281,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Manchester, Stormwater Outfall",33,10,3,2,2,2,1,3,3392978,0.0025,0.875,35.464,0.6897,0.0596
166,202,47.30008,-122.74566,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maple Hollow Park,51,13,1,1,1,1,1,2,2529572,4.546,0.815,34.552,0.6723,0.0552
167,203,47.30008,-122.74566,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maple Hollow Park,51,13,1,1,1,1,1,2,5982158,7.722,0.845,32.722,0.6564,0.0451
168,204,47.30008,-122.74566,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maple Hollow Park,51,13,1,1,1,1,1,2,4667834,3.94,0.875,27.431,0.6142,0.0506
169,205,47.30008,-122.74566,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Maple Hollow Park,51,13,1,1,1,1,1,2,7944848,0.048,0.71,30.287,0.6038,0.0418
170,307,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,1,1,1,1,2,1476511,3.506,0.9,35.274,0.7173,0.0544
171,308,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,1,1,1,1,2,4087247,2.631,0.83,34.796,0.6945,0.053
172,309,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,1,1,1,1,2,3101248,0.844,0.745,33.57,0.7226,0.0585
173,310,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,1,1,1,1,2,4147207,1.999,0.765,34.982,0.7156,0.0492
174,311,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,1,1,1,1,2,6630611,0.0025,0.795,26.758,0.5987,0.0341
175,312,48.018127,-122.699524,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maristone Island,11,9,2,1,1,1,1,2,6728961,2.006,0.815,45.197,0.6938,0.0533
176,65,47.11795,-122.83359,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Meyer's Point - Henderson Inlet,71,13,1,1,1,1,1,3,3656052,19.012,1.055,41.854,0.6691,0.0502
177,66,47.11795,-122.83359,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Meyer's Point - Henderson Inlet,71,13,1,1,1,1,1,3,8044535,0.232,0.76,33.515,0.6486,0.0464
178,67,47.11795,-122.83359,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Meyer's Point - Henderson Inlet,71,13,1,1,1,1,1,3,4961205,3.468,0.95,42.482,0.6317,0.052
179,68,47.11795,-122.83359,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Meyer's Point - Henderson Inlet,71,13,1,1,1,1,1,3,6536182,2.525,1.095,29.091,0.6428,0.0484
180,231,47.4436,-122.360316,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Miller Creek,20,11,5,1,1,2,1,3,6263391,0.0025,0.825,32.995,0.6634,0.0481
181,232,47.4436,-122.360316,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Miller Creek,20,11,5,1,1,2,1,3,7066217,1.97,0.8,43.288,0.6649,0.0546
182,233,47.4436,-122.360316,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Miller Creek,20,11,5,1,1,2,1,3,7223931,2.621,0.78,32.441,0.6721,0.0571
183,234,47.4436,-122.360316,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Miller Creek,20,11,5,1,1,2,1,3,4047412,3.572,0.66,33.461,0.7195,0.0672
184,178,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,1,1,1,1,2,7647788,5.789,0.845,35.007,0.6964,0.0581
185,179,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,1,1,1,1,2,4006818,0.0025,0.805,30.982,0.6596,0.0429
186,180,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,1,1,1,1,2,5090553,10.464,0.63,33.624,0.7331,0.0662
187,181,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,1,1,1,1,2,1226696,35.599,0.62,34.824,0.6874,0.0614
188,17,47.94968,-122.30158,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Mukilteo,65,8.2,6,2,2,2,2,2,6522867,14.268,0.835,33.791,0.7194,0.0638
189,18,47.94968,-122.30158,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Mukilteo,65,8.2,6,2,2,2,2,2,5739407,22.833,0.745,32.817,0.7223,0.0577
190,19,47.94968,-122.30158,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Mukilteo,65,8.2,6,2,2,2,2,2,4215635,1.126,0.845,30.673,0.673,0.0546
191,20,47.94968,-122.30158,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Mukilteo,65,8.2,6,2,2,2,2,2,3759846,1.593,0.82,34.183,0.6939,0.049
192,210,48.52108,-122.61531,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",N Avenue Park,62,7,4,4,4,5,4,1,4597377,0.0025,0.83,31.401,0.6912,0.0463
193,211,48.52108,-122.61531,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",N Avenue Park,62,7,4,4,4,5,4,1,2521368,10.007,0.64,33.472,0.6989,0.0461
194,212,48.52108,-122.61531,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",N Avenue Park,62,7,4,4,4,5,4,1,2165448,0.0025,0.84,35.25,0.6594,0.0512
195,213,48.52108,-122.61531,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",N Avenue Park,62,7,4,4,4,5,4,1,9793068,1.51,0.8,37.39,0.7207,0.0598
196,303,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,1,1,1,1,1,7655768,2.472,0.82,35.763,0.7119,0.061
197,304,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,1,1,1,1,1,9992165,1.531,0.935,37.732,0.7015,0.056
198,305,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,1,1,1,1,1,6350828,0.0025,0.85,34.214,0.6791,0.0587
199,306,48.255358,-122.507014,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",North Camano,7,8.1,6,1,1,1,1,1,9006878,16.642,0.955,36.615,0.6635,0.0548
200,88,48.02218,-122.728709,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Oak Bay County Park,10,9,2,1,1,1,1,2,6605220,0.0025,0.925,30.386,0.6657,0.0512
201,89,48.02218,-122.728709,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Oak Bay County Park,10,9,2,1,1,1,1,2,3512019,6.788,0.695,37.969,0.7195,0.0544
202,90,48.02218,-122.728709,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Oak Bay County Park,10,9,2,1,1,1,1,2,5079449,0.0025,0.8,38.642,0.7156,0.0504
203,91,48.02218,-122.728709,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Oak Bay County Park,10,9,2,1,1,1,1,2,4528128,3.694,0.665,34.37,0.6988,0.0533
204,41,48.21423,-122.718972,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Penn Cove Reference,3,8.1,2,1,1,1,1,1,1311133,0.0025,0.735,35.849,0.7101,0.0571
205,42,48.21423,-122.718972,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Penn Cove Reference,3,8.1,2,1,1,1,1,1,NA,14.787,0.9,36.774,0.7169,0.0571
206,43,48.21423,-122.718972,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Penn Cove Reference,3,8.1,2,1,1,1,1,1,5318907,0.0025,0.885,35.516,0.6765,0.0579
207,44,48.21423,-122.718972,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Penn Cove Reference,3,8.1,2,1,1,1,1,1,6420811,0.0025,0.865,31.607,0.6205,0.046
208,9,47.2619,-122.7376,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Penrose Point State Park,50,13,1,1,1,1,1,3,6149521,1.496,0.675,35.355,0.6691,0.0485
209,10,47.2619,-122.7376,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Penrose Point State Park,50,13,1,1,1,1,1,3,3196587,0.0025,0.68,34.528,0.6655,0.045
210,11,47.2619,-122.7376,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Penrose Point State Park,50,13,1,1,1,1,1,3,3680347,0.016,0.9,35.76,0.7072,0.0581
211,12,47.2619,-122.7376,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Penrose Point State Park,50,13,1,1,1,1,1,3,4764132,0.064,0.79,32.892,0.6955,0.0539
212,110,47.3062,-122.5145,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Point Defiance Ferry,43,11,5,3,3,3,2,3,4827148,5.692,0.89,42.331,0.6749,0.0617
213,111,47.3062,-122.5145,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Point Defiance Ferry,43,11,5,3,3,3,2,3,3461581,0.0025,0.71,35.638,0.6975,0.0541
214,112,47.3062,-122.5145,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Point Defiance Ferry,43,11,5,3,3,3,2,3,1293754,14.371,0.955,26.107,0.6355,0.0379
215,113,47.3062,-122.5145,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Point Defiance Ferry,43,11,5,3,3,3,2,3,4083185,4.895,0.725,35.286,0.7232,0.0535
216,243,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,4,4,4,4,4,3480344,133.268,0.6,35.286,0.7232,0.0535
217,244,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,4,4,4,4,4,6057021,11.947,0.88,35.683,0.6602,0.0484
218,245,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,4,4,4,4,4,6420643,0.0025,0.58,37.331,0.7535,0.0548
219,246,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,4,4,4,4,4,6767449,2.855,0.595,33.226,0.6783,0.0486
220,247,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,4,4,4,4,4,3322946,11.029,0.805,34.078,0.731,0.0524
221,248,48.12823,-123.45715,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Port Angeles Yacht Club,1,6,2,4,4,4,4,4,1581168,1.226,0.635,37.522,0.7345,0.0553
222,145,47.38566,-122.627255,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Purdy - Dexters,57,13,5,1,1,1,1,2,2728430,0.0025,0.895,33.496,0.6827,0.0438
223,146,47.38566,-122.627255,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Purdy - Dexters,57,13,5,1,1,1,1,2,2977245,12.311,0.625,33.536,0.6982,0.0517
224,147,47.38566,-122.627255,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Purdy - Dexters,57,13,5,1,1,1,1,2,3660262,2.297,0.735,21.779,0.5576,0.0297
225,148,47.38566,-122.627255,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Purdy - Dexters,57,13,5,1,1,1,1,2,6464229,0.0025,0.845,37.191,0.7223,0.0537
226,74,47.386977,-122.6367089,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,1,1,1,1,3,3941050,18.935,0.65,37.07,0.7034,0.0494
227,75,47.386977,-122.6367089,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,1,1,1,1,3,6928220,0.818,0.885,37.537,0.6955,0.0579
228,76,47.386977,-122.6367089,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,1,1,1,1,3,2077255,0.0025,0.665,37.174,0.7193,0.0502
229,77,47.386977,-122.6367089,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33","Purdy, Burley Lagoon",47,13,5,1,1,1,1,3,5845804,0.0025,0.82,40.873,0.7041,0.0603
230,218,47.32598,-122.66724,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Raft Island Park,53,13,1,1,1,1,1,2,3992468,0.0025,0.39,37.929,0.6929,0.0603
231,219,47.32598,-122.66724,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Raft Island Park,53,13,1,1,1,1,1,2,5994423,0.0025,0.96,35.76,0.6604,0.0509
232,220,47.32598,-122.66724,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Raft Island Park,53,13,1,1,1,1,1,2,4130787,1.041,0.745,34.605,0.7067,0.0631
233,221,47.32598,-122.66724,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Raft Island Park,53,13,1,1,1,1,1,2,5542261,7.704,0.895,31.704,0.6979,0.0528
234,273,47.346537,-122.82236,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Reach Island,39,13,1,1,1,1,1,1,7321595,7.314,0.685,34.789,0.7174,0.0564
235,274,47.346537,-122.82236,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Reach Island,39,13,1,1,1,1,1,1,1911632,10.204,0.665,29.634,0.7315,0.0398
