sample_id,latitude,longitude,lat_range,long_range,label,site_name,site_number,reporting_area,geo_group,p16,p42,plmw,phmw,pcb,p450,sod,shell,ci1,ci2,ci3
120,47.259189,-122.434689,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Thea Foss Waterway,46,11,4,3,2,2,2,1,NA,13.817,0.925,0.036,0.680,0.051
121,47.259189,-122.434689,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Thea Foss Waterway,46,11,4,3,2,2,2,1,NA,23.090,0.950,0.034,0.686,0.060
122,47.259189,-122.434689,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Thea Foss Waterway,46,11,5,2,2,2,2,4,8793140,0.255,0.850,0.007,0.322,0.012
123,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,2,2,2,2,4,917068,0.000,0.935,0.032,0.684,0.065
124,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,2,2,2,2,4,2352820,12.933,0.685,0.034,0.677,0.055
125,47.29464,-122.53053,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Salmon Beach,40,11,5,2,2,2,2,4,NA,8.918,0.800,0.034,0.686,0.054
126,47.29464,-122.53053,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Salmon Beach,40,11,1,1,1,1,1,1,1382918,7.345,1.035,0.033,0.689,0.042
127,47.1905742,-122.5834897,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Chambers Bay Park,56,13,1,1,1,1,1,1,22777074,15.598,0.885,0.034,0.648,0.052
128,47.1905742,-122.5834897,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Chambers Bay Park,56,13,1,1,1,1,1,1,3578424,14.492,1.000,0.027,0.600,0.041
129,47.1905742,-122.5834897,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Chambers Bay Park,56,13,1,1,1,1,1,1,4479918,8.659,1.080,0.033,0.634,0.042
130,47.1905742,-122.5834897,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Chambers Bay Park,56,13,1,1,1,1,1,1,4173684,7.718,1.260,0.031,0.653,0.053
131,47.33785,-122.58277,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Gig Harbor Boat Launch,58,11,1,1,1,1,1,1,5582113,5.435,0.890,0.031,0.652,0.056
132,47.33785,-122.58277,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Gig Harbor Boat Launch,58,11,2,1,1,1,1,2,2734669,9.944,0.845,0.030,0.649,0.049
133,47.33785,-122.58277,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Gig Harbor Boat Launch,58,11,2,1,1,1,1,2,5447066,14.656,1.025,0.029,0.580,0.048
134,47.33785,-122.58277,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Gig Harbor Boat Launch,58,11,2,1,1,1,1,2,1608895,29.853,1.100,0.031,0.626,0.056
135,48.0617,-122.2939,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Tulalip Bay,67,8.2,2,1,1,1,1,2,6050177,20.048,0.875,0.036,0.723,0.053
136,48.0617,-122.2939,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Tulalip Bay,67,8.2,2,1,1,1,1,2,3475077,0.135,0.945,0.033,0.703,0.051
137,48.0617,-122.2939,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Tulalip Bay,67,8.2,2,1,1,1,1,2,7541126,9.075,0.855,0.036,0.727,0.056
138,48.0617,-122.2939,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Tulalip Bay,67,8.2,3,1,1,1,1,2,5438127,0.787,0.835,0.035,0.717,0.063
139,48.0617,-122.2939,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Tulalip Bay,67,8.2,3,1,1,1,1,2,4707732,6.443,0.735,0.029,0.677,0.041
140,48.0617,-122.2939,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Tulalip Bay,67,8.2,3,1,1,1,1,2,5420960,1.035,1.000,0.034,0.709,0.064
141,47.2632444,-122.385731,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Blair Waterway #2,42,11,3,1,1,1,1,2,7415687,26.424,0.745,0.032,0.659,0.051
142,47.2632444,-122.385731,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Blair Waterway #2,42,11,3,3,3,3,2,7,2336026,12.854,0.970,0.031,0.615,0.058
143,47.2632444,-122.385731,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Blair Waterway #2,42,11,3,3,3,3,2,7,3199451,2.637,0.900,0.033,0.665,0.053
144,47.2632444,-122.385731,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Blair Waterway #2,42,11,3,3,3,3,2,7,4752301,1.269,0.815,0.031,0.650,0.046
145,47.38566,-122.627255,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Purdy - Dexters,57,13,3,3,3,3,2,7,5961110,-2.022,0.805,0.033,0.677,0.047
146,47.38566,-122.627255,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Purdy - Dexters,57,13,1,1,1,1,1,2,5111771,-0.726,0.880,0.032,0.664,0.050
147,47.38566,-122.627255,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Purdy - Dexters,57,13,1,1,1,1,1,2,3923933,-1.351,0.960,0.036,0.677,0.046
148,47.38566,-122.627255,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Purdy - Dexters,57,13,1,1,1,1,1,2,3318363,7.036,0.730,0.035,0.698,0.053
149,47.27568,-122.4173,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Blair Waterway,41,11,1,1,1,1,1,2,4234624,0.672,0.890,0.036,0.718,0.054
150,47.27568,-122.4173,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Blair Waterway,41,11,3,1,1,1,1,4,5143570,6.432,0.680,0.034,0.730,0.055
151,47.27568,-122.4173,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Blair Waterway,41,11,3,1,1,1,1,4,4339810,9.590,1.075,0.033,0.665,0.059
152,47.27568,-122.4173,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Blair Waterway,41,11,3,1,1,1,1,4,3633030,9.377,0.710,0.034,0.736,0.067
153,47.57995505,-122.6786,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Madrona Pont,28,10,3,1,1,1,1,4,11889910,8.315,0.710,0.034,0.666,0.048
154,47.57995505,-122.6786,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Madrona Pont,28,10,4,1,1,1,1,1,6650990,4.664,0.785,0.030,0.642,0.044
155,47.57995505,-122.6786,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Madrona Pont,28,10,4,1,1,1,1,1,3417932,2.369,0.720,0.032,0.662,0.044
156,47.57995505,-122.6786,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Madrona Pont,28,10,4,1,1,1,1,1,6111407,2.733,1.005,0.032,0.671,0.046
157,47.2694,-122.4243,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5","Comm Bay, Milwaukee Waterway",49,11,4,1,1,1,1,1,4263664,5.020,0.820,0.037,0.690,0.054
158,47.2694,-122.4243,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Comm Bay, Milwaukee Waterway",49,11,3,1,1,1,1,4,13167667,16.268,0.955,0.035,0.683,0.055
159,47.2694,-122.4243,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Comm Bay, Milwaukee Waterway",49,11,3,1,1,1,1,4,3461399,5.768,0.750,0.037,0.678,0.056
160,47.2694,-122.4243,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Comm Bay, Milwaukee Waterway",49,11,3,1,1,1,1,4,8190625,13.784,0.750,0.035,0.695,0.053
161,47.2694,-122.4243,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34","Comm Bay, Milwaukee Waterway",49,11,3,1,1,1,1,4,7886778,-0.636,0.830,0.034,0.622,0.049
162,48.064957,-122.857524,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Discovery Bay,12,6,3,2,2,2,1,3,5436068,17.512,0.745,0.034,0.675,0.046
163,48.064957,-122.857524,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Discovery Bay,12,6,3,2,2,2,1,3,5773098,1.485,0.805,0.033,0.686,0.061
164,48.064957,-122.857524,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Discovery Bay,12,6,3,2,2,2,1,3,1513621,15.957,0.750,0.033,0.683,0.069
165,48.064957,-122.857524,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Discovery Bay,12,6,3,2,2,2,1,3,3207158,2.376,0.875,0.035,0.689,0.060
166,47.794695,-122.499858,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kingston Marina,36,10,1,1,1,1,1,2,2382760,4.546,0.815,0.035,0.672,0.055
167,47.794695,-122.499858,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kingston Marina,36,10,1,1,1,1,1,2,7415597,7.722,0.845,0.033,0.657,0.045
168,47.794695,-122.499858,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kingston Marina,36,10,1,1,1,1,1,2,4668354,3.940,0.875,0.027,0.614,0.051
169,47.794695,-122.499858,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Kingston Marina,36,10,1,1,1,1,1,2,7376508,1.276,0.710,0.030,0.604,0.042
170,47.578117,-122.524833,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Rich Passage,32,10,2,1,1,1,1,2,1476766,3.506,0.900,0.035,0.717,0.054
171,47.578117,-122.524833,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Rich Passage,32,10,2,1,1,1,1,2,11738656,2.631,0.830,0.035,0.694,0.053
172,47.578117,-122.524833,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Rich Passage,32,10,2,1,1,1,1,2,2880897,1.143,0.745,0.034,0.723,0.058
173,47.578117,-122.524833,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Rich Passage,32,10,2,1,1,1,1,2,4148180,1.999,0.765,0.035,0.715,0.049
174,47.19483,-122.748665,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Filucy Bay,59,13,2,1,1,1,1,2,12472188,6.866,0.795,0.027,0.599,0.034
175,47.19483,-122.748665,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Filucy Bay,59,13,2,1,1,1,1,2,6726341,2.006,0.815,0.045,0.694,0.053
176,47.19483,-122.748665,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Filucy Bay,59,13,1,1,1,1,1,3,13491947,10.585,1.055,0.042,0.669,0.050
177,47.19483,-122.748665,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Filucy Bay,59,13,1,1,1,1,1,3,10820612,0.579,0.760,0.034,0.648,0.046
178,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,1,1,1,1,3,5146723,8.582,0.950,0.042,0.631,0.052
179,47.3539722,-122.69175,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Minter Bay,55,13,1,1,1,1,1,3,6537218,5.088,1.095,0.029,0.643,0.049
180,47.3539722,-122.69175,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Minter Bay,55,13,5,1,1,2,1,3,11216182,2.002,0.825,0.033,0.663,0.048
181,47.3539722,-122.69175,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Minter Bay,55,13,5,1,1,2,1,3,9219025,4.367,0.800,0.043,0.665,0.055
182,47.052362,-122.910912,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",West Bay Park,73,13,5,1,1,2,1,3,10107487,2.621,0.780,0.032,0.672,0.057
183,47.052362,-122.910912,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",West Bay Park,73,13,5,1,1,2,1,3,4200104,9.357,0.660,0.033,0.719,0.067
184,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,1,1,1,1,2,15718988,5.789,0.845,0.035,0.696,0.058
185,47.052362,-122.910912,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",West Bay Park,73,13,1,1,1,1,1,2,4006827,0.745,0.805,0.031,0.660,0.043
186,47.074603,-123.003527,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Eld Inlet,72,13,1,1,1,1,1,2,5090881,10.975,0.630,0.034,0.733,0.066
187,47.074603,-123.003527,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Eld Inlet,72,13,1,1,1,1,1,2,1009809,12.540,0.620,0.035,0.687,0.061
188,47.074603,-123.003527,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Eld Inlet,72,13,6,2,2,2,2,2,16612698,7.040,0.835,0.034,0.720,0.064
189,47.074603,-123.003527,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Eld Inlet,72,13,6,2,2,2,2,2,16495985,8.890,0.745,0.033,0.722,0.058
190,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,2,2,2,2,2,9509258,2.633,0.845,0.031,0.673,0.055
191,48.0697859,-122.2997764,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Tulalip Reservation,70,8.2,6,2,2,2,2,2,3760566,3.166,0.820,0.034,0.694,0.049
192,48.0697859,-122.2997764,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Tulalip Reservation,70,8.2,4,4,4,5,4,1,4598260,-0.873,0.830,0.031,0.691,0.046
193,48.0697859,-122.2997764,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Tulalip Reservation,70,8.2,4,4,4,5,4,1,2520935,10.007,0.640,0.033,0.699,0.046
194,47.30515,-122.44441,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Browns Point Lighthouse,54,11,4,4,4,5,4,1,1869821,3.733,0.840,0.035,0.659,0.051
195,47.30515,-122.44441,48.48 - 48.82,-0.52,"Group 4
Lat: 48.48 - 48.82
Long: -123.02 - -122.5",Browns Point Lighthouse,54,11,4,4,4,5,4,1,10377436,1.510,0.800,0.037,0.721,0.060
196,47.30515,-122.44441,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Browns Point Lighthouse,54,11,6,1,1,1,1,1,9951688,2.472,0.820,0.036,0.712,0.061
197,47.30515,-122.44441,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Browns Point Lighthouse,54,11,6,1,1,1,1,1,9992062,1.531,0.935,0.038,0.702,0.056
198,47.17650485,-122.9046464,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Squaxin Island,38,13,6,1,1,1,1,1,9659247,2.864,0.850,0.034,0.679,0.059
199,47.17650485,-122.9046464,47.81 - 48.26,-0.28,"Group 6
Lat: 47.81 - 48.26
Long: -122.51 - -122.23",Squaxin Island,38,13,6,1,1,1,1,1,5609584,16.642,0.955,0.037,0.663,0.055
200,47.17650485,-122.9046464,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Squaxin Island,38,13,2,1,1,1,1,2,6607122,-2.758,0.925,0.030,0.666,0.051
201,47.17650485,-122.9046464,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Squaxin Island,38,13,2,1,1,1,1,2,2867682,6.788,0.695,0.038,0.719,0.055
202,47.30008,-122.74566,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maple Hollow Park,51,13,2,1,1,1,1,2,5080836,-4.055,0.800,0.039,0.716,0.050
203,47.30008,-122.74566,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maple Hollow Park,51,13,2,1,1,1,1,2,34233996,3.694,0.665,0.034,0.698,0.053
204,47.30008,-122.74566,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maple Hollow Park,51,13,2,1,1,1,1,1,1210309,-4.118,0.735,0.036,0.710,0.057
205,47.30008,-122.74566,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Maple Hollow Park,51,13,2,1,1,1,1,1,NA,14.787,0.900,0.037,0.717,0.057
206,47.9726,-122.22977,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Everett Harbor,66,8.2,2,1,1,1,1,1,8135083,-3.800,0.885,0.036,0.677,0.058
207,47.9726,-122.22977,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Everett Harbor,66,8.2,2,1,1,1,1,1,6115910,5.493,0.865,0.032,0.621,0.046
208,47.9726,-122.22977,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Everett Harbor,66,8.2,1,1,1,1,1,3,5808287,3.773,0.675,0.035,0.669,0.048
209,47.9726,-122.22977,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Everett Harbor,66,8.2,1,1,1,1,1,3,3196291,-0.305,0.680,0.035,0.666,0.045
210,48.52108,-122.61531,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",N Avenue Park,62,7,1,1,1,1,1,3,3680656,0.027,0.900,0.036,0.707,0.058
211,48.52108,-122.61531,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",N Avenue Park,62,7,1,1,1,1,1,3,8637809,0.064,0.790,0.033,0.695,0.054
212,48.52108,-122.61531,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",N Avenue Park,62,7,5,3,3,3,2,3,5167150,5.692,0.890,0.042,0.675,0.062
213,48.52108,-122.61531,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",N Avenue Park,62,7,5,3,3,3,2,3,9574142,-3.015,0.710,0.036,0.697,0.054
214,48.520971,-122.600717,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Cap Sante,64,7,5,3,3,3,2,3,1293401,14.371,0.955,0.026,0.635,0.038
215,48.520971,-122.600717,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Cap Sante,64,7,5,3,3,3,2,3,4081903,4.895,0.725,0.035,0.723,0.054
216,48.520971,-122.600717,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Cap Sante,64,7,2,4,4,4,4,4,1544138,42.805,0.600,0.035,0.723,0.054
217,48.520971,-122.600717,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Cap Sante,64,7,2,4,4,4,4,4,11524795,11.947,0.880,0.036,0.660,0.048
218,47.32598,-122.66724,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Raft Island Park,53,13,2,4,4,4,4,4,6066971,-2.939,0.580,0.037,0.754,0.055
219,47.32598,-122.66724,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Raft Island Park,53,13,2,4,4,4,4,4,6061146,2.855,0.595,0.033,0.679,0.048
220,47.32598,-122.66724,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Raft Island Park,53,13,2,4,4,4,4,4,3033147,11.029,0.805,0.034,0.731,0.052
221,47.32598,-122.66724,47.78 - 48.21,-0.76,"Group 2
Lat: 47.78 - 48.21
Long: -123.46 - -122.7",Raft Island Park,53,13,2,4,4,4,4,4,1581059,1.226,0.635,0.038,0.734,0.055
222,48.5069444,-123.0194444,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Friday Harbor,61,7,5,1,1,1,1,2,6899779,-2.928,0.895,0.034,0.683,0.044
223,48.5069444,-123.0194444,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Friday Harbor,61,7,5,1,1,1,1,2,4285885,12.311,0.625,0.034,0.698,0.052
224,48.5069444,-123.0194444,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Friday Harbor,61,7,5,1,1,1,1,2,3660475,2.297,0.735,0.022,0.557,0.030
225,48.5069444,-123.0194444,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Friday Harbor,61,7,5,1,1,1,1,2,6465687,-4.878,0.845,0.037,0.722,0.054
226,48.5069444,-123.0194444,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Friday Harbor,61,7,5,1,1,1,1,3,5908857,18.935,0.650,0.037,0.703,0.049
227,47.81407,-122.3825,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Edmonds Ferry,69,9,5,1,1,1,1,3,16349554,0.818,0.885,0.038,0.695,0.058
228,47.81407,-122.3825,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Edmonds Ferry,69,9,5,1,1,1,1,3,7086401,-4.249,0.665,0.037,0.720,0.050
229,47.81407,-122.3825,47.19 - 47.45,-0.31,"Group 5
Lat: 47.19 - 47.45
Long: -122.64 - -122.33",Edmonds Ferry,69,9,5,1,1,1,1,3,5844280,-2.435,0.820,0.041,0.704,0.060
230,47.81407,-122.3825,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Edmonds Ferry,69,9,1,1,1,1,1,2,3776740,-4.327,0.390,0.038,0.693,0.060
231,47.4436,-122.360316,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Miller Creek,20,11,1,1,1,1,1,2,5993436,-1.533,0.960,0.036,0.660,0.051
232,47.4436,-122.360316,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Miller Creek,20,11,1,1,1,1,1,2,30697270,1.041,0.745,0.035,0.706,0.063
233,47.4436,-122.360316,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Miller Creek,20,11,1,1,1,1,1,2,8815609,7.704,0.895,0.032,0.698,0.053
234,47.4436,-122.360316,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Miller Creek,20,11,1,1,1,1,1,1,18090511,7.314,0.685,0.035,0.718,0.056
235,48.77636877,-122.5378679,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Locust Beach,76,7,1,1,1,1,1,1,1911451,10.204,0.665,0.030,0.732,0.040
236,48.77636877,-122.5378679,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Locust Beach,76,7,1,1,1,1,1,1,2007311,7.076,0.600,0.033,0.760,0.047
237,48.77636877,-122.5378679,47.05 - 47.57,-0.33,"Group 1
Lat: 47.05 - 47.57
Long: -123 - -122.67",Locust Beach,76,7,1,1,1,1,1,1,3303876,3.414,0.745,0.033,0.706,0.047
238,48.77636877,-122.5378679,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Locust Beach,76,7,3,2,2,2,1,4,2252563,3.907,0.740,0.035,0.726,0.054
239,48.6793778,-122.6300583,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Aiston Preserve,77,7,3,2,2,2,1,4,9716178,-0.232,0.700,0.037,0.719,0.054
240,48.6793778,-122.6300583,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Aiston Preserve,77,7,3,2,2,2,1,4,1358797,4.877,0.790,0.031,0.679,0.048
241,48.6793778,-122.6300583,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Aiston Preserve,77,7,3,2,2,2,1,4,4914880,8.871,0.825,0.033,0.679,0.057
242,48.6793778,-122.6300583,47.5 - 47.79,-0.36,"Group 3
Lat: 47.5 - 47.79
Long: -122.7 - -122.34",Aiston Preserve,77,7,3,2,2,2,1,4,2861586,0.010,0.930,0.031,0.696,0.051
