latitude,longitude,sample_id,site_number,site_name,reporting_area,p450,sod,ibr1overall
47.44896,-122.372267,277,22,Three Tree Point,11,5.538985884,-0.454000075,0.98490951
47.44896,-122.372267,278,22,Three Tree Point,11,6.679698456,-0.482165515,2.459035465
47.44896,-122.372267,279,22,Three Tree Point,11,7.390202215,-0.379965203,2.552757302
47.44896,-122.372267,280,22,Three Tree Point,11,0.493175007,-1.193141704,0.351876961
48.0617,-122.2939,135,67,Tulalip Bay,8.2,3.387192186,0.999873134,0.703225196
48.0617,-122.2939,136,67,Tulalip Bay,8.2,1.067025823,-1.670881221,-0.631258092
48.0617,-122.2939,137,67,Tulalip Bay,8.2,4.730537966,-0.471838187,1.267844191
48.0617,-122.2939,138,67,Tulalip Bay,8.2,2.835734836,-1.583434235,0.613203563
48.0617,-122.2939,139,67,Tulalip Bay,8.2,2.177648583,-0.82484504,-1.572121651
48.0617,-122.2939,140,67,Tulalip Bay,8.2,2.820267361,-1.550172191,1.35908626
48.0697859,-122.2997764,190,70,Tulalip Reservation,8.2,6.503825864,-1.335846602,1.291391149
48.0697859,-122.2997764,191,70,Tulalip Reservation,8.2,1.324251552,-1.264360032,0.526297073
48.0697859,-122.2997764,192,70,Tulalip Reservation,8.2,2.079014257,-1.688652273,-0.519321053
48.0697859,-122.2997764,193,70,Tulalip Reservation,8.2,0.207343414,-0.34683728,-0.761994511
47.052362,-122.910912,182,73,West Bay Park,13,7.042830486,-1.337456056,1.118477866
47.052362,-122.910912,183,73,West Bay Park,13,1.720275506,-0.434016024,0.777924278
47.052362,-122.910912,184,73,West Bay Park,13,12.09879564,-0.912560269,3.381783915
47.052362,-122.910912,185,73,West Bay Park,13,1.546132834,-1.589067323,-0.833013771
47.66586,-122.56698,252,26,Williams Olson Park,10,2.601621572,-1.688652273,-0.070096717
47.66586,-122.56698,254,26,Williams Olson Park,10,-0.648858431,-1.223855446,-0.642898301
47.66586,-122.56698,255,26,Williams Olson Park,10,-0.92241119,-0.979889084,-1.542334335
47.66586,-122.56698,256,26,Williams Olson Park,10,1.76732395,0.600862729,-1.121449203
