site_name,analyte,dryvalue
"Manchester, Stormwater Outfall",SumPAHsHMW,171.0284061
"Manchester, Stormwater Outfall",SumPAHsLMW,198.3929511
"Manchester, Stormwater Outfall",SumPAHs,369.4213572
"Suquamish, Stormwater Outfall",SumPAHsHMW,193.3237327
"Suquamish, Stormwater Outfall",SumPAHsLMW,231.9884793
"Suquamish, Stormwater Outfall",SumPAHs,425.312212
"Silverdale, Dyes Inlet",SumPAHsHMW,150.7895928
"Silverdale, Dyes Inlet",SumPAHsLMW,212.4762443
"Silverdale, Dyes Inlet",SumPAHs,363.2658371
Kingston Marina,SumPAHsHMW,123.5049608
Kingston Marina,SumPAHsLMW,149.5060052
Kingston Marina,SumPAHs,273.0109661
Eagle Harbor Dr,SumPAHsHMW,653.0888618
Eagle Harbor Dr,SumPAHsLMW,364.3548387
Eagle Harbor Dr,SumPAHs,1031.19294
Point Defiance Ferry,SumPAHsHMW,335.831589
Point Defiance Ferry,SumPAHsLMW,370.5727878
Point Defiance Ferry,SumPAHs,694.8239772
"Smith Cove, Terminal 91",SumPAHsHMW,4682.144985
"Smith Cove, Terminal 91",SumPAHsLMW,2145.983118
"Smith Cove, Terminal 91",SumPAHs,7153.277061
Donkey Creek Delta,SumPAHsHMW,284.3207434
Donkey Creek Delta,SumPAHsLMW,238.0359712
Donkey Creek Delta,SumPAHs,522.3567146
Comm Bay Skookum,SumPAHsHMW,369.3069941
Comm Bay Skookum,SumPAHsLMW,461.6337427
Comm Bay Skookum,SumPAHs,857.3198078
Thea Foss Waterway,SumPAHsHMW,545.2067594
Thea Foss Waterway,SumPAHsLMW,584.1500994
Thea Foss Waterway,SumPAHs,1103.394632
"Salmon Bay, Commodore Park",SumPAHsHMW,535.7647059
"Salmon Bay, Commodore Park",SumPAHsLMW,476.2352941
"Salmon Bay, Commodore Park",SumPAHs,1041.764706
"Seattle Aquarium, Pier 59",SumPAHsHMW,2203.307087
"Seattle Aquarium, Pier 59",SumPAHsLMW,1101.653543
"Seattle Aquarium, Pier 59",SumPAHs,3304.96063
"Cherry Point Aquatic Reserve, Conoco Phillips",SumPAHsHMW,150.9170488
"Cherry Point Aquatic Reserve, Conoco Phillips",SumPAHsLMW,169.0270946
"Cherry Point Aquatic Reserve, Conoco Phillips",SumPAHs,325.9808253
Mukilteo,SumPAHsHMW,194.2048379
Mukilteo,SumPAHsLMW,245.9927946
Mukilteo,SumPAHs,440.1976325
Everett Harbor,SumPAHsHMW,166.4354473
Everett Harbor,SumPAHsLMW,206.3799547
Everett Harbor,SumPAHs,372.815402
Tulalip Bay,SumPAHsHMW,168.7124706
Tulalip Bay,SumPAHsLMW,188.1792941
Tulalip Bay,SumPAHs,356.8917647
Edmonds Marina,SumPAHsHMW,374.8520776
Edmonds Marina,SumPAHsLMW,304.567313
Edmonds Marina,SumPAHs,702.8476454
Edmonds Ferry,SumPAHsHMW,268.9280374
Edmonds Ferry,SumPAHsLMW,257.235514
Edmonds Ferry,SumPAHs,532.0098131
Rich Passage,SumPAHsHMW,142.7194719
Rich Passage,SumPAHsLMW,190.2926293
Rich Passage,SumPAHs,338.9587459
Meyer's Point - Henderson Inlet,SumPAHsHMW,52.7863806
Meyer's Point - Henderson Inlet,SumPAHsLMW,148.6940299
Meyer's Point - Henderson Inlet,SumPAHs,200.7369403
"Purdy, Burley Lagoon",SumPAHsHMW,86.16853385
"Purdy, Burley Lagoon",SumPAHsLMW,129.2528008
"Purdy, Burley Lagoon",SumPAHs,215.4213346
"Comm Bay, Dick Gilmur Launch",SumPAHsHMW,338.5518868
"Comm Bay, Dick Gilmur Launch",SumPAHsLMW,442.7216981
"Comm Bay, Dick Gilmur Launch",SumPAHs,781.2735849
"Comm Bay, Milwaukee Waterway",SumPAHsHMW,215.3746631
"Comm Bay, Milwaukee Waterway",SumPAHsLMW,390.3665768
"Comm Bay, Milwaukee Waterway",SumPAHs,599.0107817
"Fidalgo Bay Aq Reserve, Weaverling Spit",SumPAHsHMW,254.3861814
"Fidalgo Bay Aq Reserve, Weaverling Spit",SumPAHsLMW,438.8161629
"Fidalgo Bay Aq Reserve, Weaverling Spit",SumPAHs,699.5619988
Shilshole Bay,SumPAHsHMW,1277.913562
Shilshole Bay,SumPAHsLMW,714.1281669
Shilshole Bay,SumPAHs,2029.627422
Elliot Bay Myrtle Edwards,SumPAHsHMW,9394.32799
Elliot Bay Myrtle Edwards,SumPAHsLMW,3220.912454
Elliot Bay Myrtle Edwards,SumPAHs,12078.4217
Jamestown,SumPAHsHMW,15.24633004
Jamestown,SumPAHsLMW,106.0614263
Jamestown,SumPAHs,119.3191046
Oak Bay County Park,SumPAHsHMW,33.98504057
Oak Bay County Park,SumPAHsLMW,102.5963489
Oak Bay County Park,SumPAHs,141.0699797
Maristone Island,SumPAHsHMW,23.98878295
Maristone Island,SumPAHsLMW,112.8883904
Maristone Island,SumPAHs,134.0549635
Penrose Point State Park,SumPAHsHMW,85.8165362
Penrose Point State Park,SumPAHsLMW,125.4241683
Penrose Point State Park,SumPAHs,204.6394325
Maple Hollow Park,SumPAHsHMW,64.77777778
Maple Hollow Park,SumPAHsLMW,111.2345679
Maple Hollow Park,SumPAHs,176.6666667
Kopachuck State Park,SumPAHsHMW,53.97902765
Kopachuck State Park,SumPAHsLMW,87.71591992
Kopachuck State Park,SumPAHs,141.6949476
Raft Island Park,SumPAHsHMW,61.91372549
Raft Island Park,SumPAHsLMW,91.46345811
Raft Island Park,SumPAHs,147.7486631
Miller Creek,SumPAHsHMW,120.7395609
Miller Creek,SumPAHsLMW,171.5772708
Miller Creek,SumPAHs,292.3168317
Des Moines Marina,SumPAHsHMW,8575.40304
Des Moines Marina,SumPAHsLMW,6125.287886
Des Moines Marina,SumPAHs,14700.69093
Browns Point Lighthouse,SumPAHsHMW,181.3711089
Browns Point Lighthouse,SumPAHsLMW,257.4299611
Browns Point Lighthouse,SumPAHs,438.80107
Minter Bay,SumPAHsHMW,65.79081633
Minter Bay,SumPAHsLMW,98.68622449
Minter Bay,SumPAHs,164.4770408
Chambers Bay Park,SumPAHsHMW,76.68228279
Chambers Bay Park,SumPAHsLMW,106.1754685
Chambers Bay Park,SumPAHs,182.8577513
Purdy - Dexters,SumPAHsHMW,57.36799018
Purdy - Dexters,SumPAHsLMW,91.78878428
Purdy - Dexters,SumPAHs,149.1567745
Gig Harbor Boat Launch,SumPAHsHMW,246.2628337
Gig Harbor Boat Launch,SumPAHsLMW,172.3839836
Gig Harbor Boat Launch,SumPAHs,418.6468172
Filucy Bay,SumPAHsHMW,59.30924548
Filucy Bay,SumPAHsLMW,88.96386823
Filucy Bay,SumPAHs,148.2731137
Arroyo Beach,SumPAHs16,168.0932091
Brackenwood Ln,SumPAHs16,176.9850187
Salmon Beach,SumPAHs16,214.3288201
Chimacum Creek delta,SumPAHs16,68.63157895
Skiff Point,SumPAHs16,213.1009901
S of Skunk Island,SumPAHs16,144.1391671
Blair Waterway,SumPAHs16,247.5323431
"Chuckanut, Clark's Point",SumPAHs16,80.33416459
Kitsap St Boat Launch,SumPAHs16,303.4712736
"Eastsound, Fishing Bay",SumPAHs16,292.0675453
"Elliott Bay, Harbor Island, Pier 17",SumPAHs16,1882.866557
Williams Olson Park,SumPAHs16,150.6265281
Rocky Point,SumPAHs16,133.9498778
N Avenue Park,SumPAHs16,976.8238213
Port Angeles Yacht Club,SumPAHs16,1081.85567
Discovery Bay,SumPAHs16,117.6769062
Squaxin Island,SumPAHs16,71.20955056
Eld Inlet,SumPAHs16,64.34929577
North Camano,SumPAHs16,63.47931873
Reach Island,SumPAHs16,81.73360656
Friday Harbor,SumPAHs16,338.4171633
Tulalip Reservation,SumPAHs16,123.7976695
Drayton Harbor,SumPAHs16,36.24304933
Three Tree Point,SumPAHs16,129.6053678
Cap Sante,SumPAHs16,63.66423358
Locust Beach,SumPAHs16,46.08157463
Blair Waterway #2,SumPAHs16,299.3656536
West Bay Park,SumPAHs16,161.9665484
Lions Park,SumPAHs16,118.4697773
Madrona Pont,SumPAHs16,108.4770642
Aiston Preserve,SumPAHs16,31.65599129
Penn Cove Reference,SumPAHs16,64.37236927
Hood Canal Holly,SumPAHs16,24.58617512
Broad Spit,SumPAHs16,35.49905081
Penn Cove Baseline 1,SumPAHs16,27.97375373
Penn Cove Baseline 2,SumPAHs16,26.28163265
Penn Cove Baseline 3,SumPAHs16,25.57952172
"Manchester, Stormwater Outfall",SumPAHs16,171.0284061
"Suquamish, Stormwater Outfall",SumPAHs16,206.2119816
"Silverdale, Dyes Inlet",SumPAHs16,137.081448
Kingston Marina,SumPAHs16,123.5049608
Eagle Harbor Dr,SumPAHs16,577.4680463
Point Defiance Ferry,SumPAHs16,335.831589
"Smith Cove, Terminal 91",SumPAHs16,4161.906653
Donkey Creek Delta,SumPAHs16,257.8723022
Comm Bay Skookum,SumPAHs16,342.9279231
Thea Foss Waterway,SumPAHs16,454.3389662
"Salmon Bay, Commodore Park",SumPAHs16,409.2647059
"Seattle Aquarium, Pier 59",SumPAHs16,1879.291339
"Cherry Point Aquatic Reserve, Conoco Phillips",SumPAHs16,126.770321
Mukilteo,SumPAHs16,207.1518271
Everett Harbor,SumPAHs16,173.0928652
Tulalip Bay,SumPAHs16,181.6903529
Edmonds Marina,SumPAHs16,374.8520776
Edmonds Ferry,SumPAHs16,268.9280374
Rich Passage,SumPAHs16,142.7194719
Meyer's Point - Henderson Inlet,SumPAHs16,66.16884328
"Purdy, Burley Lagoon",SumPAHs16,86.16853385
"Comm Bay, Dick Gilmur Launch",SumPAHs16,332.0412736
"Comm Bay, Milwaukee Waterway",SumPAHs16,195.1832884
"Fidalgo Bay Aq Reserve, Weaverling Spit",SumPAHs16,165.3510179
Shilshole Bay,SumPAHs16,1052.399404
Elliot Bay Myrtle Edwards,SumPAHs16,8052.281134
Jamestown,SumPAHs16,31.15554399
Oak Bay County Park,SumPAHs16,47.45081136
Maristone Island,SumPAHs16,41.62759394
Penrose Point State Park,SumPAHs16,85.8165362
Maple Hollow Park,SumPAHs16,71.97530864
Kopachuck State Park,SumPAHs16,59.37693041
Raft Island Park,SumPAHs16,70.35650624
Miller Creek,SumPAHs16,114.3848472
Des Moines Marina,SumPAHs16,9800.460617
Browns Point Lighthouse,SumPAHs16,175.520428
Minter Bay,SumPAHs16,78.94897959
Chambers Bay Park,SumPAHs16,70.78364566
Purdy - Dexters,SumPAHs16,68.84158821
Gig Harbor Boat Launch,SumPAHs16,233.949692
Filucy Bay,SumPAHs16,65.24017003
Arroyo Beach,SumPAHs42_DMNcorrected,408.2263648
Brackenwood Ln,SumPAHs42_DMNcorrected,389.3670412
Salmon Beach,SumPAHs42_DMNcorrected,428.6576402
Chimacum Creek delta,SumPAHs42_DMNcorrected,168.4593301
Skiff Point,SumPAHs42_DMNcorrected,449.879868
S of Skunk Island,SumPAHs42_DMNcorrected,294.2841328
Blair Waterway,SumPAHs42_DMNcorrected,715.0934356
"Chuckanut, Clark's Point",SumPAHs42_DMNcorrected,206.5735661
Kitsap St Boat Launch,SumPAHs42_DMNcorrected,758.678184
"Eastsound, Fishing Bay",SumPAHs42_DMNcorrected,518.0065898
"Elliott Bay, Harbor Island, Pier 17",SumPAHs42_DMNcorrected,3195.16749
Williams Olson Park,SumPAHs42_DMNcorrected,301.2530562
Rocky Point,SumPAHs42_DMNcorrected,310.5201711
N Avenue Park,SumPAHs42_DMNcorrected,2333.523573
Port Angeles Yacht Club,SumPAHs42_DMNcorrected,1983.402062
Discovery Bay,SumPAHs42_DMNcorrected,235.3538124
Squaxin Island,SumPAHs42_DMNcorrected,174.7870787
Eld Inlet,SumPAHs42_DMNcorrected,171.5981221
North Camano,SumPAHs42_DMNcorrected,165.0462287
Reach Island,SumPAHs42_DMNcorrected,192.6577869
Friday Harbor,SumPAHs42_DMNcorrected,532.693683
Tulalip Reservation,SumPAHs42_DMNcorrected,253.4904661
Drayton Harbor,SumPAHs42_DMNcorrected,119.0843049
Three Tree Point,SumPAHs42_DMNcorrected,312.2311133
Cap Sante,SumPAHs42_DMNcorrected,375.6189781
Locust Beach,SumPAHs42_DMNcorrected,147.2050301
Blair Waterway #2,SumPAHs42_DMNcorrected,1038.615533
West Bay Park,SumPAHs42_DMNcorrected,384.6705525
Lions Park,SumPAHs42_DMNcorrected,289.592789
Madrona Pont,SumPAHs42_DMNcorrected,259.1396534
Aiston Preserve,SumPAHs42_DMNcorrected,97.40305011
Penn Cove Reference,SumPAHs42_DMNcorrected,160.9309232
Hood Canal Holly,SumPAHs42_DMNcorrected,88.78341014
Broad Spit,SumPAHs42_DMNcorrected,127.2607482
Penn Cove Baseline 1,SumPAHs42_DMNcorrected,89.91563698
Penn Cove Baseline 2,SumPAHs42_DMNcorrected,100.6530612
Penn Cove Baseline 3,SumPAHs42_DMNcorrected,101.2522735
"Manchester, Stormwater Outfall",SumPAHs42_DMNcorrected,369.4213572
"Suquamish, Stormwater Outfall",SumPAHs42_DMNcorrected,425.312212
"Silverdale, Dyes Inlet",SumPAHs42_DMNcorrected,370.1199095
Kingston Marina,SumPAHs42_DMNcorrected,273.0109661
Eagle Harbor Dr,SumPAHs42_DMNcorrected,1031.19294
Point Defiance Ferry,SumPAHs42_DMNcorrected,694.8239772
"Smith Cove, Terminal 91",SumPAHs42_DMNcorrected,7153.277061
Donkey Creek Delta,SumPAHs42_DMNcorrected,522.3567146
Comm Bay Skookum,SumPAHs42_DMNcorrected,857.3198078
Thea Foss Waterway,SumPAHs42_DMNcorrected,1103.394632
"Salmon Bay, Commodore Park",SumPAHs42_DMNcorrected,1041.764706
"Seattle Aquarium, Pier 59",SumPAHs42_DMNcorrected,3304.96063
"Cherry Point Aquatic Reserve, Conoco Phillips",SumPAHs42_DMNcorrected,325.9808253
Mukilteo,SumPAHs42_DMNcorrected,440.1976325
Everett Harbor,SumPAHs42_DMNcorrected,372.815402
Tulalip Bay,SumPAHs42_DMNcorrected,356.8917647
Edmonds Marina,SumPAHs42_DMNcorrected,702.8476454
Edmonds Ferry,SumPAHs42_DMNcorrected,526.1635514
Rich Passage,SumPAHs42_DMNcorrected,338.9587459
Meyer's Point - Henderson Inlet,SumPAHs42_DMNcorrected,200.7369403
"Purdy, Burley Lagoon",SumPAHs42_DMNcorrected,215.4213346
"Comm Bay, Dick Gilmur Launch",SumPAHs42_DMNcorrected,781.2735849
"Comm Bay, Milwaukee Waterway",SumPAHs42_DMNcorrected,599.0107817
"Fidalgo Bay Aq Reserve, Weaverling Spit",SumPAHs42_DMNcorrected,699.5619988
Shilshole Bay,SumPAHs42_DMNcorrected,1954.456036
Elliot Bay Myrtle Edwards,SumPAHs42_DMNcorrected,12078.4217
Jamestown,SumPAHs42_DMNcorrected,119.3191046
Oak Bay County Park,SumPAHs42_DMNcorrected,141.0699797
Maristone Island,SumPAHs42_DMNcorrected,134.0549635
Penrose Point State Park,SumPAHs42_DMNcorrected,204.6394325
Maple Hollow Park,SumPAHs42_DMNcorrected,176.6666667
Kopachuck State Park,SumPAHs42_DMNcorrected,141.6949476
Raft Island Park,SumPAHs42_DMNcorrected,147.7486631
Miller Creek,SumPAHs42_DMNcorrected,285.962118
Des Moines Marina,SumPAHs42_DMNcorrected,15313.21971
Browns Point Lighthouse,SumPAHs42_DMNcorrected,438.80107
Minter Bay,SumPAHs42_DMNcorrected,164.4770408
Chambers Bay Park,SumPAHs42_DMNcorrected,182.8577513
Purdy - Dexters,SumPAHs42_DMNcorrected,149.1567745
Gig Harbor Boat Launch,SumPAHs42_DMNcorrected,418.6468172
Filucy Bay,SumPAHs42_DMNcorrected,148.2731137
