latitude,longitude,site_name,sample_id,site_number,reporting_area,log2_p450,log2_sod,log2_shell,log2_length_mm,log2_height_mm,log2_width_mm,log2_ci1,log2_ci2,log2_ci3,log2_weight_initial_g,log2_weight_final_g,log2_weight_change_g
47.5706,-122.9717,Hood Canal Holly,104,29,12,-1.448989097,-12.2984063,0.258068153,0.0315125,-0.041066692,-0.074357368,-0.07118769,-0.066601784,-0.26052755,-0.085443767,0.063963059,-0.153183933
47.5706,-122.9717,Hood Canal Holly,105,29,12,-0.023508078,-0.357358692,0.18668352,-0.054271725,-0.017358265,-0.116129106,0.03157755,-0.022207665,0.012490944,-0.13087461,-0.076921681,-0.154171645
47.5706,-122.9717,Hood Canal Holly,106,29,12,-2.973671027,-12.2984063,0.316563802,0.011276649,0.082177408,-0.052563977,0.046275487,0.00256024,0.061400545,0.086816561,0.080893936,0.089299049
47.5706,-122.9717,Hood Canal Holly,107,29,12,-0.436837891,-12.2984063,-0.076350886,0.060513576,0.011400728,-0.021007944,0.011173744,0.020861057,-0.117569596,0.043281458,-0.007942502,0.064162048
47.5706,-122.9717,Hood Canal Holly,108,29,12,0.848235624,-12.2984063,0.055438986,0.001422136,-0.12501847,-0.01836516,0.078501974,-0.077376256,-0.064130337,0.016868627,0.188074024,-0.061644603
47.5706,-122.9717,Hood Canal Holly,109,29,12,-2.591482317,-12.2984063,0.176191146,0.049556949,-0.078818951,-0.010991018,0.117599608,-0.032654452,-0.064130337,0.113064011,0.190191354,0.079488828
48.024789,-122.998135,Jamestown,82,2,6,0.376947468,-0.664866105,-0.063859942,-0.064585942,-0.206253775,-0.136617427,0.136954329,0.03893263,-0.090602549,-0.307157292,-0.403791336,-0.268543611
48.024789,-122.998135,Jamestown,83,2,6,1.081188612,-0.013929181,0.020673568,-0.081505428,-0.146792579,0.010390358,0.078093336,-0.030559034,0.108706259,-0.107306818,-0.037367512,-0.137750891
48.024789,-122.998135,Jamestown,84,2,6,-0.035213323,-0.651307691,-0.153656612,-0.166156316,-0.190572152,-0.192719565,-0.026999609,-0.020127354,-0.090602549,-0.553821605,-0.505924122,-0.574252302
48.024789,-122.998135,Jamestown,85,2,6,0.545184601,-1.217056018,-0.429987841,-0.084388461,-0.147549304,-0.016254414,0.020986583,0.026910102,0.037152998,-0.251772676,-0.317033131,-0.225196289
48.024789,-122.998135,Jamestown,86,2,6,0.277003151,-1.162697012,0.0088964,0.055760046,0.063335368,-0.124630575,-0.35697239,-0.086054147,-0.523561956,-0.273628863,-0.085860737,-0.360492236
48.024789,-122.998135,Jamestown,87,2,6,0.327579165,-0.838769766,0.078159063,0.044527211,-0.013214571,-0.034294969,0.193507676,0.062681233,0.061400545,0.130708614,-0.028415273,0.192692644
47.794695,-122.499858,Kingston Marina,166,36,10,0.056776311,-1.469952424,0.426887217,0.017401711,0.091186238,-0.162060404,0.046693235,-0.066601784,-0.064130337,0.062308176,0.210413314,-0.004796335
47.794695,-122.499858,Kingston Marina,167,36,10,1.694705509,-0.705575554,0.479038499,0.067378493,-0.189792528,0.007281101,-0.030961245,-0.099169647,-0.353636955,-0.043515308,0.171290567,-0.14432482
47.794695,-122.499858,Kingston Marina,168,36,10,1.02705663,-1.676354479,0.529370175,-0.002042908,0.157016897,-0.061241868,-0.285820225,-0.196824362,-0.173064709,0.006948897,0.389926667,-0.190332025
47.794695,-122.499858,Kingston Marina,169,36,10,1.68708068,-3.30292178,0.227906182,-0.063034101,-0.199960656,-0.241814114,-0.142257054,-0.220514468,-0.453172628,-0.424025538,-0.004003607,-0.645085517
47.54167,-122.64034,Kitsap St Boat Launch,53,25,10,0.621930852,-2.972875967,0.409075941,-0.140290025,-0.297367387,-0.241814114,0.539678287,0.070511347,0.283792966,-0.207378556,-0.387911209,-0.137750891
47.54167,-122.64034,Kitsap St Boat Launch,54,25,10,-1.209733328,0.752054586,0.400087158,0.200172629,-0.011147179,-0.038572793,-0.311289574,-0.018050039,-0.75802721,-0.13970206,-0.095177806,-0.158837134
47.54167,-122.64034,Kitsap St Boat Launch,55,25,10,-1.145170371,-0.322271826,0.496011578,0.102143911,0.016814224,0.034007958,-0.002590893,-0.015975711,-0.145050333,0.16933945,0.20910877,0.152288465
47.54167,-122.64034,Kitsap St Boat Launch,56,25,10,1.355129004,-0.317267179,0.521102559,-0.013487005,0.112833437,0.261121363,-0.565252075,0.018839059,-0.173064709,-0.221990612,-0.26861228,-0.202833038
47.30973,-122.68868,Kopachuck State Park,249,52,13,1.797439686,-1.384619299,0.504423818,-0.038429006,-0.084604202,-0.099275,0.156052827,-0.049528271,0.061400545,-0.017881722,0.08641791,-0.064029442
47.30973,-122.68868,Kopachuck State Park,250,52,13,2.021996864,-1.620686657,0.344945604,-0.090962313,-0.127255785,-0.205288238,0.061652189,-0.077376256,-0.090602549,-0.282725604,-0.113994424,-0.360003767
47.30973,-122.68868,Kopachuck State Park,251,52,13,0.098536977,-0.451348952,0.18668352,-0.091753192,-0.299888847,-0.203485995,0.029465567,-0.020127354,-0.290901199,-0.543241838,-0.496102569,-0.563527294
47.30973,-122.68868,Kopachuck State Park,253,52,13,1.863370214,-4.022281893,0.381939811,0.100529255,0.812543821,0.627939209,-1.267528248,-0.053777744,-0.038135129,0.329854277,0.452343917,0.275191799
47.5833538,-122.6414587,Lions Park,299,37,10,1.847185615,-1.045740866,0.122553182,-0.07888948,0.332786354,-0.037502147,-0.415612851,0.054808389,0.037152998,-0.25070976,-0.386727216,-0.197150547
47.5833538,-122.6414587,Lions Park,300,37,10,1.909078088,0.141528448,0.306977753,-0.121324747,0.265594646,-0.132039256,-0.578720319,-0.13248972,-0.201633861,-0.432437077,-0.159103047,-0.564652495
47.5833538,-122.6414587,Lions Park,301,37,10,0.158339215,-0.6783698,0.409075941,-0.176466301,-0.266626392,-0.311278934,-0.047809135,-0.121297305,-0.26052755,-0.678625692,-0.425105407,-0.800111303
47.5833538,-122.6414587,Lions Park,302,37,10,1.410649328,0.135804905,0.372779812,-0.231473486,-0.226898084,-0.110489165,-0.120050404,-0.024290979,0.012490944,-0.661997884,-0.604786625,-0.686742344
48.77636877,-122.5378679,Locust Beach,235,76,7,-0.261189117,-0.30348721,0.133441498,-0.07341138,-0.310018988,-0.192719565,-0.1740294,0.056780631,-0.523561956,-0.803675855,-0.944722669,-0.748267174
48.77636877,-122.5378679,Locust Beach,236,76,7,-0.190593178,-0.831616061,-0.014950341,0.059564123,-0.11314437,-0.052023338,-0.011260961,0.110936401,-0.290901199,-0.225954063,-0.530992551,-0.114769177
48.77636877,-122.5378679,Locust Beach,237,76,7,0.528302207,-1.88308705,0.297327583,0.092892869,-0.110928815,0.023786909,-0.022610512,0.004605166,-0.290901199,-0.018243436,-0.026570001,-0.014757445
48.77636877,-122.5378679,Locust Beach,238,76,7,-0.024289878,-1.688488853,0.287612429,0.07609002,-0.001538328,-0.010465734,0.061652189,0.044906531,-0.090602549,0.083111944,-0.029338795,0.127886148
47.57995505,-122.6786,Madrona Pont,153,28,10,2.375808556,-0.598833845,0.227906182,0.023013893,-0.042473513,-0.17789824,0.020986583,-0.07954084,-0.26052755,-0.09523639,0.077466427,-0.174498637
47.57995505,-122.6786,Madrona Pont,154,28,10,1.537711768,-1.43298232,0.372779812,-0.130505319,-0.206253775,-0.27928882,-0.159982569,-0.13248972,-0.386058432,-0.641653197,-0.368303744,-0.774064823
47.57995505,-122.6786,Madrona Pont,155,28,10,0.577266361,-2.41027191,0.248084064,-0.111934788,-0.317663548,-0.225262938,-0.05900155,-0.0882318,-0.386058432,-0.624066737,-0.434046081,-0.712076922
47.57995505,-122.6786,Madrona Pont,156,28,10,1.415647229,-2.204064649,0.729210754,0.165732888,0.081531763,0.000521299,-0.057204918,-0.068750251,-0.321928095,0.261321743,0.412772671,0.192581654
47.55622,-122.54281,"Manchester, Stormwater Outfall",261,33,10,2.458054516,-1.323704919,0.0088964,0.000927639,0.00256024,0.094347182,0.088680477,0.074410525,0.176877762,0.114054533,-0.080107847,0.188469034
47.55622,-122.54281,"Manchester, Stormwater Outfall",262,33,10,2.267490864,-1.774060482,-0.088950923,0.003398431,0.104594874,-0.019950249,-0.058552182,0.080239604,0.012490944,-0.047293808,-0.254505334,0.031646815
47.55622,-122.54281,"Manchester, Stormwater Outfall",263,33,10,1.024299859,-1.357358692,-0.014950341,-0.115951574,-0.024290979,-0.10319005,0.046275487,0.089902701,0.154509949,-0.284138572,-0.521432489,-0.19497092
47.55622,-122.54281,"Manchester, Stormwater Outfall",264,33,10,0.174333735,-12.2984063,0.089386318,-0.060709464,-0.022207665,-0.066146219,0.044184927,-0.030559034,0.085247287,-0.070831447,0.002336593,-0.102732971
47.30008,-122.74566,Maple Hollow Park,202,51,13,1.149208563,-12.2984063,0.400087158,0.10260491,-0.100634312,-0.092588105,0.208893567,0.02489657,-0.201633861,0.096454398,0.037747406,0.120437561
47.30008,-122.74566,Maple Hollow Park,203,51,13,3.901500463,-1.769366242,0.133441498,-0.155643823,-0.282330475,-0.181441496,0.038735252,-0.011835981,-0.117569596,-0.567123283,-0.539738835,-0.578792057
47.30008,-122.74566,Maple Hollow Park,204,51,13,-0.92048191,-12.2984063,0.277831408,0.000927639,-0.054487208,-0.056896398,0.100398272,0.012756007,-0.012600037,-0.020415624,-0.049807297,-0.008236634
47.30008,-122.74566,Maple Hollow Park,205,51,13,2.276945586,0.231707373,0.570012159,0.019112079,-0.053777744,-0.052563977,0.136954329,0.026910102,-0.012600037,0.025843704,-0.037677203,0.051733348
48.018127,-122.699524,Maristone Island,307,11,9,-0.091397883,0.045001524,0.0088964,-0.001299697,-0.091140461,-0.082063503,0.113617561,0.142851581,-0.064130337,-0.200384156,-0.606623284,-0.058735142
48.018127,-122.699524,Maristone Island,308,11,9,1.134393851,-1.239873328,0.217710415,-0.060709464,-0.03405309,-0.036432296,-0.093569668,0.02489657,-0.038135129,-0.248161954,-0.309908697,-0.222825871
48.018127,-122.699524,Maristone Island,309,11,9,1.158491854,-5.581415404,0.570012159,-0.023764261,-0.091140461,-0.009415737,-0.027879033,-0.077376256,-0.090602549,-0.071300509,0.100727055,-0.150365618
48.018127,-122.699524,Maristone Island,310,11,9,2.385464263,-1.347413066,0.197100136,-0.187695741,-0.246220182,-0.156819528,-0.120988437,-0.07954084,-0.145050333,-0.63055015,-0.458300537,-0.709585579
48.018127,-122.699524,Maristone Island,311,11,9,-0.250388963,-0.586223247,0.0088964,0.123198845,-0.053068629,0.030949239,0.138130919,0.124163561,-0.117569596,0.116939676,-0.230941862,0.241361757
48.018127,-122.699524,Maristone Island,312,11,9,-0.140262529,-2.386714717,0.15497466,0.070916536,0.170437413,0.103596819,0.026079951,0.110936401,0.154509949,0.263555248,-0.036438838,0.373147371
47.11795,-122.83359,"Meyer's Point, Henderson Inlet",65,71,13,0.449069054,0.460732887,0.400087158,-0.013736801,-0.064456512,-0.163811602,0.096368394,-0.030559034,-0.117569596,-0.111738768,-0.038296784,-0.143764169
47.11795,-122.83359,"Meyer's Point, Henderson Inlet",66,71,13,-0.005626822,-0.636272024,0.6706161,-0.07289074,-0.0882318,-0.082063503,0.082581996,-0.060175515,0.061400545,-0.096954567,0.040097073,-0.158695534
47.11795,-122.83359,"Meyer's Point, Henderson Inlet",67,71,13,-1.291390963,-0.850703136,-0.180373951,-0.071850022,-0.159711189,-0.157982523,0.093136368,0.050855797,-0.090602549,-0.344088362,-0.469955378,-0.294288812
47.11795,-122.83359,"Meyer's Point, Henderson Inlet",68,71,13,0.21857158,1.17484283,0.496011578,-0.073671771,-0.133238977,-0.125767898,0.134991211,0.026910102,0.012490944,-0.221053493,-0.283225675,-0.195551832
47.4436,-122.360316,Miller Creek,231,20,11,1.387525994,-12.2984063,0.663121564,0.082414044,-0.059463249,-0.050402636,0.096368394,-0.092596993,-0.173064709,0.163690084,0.363198568,0.070819628
47.4436,-122.360316,Miller Creek,232,20,11,3.744181119,-3.59658004,0.297327583,-0.055299834,-0.018742145,-0.007318034,0.048780166,0.004605166,0.131789873,-0.035347096,-0.046998978,-0.030476882
47.4436,-122.360316,Miller Creek,233,20,11,1.944202903,-0.708942405,0.56197484,0.047164023,0.073761394,-0.026308078,-0.07663697,-0.011835981,-0.117569596,0.032407586,0.061941061,0.019809634
47.4436,-122.360316,Miller Creek,234,20,11,2.981303921,-0.783889482,0.176191146,-0.071069976,-0.032654452,-0.193911875,0.057512459,0.028920827,-0.038135129,-0.265769679,-0.334048471,-0.238154045
47.3539722,-122.69175,Minter Bay,178,55,13,1.167796804,-0.553236208,0.648014671,-0.008749086,-0.057328558,-0.446842917,0.344869261,-0.157423012,-0.145050333,-0.009317569,0.306990326,-0.166219569
47.3539722,-122.69175,Minter Bay,179,55,13,1.512819474,-1.307451438,0.852946123,-0.023764261,-0.122040771,0.030949239,-0.201051551,-0.13024428,-0.230780207,-0.182538258,0.089143619,-0.31402203
47.3539722,-122.69175,Minter Bay,180,55,13,2.291652426,-2.653108134,0.444481277,0.129772531,0.096948063,-0.075455728,-0.019983449,-0.086054147,-0.26052755,0.219749175,0.406412173,0.133447459
47.3539722,-122.69175,Minter Bay,181,55,13,2.008756846,-1.527907578,0.400087158,-0.079412291,-0.113883645,-0.488663092,0.372458953,-0.081708677,-0.064130337,-0.225118747,-0.046064086,-0.307414255
47.94968,-122.30158,Mukilteo,17,65,8.2,2.506287419,-0.72608503,0.409075941,-0.129692914,-0.247842099,-0.210708514,-0.076182076,-0.036854441,-0.290901199,-0.623929108,-0.5366716,-0.662246408
47.94968,-122.30158,Mukilteo,18,65,8.2,1.516105326,-0.976478204,0.453198494,-0.085175743,-0.174287864,-0.099833643,-0.022172335,0.01072261,-0.117569596,-0.390393104,-0.416219799,-0.379672715
47.94968,-122.30158,Mukilteo,19,65,8.2,2.32610096,-5.538185352,0.496011578,-0.017739425,-0.122040771,-0.08040872,-0.072548082,-0.060175515,-0.230780207,-0.229718981,-0.094533315,-0.290560514
47.94968,-122.30158,Mukilteo,20,65,8.2,0.729880477,0.358197326,0.15497466,-0.117024609,-0.171206827,-0.161477144,0.020986583,0.044906531,-0.090602549,-0.470907968,-0.58202353,-0.426637408
48.52108,-122.61531,N Avenue Park,210,62,7,0.684105585,-8.865446891,0.570012159,0.012994289,0.121653434,-0.17789824,0.096368394,0.006647198,0.012490944,0.048989971,0.033921017,0.055277905
48.52108,-122.61531,N Avenue Park,211,62,7,1.914808082,-7.620334393,0.381939811,-0.119173076,-0.218922967,-0.085932061,-0.024364548,-0.018050039,-0.090602549,-0.428345347,-0.385544194,-0.446551173
48.52108,-122.61531,N Avenue Park,212,62,7,1.173511431,-1.145614447,0.553892494,-0.125637739,-0.042473513,-0.448976555,0.340446422,-0.060175515,0.108706259,-0.213992643,-0.078832536,-0.274821867
48.52108,-122.61531,N Avenue Park,213,62,7,2.06328587,-12.2984063,0.227906182,0.045726359,0.020187373,-0.105432001,0.091112669,-0.013904361,-0.090602549,0.067686435,0.100445636,0.053690043
48.255358,-122.507014,North Camano,303,7,8.1,1.950587724,-12.2984063,0.297327583,0.050751926,-0.078818951,0.041626502,-0.025681477,-0.020127354,-0.173064709,0.010588145,0.0587579,-0.010279208
48.255358,-122.507014,North Camano,304,7,8.1,3.824284215,-4.480783041,0.258068153,-0.019243277,0.042917978,-0.054728562,-0.016488123,0.048875433,0.012490944,-0.0941874,-0.216846049,-0.045583775
48.255358,-122.507014,North Camano,305,7,8.1,1.166341244,-2.368851983,0.496011578,0.073975836,0.052833447,-0.038037371,-0.044690757,-0.024290979,-0.173064709,0.071855708,0.131352762,0.046093024
48.255358,-122.507014,North Camano,306,7,8.1,0.504185477,-12.2984063,0.297327583,-0.089645144,-0.212574464,-0.095927679,-0.08897363,-0.022207665,-0.230780207,-0.461531774,-0.406988446,-0.485090729
48.02218,-122.728709,Oak Bay County Park,88,10,9,-0.040497967,-0.006890223,0.418009066,-0.107662506,-0.053068629,-0.173187395,0.161849118,-0.066601784,0.154509949,-0.103463984,0.043321629,-0.169925001
48.02218,-122.728709,Oak Bay County Park,89,10,9,0.424499635,-0.767999961,0.400087158,0.069266529,-0.13024428,0.000521299,0.194639054,0.00256024,-0.064130337,0.134130413,0.129147227,0.136220096
48.02218,-122.728709,Oak Bay County Park,90,10,9,0.081715666,0.992246181,0.306977753,-0.11568344,-0.152857518,-0.124630575,0.116406148,0.034936242,0.061400545,-0.308926249,-0.393449392,-0.274668413
48.02218,-122.728709,Oak Bay County Park,91,10,9,-0.504603696,-2.404194837,0.277831408,-0.106330008,-0.138494703,-0.127475567,-0.300622649,-0.136991112,-0.353636955,-0.533643723,-0.251987855,-0.670702082
48.21423,-122.718972,Penn Cove Reference,41,3,8.1,-0.331430669,-1.787444379,-0.153656612,-0.017989958,-0.011147179,-0.057438867,0.092731856,0.046892347,0.061400545,-0.037911888,-0.154058066,0.008252938
48.21423,-122.718972,Penn Cove Reference,42,3,8.1,0.395714379,-0.398143255,0.089386318,0.039720627,-0.061601103,-0.067784714,-0.01954607,-0.036854441,-0.230780207,-0.069800046,0.015531152,-0.107234789
48.21423,-122.718972,Penn Cove Reference,43,3,8.1,-1.260525831,0.687435639,-0.014950341,0.035622401,0.03226582,0.161150553,-0.074363935,0.012756007,0.037152998,0.144428182,0.114728476,0.156732965
48.21423,-122.718972,Penn Cove Reference,44,3,8.1,0.558038536,0.42337647,0.06684375,-0.059677493,0.038267334,-0.048783752,-0.003888086,-0.024290979,0.108706259,-0.047109261,0.011046551,-0.072274196
47.2619,-122.7376,Penrose Point State Park,9,50,13,1.714783814,-2.357065193,0.655587891,-0.315200793,0.030928753,0.027372519,0.337376494,-0.092596993,1.024874669,0.17528316,0.374647661,0.082486824
47.2619,-122.7376,Penrose Point State Park,10,50,13,0.288856213,-1.378053443,0.418009066,-0.160890494,0.113465228,0.059248193,-0.681527464,-0.13024428,-0.201633861,-0.535843053,-0.263532363,-0.667676506
47.2619,-122.7376,Penrose Point State Park,11,50,13,1.99194762,-0.759635361,0.496011578,0.04644537,0.202858891,0.180602916,-0.619896291,-0.020127354,-0.321928095,-0.167114686,-0.119228697,-0.187729187
47.2619,-122.7376,Penrose Point State Park,12,50,13,2.239902057,-2.093346188,0.418009066,0.030786007,0.217037826,0.224550864,-0.710885643,0.01072261,-0.321928095,-0.247313684,-0.274074972,-0.236210417
47.3062,-122.5145,Point Defiance Ferry,110,43,11,-0.052528574,-1.438250464,0.381939811,0.030786007,-0.233310073,-0.002087082,0.087462841,0.028920827,-0.201633861,-0.143642775,-0.21334351,-0.115318671
47.3062,-122.5145,Point Defiance Ferry,111,43,11,-0.6280043,-0.856292176,0.381939811,-0.049142137,-0.088958416,-0.172599619,0.151398968,0.04092668,-0.012600037,-0.197821187,-0.299473244,-0.157138846
47.3062,-122.5145,Point Defiance Ferry,112,43,11,0.313106715,-1.990067268,0.521102559,-0.087014408,-0.261702514,-0.215543692,0.194639054,-0.007708095,-0.117569596,-0.358786034,-0.338238479,-0.36751187
47.3062,-122.5145,Point Defiance Ferry,113,43,11,-0.24884657,-0.189489858,0.57800495,-0.049910413,-0.105772381,-0.080960103,0.119586518,0.022880225,0.037152998,-0.137932243,-0.193539799,-0.115181278
48.12823,-123.45715,Port Angeles Yacht Club,243,1,6,1.24198374,0.24220611,-0.153656612,-0.139744686,-0.319367855,-0.290086059,0.095964787,-0.064456512,-0.230780207,-0.586168599,-0.441812414,-0.651646396
48.12823,-123.45715,Port Angeles Yacht Club,244,1,6,1.435366644,-1.922063816,0.078159063,-0.120517494,0.261039962,-0.127475567,-0.239244246,0.091827578,0.131789873,-0.315912679,-0.56139403,-0.223714321
48.12823,-123.45715,Port Angeles Yacht Club,245,1,6,1.089491911,0.950232896,0.553892494,-0.046839759,0.063335368,-0.120090225,-0.025681477,-0.125763857,0.012490944,-0.001072038,0.261147296,-0.12773793
48.12823,-123.45715,Port Angeles Yacht Club,246,1,6,0.252641932,-12.2984063,0.601721019,-0.234090488,-0.122040771,-0.251091928,0.055853235,-0.110191053,0.154509949,-0.438354472,-0.204276506,-0.549721495
48.12823,-123.45715,Port Angeles Yacht Club,247,1,6,2.430813316,-1.775236432,0.707515683,0.065960843,0.117250175,-0.059067497,0.206652196,-0.018050039,0.131789873,0.352413369,0.397963986,0.333330611
48.12823,-123.45715,Port Angeles Yacht Club,248,1,6,0.09057024,-2.840615038,0.435711068,0.016912662,-0.005648573,-0.005746756,0.069896183,0.026910102,0.012490944,0.050370458,-0.015547659,0.077326407
47.38566,-122.627255,"Purdy, Dexters",145,57,13,1.379723662,-12.2984063,0.409075941,0.006357806,-0.170437595,-0.064509582,-0.029199175,-0.055907183,-0.290901199,-0.199666066,-0.074377806,-0.255765545
47.38566,-122.627255,"Purdy, Dexters",146,57,13,1.157965873,-12.2984063,0.537590682,-0.129692914,-0.122040771,-0.243047714,-0.085307313,-0.083879776,-0.201633861,-0.494366941,-0.31215472,-0.578223806
47.38566,-122.627255,"Purdy, Dexters",147,57,13,0.776443074,-12.2984063,0.663121564,0.05051301,-0.103568111,-0.21191579,0.095157233,-0.055907183,-0.321928095,-0.111738768,0.0131411,-0.167643609
47.38566,-122.627255,"Purdy, Dexters",148,57,13,0.534614379,-0.839794626,0.267983622,0.065960843,-0.128749259,0.08356246,0.0690739,-0.011835981,-0.117569596,0.103786197,0.131628217,0.091919749
47.386977,-122.6367089,"Purdy, Burley Lagoon",74,47,13,0.636592819,-0.06191368,0.979025871,0.148869451,0.204045806,0.101168448,-0.049594097,-0.077376256,-0.038135129,0.484916432,0.656219669,0.406450003
47.386977,-122.6367089,"Purdy, Burley Lagoon",75,47,13,0.827521166,0.047774978,0.217710415,-0.113272474,-0.175830854,-0.354622145,-0.101879614,-0.007708095,-0.419225296,-0.735329295,-0.71636869,-0.743587239
47.386977,-122.6367089,"Purdy, Burley Lagoon",76,47,13,-0.881221127,-0.402073895,0.453198494,0.037070163,-0.140753031,0.139066856,-0.073001831,0.014786543,-0.145050333,-0.049602637,-0.082981424,-0.035668306
47.386977,-122.6367089,"Purdy, Burley Lagoon",77,47,13,1.58623267,-1.171701826,0.617317874,0.026419346,0.042917978,-0.031094905,0.119983572,-0.018050039,0.085247287,0.17978406,0.224685978,0.160369536
47.32598,-122.66724,Raft Island Park,218,53,13,1.405119081,-12.2984063,-0.063859942,-0.022004417,-0.137742711,-0.134326526,0.15914708,0.099501506,-0.064130337,-0.231185774,-0.495677058,-0.133013887
47.32598,-122.66724,Raft Island Park,219,53,13,1.40373326,-2.141059363,-0.027023174,-0.139199552,-0.331354707,-0.183808511,-0.008654465,-0.051651443,-0.26052755,-0.607916486,-0.488462507,-0.661243073
47.32598,-122.66724,Raft Island Park,220,53,13,0.404958085,-0.191320026,0.409075941,-0.00055687,-0.061601103,-0.097600369,0.0269271,0.054808389,-0.145050333,-0.184769648,-0.322305319,-0.130651205
47.32598,-122.66724,Raft Island Park,221,53,13,-0.534966129,-3.36059113,0.06684375,0.005372022,-0.141506593,-0.071067298,0.16608498,0.060717046,-0.064130337,-0.100109881,-0.255945869,-0.039183107
47.346537,-122.82236,Reach Island,273,39,13,1.648214516,-0.721733006,0.111582064,-0.179825965,-0.175830854,-0.13948618,-0.150374174,-0.13024428,-0.117569596,-0.513744166,-0.244819169,-0.643697643
47.346537,-122.82236,Reach Island,274,39,13,1.720740262,-5.10069814,0.487549999,0.077966696,0.120396731,0.02583692,0.00559769,-0.007708095,-0.012600037,0.239021451,0.256355542,0.231671977
47.346537,-122.82236,Reach Island,275,39,13,-0.236107206,-8.812979471,0.335546906,-0.126718005,-0.073056806,-0.221002709,0.033264912,-0.070901922,-0.012600037,-0.313469127,-0.155065651,-0.385626073
47.346537,-122.82236,Reach Island,276,39,13,1.438349305,-0.289417515,0.418009066,-0.056328677,-0.103568111,-0.149861179,-0.097257069,-0.107980025,-0.230780207,-0.296698546,-0.067721396,-0.404977962
47.578117,-122.524833,Rich Passage,170,32,10,-0.633416091,-1.844724113,0.570012159,0.018867865,-0.118327268,0.002084067,0.077275713,0.026910102,-0.090602549,-0.04526509,-0.111384392,-0.018221609
47.578117,-122.524833,Rich Passage,171,32,10,2.357338,-2.25893886,0.453198494,-0.138109904,-0.182794802,-0.26606166,0.057097832,-0.020127354,-0.117569596,-0.508017916,-0.461205432,-0.527976542
47.578117,-122.524833,Rich Passage,172,32,10,0.330660747,-3.461724705,0.297327583,-0.088329176,-0.050943372,-0.109926382,0.00559769,0.03893263,0.012490944,-0.279036677,-0.37259458,-0.2415992
47.578117,-122.524833,Rich Passage,173,32,10,0.856621164,-2.655271637,0.335546906,-0.082291139,-0.268271427,-0.183216393,0.064542949,0.022880225,-0.230780207,-0.490221443,-0.54677424,-0.4670943
47.60255,-122.66992,Rocky Point,295,27,10,3.452080232,0.293583469,0.197100136,-0.176186682,-0.062314426,-0.114434808,0.006886386,0.00256024,0.176877762,-0.345789721,-0.349728015,-0.344137361
47.60255,-122.66992,Rocky Point,296,27,10,-0.209970051,-0.767804884,-0.027023174,-0.165323592,-0.048821241,-0.183808511,0.014167332,0.014786543,0.108706259,-0.396610363,-0.432009239,-0.381984992
47.60255,-122.66992,Rocky Point,297,27,10,1.796208246,0.167772153,0.297327583,-0.038429006,0.060061722,-0.055812073,-0.036702883,0.004605166,0.037152998,-0.072145206,-0.07947005,-0.069077087
47.60255,-122.66992,Rocky Point,298,27,10,0.32606077,-2.273266736,0.248084064,-0.093600264,-0.125763857,-0.074357368,0.083803756,0.062681233,0.061400545,-0.269101912,-0.426726868,-0.207805332
48.02667,-122.75076,South of Skunk Island,13,9,9,0.355899338,-0.48638948,0.426887217,-0.16754526,-0.161238658,-0.14870471,-0.050040682,0.02489657,-0.038135129,-0.549632668,-0.608462283,-0.525600832
48.02667,-122.75076,South of Skunk Island,14,9,9,1.816011454,-0.636272024,0.496011578,-0.070810054,-0.0882318,-0.118391271,0.093540768,-0.043177439,0.037152998,-0.13901354,-0.041709246,-0.181961859
48.02667,-122.75076,South of Skunk Island,15,9,9,1.256715435,-3.686643738,0.363561282,-0.04760681,0.027580655,-0.057981539,0.009888874,0.01072261,0.085247287,-0.075623054,-0.098404592,-0.066152614
48.02667,-122.75076,South of Skunk Island,16,9,9,-0.839747337,0.829330145,0.197100136,-0.136748999,-0.13248972,-0.15565747,0.025232304,0.062681233,0.012490944,-0.45907445,-0.616766915,-0.397607001
47.6663,-122.4018,"Salmon Bay, Commodore Park",287,16,10,1.196532084,-1.100206843,0.144248253,0.025204036,0.016138647,0.059248193,-0.005186447,0.078299194,0.012490944,0.0188973,-0.186655057,0.09726549
47.6663,-122.4018,"Salmon Bay, Commodore Park",288,16,10,1.404135702,-1.455427467,0.391042018,-0.07263049,-0.036153593,-0.038572793,0.036633729,0.00256024,0.108706259,-0.110967015,-0.116609187,-0.108601755
47.6663,-122.4018,"Salmon Bay, Commodore Park",289,16,10,-0.334140917,-3.243123863,0.258068153,0.013729795,-0.112405474,-0.033761132,0.07441038,-0.028466655,-0.090602549,-0.026315112,0.042149897,-0.056095261
47.6663,-122.4018,"Salmon Bay, Commodore Park",290,16,10,1.02088061,-1.897100092,0.078159063,0.002410622,-0.031257169,-0.085932061,0.05626822,0.062681233,-0.064130337,-0.118800148,-0.278460066,-0.056622851
47.29464,-122.53053,Salmon Beach,123,40,11,-1.320756716,-12.2984063,0.625053523,-0.049398184,0.009365418,0.126225906,-0.058552182,-0.041066692,0.176877762,0.071175833,0.165921395,0.029411426
47.29464,-122.53053,Salmon Beach,124,40,11,0.038533619,0.038434955,0.176191146,-0.196175556,-0.190572152,-0.316463827,0.042091333,-0.055907183,-0.064130337,-0.6024826,-0.475398727,-0.659238494
