"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Blair Waterway Two","Friday Harbor",-1.45212331600245,0.1465,0.5809,"No"
"Chambers Bay Park","Silverdale, Dyes Inlet",-1.42855497095635,0.1531,0.5809,"No"
"Everett Harbor","Madrona Pont",1.43443379799732,0.1514,0.5811,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Des Moines Marina",1.43639340701098,0.1509,0.5814,"No"
"Kingston Marina","Salmon Bay, Commodore Park",-1.43247418898366,0.152,0.5815,"No"
"Browns Point Lighthouse","Jamestown",1.43538936913693,0.1512,0.5817,"No"
"Edmonds Ferry","Three Tree Point",1.43443379799732,0.1514,0.5819,"No"
"Chambers Bay Park","Friday Harbor",-1.44179526965819,0.1494,0.5821,"No"
"Minter Bay","Mukilteo",1.44031262503829,0.1498,0.5821,"No"
"Commencement Bay Skookum","Minter Bay",-1.43639340701098,0.1509,0.5822,"No"
"Minter Bay","Tulalip Reservation",1.43247418898366,0.152,0.5824,"No"
"Meyer's Point, Henderson Inlet","Purdy, Dexters",1.43835301602464,0.1503,0.5826,"No"
"Donkey Creek Delta","Point Defiance Ferry",-1.44031262503829,0.1498,0.5829,"No"
"Everett Harbor","Point Defiance Ferry",-1.43639340701098,0.1509,0.5831,"No"
"Arroyo Beach","Gig Harbor Boat Launch",1.43682046521782,0.1508,0.5834,"No"
"Blair Waterway Two","Silverdale, Dyes Inlet",-1.43835301602464,0.1503,0.5834,"No"
"Arroyo Beach","Lions Park",1.42394060048978,0.1545,0.5835,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Salmon Bay, Commodore Park",1.42463575292903,0.1543,0.5836,"No"
"Mukilteo","Port Angeles Yacht Club",-1.42179395636843,0.1551,0.585,"No"
"Blair Waterway Two","Manchester, Stormwater Outfall",-1.41875692588806,0.156,0.5867,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Eastsound, Fishing Bay",1.4167973168744,0.1565,0.5873,"No"
"Commencement Bay Skookum","Port Angeles Yacht Club",-1.41750066812575,0.1563,0.5873,"No"
"Madrona Pont","Miller Creek",-1.41875692588806,0.156,0.5876,"No"
"Cap Sante","Penrose Point State Park",1.41287809884709,0.1577,0.5883,"No"
"Point Defiance Ferry","Salmon Bay, Commodore Park",1.41483770786075,0.1571,0.5886,"No"
"Port Angeles Yacht Club","Reach Island",1.41320737988307,0.1576,0.5887,"No"
"Friday Harbor","Seattle Aquarium, Pier 59",-1.40874552135657,0.1589,0.5888,"No"
"Des Moines Marina","Jamestown",-1.40891409164039,0.1589,0.5894,"No"
"Everett Harbor","Kingston Marina",1.41091848983343,0.1583,0.5896,"No"
"Port Angeles Yacht Club","Tulalip Reservation",1.41320737988307,0.1576,0.5896,"No"
"Donkey Creek Delta","Kingston Marina",1.40699927180612,0.1594,0.5899,"No"
"Browns Point Lighthouse","Manchester, Stormwater Outfall",1.40895888081977,0.1588,0.5902,"No"
"Commencement Bay, Milwaukee Waterway","Skiff Point",1.40585366838018,0.1598,0.5903,"No"
"Chambers Bay Park","Manchester, Stormwater Outfall",-1.40895888081977,0.1588,0.591,"No"
"Cap Sante","Madrona Pont",1.39916083575149,0.1618,0.5953,"No"
"N Avenue Park","Penn Cove Reference",1.39916083575149,0.1618,0.5961,"No"
"Meyer's Point, Henderson Inlet","South of Skunk Island",1.39916083575149,0.1618,0.5969,"No"
"Broad Spit","Meyer's Point, Henderson Inlet",-1.39524161772417,0.1629,0.598,"No"
"Kingston Marina","Miller Creek",-1.39524161772417,0.1629,0.5988,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Mukilteo",1.39328200871051,0.1635,0.5993,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Commencement Bay Skookum",1.3893627906832,0.1647,0.6021,"No"
"Blair Waterway","Seattle Aquarium, Pier 59",-1.38348396364223,0.1665,0.6021,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Reach Island",1.38544357265588,0.1659,0.6023,"No"
"Edmonds Marina","Seattle Aquarium, Pier 59",-1.38348396364223,0.1665,0.6029,"No"
"Browns Point Lighthouse","Silverdale, Dyes Inlet",1.3893627906832,0.1647,0.6029,"No"
"Friday Harbor","Penrose Point State Park",1.38395821013036,0.1664,0.6032,"No"
"Chimacum Creek delta","Three Tree Point",-1.38544357265588,0.1659,0.6032,"No"
"Eastsound, Fishing Bay","Jamestown",-1.38744765042697,0.1653,0.6034,"No"
"Kopachuck State Park","Seattle Aquarium, Pier 59",-1.38152435462857,0.1671,0.6035,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Tulalip Reservation",1.38544357265588,0.1659,0.604,"No"
"Des Moines Marina","Tulalip Bay",-1.38601655434608,0.1657,0.6041,"No"
"Browns Point Lighthouse","Port Angeles Yacht Club",1.37528333373937,0.169,0.6048,"No"
"Aiston Preserve","Elliot Bay Myrtle Edwards",-1.3736301637861,0.1696,0.605,"No"
"Blair Waterway Two","Elliott Bay, Harbor Island, Pier 17",-1.3756455275876,0.1689,0.6052,"No"
"Penrose Point State Park","Silverdale, Dyes Inlet",-1.37368591857394,0.1695,0.6057,"No"
"Cap Sante","Kingston Marina",1.3756455275876,0.1689,0.606,"No"
"Des Moines Marina","Hood Canal Holly",-1.37742997786071,0.1684,0.6064,"No"
"North Camano","Salmon Bay, Commodore Park",-1.3756455275876,0.1689,0.6068,"No"
"Brackenwood Lane","Des Moines Marina",1.37760513660125,0.1683,0.607,"No"
"Elliot Bay Myrtle Edwards","West Bay Park",1.37569577305495,0.1689,0.6075,"No"
"Elliot Bay Myrtle Edwards","Kitsap St Boat Launch",1.3694989452484,0.1708,0.608,"No"
"Friday Harbor","Madrona Pont",1.3694989452484,0.1708,0.6088,"No"
"Chambers Bay Park","Elliott Bay, Harbor Island, Pier 17",-1.36584748251931,0.172,0.6096,"No"
"Eastsound, Fishing Bay","Tulalip Bay",-1.36455011313267,0.1724,0.6103,"No"
"Meyer's Point, Henderson Inlet","Williams Olson Park",1.36584748251931,0.172,0.6104,"No"
"Meyer's Point, Henderson Inlet","Thea Foss Waterway",1.36619397041824,0.1719,0.6108,"No"
"Commencement Bay, Milwaukee Waterway","Eld Inlet",1.3500822181212,0.177,0.6113,"No"
"Filucy Bay","Shilshole Bay",1.34821100139639,0.1776,0.6118,"No"
"Browns Point Lighthouse","Cap Sante",1.35017061041005,0.177,0.612,"No"
"Commencement Bay, Milwaukee Waterway","Eagle Harbor Dr",-1.32901300357891,0.1838,0.6123,"No"
"Hood Canal Holly","Mukilteo",1.3302038071912,0.1835,0.6125,"No"
"Chambers Bay Park","Thea Foss Waterway",-1.32942612543268,0.1837,0.6126,"No"
"Purdy, Burley Lagoon","Three Tree Point",-1.34821100139639,0.1776,0.6126,"No"
"Eastsound, Fishing Bay","Hood Canal Holly",-1.3559635366473,0.1751,0.6127,"No"
"Jamestown","Mukilteo",1.36168792097088,0.1733,0.6127,"No"
"Jamestown","Reach Island",1.35310134448551,0.176,0.6127,"No"
"Brackenwood Lane","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.35017061041005,0.177,0.6128,"No"
"Friday Harbor","Maple Hollow Park",-1.35710528963529,0.1747,0.613,"No"
"Eagle Harbor Dr","N Avenue Park",1.35996865547834,0.1738,0.613,"No"
"N Avenue Park","Salmon Beach",1.3521302194237,0.1763,0.613,"No"
"Everett Harbor","North Camano",1.35408982843736,0.1757,0.6132,"No"
"Reach Island","Tulalip Bay",-1.3302038071912,0.1835,0.6132,"No"
"Commencement Bay Skookum","Hood Canal Holly",-1.32591051894852,0.1849,0.6134,"No"
"Brackenwood Lane","Reach Island",1.32665530224616,0.1846,0.6134,"No"
"Shilshole Bay","Smith Cove, Terminal 91",-1.35604943745102,0.1751,0.6134,"No"
"Commencement Bay Skookum","Jamestown",-1.35739463272819,0.1747,0.6135,"No"
"Jamestown","Tulalip Reservation",1.35310134448551,0.176,0.6135,"No"
"Brackenwood Lane","Eastsound, Fishing Bay",1.35800904646468,0.1745,0.6136,"No"
"Donkey Creek Delta","North Camano",1.35017061041005,0.177,0.6136,"No"
"Madrona Pont","Silverdale, Dyes Inlet",-1.35996865547834,0.1738,0.6138,"No"
"Manchester, Stormwater Outfall","Penrose Point State Park",1.35408982843736,0.1757,0.614,"No"
"Tulalip Bay","Tulalip Reservation",1.3302038071912,0.1835,0.614,"No"
"Brackenwood Lane","Tulalip Reservation",1.32665530224616,0.1846,0.6141,"No"
"Arroyo Beach","Three Tree Point",-1.35811018076864,0.1744,0.6143,"No"
"Blair Waterway","Blair Waterway Two",1.33057452027347,0.1833,0.6144,"No"
"Locust Beach","Three Tree Point",-1.35017061041005,0.177,0.6144,"No"
"Blair Waterway","Chambers Bay Park",1.32077647520518,0.1866,0.6146,"No"
"Friday Harbor","Kingston Marina",1.34471163402218,0.1787,0.6149,"No"
"Brackenwood Lane","Commencement Bay Skookum",1.33057452027347,0.1833,0.6151,"No"
"Hood Canal Holly","Reach Island",1.32161723070584,0.1863,0.6151,"No"
"Browns Point Lighthouse","Donkey Creek Delta",1.31881686619153,0.1872,0.6152,"No"
"Chambers Bay Park","Edmonds Marina",-1.32077647520518,0.1866,0.6153,"No"
"Blair Waterway Two","Kopachuck State Park",-1.33253412928713,0.1827,0.6153,"No"
"Chambers Bay Park","Kopachuck State Park",-1.32273608421884,0.1859,0.6154,"No"
"Blair Waterway","Maple Hollow Park",-1.33449373830079,0.182,0.6154,"No"
"Seattle Aquarium, Pier 59","Tulalip Bay",1.33378154739344,0.1823,0.6154,"No"
"Miller Creek","North Camano",1.3384129563281,0.1808,0.6157,"No"
"Blair Waterway Two","Edmonds Marina",-1.33057452027347,0.1833,0.6159,"No"
"Hood Canal Holly","Tulalip Reservation",1.32161723070584,0.1863,0.6159,"No"
"Kopachuck State Park","Maple Hollow Park",-1.33253412928713,0.1827,0.616,"No"
"Cap Sante","North Camano",1.31881686619153,0.1872,0.616,"No"
"Hood Canal Holly","Seattle Aquarium, Pier 59",-1.3423681238788,0.1795,0.616,"No"
"Edmonds Marina","Maple Hollow Park",-1.33449373830079,0.182,0.6162,"No"
"Rich Passage","Shilshole Bay",1.32273608421884,0.1859,0.6162,"No"
"Kingston Marina","Silverdale, Dyes Inlet",-1.33645334731444,0.1814,0.6163,"No"
"Elliot Bay Myrtle Edwards","Suquamish Stormwater Outfall",1.34264602475333,0.1794,0.6164,"No"
"Elliott Bay, Harbor Island, Pier 17","Seattle Aquarium, Pier 59",-1.3384129563281,0.1808,0.6165,"No"
"Blair Waterway Two","Thea Foss Waterway",-1.33975417177694,0.1803,0.6165,"No"
"Kingston Marina","Manchester, Stormwater Outfall",-1.31685725717787,0.1879,0.6166,"No"
"Madrona Pont","Manchester, Stormwater Outfall",-1.34037256534176,0.1801,0.6166,"No"
"Browns Point Lighthouse","Miller Creek",1.33057452027347,0.1833,0.6167,"No"
"Mukilteo","Tulalip Bay",-1.33879038367657,0.1806,0.6168,"No"
"Brackenwood Lane","Mukilteo",1.33449373830079,0.182,0.6169,"No"
"Shilshole Bay","Squaxin Island",-1.33645334731444,0.1814,0.6171,"No"
"Brackenwood Lane","Point Defiance Ferry",-1.34037256534176,0.1801,0.6174,"No"
"Commencement Bay Skookum","Tulalip Bay",-1.33449709543389,0.182,0.6177,"No"
"Browns Point Lighthouse","Everett Harbor",1.31489764816421,0.1885,0.618,"No"
"Oak Bay County Park","Penn Cove Reference",1.31293803915055,0.1892,0.6194,"No"
"Jamestown","Seattle Aquarium, Pier 59",-1.31088401009913,0.1899,0.6202,"No"
"Elliott Bay, Harbor Island, Pier 17","Penrose Point State Park",1.3109784301369,0.1899,0.6209,"No"
"Commencement Bay, Dick Gilmur Launch","Shilshole Bay",1.30901882112324,0.1905,0.6215,"No"
"Commencement Bay, Milwaukee Waterway","Rocky Point",1.30670442347532,0.1913,0.6233,"No"
"Des Moines Marina","Salmon Bay, Commodore Park",-1.30313999408227,0.1925,0.6265,"No"
"Maristone Island","N Avenue Park",-1.30158188557332,0.1931,0.6275,"No"
"Manchester, Stormwater Outfall","Seattle Aquarium, Pier 59",-1.29530155802764,0.1952,0.6307,"No"
"Elliott Bay, Harbor Island, Pier 17","Madrona Pont",1.29726116704129,0.1945,0.6308,"No"
"Chuckanut, Clark's Point","Commencement Bay, Milwaukee Waterway",-1.29637637713106,0.1948,0.631,"No"
"Aiston Preserve","Three Tree Point",-1.29530155802764,0.1952,0.6315,"No"
"Three Tree Point","West Bay Park",1.29726116704129,0.1945,0.6316,"No"
"Browns Point Lighthouse","Salmon Bay, Commodore Park",1.29334194901398,0.1959,0.6321,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.29138234000032,0.1966,0.6328,"No"
"Elliott Bay, Harbor Island, Pier 17","Maple Hollow Park",-1.28942273098666,0.1973,0.6335,"No"
"Hood Canal Holly","Maple Hollow Park",-1.28870202084527,0.1975,0.6336,"No"
"Kitsap St Boat Launch","Three Tree Point",-1.29138234000032,0.1966,0.6336,"No"
"Minter Bay","Shilshole Bay",1.28942273098666,0.1973,0.6343,"No"
"Friday Harbor","North Camano",1.2848089652255,0.1989,0.6364,"No"
"Gig Harbor Boat Launch","Suquamish Stormwater Outfall",-1.28550351295935,0.1986,0.6364,"No"
"Eastsound, Fishing Bay","Salmon Bay, Commodore Park",-1.28354390394569,0.1993,0.6371,"No"
"Des Moines Marina","Everett Harbor",-1.28158429493203,0.2,0.6377,"No"
"North Camano","Silverdale, Dyes Inlet",-1.27962468591838,0.2007,0.6384,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Point Defiance Ferry",-1.28158429493203,0.2,0.6385,"No"
"Maple Hollow Park","Tulalip Bay",1.2801154443599,0.2005,0.6386,"No"
"Des Moines Marina","Donkey Creek Delta",-1.27766507690472,0.2014,0.6399,"No"
"Seattle Aquarium, Pier 59","Silverdale, Dyes Inlet",1.27570546789106,0.2021,0.6413,"No"
"Commencement Bay, Milwaukee Waterway","Purdy, Dexters",1.2736546751737,0.2028,0.6414,"No"
"Elliott Bay, Harbor Island, Pier 17","Kingston Marina",1.2737458588774,0.2028,0.642,"No"
"Lions Park","Suquamish Stormwater Outfall",-1.2737458588774,0.2028,0.6428,"No"
"Penrose Point State Park","Thea Foss Waterway",-1.27158906590485,0.2035,0.6429,"No"
"Blair Waterway","Madrona Pont",1.25219015972717,0.2105,0.6446,"No"
"Des Moines Marina","Miller Creek",-1.26590742282277,0.2055,0.6448,"No"
"Chimacum Creek delta","Filucy Bay",-1.25610937775449,0.2091,0.6454,"No"
"Edmonds Marina","Madrona Pont",1.25219015972717,0.2105,0.6454,"No"
"Port Angeles Yacht Club","Seattle Aquarium, Pier 59",-1.25077797470157,0.211,0.6455,"No"
"Blair Waterway","Penrose Point State Park",1.26590742282277,0.2055,0.6456,"No"
"Friday Harbor","Meyer's Point, Henderson Inlet",-1.25382482619273,0.2099,0.6457,"No"
"Aiston Preserve","Gig Harbor Boat Launch",1.25610937775449,0.2091,0.6461,"No"
"Kopachuck State Park","Madrona Pont",1.25414976874083,0.2098,0.6461,"No"
"Reach Island","Salmon Bay, Commodore Park",-1.25219015972717,0.2105,0.6461,"No"
"Commencement Bay, Milwaukee Waterway","Discovery Bay",1.26332662882944,0.2065,0.6462,"No"
"Eastsound, Fishing Bay","Everett Harbor",-1.26198820479546,0.207,0.6462,"No"
"Gig Harbor Boat Launch","Kitsap St Boat Launch",-1.2600285957818,0.2077,0.6462,"No"
"Edmonds Marina","Penrose Point State Park",1.26590742282277,0.2055,0.6463,"No"
"Chimacum Creek delta","Smith Cove, Terminal 91",-1.26394781380912,0.2062,0.6463,"No"
"Kopachuck State Park","Penrose Point State Park",1.26786703183643,0.2048,0.6464,"No"
"Salmon Bay, Commodore Park","Tulalip Reservation",1.25219015972717,0.2105,0.6468,"No"
"Gig Harbor Boat Launch","West Bay Park",-1.25414976874083,0.2098,0.6468,"No"
"Manchester, Stormwater Outfall","North Camano",1.2600285957818,0.2077,0.6469,"No"
"Commencement Bay Skookum","Salmon Bay, Commodore Park",-1.25610937775449,0.2091,0.6469,"No"
"Penn Cove Reference","Raft Island Park",-1.26198820479546,0.207,0.647,"No"
"Cap Sante","Eastsound, Fishing Bay",1.22671524254962,0.2199,0.6471,"No"
"Oak Bay County Park","Salmon Beach",1.26590742282277,0.2055,0.6471,"No"
"Port Angeles Yacht Club","Shilshole Bay",1.25650235902515,0.2089,0.6472,"No"
"Madrona Pont","Thea Foss Waterway",-1.25712980102289,0.2087,0.6472,"No"
"Cap Sante","Des Moines Marina",1.2463113326862,0.2127,0.6475,"No"
"Aiston Preserve","Lions Park",1.24435172367254,0.2134,0.6475,"No"
"Kitsap St Boat Launch","Lions Park",1.24827094169985,0.2119,0.6475,"No"
"Donkey Creek Delta","Eastsound, Fishing Bay",1.25806898676814,0.2084,0.6476,"No"
"Mukilteo","Salmon Bay, Commodore Park",-1.2600285957818,0.2077,0.6477,"No"
"Donkey Creek Delta","Reach Island",1.22671524254962,0.2199,0.6478,"No"
"Suquamish Stormwater Outfall","Three Tree Point",-1.26590742282277,0.2055,0.6478,"No"
"Commencement Bay, Dick Gilmur Launch","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.22475563353596,0.2207,0.6479,"No"
"Jamestown","Maple Hollow Park",-1.2572179070656,0.2087,0.6479,"No"
"Manchester, Stormwater Outfall","Maple Hollow Park",-1.2463113326862,0.2127,0.6483,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Minter Bay",1.24435172367254,0.2134,0.6483,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Shilshole Bay",1.24239211465888,0.2141,0.6483,"No"
"Arroyo Beach","Smith Cove, Terminal 91",-1.22501824524548,0.2206,0.6483,"No"
"Maple Hollow Park","Silverdale, Dyes Inlet",1.22671524254962,0.2199,0.6485,"No"
"Broad Spit","Commencement Bay, Milwaukee Waterway",-1.22821127125897,0.2194,0.649,"No"
"Eastsound, Fishing Bay","Miller Creek",-1.2463113326862,0.2127,0.649,"No"
"Chimacum Creek delta","Squaxin Island",-1.24435172367254,0.2134,0.649,"No"
"Lions Park","West Bay Park",-1.24239211465888,0.2141,0.649,"No"
"Commencement Bay Skookum","Donkey Creek Delta",-1.23063446057694,0.2185,0.6491,"No"
"Blair Waterway","Kingston Marina",1.22867485156328,0.2192,0.6492,"No"
"Purdy, Burley Lagoon","Smith Cove, Terminal 91",-1.22671524254962,0.2199,0.6492,"No"
"Miller Creek","Mukilteo",1.22279602452231,0.2214,0.6493,"No"
"Commencement Bay, Dick Gilmur Launch","Point Defiance Ferry",-1.21495758846768,0.2244,0.6496,"No"
"Commencement Bay Skookum","Everett Harbor",-1.23455367860425,0.217,0.6498,"No"
"Kingston Marina","Kopachuck State Park",-1.23063446057694,0.2185,0.6498,"No"
"Edmonds Marina","Kingston Marina",1.22867485156328,0.2192,0.6499,"No"
"Donkey Creek Delta","Tulalip Reservation",1.22671524254962,0.2199,0.6499,"No"
"Miller Creek","Reach Island",1.21495758846768,0.2244,0.6503,"No"
"Kopachuck State Park","Meyer's Point, Henderson Inlet",-1.23455367860425,0.217,0.6505,"No"
"Everett Harbor","Reach Island",1.23063446057694,0.2185,0.6506,"No"
"Locust Beach","Smith Cove, Terminal 91",-1.22867485156328,0.2192,0.6506,"No"
"Arroyo Beach","Filucy Bay",-1.21643166876011,0.2238,0.6507,"No"
"Brackenwood Lane","Browns Point Lighthouse",-1.21887680649499,0.2229,0.6508,"No"
"Filucy Bay","Locust Beach",1.22083641550865,0.2221,0.6508,"No"
"Commencement Bay, Milwaukee Waterway","South of Skunk Island",1.23234248979667,0.2178,0.6508,"No"
"Chimacum Creek delta","Commencement Bay, Dick Gilmur Launch",-1.21691719748133,0.2236,0.6509,"No"
"Raft Island Park","Salmon Beach",1.21495758846768,0.2244,0.651,"No"
"Blair Waterway","Meyer's Point, Henderson Inlet",-1.23651328761791,0.2163,0.6512,"No"
"Donkey Creek Delta","Mukilteo",1.23455367860425,0.217,0.6512,"No"
"Chimacum Creek delta","Rich Passage",-1.23063446057694,0.2185,0.6513,"No"
"Commencement Bay Skookum","Miller Creek",-1.21887680649499,0.2229,0.6515,"No"
"Kingston Marina","Thea Foss Waterway",-1.23234248979667,0.2178,0.6515,"No"
"Elliott Bay, Harbor Island, Pier 17","North Camano",1.21691719748133,0.2236,0.6516,"No"
"Miller Creek","Tulalip Reservation",1.21495758846768,0.2244,0.6517,"No"
"Edmonds Marina","Meyer's Point, Henderson Inlet",-1.23651328761791,0.2163,0.6519,"No"
"Everett Harbor","Mukilteo",1.23847289663157,0.2155,0.6519,"No"
"Minter Bay","Point Defiance Ferry",-1.23455367860425,0.217,0.652,"No"
"Everett Harbor","Tulalip Reservation",1.23063446057694,0.2185,0.652,"No"
"Filucy Bay","Purdy, Burley Lagoon",1.21887680649499,0.2229,0.6523,"No"
"Miller Creek","Seattle Aquarium, Pier 59",-1.21691719748133,0.2236,0.6523,"No"
"Edmonds Ferry","Raft Island Park",1.23651328761791,0.2163,0.6527,"No"
"N Avenue Park","Skiff Point",1.23455367860425,0.217,0.6527,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Rich Passage",1.21103837044036,0.2259,0.6532,"No"
"Cap Sante","Seattle Aquarium, Pier 59",-1.23651328761791,0.2163,0.6534,"No"
"Des Moines Marina","Silverdale, Dyes Inlet",-1.20711915241305,0.2274,0.6541,"No"
"Locust Beach","Squaxin Island",-1.2090787614267,0.2266,0.6547,"No"
"Des Moines Marina","Friday Harbor",-1.208381422278,0.2269,0.6548,"No"
"Purdy, Burley Lagoon","Squaxin Island",-1.20711915241305,0.2274,0.6548,"No"
"Gig Harbor Boat Launch","Locust Beach",-1.20124032537207,0.2297,0.655,"No"
"Cap Sante","Reach Island",1.1953614983311,0.2319,0.6553,"No"
"Maristone Island","Oak Bay County Park",-1.2071295442343,0.2274,0.6555,"No"
"Donkey Creek Delta","Seattle Aquarium, Pier 59",-1.20515954339939,0.2281,0.6555,"No"
"Cap Sante","Mukilteo",1.20319993438573,0.2289,0.6556,"No"
"Point Defiance Ferry","Rich Passage",1.20124032537207,0.2297,0.6557,"No"
"Des Moines Marina","Manchester, Stormwater Outfall",-1.18752306227647,0.235,0.6558,"No"
"Locust Beach","Rich Passage",-1.1953614983311,0.2319,0.656,"No"
"Maple Hollow Park","Port Angeles Yacht Club",1.19711187166804,0.2313,0.6561,"No"
"Elliott Bay, Harbor Island, Pier 17","Meyer's Point, Henderson Inlet",-1.19144228030379,0.2335,0.6562,"No"
"Jamestown","Shilshole Bay",1.19639632362759,0.2315,0.6562,"No"
"Gig Harbor Boat Launch","Purdy, Burley Lagoon",-1.20319993438573,0.2289,0.6563,"No"
"Everett Harbor","Seattle Aquarium, Pier 59",-1.20124032537207,0.2297,0.6564,"No"
"Cap Sante","Commencement Bay Skookum",1.19928071635842,0.2304,0.6565,"No"
"Cap Sante","Maple Hollow Park",-1.18752306227647,0.235,0.6565,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Filucy Bay",1.18556345326281,0.2358,0.6566,"No"
"Arroyo Beach","Squaxin Island",-1.20355180403206,0.2288,0.6566,"No"
"Cap Sante","Tulalip Reservation",1.1953614983311,0.2319,0.6567,"No"
"Commencement Bay, Milwaukee Waterway","Williams Olson Park",1.1972271322262,0.2312,0.6567,"No"
"Purdy, Burley Lagoon","Rich Passage",-1.19340188931744,0.2327,0.6568,"No"
"Lions Park","Purdy, Burley Lagoon",-1.19144228030379,0.2335,0.6569,"No"
"Eastsound, Fishing Bay","Silverdale, Dyes Inlet",-1.18752306227647,0.235,0.6571,"No"
"Blair Waterway Two","Williams Olson Park",-1.20124032537207,0.2297,0.6571,"No"
"Chimacum Creek delta","Minter Bay",-1.19732110734476,0.2312,0.6573,"No"
"Edmonds Ferry","Oak Bay County Park",1.18556345326281,0.2358,0.6573,"No"
"Chambers Bay Park","Williams Olson Park",-1.19144228030379,0.2335,0.6576,"No"
"Lions Park","Locust Beach",-1.18948267129013,0.2342,0.6577,"No"
"Point Defiance Ferry","Squaxin Island",1.18752306227647,0.235,0.6578,"No"
"Commencement Bay, Milwaukee Waterway","Thea Foss Waterway",1.19185475816981,0.2333,0.6578,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Squaxin Island",1.19732110734476,0.2312,0.658,"No"
"Arroyo Beach","Rich Passage",-1.18852529518267,0.2346,0.6581,"No"
"Brackenwood Lane","Shilshole Bay",1.18360384424916,0.2366,0.6581,"No"
"Eastsound, Fishing Bay","Friday Harbor",-1.18772532958949,0.2349,0.6583,"No"
"Hood Canal Holly","Meyer's Point, Henderson Inlet",-1.1813698147782,0.2375,0.6585,"No"
"Commencement Bay, Dick Gilmur Launch","Locust Beach",1.1816442352355,0.2373,0.6589,"No"
"Commencement Bay, Dick Gilmur Launch","Purdy, Burley Lagoon",1.17968462622184,0.2381,0.659,"No"
"Eld Inlet","N Avenue Park",-1.1816442352355,0.2373,0.6595,"No"
"Blair Waterway Two","Broad Spit",-1.17184619016721,0.2413,0.6596,"No"
"Salmon Bay, Commodore Park","Seattle Aquarium, Pier 59",-1.17968462622184,0.2381,0.6597,"No"
"Eastsound, Fishing Bay","Manchester, Stormwater Outfall",-1.1679269721399,0.2428,0.6599,"No"
"Blair Waterway","North Camano",1.17184619016721,0.2413,0.6602,"No"
"Chimacum Creek delta","Lions Park",1.15420970904429,0.2484,0.6604,"No"
"Maple Hollow Park","Miller Creek",1.1679269721399,0.2428,0.6605,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Smith Cove, Terminal 91",1.17772501720818,0.2389,0.6605,"No"
"Blair Waterway Two","Maristone Island",-1.14988570099853,0.2502,0.6606,"No"
"Aiston Preserve","Filucy Bay",-1.16596736312624,0.2436,0.6607,"No"
"Edmonds Marina","North Camano",1.17184619016721,0.2413,0.6609,"No"
"North Camano","Thea Foss Waterway",-1.17243982099999,0.241,0.6609,"No"
"Broad Spit","Chambers Bay Park",1.16204814509892,0.2452,0.661,"No"
"Manchester, Stormwater Outfall","Meyer's Point, Henderson Inlet",-1.14833088200332,0.2508,0.661,"No"
"Kitsap St Boat Launch","Smith Cove, Terminal 91",-1.16988658115355,0.242,0.661,"No"
"Arroyo Beach","Commencement Bay, Dick Gilmur Launch",-1.17349878633328,0.2406,0.6611,"No"
"Aiston Preserve","Squaxin Island",-1.15420970904429,0.2484,0.6611,"No"
"Browns Point Lighthouse","Cherry Point Aquatic Reserve, Conoco Phillips",1.16008853608527,0.246,0.6612,"No"
"Jamestown","Meyer's Point, Henderson Inlet",-1.14988570099853,0.2502,0.6612,"No"
"Friday Harbor","Reach Island",1.15467558128787,0.2482,0.6612,"No"
"Hood Canal Holly","Shilshole Bay",1.16491220984792,0.2441,0.6612,"No"
"Point Defiance Ferry","Smith Cove, Terminal 91",1.1679269721399,0.2428,0.6612,"No"
"Meyer's Point, Henderson Inlet","Tulalip Bay",1.17278323829284,0.2409,0.6612,"No"
"Chimacum Creek delta","Gig Harbor Boat Launch",1.16596736312624,0.2436,0.6613,"No"
"Filucy Bay","Point Defiance Ferry",-1.17576540819453,0.2397,0.6613,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Chimacum Creek delta",1.15029049101698,0.25,0.6614,"No"
"Donkey Creek Delta","Maple Hollow Park",-1.15616931805795,0.2476,0.6615,"No"
"Arroyo Beach","Minter Bay",-1.15203234511987,0.2493,0.6615,"No"
"Chimacum Creek delta","Port Angeles Yacht Club",-1.1556100853221,0.2478,0.6615,"No"
"Mukilteo","Silverdale, Dyes Inlet",-1.16400775411258,0.2444,0.6615,"No"
"Maristone Island","Raft Island Park",-1.15131679707942,0.2496,0.6616,"No"
