"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Silverdale, Dyes Inlet","West Bay Park",-1.66173596852751,0.0966,0.4536,"No","a","a"
"Broad Spit ","Des Moines Marina",-1.67349353434256,0.0942,0.4537,"No","a","a"
"Eastsound, Fishing Bay","Silverdale, Dyes Inlet",1.66565515713253,0.0958,0.4539,"No","a","a"
"Cap Sante","North Camano",-1.67741272294758,0.0935,0.454,"No","a","a"
"Lions Park","Penn Cove Reference",1.66957434573754,0.095,0.4542,"No","a","a"
"Chuckanut, Clark's Point","Reach Island",-1.65781677992249,0.0974,0.4542,"No","a","a"
"Purdy, Burley Lagoon","Tulalip Bay",-1.65862790603532,0.0972,0.4542,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Penrose Point State Park",-1.6813319115526,0.0927,0.4544,"No","a","a"
"Eastsound, Fishing Bay","Meyer's Point, Henderson Inlet",1.67349353434256,0.0942,0.4545,"No","a","a"
"Arroyo Beach","Penn Cove Reference",1.67580093008401,0.0938,0.4547,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Smith Cove, Terminal 91",1.66565515713253,0.0958,0.4547,"No","a","a"
"Commencement Bay Skookum","Penn Cove Reference",1.67741272294758,0.0935,0.4548,"No","a","a"
"Broad Spit ","Penrose Point State Park",-1.66957434573754,0.095,0.455,"No","a","a"
"Madrona Pont","Smith Cove, Terminal 91",1.6813319115526,0.0927,0.4552,"No","a","a"
"Oak Bay County Park","Squaxin Island",-1.67349353434256,0.0942,0.4553,"No","a","a"
"Rich Passage","Smith Cove, Terminal 91",1.66565515713253,0.0958,0.4555,"No","a","a"
"Edmonds Marina","Purdy, Dexters",-1.67741272294758,0.0935,0.4557,"No","a","a"
"Broad Spit ","Commencement Bay, Milwaukee Waterway",-1.67808837219924,0.0933,0.4558,"No","a","a"
"Eld Inlet","Purdy, Dexters",-1.66957434573754,0.095,0.4558,"No","a","a"
"Chambers Bay Park","Elliot Bay Myrtle Edwards",1.6524750095512,0.0984,0.4561,"No","a","a"
"Miller Creek","Three Tree Point",1.67349353434256,0.0942,0.4561,"No","a","a"
"Locust Beach","Suquamish Stormwater Outfall",-1.66565515713253,0.0958,0.4563,"No","a","a"
"Meyer's Point, Henderson Inlet","West Bay Park",-1.66957434573754,0.095,0.4566,"No","a","a"
"Elliot Bay Myrtle Edwards","Suquamish Stormwater Outfall",-1.6524750095512,0.0984,0.4568,"No","a","a"
"Friday Harbor","Kitsap St Boat Launch",1.66569480962761,0.0958,0.457,"No","a","a"
"Hood Canal Holly","Thea Foss Waterway",1.64209351158337,0.1006,0.4589,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Manchester, Stormwater Outfall",-1.64214002550242,0.1006,0.4596,"No","a","a"
"Blair Waterway Two","Meyer's Point, Henderson Inlet",1.64605921410744,0.0998,0.4598,"No","a","a"
"Chimacum Creek delta","Chuckanut, Clark's Point",1.6382208368974,0.1014,0.4602,"No","a","a"
"Chambers Bay Park","North Camano",-1.64214002550242,0.1006,0.4604,"No","a","a"
"Edmonds Ferry","Port Angeles Yacht Club",1.63716162597447,0.1016,0.4604,"No","a","a"
"Locust Beach","Seattle Aquarium, Pier 59",-1.64605921410744,0.0998,0.4606,"No","a","a"
"Point Defiance Ferry","Raft Island Park",-1.6382208368974,0.1014,0.461,"No","a","a"
"Filucy Bay","Rocky Point",1.64214002550242,0.1006,0.4611,"No","a","a"
"Miller Creek","Skiff Point",1.64605921410744,0.0998,0.4614,"No","a","a"
"Donkey Creek Delta","Edmonds Ferry",-1.63038245968737,0.103,0.4615,"No","a","a"
"Blair Waterway Two","Silverdale, Dyes Inlet",1.6382208368974,0.1014,0.4617,"No","a","a"
"Minter Bay","Smith Cove, Terminal 91",1.64214002550242,0.1006,0.4619,"No","a","a"
"Cap Sante","Locust Beach",1.63038245968737,0.103,0.4622,"No","a","a"
"Lions Park","N Avenue Park",-1.63430164829239,0.1022,0.4624,"No","a","a"
"North Camano","Suquamish Stormwater Outfall",1.64214002550242,0.1006,0.4627,"No","a","a"
"Broad Spit ","Manchester, Stormwater Outfall",-1.63038245968737,0.103,0.463,"No","a","a"
"Edmonds Ferry","Mukilteo",1.63038245968737,0.103,0.4638,"No","a","a"
"Elliot Bay Myrtle Edwards","Seattle Aquarium, Pier 59",-1.63181907193181,0.1027,0.4639,"No","a","a"
"Commencement Bay Skookum","N Avenue Park",-1.62646327108235,0.1039,0.4644,"No","a","a"
"Kopachuck State Park","Point Defiance Ferry",1.63038245968737,0.103,0.4645,"No","a","a"
"Eagle Harbor Dr","Elliott Bay, Harbor Island, Pier 17",-1.61078651666228,0.1072,0.4671,"No","a","a"
"Edmonds Ferry","Squaxin Island",1.62254408247733,0.1047,0.4674,"No","a","a"
"Kingston Marina","Locust Beach",1.61078651666228,0.1072,0.4679,"No","a","a"
"Des Moines Marina","Smith Cove, Terminal 91",1.6147057052673,0.1064,0.4679,"No","a","a"
"Brackenwood Lane","Donkey Creek Delta",-1.60686732805726,0.1081,0.4686,"No","a","a"
"Purdy, Dexters","Salmon Bay, Commodore Park",1.61078651666228,0.1072,0.4686,"No","a","a"
"Brackenwood Lane","Squaxin Island",-1.6147057052673,0.1064,0.4687,"No","a","a"
"Filucy Bay","Gig Harbor Boat Launch",1.61862489387231,0.1055,0.4688,"No","a","a"
"Friday Harbor","Three Tree Point",1.62025174686495,0.1052,0.4688,"No","a","a"
"Jamestown","South of Skunk Island",-1.61283317523883,0.1068,0.469,"No","a","a"
"Chuckanut, Clark's Point","Madrona Pont",-1.60686732805726,0.1081,0.4693,"No","a","a"
"Purdy, Dexters","Salmon Beach",1.61078651666228,0.1072,0.4694,"No","a","a"
"Arroyo Beach","Purdy, Dexters",-1.617126431251,0.1059,0.4695,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Tulalip Reservation",-1.6147057052673,0.1064,0.4695,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Kitsap St Boat Launch",1.61862489387231,0.1055,0.4696,"No","a","a"
"Cap Sante","Elliot Bay Myrtle Edwards",1.6152943218363,0.1062,0.4697,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Smith Cove, Terminal 91",1.61612055934107,0.1061,0.4697,"No","a","a"
"Brackenwood Lane","Mukilteo",-1.60686732805726,0.1081,0.4701,"No","a","a"
"Penrose Point State Park","Smith Cove, Terminal 91",1.61078651666228,0.1072,0.4702,"No","a","a"
"Hood Canal Holly","Lions Park",1.60138449253971,0.1093,0.4731,"No","a","a"
"Kingston Marina","N Avenue Park",-1.59902895084723,0.1098,0.4738,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Squaxin Island",-1.59902895084723,0.1098,0.4746,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Chuckanut, Clark's Point",1.59119057363719,0.1116,0.4753,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Donkey Creek Delta",-1.59119057363719,0.1116,0.4761,"No","a","a"
"Broad Spit ","Donkey Creek Delta",-1.57943300782214,0.1142,0.4762,"No","a","a"
"Lions Park","Locust Beach",1.57551381921712,0.1151,0.4762,"No","a","a"
"Elliot Bay Myrtle Edwards","Kingston Marina",-1.59463838421691,0.1108,0.4765,"No","a","a"
"Edmonds Marina","Filucy Bay",-1.58727138503217,0.1125,0.4768,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Mukilteo",-1.59119057363719,0.1116,0.4768,"No","a","a"
"Purdy, Dexters","Shilshole Bay",1.59510976224221,0.1107,0.4768,"No","a","a"
"Eld Inlet","Filucy Bay",-1.57943300782214,0.1142,0.4769,"No","a","a"
"Kopachuck State Park","Meyer's Point, Henderson Inlet",1.57551381921712,0.1151,0.477,"No","a","a"
"Commencement Bay Skookum","Hood Canal Holly",-1.59279798051537,0.1112,0.4775,"No","a","a"
"Commencement Bay Skookum","Locust Beach",1.58335219642715,0.1133,0.4776,"No","a","a"
"Edmonds Ferry","Manchester, Stormwater Outfall",1.57943300782214,0.1142,0.4776,"No","a","a"
"Chuckanut, Clark's Point","Rich Passage",-1.59119057363719,0.1116,0.4776,"No","a","a"
"Broad Spit ","Squaxin Island",-1.58727138503217,0.1125,0.4776,"No","a","a"
"Miller Creek","Rocky Point",1.57551381921712,0.1151,0.4777,"No","a","a"
"Arroyo Beach","Locust Beach",1.57276278579191,0.1158,0.4781,"No","a","a"
"Friday Harbor","Skiff Point",1.5913334341978,0.1115,0.4782,"No","a","a"
"Eastsound, Fishing Bay","Oak Bay County Park",1.58335219642715,0.1133,0.4783,"No","a","a"
"North Camano","Williams Olson Park",1.58727138503217,0.1125,0.4783,"No","a","a"
"Broad Spit ","Mukilteo",-1.57943300782214,0.1142,0.4784,"No","a","a"
"Raft Island Park","Silverdale, Dyes Inlet",1.57551381921712,0.1151,0.4784,"No","a","a"
"Manchester, Stormwater Outfall","Smith Cove, Terminal 91",1.5715946306121,0.116,0.4785,"No","a","a"
"Maple Hollow Park","Thea Foss Waterway",1.5814185841405,0.1138,0.4787,"No","a","a"
"Cap Sante","N Avenue Park",-1.57943300782214,0.1142,0.4791,"No","a","a"
"Discovery Bay","Purdy, Dexters",-1.58335219642715,0.1133,0.4791,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Three Tree Point",1.57551381921712,0.1151,0.4792,"No","a","a"
"Meyer's Point, Henderson Inlet","Raft Island Park",-1.58335219642715,0.1133,0.4798,"No","a","a"
"Oak Bay County Park","West Bay Park",-1.57943300782214,0.1142,0.4799,"No","a","a"
"Chuckanut, Clark's Point","Minter Bay",-1.56767544200708,0.117,0.4808,"No","a","a"
"Kopachuck State Park","Silverdale, Dyes Inlet",1.56767544200708,0.117,0.4816,"No","a","a"
"Commencement Bay Skookum","Elliot Bay Myrtle Edwards",1.56572007154976,0.1174,0.482,"No","a","a"
"N Avenue Park","Seattle Aquarium, Pier 59",1.56375625340207,0.1179,0.4831,"No","a","a"
"Arroyo Beach","Elliot Bay Myrtle Edwards",1.56215510577979,0.1183,0.4832,"No","a","a"
"Hood Canal Holly","Kingston Marina",1.56274518843017,0.1181,0.4834,"No","a","a"
"Elliot Bay Myrtle Edwards","Lions Park",-1.557457696502,0.1194,0.487,"No","a","a"
"Lions Park","Maple Hollow Park",-1.55591787619203,0.1197,0.487,"No","a","a"
"Blair Waterway Two","Oak Bay County Park",1.55591787619203,0.1197,0.4878,"No","a","a"
"Gig Harbor Boat Launch","Miller Creek",-1.55199868758701,0.1207,0.4901,"No","a","a"
"Commencement Bay Skookum","Maple Hollow Park",-1.548079498982,0.1216,0.4924,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Skiff Point",1.548079498982,0.1216,0.4932,"No","a","a"
"Port Angeles Yacht Club","Purdy, Burley Lagoon",1.5441410790441,0.1226,0.4933,"No","a","a"
"Chambers Bay Park","N Avenue Park",-1.54416031037698,0.1225,0.494,"No","a","a"
"Browns Point Lighthouse","Purdy, Burley Lagoon",1.54416031037698,0.1225,0.4948,"No","a","a"
"Chuckanut, Clark's Point","Des Moines Marina",-1.54024112177196,0.1235,0.4949,"No","a","a"
"Cap Sante","Hood Canal Holly",-1.54127890836932,0.1232,0.4954,"No","a","a"
"N Avenue Park","Suquamish Stormwater Outfall",1.54416031037698,0.1225,0.4955,"No","a","a"
"Edmonds Ferry","Penrose Point State Park",1.54024112177196,0.1235,0.4957,"No","a","a"
"Everett Harbor","Thea Foss Waterway",1.53597552137784,0.1245,0.4962,"No","a","a"
"Des Moines Marina","Edmonds Ferry",-1.53632193316694,0.1245,0.4966,"No","a","a"
"Chuckanut, Clark's Point","Commencement Bay, Milwaukee Waterway",-1.53762799638739,0.1241,0.4967,"No","a","a"
"Blair Waterway","Tulalip Bay",-1.53412348168237,0.125,0.4972,"No","a","a"
"Chuckanut, Clark's Point","Penrose Point State Park",-1.53632193316694,0.1245,0.4973,"No","a","a"
"Discovery Bay","Jamestown",1.53126131100759,0.1257,0.4993,"No","a","a"
"Smith Cove, Terminal 91","Squaxin Island",-1.52848355595691,0.1264,0.5006,"No","a","a"
"Kingston Marina","Maple Hollow Park",-1.52064517874687,0.1283,0.501,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Williams Olson Park",-1.52848355595691,0.1264,0.5013,"No","a","a"
"Arroyo Beach","Filucy Bay",-1.51838154297108,0.1289,0.5017,"No","a","a"
"Edmonds Marina","Miller Creek",-1.52064517874687,0.1283,0.5017,"No","a","a"
"Friday Harbor","Rocky Point",1.516972058768,0.1293,0.5017,"No","a","a"
"Filucy Bay","Salmon Bay, Commodore Park",1.52064517874687,0.1283,0.5024,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Thea Foss Waterway",-1.516972058768,0.1293,0.5024,"No","a","a"
"Jamestown","Shilshole Bay",-1.51838154297108,0.1289,0.5025,"No","a","a"
"Filucy Bay","Salmon Beach",1.52064517874687,0.1283,0.5032,"No","a","a"
"Hood Canal Holly","Seattle Aquarium, Pier 59",1.52410588432064,0.1275,0.5034,"No","a","a"
"Brackenwood Lane","Eastsound, Fishing Bay",-1.52456436735189,0.1274,0.5037,"No","a","a"
"Donkey Creek Delta","Smith Cove, Terminal 91",1.52064517874687,0.1283,0.5039,"No","a","a"
"Edmonds Ferry","Tulalip Bay",1.52267479898325,0.1278,0.5041,"No","a","a"
"Everett Harbor","Lions Park",1.51280680153684,0.1303,0.5043,"No","a","a"
"Mukilteo","Smith Cove, Terminal 91",1.52064517874687,0.1283,0.5046,"No","a","a"
"Eld Inlet","Miller Creek",-1.51280680153684,0.1303,0.505,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Eastsound, Fishing Bay",-1.50888761293182,0.1313,0.5053,"No","a","a"
"Brackenwood Lane","West Bay Park",-1.52064517874687,0.1283,0.5054,"No","a","a"
"Edmonds Ferry","Minter Bay",1.50888761293182,0.1313,0.506,"No","a","a"
"Cap Sante","Maple Hollow Park",-1.50104923572178,0.1333,0.5066,"No","a","a"
"Aiston Preserve","Purdy, Burley Lagoon",1.50888761293182,0.1313,0.5067,"No","a","a"
"Blair Waterway Two","Brackenwood Lane",1.49713004711677,0.1344,0.5069,"No","a","a"
"Commencement Bay Skookum","Everett Harbor",-1.5049684243268,0.1323,0.507,"No","a","a"
"North Camano","Tulalip Reservation",1.50104923572178,0.1333,0.5073,"No","a","a"
"Purdy, Dexters","South of Skunk Island",1.50888761293182,0.1313,0.5075,"No","a","a"
"Broad Spit ","Eastsound, Fishing Bay",-1.49713004711677,0.1344,0.5076,"No","a","a"
"Filucy Bay","Shilshole Bay",1.5049684243268,0.1323,0.5077,"No","a","a"
"Chambers Bay Park","Hood Canal Holly",-1.50263960425978,0.1329,0.5078,"No","a","a"
"Jamestown","Salmon Bay, Commodore Park",-1.50120851892239,0.1333,0.5078,"No","a","a"
"Discovery Bay","Filucy Bay",-1.49321085851175,0.1354,0.5079,"No","a","a"
"Friday Harbor","Gig Harbor Boat Launch",1.49218493362473,0.1357,0.5082,"No","a","a"
"Chuckanut, Clark's Point","Manchester, Stormwater Outfall",-1.49713004711677,0.1344,0.5083,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","West Bay Park",-1.5049684243268,0.1323,0.5084,"No","a","a"
"Jamestown","Salmon Beach",-1.50120851892239,0.1333,0.5085,"No","a","a"
"Oak Bay County Park","Raft Island Park",-1.49321085851175,0.1354,0.5086,"No","a","a"
"Hood Canal Holly","Suquamish Stormwater Outfall",1.50263960425978,0.1329,0.5086,"No","a","a"
"Maristone Island","Tulalip Bay",-1.49440191283567,0.1351,0.5088,"No","a","a"
"Penn Cove Reference","South of Skunk Island",-1.49713004711677,0.1344,0.509,"No","a","a"
"Broad Spit ","West Bay Park",-1.49321085851175,0.1354,0.5093,"No","a","a"
"Point Defiance Ferry","Tulalip Reservation",-1.49713004711677,0.1344,0.5097,"No","a","a"
"N Avenue Park","Williams Olson Park",1.48929166990673,0.1364,0.5103,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Edmonds Ferry",-1.48537248130171,0.1374,0.5106,"No","a","a"
"Kopachuck State Park","Oak Bay County Park",1.48537248130171,0.1374,0.5113,"No","a","a"
"Purdy, Burley Lagoon","Reach Island",-1.48537248130171,0.1374,0.5121,"No","a","a"
"Edmonds Ferry","Rich Passage",1.48537248130171,0.1374,0.5128,"No","a","a"
"Blair Waterway Two","Commencement Bay, Dick Gilmur Launch",1.48145329269669,0.1385,0.5131,"No","a","a"
"Maple Hollow Park","Seattle Aquarium, Pier 59",1.48537248130171,0.1374,0.5135,"No","a","a"
"Jamestown","Maristone Island",-1.48160189645164,0.1384,0.5137,"No","a","a"
"Everett Harbor","Kingston Marina",1.47753410409168,0.1395,0.5156,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Rocky Point",1.47753410409168,0.1395,0.5163,"No","a","a"
"Chambers Bay Park","Fidalgo Bay Aq Reserve, Weaverling Spit",1.47361491548666,0.1406,0.518,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Suquamish Stormwater Outfall",-1.47361491548666,0.1406,0.5187,"No","a","a"
"Blair Waterway Two","Broad Spit ",1.46969572688164,0.1416,0.5205,"No","a","a"
"Edmonds Ferry","Madrona Pont",1.46969572688164,0.1416,0.5212,"No","a","a"
"Chambers Bay Park","Maple Hollow Park",-1.46577653827662,0.1427,0.5223,"No","a","a"
"Chimacum Creek delta","Purdy, Burley Lagoon",1.46577653827662,0.1427,0.523,"No","a","a"
"Maple Hollow Park","Suquamish Stormwater Outfall",1.46577653827662,0.1427,0.5237,"No","a","a"
"Edmonds Marina","Friday Harbor",-1.45913543343371,0.1445,0.5282,"No","a","a"
"Cap Sante","Everett Harbor",-1.45793816106659,0.1449,0.5287,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Gig Harbor Boat Launch",1.45401897246157,0.1459,0.5291,"No","a","a"
"Miller Creek","Salmon Bay, Commodore Park",1.45401897246157,0.1459,0.5298,"No","a","a"
"Miller Creek","Salmon Beach",1.45401897246157,0.1459,0.5305,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Seattle Aquarium, Pier 59",-1.45401897246157,0.1459,0.5312,"No","a","a"
"Eld Inlet","Friday Harbor",-1.45087305838595,0.1468,0.5316,"No","a","a"
"Chuckanut, Clark's Point","Squaxin Island",-1.45401897246157,0.1459,0.532,"No","a","a"
"Kitsap St Boat Launch","Tulalip Bay",-1.44825836143895,0.1475,0.5335,"No","a","a"
"Chuckanut, Clark's Point","Donkey Creek Delta",-1.44618059525153,0.1481,0.5342,"No","a","a"
"Arroyo Beach","Miller Creek",-1.44539619076417,0.1483,0.5342,"No","a","a"
"Chuckanut, Clark's Point","Mukilteo",-1.44618059525153,0.1481,0.5349,"No","a","a"
"Everett Harbor","Seattle Aquarium, Pier 59",1.44226140664652,0.1492,0.5353,"No","a","a"
"Chimacum Creek delta","Edmonds Ferry",-1.4383422180415,0.1503,0.5357,"No","a","a"
"Meyer's Point, Henderson Inlet","Tulalip Reservation",-1.44226140664652,0.1492,0.536,"No","a","a"
"Madrona Pont","Purdy, Burley Lagoon",1.43442302943648,0.1515,0.5361,"No","a","a"
"Cap Sante","Fidalgo Bay Aq Reserve, Weaverling Spit",1.4383422180415,0.1503,0.5364,"No","a","a"
"Hood Canal Holly","Williams Olson Park",1.44253402008939,0.1492,0.5364,"No","a","a"
"Eld Inlet","Jamestown",1.43680967873983,0.1508,0.5365,"No","a","a"
"Brackenwood Lane","Raft Island Park",-1.43442302943648,0.1515,0.5368,"No","a","a"
"Miller Creek","Shilshole Bay",1.4383422180415,0.1503,0.5371,"No","a","a"
"Eagle Harbor Dr","Tulalip Bay",-1.43967184941461,0.15,0.5372,"No","a","a"
"Silverdale, Dyes Inlet","Tulalip Reservation",-1.43442302943648,0.1515,0.5375,"No","a","a"
"Eastsound, Fishing Bay","Smith Cove, Terminal 91",1.4383422180415,0.1503,0.5378,"No","a","a"
"Smith Cove, Terminal 91","West Bay Park",-1.43442302943648,0.1515,0.5383,"No","a","a"
"Blair Waterway","Browns Point Lighthouse",-1.43050384083146,0.1526,0.5394,"No","a","a"
"Edmonds Marina","Jamestown",1.42822316671549,0.1532,0.541,"No","a","a"
"Brackenwood Lane","Kopachuck State Park",-1.42658465222645,0.1537,0.5413,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Kingston Marina",-1.41874627501641,0.156,0.5415,"No","a","a"
"Discovery Bay","Miller Creek",-1.42658465222645,0.1537,0.542,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Purdy, Burley Lagoon",1.41874627501641,0.156,0.5422,"No","a","a"
"Edmonds Marina","Elliott Bay, Harbor Island, Pier 17",-1.42266546362143,0.1548,0.5424,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Raft Island Park",-1.41874627501641,0.156,0.5429,"No","a","a"
"Chambers Bay Park","Everett Harbor",-1.42266546362143,0.1548,0.5431,"No","a","a"
"Edmonds Ferry","Reach Island",1.41874627501641,0.156,0.5436,"No","a","a"
"Discovery Bay","Penn Cove Reference",1.42266546362143,0.1548,0.5438,"No","a","a"
"Purdy, Burley Lagoon","Rich Passage",-1.41874627501641,0.156,0.5443,"No","a","a"
"Everett Harbor","Suquamish Stormwater Outfall",1.42266546362143,0.1548,0.5445,"No","a","a"
"Eld Inlet","Elliott Bay, Harbor Island, Pier 17",-1.41482708641139,0.1571,0.5448,"No","a","a"
"Blair Waterway","Port Angeles Yacht Club",-1.41963665469115,0.1557,0.5448,"No","a","a"
"Filucy Bay","South of Skunk Island",1.41874627501641,0.156,0.545,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Kopachuck State Park",-1.41090789780638,0.1583,0.5453,"No","a","a"
"Penn Cove Reference","Shilshole Bay",-1.41090789780638,0.1583,0.546,"No","a","a"
"Blair Waterway Two","Smith Cove, Terminal 91",1.41090789780638,0.1583,0.5467,"No","a","a"
"Maple Hollow Park","Williams Olson Park",1.41090789780638,0.1583,0.5474,"No","a","a"
"Point Defiance Ferry","Williams Olson Park",-1.41090789780638,0.1583,0.5481,"No","a","a"
"Broad Spit ","Raft Island Park",-1.40698870920136,0.1594,0.5486,"No","a","a"
"Locust Beach","South of Skunk Island",-1.40306952059634,0.1606,0.5512,"No","a","a"
"N Avenue Park","Tulalip Reservation",1.40306952059634,0.1606,0.5519,"No","a","a"
"Three Tree Point","Tulalip Bay",-1.40103254530507,0.1612,0.5526,"No","a","a"
"Broad Spit ","Kopachuck State Park",-1.39915033199132,0.1618,0.5538,"No","a","a"
"Aiston Preserve","Blair Waterway",1.3952311433863,0.1629,0.5543,"No","a","a"
"Aiston Preserve","Edmonds Ferry",-1.3952311433863,0.1629,0.555,"No","a","a"
"Gig Harbor Boat Launch","Jamestown",1.39387711861812,0.1634,0.555,"No","a","a"
"Point Defiance Ferry","Thea Foss Waterway",-1.39303643305166,0.1636,0.5552,"No","a","a"
"Minter Bay","Purdy, Burley Lagoon",1.3952311433863,0.1629,0.5557,"No","a","a"
"Commencement Bay Skookum","Fidalgo Bay Aq Reserve, Weaverling Spit",1.39131195478129,0.1641,0.5562,"No","a","a"
"Penn Cove Reference","Salmon Bay, Commodore Park",-1.3952311433863,0.1629,0.5564,"No","a","a"
"Penn Cove Reference","Salmon Beach",-1.3952311433863,0.1629,0.5571,"No","a","a"
"Friday Harbor","Salmon Bay, Commodore Park",1.38890524552778,0.1649,0.5573,"No","a","a"
"Friday Harbor","Salmon Beach",1.38890524552778,0.1649,0.558,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Lions Park",-1.38347357757125,0.1665,0.5622,"No","a","a"
"Arroyo Beach","Friday Harbor",-1.381530921674,0.1671,0.5635,"No","a","a"
"Elliot Bay Myrtle Edwards","South of Skunk Island",-1.37568544545137,0.1689,0.5689,"No","a","a"
"Kopachuck State Park","North Camano",-1.36779682315118,0.1714,0.5715,"No","a","a"
"Blair Waterway","Reach Island",-1.3717160117562,0.1702,0.5716,"No","a","a"
"Friday Harbor","Shilshole Bay",1.37238049543227,0.1699,0.5716,"No","a","a"
"Skiff Point","Tulalip Bay",-1.37097975321988,0.1704,0.5717,"No","a","a"
"Maristone Island","Port Angeles Yacht Club",-1.36640174899536,0.1718,0.5722,"No","a","a"
"Des Moines Marina","Purdy, Burley Lagoon",1.36779682315118,0.1714,0.5722,"No","a","a"
"Browns Point Lighthouse","Maristone Island",1.36954866788249,0.1708,0.5725,"No","a","a"
"Everett Harbor","Williams Olson Park",1.36779682315118,0.1714,0.5729,"No","a","a"
"Jamestown","Rocky Point",-1.3681175825451,0.1713,0.5733,"No","a","a"
"Chuckanut, Clark's Point","Eastsound, Fishing Bay",-1.36387763454616,0.1726,0.5734,"No","a","a"
"Browns Point Lighthouse","Edmonds Ferry",-1.35995844594115,0.1738,0.574,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Purdy, Burley Lagoon",1.35585574533676,0.1751,0.5741,"No","a","a"
"Penrose Point State Park","Purdy, Burley Lagoon",1.36387763454616,0.1726,0.5741,"No","a","a"
"Arroyo Beach","Fidalgo Bay Aq Reserve, Weaverling Spit",1.36239324119554,0.1731,0.5743,"No","a","a"
"Blair Waterway","Chimacum Creek delta",-1.35212006873111,0.1763,0.5745,"No","a","a"
"Chambers Bay Park","Point Defiance Ferry",1.35603925733613,0.1751,0.5746,"No","a","a"
"North Camano","Raft Island Park",1.35995844594115,0.1738,0.5747,"No","a","a"
"Browns Point Lighthouse","Kitsap St Boat Launch",1.35212006873111,0.1763,0.5752,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Salmon Bay, Commodore Park",1.35603925733613,0.1751,0.5753,"No","a","a"
"Chuckanut, Clark's Point","West Bay Park",-1.35995844594115,0.1738,0.5754,"No","a","a"
"Miller Creek","South of Skunk Island",1.35212006873111,0.1763,0.5759,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Salmon Beach",1.35603925733613,0.1751,0.576,"No","a","a"
"Purdy, Dexters","Thea Foss Waterway",1.35007208280333,0.177,0.576,"No","a","a"
"Hood Canal Holly","Tulalip Reservation",1.34808238782163,0.1776,0.576,"No","a","a"
"Discovery Bay","Friday Harbor",-1.35998693286064,0.1738,0.5761,"No","a","a"
"Raft Island Park","Smith Cove, Terminal 91",1.34820088012609,0.1776,0.5765,"No","a","a"
"Oak Bay County Park","Tulalip Reservation",-1.35212006873111,0.1763,0.5766,"No","a","a"
"Point Defiance Ferry","Suquamish Stormwater Outfall",-1.35603925733613,0.1751,0.5767,"No","a","a"
"Maristone Island","Penn Cove Reference",1.3523756438338,0.1763,0.577,"No","a","a"
"Silverdale, Dyes Inlet","Williams Olson Park",-1.34820088012609,0.1776,0.5772,"No","a","a"
"Meyer's Point, Henderson Inlet","Williams Olson Park",-1.35603925733613,0.1751,0.5774,"No","a","a"
"Browns Point Lighthouse","Eagle Harbor Dr",1.34428169152107,0.1789,0.5792,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Shilshole Bay",1.34036250291606,0.1801,0.582,"No","a","a"
"Blair Waterway Two","Chuckanut, Clark's Point",1.33644331431104,0.1814,0.5826,"No","a","a"
"Kopachuck State Park","Smith Cove, Terminal 91",1.34036250291606,0.1801,0.5827,"No","a","a"
"Meyer's Point, Henderson Inlet","Thea Foss Waterway",-1.33519980771737,0.1818,0.5832,"No","a","a"
"Eld Inlet","Penn Cove Reference",1.33644331431104,0.1814,0.5833,"No","a","a"
"Arroyo Beach","Elliott Bay, Harbor Island, Pier 17",-1.3380647904599,0.1809,0.5837,"No","a","a"
"Kitsap St Boat Launch","Port Angeles Yacht Club",-1.33377153444773,0.1823,0.584,"No","a","a"
