"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Salmon Beach","Shilshole Bay",-1.98722316031394,0.0469,0.2386,"No","a","a"
"Discovery Bay","Raft Island Park",-1.98134380185147,0.0476,0.2387,"No","a","a"
"Eld Inlet","Thea Foss Waterway",1.97737992290237,0.048,0.2388,"No","a","a"
"Madrona Pont","Smith Cove, Terminal 91",-1.98722316031394,0.0469,0.239,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Miller Creek",-1.97742422954316,0.048,0.2392,"No","a","a"
"Madrona Pont","North Camano",-1.98526337415978,0.0471,0.2392,"No","a","a"
"Lions Park","Raft Island Park",-1.98134380185147,0.0476,0.2392,"No","a","a"
"Arroyo Beach","South of Skunk Island",-1.98296285546515,0.0474,0.2392,"No","a","a"
"Kingston Marina","N Avenue Park",-1.98330358800563,0.0473,0.2394,"No","a","a"
"Kingston Marina","Purdy, Burley Lagoon",-1.975464443389,0.0482,0.2394,"No","a","a"
"Point Defiance Ferry","Thea Foss Waterway",1.98151151488503,0.0475,0.2395,"No","a","a"
"Everett Harbor","Penn Cove Reference",-1.97742422954316,0.048,0.2396,"No","a","a"
"Blair Waterway Two","Brackenwood Lane",-1.97154487108069,0.0487,0.2398,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Maristone Island",-1.96905738768357,0.0489,0.2399,"No","a","a"
"Chimacum Creek delta","Silverdale, Dyes Inlet",-1.98330358800563,0.0473,0.2399,"No","a","a"
"Cap Sante","Chambers Bay Park",1.96958508492654,0.0489,0.2401,"No","a","a"
"Rocky Point","Thea Foss Waterway",1.97324833091971,0.0485,0.2402,"No","a","a"
"Penn Cove Reference","Suquamish Stormwater Outfall",1.97154487108069,0.0487,0.2403,"No","a","a"
"Edmonds Ferry","Everett Harbor",1.96958508492654,0.0489,0.2405,"No","a","a"
"Gig Harbor Boat Launch","Williams Olson Park",-1.97154487108069,0.0487,0.2407,"No","a","a"
"Des Moines Marina","Miller Creek",-1.96370572646407,0.0496,0.2412,"No","a","a"
"Edmonds Ferry","Suquamish Stormwater Outfall",1.96370572646407,0.0496,0.2416,"No","a","a"
"Aiston Preserve","Kingston Marina",1.96174594030991,0.0498,0.2419,"No","a","a"
"Gig Harbor Boat Launch","Tulalip Reservation",-1.96370572646407,0.0496,0.2421,"No","a","a"
"Friday Harbor","Locust Beach",-1.96002723657519,0.05,0.2424,"No","a","a"
"Three Tree Point","West Bay Park",1.96370572646407,0.0496,0.2425,"No","a","a"
"Oak Bay County Park","Three Tree Point",-1.9578263680016,0.0503,0.2432,"No","a","a"
"Reach Island","Skiff Point",-1.95390679569329,0.0507,0.245,"No","a","a"
"Filucy Bay","Penn Cove Reference",-1.95194700953914,0.0509,0.2457,"No","a","a"
"Raft Island Park","Squaxin Island",1.94998722338498,0.0512,0.2464,"No","a","a"
"Edmonds Ferry","Filucy Bay",1.94410786492251,0.0519,0.2493,"No","a","a"
"Maristone Island","Thea Foss Waterway",1.94342577129345,0.052,0.2493,"No","a","a"
"Chimacum Creek delta","Edmonds Marina",-1.94214807876836,0.0521,0.2496,"No","a","a"
"Brackenwood Lane","Minter Bay",1.9401882926142,0.0524,0.2499,"No","a","a"
"Raft Island Park","Salmon Beach",1.9401882926142,0.0524,0.2503,"No","a","a"
"Chambers Bay Park","Williams Olson Park",-1.93822850646005,0.0526,0.2505,"No","a","a"
"Blair Waterway Two","N Avenue Park",-1.93430893415173,0.0531,0.2524,"No","a","a"
"Locust Beach","Tulalip Reservation",1.93234914799758,0.0533,0.2531,"No","a","a"
"Chambers Bay Park","Tulalip Reservation",-1.93038936184342,0.0536,0.2538,"No","a","a"
"Hood Canal Holly","Manchester, Stormwater Outfall",-1.92929190123928,0.0537,0.254,"No","a","a"
"Eagle Harbor Dr","Everett Harbor",1.92842957568927,0.0538,0.2541,"No","a","a"
"Blair Waterway Two","Purdy, Burley Lagoon",-1.92646978953511,0.054,0.2543,"No","a","a"
"Chimacum Creek delta","Elliot Bay Myrtle Edwards",-1.92656134151562,0.054,0.2547,"No","a","a"
"Commencement Bay Skookum","Seattle Aquarium, Pier 59",-1.9225502172268,0.0545,0.2548,"No","a","a"
"Locust Beach","Williams Olson Park",1.92451000338096,0.0543,0.255,"No","a","a"
"Eagle Harbor Dr","Suquamish Stormwater Outfall",1.9225502172268,0.0545,0.2553,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Tulalip Bay",-1.92328664412979,0.0544,0.2553,"No","a","a"
"Friday Harbor","Three Tree Point",-1.9145797247659,0.0555,0.2587,"No","a","a"
"Everett Harbor","Meyer's Point, Henderson Inlet",-1.91471107261018,0.0555,0.259,"No","a","a"
"Aiston Preserve","Blair Waterway Two",1.91275128645602,0.0558,0.2593,"No","a","a"
"Meyer's Point, Henderson Inlet","Suquamish Stormwater Outfall",1.90883171414771,0.0563,0.2612,"No","a","a"
"Eagle Harbor Dr","Filucy Bay",1.90295235568524,0.057,0.2634,"No","a","a"
"Chimacum Creek delta","Miller Creek",-1.90295235568524,0.057,0.2638,"No","a","a"
"Gig Harbor Boat Launch","Locust Beach",-3.89605487446165,1e-04,0.2641,"No","a","a"
"Minter Bay","N Avenue Park",-1.90295235568524,0.057,0.2643,"No","a","a"
"Browns Point Lighthouse","Cherry Point Aquatic Reserve, Conoco Phillips",1.89511321106862,0.0581,0.2654,"No","a","a"
"Gig Harbor Boat Launch","Oak Bay County Park",-1.89511321106862,0.0581,0.2659,"No","a","a"
"Hood Canal Holly","Kingston Marina",1.89637371598075,0.0579,0.266,"No","a","a"
"Eastsound, Fishing Bay","Shilshole Bay",-1.89707299722277,0.0578,0.266,"No","a","a"
"Thea Foss Waterway","Tulalip Bay",-1.89765502773967,0.0577,0.2661,"No","a","a"
"Cap Sante","Locust Beach",-1.89315342491446,0.0583,0.2662,"No","a","a"
"Minter Bay","Purdy, Burley Lagoon",-1.89511321106862,0.0581,0.2663,"No","a","a"
"Browns Point Lighthouse","Madrona Pont",1.88923385260615,0.0589,0.2667,"No","a","a"
"Filucy Bay","Meyer's Point, Henderson Inlet",-1.88923385260615,0.0589,0.2672,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Mukilteo",-1.887274066452,0.0591,0.2675,"No","a","a"
"Three Tree Point","Tulalip Reservation",1.88923385260615,0.0589,0.2676,"No","a","a"
"Gig Harbor Boat Launch","West Bay Park",-1.88923385260615,0.0589,0.2681,"No","a","a"
"Penrose Point State Park","Salmon Bay, Commodore Park",-1.88531428029784,0.0594,0.2682,"No","a","a"
"Brackenwood Lane","Elliott Bay, Harbor Island, Pier 17",1.88139470798953,0.0599,0.2684,"No","a","a"
"Aiston Preserve","Minter Bay",1.88139470798953,0.0599,0.2688,"No","a","a"
"Purdy, Dexters","Salmon Bay, Commodore Park",-1.88335449414368,0.0597,0.269,"No","a","a"
"Madrona Pont","Mukilteo",-1.88139470798953,0.0599,0.2693,"No","a","a"
"Three Tree Point","Williams Olson Park",1.88139470798953,0.0599,0.2697,"No","a","a"
"Friday Harbor","Kingston Marina",1.8740901233358,0.0609,0.2724,"No","a","a"
"Jamestown","Reach Island",1.87275849612137,0.0611,0.2728,"No","a","a"
"Commencement Bay Skookum","Penn Cove Reference",-1.87159577721875,0.0613,0.2731,"No","a","a"
"Brackenwood Lane","Des Moines Marina",1.86767620491044,0.0618,0.275,"No","a","a"
"Commencement Bay Skookum","Edmonds Ferry",-1.86375663260213,0.0624,0.277,"No","a","a"
"Chambers Bay Park","Oak Bay County Park",-1.86179684644797,0.0626,0.2773,"No","a","a"
"Manchester, Stormwater Outfall","West Bay Park",1.86179684644797,0.0626,0.2778,"No","a","a"
"Manchester, Stormwater Outfall","Oak Bay County Park",1.8559174879855,0.0635,0.2783,"No","a","a"
"Penrose Point State Park","Point Defiance Ferry",-1.85003812952304,0.0643,0.2784,"No","a","a"
"Point Defiance Ferry","Purdy, Dexters",1.84807834336888,0.0646,0.2787,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Reach Island",1.8559174879855,0.0635,0.2787,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Rich Passage",-1.85384532262076,0.0638,0.2787,"No","a","a"
"Eastsound, Fishing Bay","Raft Island Park",-1.85003812952304,0.0643,0.2788,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","N Avenue Park",-1.84415877106057,0.0652,0.2789,"No","a","a"
"Everett Harbor","North Camano",-1.85395770183135,0.0637,0.2791,"No","a","a"
"North Camano","Suquamish Stormwater Outfall",1.84807834336888,0.0646,0.2791,"No","a","a"
"Kopachuck State Park","Salmon Bay, Commodore Park",-1.8559174879855,0.0635,0.2792,"No","a","a"
"Penrose Point State Park","Rocky Point",-1.84219898490641,0.0654,0.2793,"No","a","a"
"Madrona Pont","Silverdale, Dyes Inlet",-1.85003812952304,0.0643,0.2793,"No","a","a"
"Blair Waterway","Commencement Bay, Milwaukee Waterway",1.84558213865543,0.065,0.2794,"No","a","a"
"Blair Waterway Two","Hood Canal Holly",-1.84270276175488,0.0654,0.2794,"No","a","a"
"Kingston Marina","Port Angeles Yacht Club",-1.84484959992391,0.0651,0.2794,"No","a","a"
"Eld Inlet","Purdy, Dexters",1.84415877106057,0.0652,0.2794,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Donkey Creek Delta",-1.85177952662942,0.0641,0.2795,"No","a","a"
"Eld Inlet","Penrose Point State Park",1.84611855721472,0.0649,0.2795,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Silverdale, Dyes Inlet",-1.8559174879855,0.0635,0.2796,"No","a","a"
"Smith Cove, Terminal 91","Suquamish Stormwater Outfall",1.85003812952304,0.0643,0.2797,"No","a","a"
"Purdy, Dexters","Rocky Point",-1.84023919875226,0.0657,0.28,"No","a","a"
"Everett Harbor","Smith Cove, Terminal 91",-1.8559174879855,0.0635,0.2801,"No","a","a"
"Cap Sante","Three Tree Point",-1.85003812952304,0.0643,0.2802,"No","a","a"
"Arroyo Beach","Skiff Point",-1.83912469813982,0.0659,0.2803,"No","a","a"
"Chambers Bay Park","West Bay Park",-1.8559174879855,0.0635,0.2806,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Burley Lagoon",-1.83631962644395,0.0663,0.2816,"No","a","a"
"Des Moines Marina","N Avenue Park",-1.83044026798148,0.0672,0.2831,"No","a","a"
"Chuckanut, Clark's Point","Kingston Marina",1.83240005413563,0.0669,0.2832,"No","a","a"
"Filucy Bay","North Camano",-1.82848048182732,0.0675,0.2834,"No","a","a"
"Port Angeles Yacht Club","Shilshole Bay",-1.83268418363272,0.0668,0.2835,"No","a","a"
"Filucy Bay","Smith Cove, Terminal 91",-1.83044026798148,0.0672,0.2835,"No","a","a"
"Donkey Creek Delta","Thea Foss Waterway",1.82864261152651,0.0675,0.2838,"No","a","a"
"Rich Passage","Thea Foss Waterway",1.83070840751785,0.0671,0.2838,"No","a","a"
"Blair Waterway Two","Friday Harbor",-1.82244522355252,0.0684,0.2851,"No","a","a"
"Blair Waterway","Thea Foss Waterway",1.82244522355252,0.0684,0.2855,"No","a","a"
"Commencement Bay Skookum","Eagle Harbor Dr",-1.82260112336486,0.0684,0.2858,"No","a","a"
"Kopachuck State Park","Point Defiance Ferry",-1.8206413372107,0.0687,0.2858,"No","a","a"
"Aiston Preserve","Elliott Bay, Harbor Island, Pier 17",1.82260112336486,0.0684,0.2863,"No","a","a"
"Des Moines Marina","Purdy, Burley Lagoon",-1.82260112336486,0.0684,0.2867,"No","a","a"
"Eld Inlet","Kopachuck State Park",1.81672176490239,0.0693,0.2878,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Edmonds Marina",-1.81476197874823,0.0696,0.2886,"No","a","a"
"Kopachuck State Park","Rocky Point",-1.81280219259408,0.0699,0.2894,"No","a","a"
"Hood Canal Holly","Minter Bay",1.80835335105032,0.0706,0.29,"No","a","a"
"Brackenwood Lane","Chimacum Creek delta",1.80692283413161,0.0708,0.2901,"No","a","a"
"Friday Harbor","Manchester, Stormwater Outfall",-1.80715833321667,0.0707,0.2904,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.80839781081147,0.0705,0.2905,"No","a","a"
"Aiston Preserve","Des Moines Marina",1.80888262028577,0.0705,0.2906,"No","a","a"
"Chuckanut, Clark's Point","Locust Beach",-1.80496304797745,0.0711,0.2909,"No","a","a"
"Edmonds Marina","Madrona Pont",1.80888262028577,0.0705,0.291,"No","a","a"
"Commencement Bay Skookum","Meyer's Point, Henderson Inlet",-1.80888262028577,0.0705,0.2915,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Elliot Bay Myrtle Edwards",-1.79228460207908,0.0731,0.2987,"No","a","a"
"Maristone Island","Penrose Point State Park",1.79046303297503,0.0734,0.2989,"No","a","a"
"Blair Waterway Two","Port Angeles Yacht Club",-1.79117864569804,0.0733,0.2989,"No","a","a"
"Friday Harbor","Minter Bay",1.78939248769122,0.0736,0.2992,"No","a","a"
"Reach Island","Seattle Aquarium, Pier 59",-1.78732497259005,0.0739,0.2992,"No","a","a"
"Maristone Island","Purdy, Dexters",1.788316194806,0.0737,0.2994,"No","a","a"
"Elliot Bay Myrtle Edwards","Madrona Pont",1.78608721410509,0.0741,0.2996,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Thea Foss Waterway",1.78526089570856,0.0742,0.2996,"No","a","a"
"Manchester, Stormwater Outfall","Tulalip Reservation",1.78732497259005,0.0739,0.2996,"No","a","a"
"Blair Waterway Two","Chuckanut, Clark's Point",-1.78340540028174,0.0745,0.3004,"No","a","a"
"Port Angeles Yacht Club","Raft Island Park",-1.78116006757588,0.0749,0.301,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Maple Hollow Park",-1.77947666693283,0.0752,0.3012,"No","a","a"
"Hood Canal Holly","Shilshole Bay",-1.78116006757588,0.0749,0.3014,"No","a","a"
"Manchester, Stormwater Outfall","Williams Olson Park",1.77948582797343,0.0752,0.3016,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Miller Creek",-1.77556625566512,0.0758,0.3033,"No","a","a"
"Madrona Pont","Miller Creek",-1.76968689720265,0.0768,0.3063,"No","a","a"
"Chimacum Creek delta","N Avenue Park",-1.76968689720265,0.0768,0.3068,"No","a","a"
"Discovery Bay","Salmon Bay, Commodore Park",-1.76380753874018,0.0778,0.3093,"No","a","a"
"Chimacum Creek delta","Purdy, Burley Lagoon",-1.76184775258603,0.0781,0.3097,"No","a","a"
"Lions Park","Salmon Bay, Commodore Park",-1.76380753874018,0.0778,0.3098,"No","a","a"
"Chuckanut, Clark's Point","Three Tree Point",-1.76184775258603,0.0781,0.3102,"No","a","a"
"Maple Hollow Park","Thea Foss Waterway",1.75633975182992,0.079,0.3107,"No","a","a"
"Broad Spit ","Commencement Bay, Milwaukee Waterway",1.75675291102818,0.079,0.3109,"No","a","a"
"Minter Bay","Port Angeles Yacht Club",-1.75682923499349,0.0789,0.3113,"No","a","a"
"Browns Point Lighthouse","Everett Harbor",1.75792818027772,0.0788,0.3115,"No","a","a"
"Arroyo Beach","Jamestown",-1.75697424625101,0.0789,0.3117,"No","a","a"
"Kopachuck State Park","Maristone Island",-1.75826046043951,0.0787,0.3117,"No","a","a"
"Chuckanut, Clark's Point","Minter Bay",1.75204882181525,0.0798,0.3127,"No","a","a"
"Penrose Point State Park","Tulalip Bay",-1.74752626959434,0.0805,0.313,"No","a","a"
"Aiston Preserve","Chimacum Creek delta",1.74812924950694,0.0804,0.3131,"No","a","a"
"Everett Harbor","Mukilteo",-1.75008903566109,0.0801,0.3131,"No","a","a"
"Browns Point Lighthouse","Suquamish Stormwater Outfall",1.75204882181525,0.0798,0.3131,"No","a","a"
"Cap Sante","Manchester, Stormwater Outfall",-1.74812924950694,0.0804,0.3135,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Hood Canal Holly",-1.74394820597928,0.0812,0.3136,"No","a","a"
"Commencement Bay Skookum","Smith Cove, Terminal 91",-1.75008903566109,0.0801,0.3136,"No","a","a"
"Cap Sante","Kingston Marina",1.74420967719863,0.0811,0.3139,"No","a","a"
"Commencement Bay Skookum","North Camano",-1.74812924950694,0.0804,0.314,"No","a","a"
"Purdy, Dexters","Tulalip Bay",-1.7453794314253,0.0809,0.314,"No","a","a"
"Mukilteo","Suquamish Stormwater Outfall",1.74420967719863,0.0811,0.3144,"No","a","a"
"Commencement Bay, Milwaukee Waterway","South of Skunk Island",-1.7381607471062,0.0822,0.3171,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Kitsap St Boat Launch",-1.73609495111487,0.0825,0.3176,"No","a","a"
"Penn Cove Reference","Reach Island",1.736370532582,0.0825,0.3179,"No","a","a"
"Arroyo Beach","Commencement Bay, Dick Gilmur Launch",-1.73178278968808,0.0833,0.3187,"No","a","a"
"Browns Point Lighthouse","Filucy Bay",1.73245096027369,0.0832,0.3187,"No","a","a"
"Discovery Bay","Point Defiance Ferry",-1.72853138796538,0.0839,0.3187,"No","a","a"
"Broad Spit ","Thea Foss Waterway",1.73361599592527,0.083,0.3188,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Friday Harbor",-1.72741860795128,0.0841,0.319,"No","a","a"
"Discovery Bay","Eld Inlet",-1.72461181565707,0.0846,0.3191,"No","a","a"
"Lions Park","Point Defiance Ferry",-1.72853138796538,0.0839,0.3191,"No","a","a"
"Shilshole Bay","West Bay Park",1.72657160181122,0.0842,0.3191,"No","a","a"
"Salmon Bay, Commodore Park","Squaxin Island",1.73245096027369,0.0832,0.3192,"No","a","a"
"Eld Inlet","Lions Park",1.72461181565707,0.0846,0.3196,"No","a","a"
"Edmonds Ferry","Reach Island",1.72853138796538,0.0839,0.3196,"No","a","a"
"Hood Canal Holly","Raft Island Park",-1.72963595151905,0.0837,0.3197,"No","a","a"
"Des Moines Marina","Hood Canal Holly",-1.72892033879604,0.0838,0.3198,"No","a","a"
"Filucy Bay","Mukilteo",-1.72461181565707,0.0846,0.32,"No","a","a"
"Discovery Bay","Rocky Point",-1.72069224334876,0.0853,0.32,"No","a","a"
"Salmon Bay, Commodore Park","Salmon Beach",1.72265202950291,0.085,0.32,"No","a","a"
"Eastsound, Fishing Bay","Gig Harbor Boat Launch",1.7187324571946,0.0857,0.3205,"No","a","a"
"Lions Park","Rocky Point",-1.72069224334876,0.0853,0.3205,"No","a","a"
"Oak Bay County Park","Shilshole Bay",-1.72069224334876,0.0853,0.3209,"No","a","a"
"Everett Harbor","Silverdale, Dyes Inlet",-1.7187324571946,0.0857,0.3209,"No","a","a"
"Silverdale, Dyes Inlet","Suquamish Stormwater Outfall",1.71285309873213,0.0867,0.3218,"No","a","a"
"South of Skunk Island","Thea Foss Waterway",1.71502383200329,0.0863,0.3221,"No","a","a"
"Kopachuck State Park","Tulalip Bay",-1.71532369705881,0.0863,0.3223,"No","a","a"
"Kingston Marina","Williams Olson Park",-1.71285309873213,0.0867,0.3223,"No","a","a"
"Des Moines Marina","Friday Harbor",-1.71295803601196,0.0867,0.3226,"No","a","a"
"Kitsap St Boat Launch","Thea Foss Waterway",1.71295803601196,0.0867,0.3231,"No","a","a"
"Donkey Creek Delta","Penrose Point State Park",1.70501395411551,0.0882,0.3254,"No","a","a"
"Penrose Point State Park","Rich Passage",-1.70697374026967,0.0878,0.3254,"No","a","a"
"Purdy, Dexters","Rich Passage",-1.70501395411551,0.0882,0.3259,"No","a","a"
"Donkey Creek Delta","Purdy, Dexters",1.70305416796135,0.0886,0.3263,"No","a","a"
"Kingston Marina","Tulalip Reservation",-1.70501395411551,0.0882,0.3263,"No","a","a"
"Blair Waterway","Penrose Point State Park",1.69913459565304,0.0893,0.3286,"No","a","a"
"Blair Waterway","Purdy, Dexters",1.69717480949889,0.0897,0.3291,"No","a","a"
"Point Defiance Ferry","Squaxin Island",1.69717480949889,0.0897,0.3295,"No","a","a"
"Blair Waterway Two","Cap Sante",-1.69521502334473,0.09,0.33,"No","a","a"
"Chuckanut, Clark's Point","Elliott Bay, Harbor Island, Pier 17",1.69325523719058,0.0904,0.33,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Port Angeles Yacht Club",-1.69242408992244,0.0906,0.3301,"No","a","a"
"Filucy Bay","Silverdale, Dyes Inlet",-1.69325523719058,0.0904,0.3304,"No","a","a"
"Eld Inlet","Squaxin Island",1.69325523719058,0.0904,0.3309,"No","a","a"
"Rocky Point","Squaxin Island",1.68933566488226,0.0912,0.3318,"No","a","a"
"Eagle Harbor Dr","Reach Island",1.68737587872811,0.0915,0.3323,"No","a","a"
"Point Defiance Ferry","Salmon Beach",1.68737587872811,0.0915,0.3327,"No","a","a"
"Chambers Bay Park","Eastsound, Fishing Bay",-1.68541609257395,0.0919,0.3332,"No","a","a"
"Eld Inlet","Salmon Beach",1.6834563064198,0.0923,0.3341,"No","a","a"
"Elliot Bay Myrtle Edwards","Locust Beach",-1.68238425534025,0.0925,0.3344,"No","a","a"
"Brackenwood Lane","Cherry Point Aquatic Reserve, Conoco Phillips",1.67953673411149,0.093,0.3346,"No","a","a"
"Des Moines Marina","Port Angeles Yacht Club",-1.6773962227392,0.0935,0.3348,"No","a","a"
"Chuckanut, Clark's Point","Des Moines Marina",1.67953673411149,0.093,0.3351,"No","a","a"
"Edmonds Marina","Everett Harbor",1.67757694795733,0.0934,0.3351,"No","a","a"
"Donkey Creek Delta","Kopachuck State Park",1.67561716180317,0.0938,0.3352,"No","a","a"
"Brackenwood Lane","Madrona Pont",1.67365737564902,0.0942,0.3352,"No","a","a"
"Rocky Point","Salmon Beach",1.67953673411149,0.093,0.3355,"No","a","a"
"Aiston Preserve","Locust Beach",-1.67561716180317,0.0938,0.3356,"No","a","a"
"Kopachuck State Park","Rich Passage",-1.67757694795733,0.0934,0.3356,"No","a","a"
"Oak Bay County Park","Raft Island Park",-1.67365737564902,0.0942,0.3357,"No","a","a"
"Raft Island Park","West Bay Park",1.67953673411149,0.093,0.336,"No","a","a"
"Meyer's Point, Henderson Inlet","Reach Island",1.67365737564902,0.0942,0.3361,"No","a","a"
"Edmonds Marina","Suquamish Stormwater Outfall",1.67169758949486,0.0946,0.3361,"No","a","a"
"Blair Waterway","Kopachuck State Park",1.66973780334071,0.095,0.3371,"No","a","a"
"Cap Sante","Minter Bay",1.66385844487824,0.0961,0.3394,"No","a","a"
"Locust Beach","Purdy, Burley Lagoon",1.66189865872408,0.0965,0.3395,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Penrose Point State Park",1.66385844487824,0.0961,0.3399,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Purdy, Dexters",1.66189865872408,0.0965,0.3399,"No","a","a"
"Chimacum Creek delta","Hood Canal Holly",-1.66236835555596,0.0964,0.3401,"No","a","a"
"Friday Harbor","Shilshole Bay",-1.6646184098148,0.096,0.3402,"No","a","a"
"Blair Waterway Two","Williams Olson Park",-1.66385844487824,0.0961,0.3403,"No","a","a"
"Chuckanut, Clark's Point","Manchester, Stormwater Outfall",-1.65993887256993,0.0969,0.3404,"No","a","a"
"Discovery Bay","Maristone Island",-1.65735906649487,0.0974,0.3414,"No","a","a"
"Arroyo Beach","Seattle Aquarium, Pier 59",-1.65664345377186,0.0976,0.3414,"No","a","a"
"Blair Waterway Two","Tulalip Reservation",-1.65601930026162,0.0977,0.3414,"No","a","a"
"Lions Park","Maristone Island",-1.65735906649487,0.0974,0.3418,"No","a","a"
"Locust Beach","N Avenue Park",1.65405951410746,0.0981,0.3424,"No","a","a"
"Browns Point Lighthouse","Commencement Bay Skookum",1.6520997279533,0.0985,0.3425,"No","a","a"
"Edmonds Marina","Filucy Bay",1.6520997279533,0.0985,0.3429,"No","a","a"
"Shilshole Bay","Tulalip Reservation",1.6520997279533,0.0985,0.3433,"No","a","a"
"Chimacum Creek delta","Friday Harbor",-1.64891836028069,0.0992,0.3443,"No","a","a"
"Elliot Bay Myrtle Edwards","Everett Harbor",1.64767888268589,0.0994,0.3447,"No","a","a"
"Commencement Bay Skookum","Mukilteo",-1.64426058333668,0.1001,0.3463,"No","a","a"
"Shilshole Bay","Williams Olson Park",1.64426058333668,0.1001,0.3467,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","N Avenue Park",-1.64230079718253,0.1005,0.3472,"No","a","a"
"Elliot Bay Myrtle Edwards","Suquamish Stormwater Outfall",1.64148149471189,0.1007,0.3474,"No","a","a"
"Eastsound, Fishing Bay","Salmon Bay, Commodore Park",-1.63250186641175,0.1026,0.3485,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Kopachuck State Park",1.6344616525659,0.1022,0.3488,"No","a","a"
"Madrona Pont","N Avenue Park",-1.63642143872006,0.1018,0.3488,"No","a","a"
"Miller Creek","Suquamish Stormwater Outfall",1.63250186641175,0.1026,0.3489,"No","a","a"
"Everett Harbor","Miller Creek",-1.63838122487421,0.1013,0.3491,"No","a","a"
"Kingston Marina","Oak Bay County Park",-1.63642143872006,0.1018,0.3492,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Purdy, Burley Lagoon",-1.6344616525659,0.1022,0.3493,"No","a","a"
"Aiston Preserve","Three Tree Point",-1.63250186641175,0.1026,0.3494,"No","a","a"
"Kingston Marina","West Bay Park",-1.63054208025759,0.103,0.3495,"No","a","a"
"Maple Hollow Park","Penrose Point State Park",1.63642143872006,0.1018,0.3497,"No","a","a"
"Maple Hollow Park","Purdy, Dexters",1.6344616525659,0.1022,0.3497,"No","a","a"
"Elliot Bay Myrtle Edwards","Three Tree Point",-1.63693674353096,0.1016,0.3497,"No","a","a"
"Minter Bay","Williams Olson Park",-1.63250186641175,0.1026,0.3498,"No","a","a"
"Madrona Pont","Purdy, Burley Lagoon",-1.62858229410344,0.1034,0.35,"No","a","a"
"Gig Harbor Boat Launch","Salmon Beach",-1.62858229410344,0.1034,0.3504,"No","a","a"
"Minter Bay","Tulalip Reservation",-1.62466272179512,0.1042,0.3524,"No","a","a"
"Filucy Bay","Miller Creek",-1.61290400487019,0.1068,0.353,"No","a","a"
"Maristone Island","Salmon Beach",1.61227546494514,0.1069,0.353,"No","a","a"
"Maristone Island","Squaxin Island",1.62300965579032,0.1046,0.3531,"No","a","a"
"Chimacum Creek delta","Port Angeles Yacht Club",-1.61084423949912,0.1072,0.3532,"No","a","a"
"Broad Spit ","Purdy, Dexters",1.61290400487019,0.1068,0.3534,"No","a","a"
"N Avenue Park","Three Tree Point",-1.61094421871603,0.1072,0.3535,"No","a","a"
"North Camano","Reach Island",1.61290400487019,0.1068,0.3538,"No","a","a"
"Aiston Preserve","Cherry Point Aquatic Reserve, Conoco Phillips",1.62074314948681,0.1051,0.3539,"No","a","a"
"Chimacum Creek delta","Chuckanut, Clark's Point",-1.61878336333266,0.1055,0.354,"No","a","a"
"Discovery Bay","Tulalip Bay",-1.61442230311418,0.1064,0.354,"No","a","a"
"Elliot Bay Myrtle Edwards","Filucy Bay",1.62082353479858,0.1051,0.3543,"No","a","a"
"Cap Sante","Shilshole Bay",-1.61290400487019,0.1068,0.3543,"No","a","a"
"Gig Harbor Boat Launch","Squaxin Island",-1.61878336333266,0.1055,0.3544,"No","a","a"
"Lions Park","Tulalip Bay",-1.61442230311418,0.1064,0.3545,"No","a","a"
"Aiston Preserve","Madrona Pont",1.61486379102435,0.1063,0.3546,"No","a","a"
"Commencement Bay Skookum","Silverdale, Dyes Inlet",-1.61290400487019,0.1068,0.3547,"No","a","a"
"Purdy, Burley Lagoon","Three Tree Point",-1.61878336333266,0.1055,0.3548,"No","a","a"
"Brackenwood Lane","Locust Beach",-1.6168235771785,0.1059,0.3549,"No","a","a"
