"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Rich Passage","Tulalip Reservation",1.46578754221584,0.1427,0.5665,"No"
"Discovery Bay","Meyer's Point, Henderson Inlet",-1.42855497095635,0.1531,0.5666,"No"
"Maple Hollow Park","Thea Foss Waterway",1.4694744338608,0.1417,0.5666,"No"
"Browns Point Lighthouse","Tulalip Bay",1.45828690643124,0.1448,0.5666,"No"
"Brackenwood Lane","North Camano",1.45011067010658,0.147,0.5667,"No"
"Madrona Pont","Salmon Bay, Commodore Park",-1.45598949714755,0.1454,0.5667,"No"
"Donkey Creek Delta","Madrona Pont",1.43051457997001,0.1526,0.5668,"No"
"Commencement Bay, Dick Gilmur Launch","Reach Island",1.45207027912024,0.1465,0.5669,"No"
"Everett Harbor","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.44619145207927,0.1481,0.567,"No"
"Minter Bay","Reach Island",1.43247418898366,0.152,0.567,"No"
"Eastsound, Fishing Bay","Port Angeles Yacht Club",-1.44755368582453,0.1477,0.5671,"No"
"Everett Harbor","Madrona Pont",1.43443379799732,0.1514,0.5672,"No"
"Everett Harbor","Penrose Point State Park",1.44815106109292,0.1476,0.5672,"No"
"Elliot Bay Myrtle Edwards","Purdy, Burley Lagoon",1.42940161404509,0.1529,0.5672,"No"
"Commencement Bay Skookum","Rich Passage",-1.46970676024316,0.1416,0.5672,"No"
"Arroyo Beach","Elliot Bay Myrtle Edwards",-1.45690363843722,0.1451,0.5673,"No"
"Chambers Bay Park","Silverdale, Dyes Inlet",-1.42855497095635,0.1531,0.5673,"No"
"Cap Sante","Point Defiance Ferry",-1.47166636925682,0.1411,0.5675,"No"
"Eagle Harbor Dr","Oak Bay County Park",1.44619145207927,0.1481,0.5677,"No"
"Kingston Marina","Salmon Bay, Commodore Park",-1.43247418898366,0.152,0.5677,"No"
"Commencement Bay, Dick Gilmur Launch","Tulalip Reservation",1.45207027912024,0.1465,0.5677,"No"
"Broad Spit ","Discovery Bay",1.43518531999787,0.1512,0.5679,"No"
"Edmonds Ferry","Three Tree Point",1.43443379799732,0.1514,0.5679,"No"
"Meyer's Point, Henderson Inlet","Rocky Point",1.46970676024316,0.1416,0.568,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Des Moines Marina",1.43639340701098,0.1509,0.5681,"No"
"Donkey Creek Delta","Penrose Point State Park",1.44423184306561,0.1487,0.5683,"No"
"Browns Point Lighthouse","Jamestown",1.43538936913693,0.1512,0.5684,"No"
"Blair Waterway Two","Friday Harbor",-1.45212331600245,0.1465,0.5685,"No"
"Minter Bay","Tulalip Reservation",1.43247418898366,0.152,0.5685,"No"
"Penrose Point State Park","Salmon Bay, Commodore Park",-1.46970676024316,0.1416,0.5688,"No"
"Commencement Bay Skookum","Minter Bay",-1.43639340701098,0.1509,0.5689,"No"
"Minter Bay","Mukilteo",1.44031262503829,0.1498,0.5694,"No"
"Everett Harbor","Point Defiance Ferry",-1.43639340701098,0.1509,0.5697,"No"
"Broad Spit ","Purdy, Dexters",1.44138214780442,0.1495,0.5698,"No"
"Meyer's Point, Henderson Inlet","Purdy, Dexters",1.43835301602464,0.1503,0.5699,"No"
"Arroyo Beach","Gig Harbor Boat Launch",1.43682046521782,0.1508,0.57,"No"
"Arroyo Beach","Lions Park",1.42394060048978,0.1545,0.57,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Salmon Bay, Commodore Park",1.42463575292903,0.1543,0.57,"No"
"Chambers Bay Park","Friday Harbor",-1.44179526965819,0.1494,0.5701,"No"
"Donkey Creek Delta","Point Defiance Ferry",-1.44031262503829,0.1498,0.5701,"No"
"Broad Spit","Elliot Bay Myrtle Edwards",-1.43695159552834,0.1507,0.5706,"No"
"Blair Waterway Two","Silverdale, Dyes Inlet",-1.43835301602464,0.1503,0.5707,"No"
"Mukilteo","Port Angeles Yacht Club",-1.42179395636843,0.1551,0.5715,"No"
"Blair Waterway Two","Manchester, Stormwater Outfall",-1.41875692588806,0.156,0.5733,"No"
"Broad Spit ","South of Skunk Island",1.41659483657821,0.1566,0.5733,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Eastsound, Fishing Bay",1.4167973168744,0.1565,0.5739,"No"
"Commencement Bay Skookum","Port Angeles Yacht Club",-1.41750066812575,0.1563,0.5739,"No"
"Madrona Pont","Miller Creek",-1.41875692588806,0.156,0.574,"No"
"Cap Sante","Penrose Point State Park",1.41287809884709,0.1577,0.5743,"No"
"Point Defiance Ferry","Salmon Bay, Commodore Park",1.41483770786075,0.1571,0.5744,"No"
"Port Angeles Yacht Club","Reach Island",1.41320737988307,0.1576,0.5747,"No"
"Friday Harbor","Seattle Aquarium, Pier 59",-1.40874552135657,0.1589,0.5749,"No"
"Port Angeles Yacht Club","Tulalip Reservation",1.41320737988307,0.1576,0.5754,"No"
"Des Moines Marina","Jamestown",-1.40891409164039,0.1589,0.5755,"No"
"Everett Harbor","Kingston Marina",1.41091848983343,0.1583,0.5756,"No"
"Donkey Creek Delta","Kingston Marina",1.40699927180612,0.1594,0.5761,"No"
"Browns Point Lighthouse","Manchester, Stormwater Outfall",1.40895888081977,0.1588,0.5762,"No"
"Commencement Bay, Milwaukee Waterway","Skiff Point",1.40585366838018,0.1598,0.5765,"No"
"Chambers Bay Park","Manchester, Stormwater Outfall",-1.40895888081977,0.1588,0.577,"No"
"Cap Sante","Madrona Pont",1.39916083575149,0.1618,0.5815,"No"
"N Avenue Park","Penn Cove Reference",1.39916083575149,0.1618,0.5822,"No"
"Meyer's Point, Henderson Inlet","South of Skunk Island",1.39916083575149,0.1618,0.583,"No"
"Kingston Marina","Miller Creek",-1.39524161772417,0.1629,0.5842,"No"
"Broad Spit ","Williams Olson Park",1.39552562203593,0.1629,0.5846,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Mukilteo",1.39328200871051,0.1635,0.5856,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Commencement Bay Skookum",1.3893627906832,0.1647,0.5883,"No"
"Blair Waterway","Seattle Aquarium, Pier 59",-1.38348396364223,0.1665,0.5886,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Reach Island",1.38544357265588,0.1659,0.5888,"No"
"Browns Point Lighthouse","Silverdale, Dyes Inlet",1.3893627906832,0.1647,0.5891,"No"
"Edmonds Marina","Seattle Aquarium, Pier 59",-1.38348396364223,0.1665,0.5894,"No"
"Chimacum Creek delta","Three Tree Point",-1.38544357265588,0.1659,0.5895,"No"
"Eastsound, Fishing Bay","Jamestown",-1.38744765042697,0.1653,0.5896,"No"
"Friday Harbor","Penrose Point State Park",1.38395821013036,0.1664,0.5896,"No"
"Kopachuck State Park","Seattle Aquarium, Pier 59",-1.38152435462857,0.1671,0.59,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Tulalip Reservation",1.38544357265588,0.1659,0.5903,"No"
"Des Moines Marina","Tulalip Bay",-1.38601655434608,0.1657,0.5904,"No"
"Browns Point Lighthouse","Port Angeles Yacht Club",1.37528333373937,0.169,0.5908,"No"
"Aiston Preserve","Elliot Bay Myrtle Edwards",-1.3736301637861,0.1696,0.5911,"No"
"Blair Waterway Two","Elliott Bay, Harbor Island, Pier 17",-1.3756455275876,0.1689,0.5912,"No"
"Broad Spit ","Thea Foss Waterway",1.37927114415854,0.1678,0.5917,"No"
"Penrose Point State Park","Silverdale, Dyes Inlet",-1.37368591857394,0.1695,0.5918,"No"
"Cap Sante","Kingston Marina",1.3756455275876,0.1689,0.5919,"No"
"Des Moines Marina","Hood Canal Holly",-1.37742997786071,0.1684,0.5922,"No"
"North Camano","Salmon Bay, Commodore Park",-1.3756455275876,0.1689,0.5926,"No"
"Brackenwood Lane","Des Moines Marina",1.37760513660125,0.1683,0.5928,"No"
"Elliot Bay Myrtle Edwards","West Bay Park",1.37569577305495,0.1689,0.5933,"No"
"Elliot Bay Myrtle Edwards","Kitsap St Boat Launch",1.3694989452484,0.1708,0.5941,"No"
"Friday Harbor","Madrona Pont",1.3694989452484,0.1708,0.5948,"No"
"Chambers Bay Park","Elliott Bay, Harbor Island, Pier 17",-1.36584748251931,0.172,0.5951,"No"
"Eastsound, Fishing Bay","Tulalip Bay",-1.36455011313267,0.1724,0.5958,"No"
"Meyer's Point, Henderson Inlet","Williams Olson Park",1.36584748251931,0.172,0.5958,"No"
"Meyer's Point, Henderson Inlet","Thea Foss Waterway",1.36619397041824,0.1719,0.5962,"No"
"Broad Spit","Three Tree Point",-1.36673154411318,0.1717,0.5964,"No"
"Commencement Bay, Milwaukee Waterway","Eld Inlet",1.3500822181212,0.177,0.5975,"No"
"Browns Point Lighthouse","Cap Sante",1.35017061041005,0.177,0.5981,"No"
"Jamestown","Mukilteo",1.36168792097088,0.1733,0.5981,"No"
"Filucy Bay","Shilshole Bay",1.34821100139639,0.1776,0.5981,"No"
"Eastsound, Fishing Bay","Hood Canal Holly",-1.3559635366473,0.1751,0.5984,"No"
"Eagle Harbor Dr","N Avenue Park",1.35996865547834,0.1738,0.5985,"No"
"Jamestown","Reach Island",1.35310134448551,0.176,0.5986,"No"
"Friday Harbor","Maple Hollow Park",-1.35710528963529,0.1747,0.5987,"No"
"Purdy, Burley Lagoon","Three Tree Point",-1.34821100139639,0.1776,0.5988,"No"
"Brackenwood Lane","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.35017061041005,0.177,0.5989,"No"
"N Avenue Park","Salmon Beach",1.3521302194237,0.1763,0.5989,"No"
"Everett Harbor","North Camano",1.35408982843736,0.1757,0.599,"No"
"Commencement Bay Skookum","Jamestown",-1.35739463272819,0.1747,0.5991,"No"
"Shilshole Bay","Smith Cove, Terminal 91",-1.35604943745102,0.1751,0.5991,"No"
"Brackenwood Lane","Eastsound, Fishing Bay",1.35800904646468,0.1745,0.5992,"No"
"Madrona Pont","Silverdale, Dyes Inlet",-1.35996865547834,0.1738,0.5993,"No"
"Jamestown","Tulalip Reservation",1.35310134448551,0.176,0.5993,"No"
"Commencement Bay, Milwaukee Waterway","Eagle Harbor Dr",-1.32901300357891,0.1838,0.5995,"No"
"Hood Canal Holly","Mukilteo",1.3302038071912,0.1835,0.5996,"No"
"Donkey Creek Delta","North Camano",1.35017061041005,0.177,0.5996,"No"
"Manchester, Stormwater Outfall","Penrose Point State Park",1.35408982843736,0.1757,0.5997,"No"
"Chambers Bay Park","Thea Foss Waterway",-1.32942612543268,0.1837,0.5998,"No"
"Arroyo Beach","Three Tree Point",-1.35811018076864,0.1744,0.5998,"No"
"Locust Beach","Three Tree Point",-1.35017061041005,0.177,0.6003,"No"
"Reach Island","Tulalip Bay",-1.3302038071912,0.1835,0.6003,"No"
"Brackenwood Lane","Reach Island",1.32665530224616,0.1846,0.6006,"No"
"Commencement Bay Skookum","Hood Canal Holly",-1.32591051894852,0.1849,0.6007,"No"
"Tulalip Bay","Tulalip Reservation",1.3302038071912,0.1835,0.601,"No"
"Friday Harbor","Kingston Marina",1.34471163402218,0.1787,0.6011,"No"
"Blair Waterway","Blair Waterway Two",1.33057452027347,0.1833,0.6013,"No"
"Brackenwood Lane","Tulalip Reservation",1.32665530224616,0.1846,0.6013,"No"
"Blair Waterway","Chambers Bay Park",1.32077647520518,0.1866,0.602,"No"
"Brackenwood Lane","Commencement Bay Skookum",1.33057452027347,0.1833,0.6021,"No"
"Blair Waterway Two","Kopachuck State Park",-1.33253412928713,0.1827,0.6021,"No"
"Blair Waterway","Maple Hollow Park",-1.33449373830079,0.182,0.6021,"No"
"Miller Creek","North Camano",1.3384129563281,0.1808,0.6022,"No"
"Hood Canal Holly","Seattle Aquarium, Pier 59",-1.3423681238788,0.1795,0.6022,"No"
"Seattle Aquarium, Pier 59","Tulalip Bay",1.33378154739344,0.1823,0.6022,"No"
"Hood Canal Holly","Reach Island",1.32161723070584,0.1863,0.6025,"No"
"Browns Point Lighthouse","Donkey Creek Delta",1.31881686619153,0.1872,0.6027,"No"
"Chambers Bay Park","Edmonds Marina",-1.32077647520518,0.1866,0.6027,"No"
"Chambers Bay Park","Kopachuck State Park",-1.32273608421884,0.1859,0.6027,"No"
"Elliot Bay Myrtle Edwards","Suquamish, Stormwater Outfall",1.34264602475333,0.1794,0.6027,"No"
"Blair Waterway Two","Edmonds Marina",-1.33057452027347,0.1833,0.6028,"No"
"Edmonds Marina","Maple Hollow Park",-1.33449373830079,0.182,0.6028,"No"
"Kopachuck State Park","Maple Hollow Park",-1.33253412928713,0.1827,0.6028,"No"
"Madrona Pont","Manchester, Stormwater Outfall",-1.34037256534176,0.1801,0.6029,"No"
"Elliott Bay, Harbor Island, Pier 17","Seattle Aquarium, Pier 59",-1.3384129563281,0.1808,0.6029,"No"
"Kingston Marina","Silverdale, Dyes Inlet",-1.33645334731444,0.1814,0.6029,"No"
"Blair Waterway Two","Thea Foss Waterway",-1.33975417177694,0.1803,0.6029,"No"
"Mukilteo","Tulalip Bay",-1.33879038367657,0.1806,0.6032,"No"
"Hood Canal Holly","Tulalip Reservation",1.32161723070584,0.1863,0.6032,"No"
"Cap Sante","North Camano",1.31881686619153,0.1872,0.6034,"No"
"Rich Passage","Shilshole Bay",1.32273608421884,0.1859,0.6034,"No"
"Browns Point Lighthouse","Miller Creek",1.33057452027347,0.1833,0.6035,"No"
"Brackenwood Lane","Mukilteo",1.33449373830079,0.182,0.6035,"No"
"Shilshole Bay","Squaxin Island",-1.33645334731444,0.1814,0.6036,"No"
"Brackenwood Lane","Point Defiance Ferry",-1.34037256534176,0.1801,0.6037,"No"
"Kingston Marina","Manchester, Stormwater Outfall",-1.31685725717787,0.1879,0.6042,"No"
"Commencement Bay Skookum","Tulalip Bay",-1.33449709543389,0.182,0.6043,"No"
"Blair Waterway","Broad Spit ",-1.31372749498941,0.1889,0.6054,"No"
"Broad Spit ","Kopachuck State Park",1.3124881294281,0.1894,0.6054,"No"
"Broad Spit ","Friday Harbor",1.31045937761211,0.19,0.6055,"No"
"Browns Point Lighthouse","Everett Harbor",1.31489764816421,0.1885,0.6056,"No"
"Oak Bay County Park","Penn Cove Reference",1.31293803915055,0.1892,0.6056,"No"
"Jamestown","Seattle Aquarium, Pier 59",-1.31088401009913,0.1899,0.6057,"No"
"Broad Spit ","Edmonds Marina",1.31372749498941,0.1889,0.6061,"No"
"Elliott Bay, Harbor Island, Pier 17","Penrose Point State Park",1.3109784301369,0.1899,0.6063,"No"
"Commencement Bay, Dick Gilmur Launch","Shilshole Bay",1.30901882112324,0.1905,0.6063,"No"
"Commencement Bay, Milwaukee Waterway","Rocky Point",1.30670442347532,0.1913,0.6081,"No"
"Des Moines Marina","Salmon Bay, Commodore Park",-1.30313999408227,0.1925,0.6113,"No"
"Maristone Island","N Avenue Park",-1.30158188557332,0.1931,0.6123,"No"
"Elliott Bay, Harbor Island, Pier 17","Madrona Pont",1.29726116704129,0.1945,0.6156,"No"
"Manchester, Stormwater Outfall","Seattle Aquarium, Pier 59",-1.29530155802764,0.1952,0.6156,"No"
"Chuckanut, Clark's Point","Commencement Bay, Milwaukee Waterway",-1.29637637713106,0.1948,0.6158,"No"
"Aiston Preserve","Three Tree Point",-1.29530155802764,0.1952,0.6163,"No"
"Three Tree Point","West Bay Park",1.29726116704129,0.1945,0.6163,"No"
"Browns Point Lighthouse","Salmon Bay, Commodore Park",1.29334194901398,0.1959,0.617,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.29138234000032,0.1966,0.6178,"No"
"Elliott Bay, Harbor Island, Pier 17","Maple Hollow Park",-1.28942273098666,0.1973,0.6185,"No"
"Kitsap St Boat Launch","Three Tree Point",-1.29138234000032,0.1966,0.6185,"No"
"Hood Canal Holly","Maple Hollow Park",-1.28870202084527,0.1975,0.6186,"No"
"Minter Bay","Shilshole Bay",1.28942273098666,0.1973,0.6192,"No"
"Friday Harbor","North Camano",1.2848089652255,0.1989,0.6207,"No"
"Broad Spit ","Elliott Bay, Harbor Island, Pier 17",1.28522208707927,0.1987,0.621,"No"
"Eastsound, Fishing Bay","Salmon Bay, Commodore Park",-1.28354390394569,0.1993,0.6214,"No"
"Gig Harbor Boat Launch","Suquamish, Stormwater Outfall",-1.28550351295935,0.1986,0.6214,"No"
"Des Moines Marina","Everett Harbor",-1.28158429493203,0.2,0.6222,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Point Defiance Ferry",-1.28158429493203,0.2,0.6229,"No"
"North Camano","Silverdale, Dyes Inlet",-1.27962468591838,0.2007,0.6229,"No"
"Maple Hollow Park","Tulalip Bay",1.2801154443599,0.2005,0.6231,"No"
"Des Moines Marina","Donkey Creek Delta",-1.27766507690472,0.2014,0.6244,"No"
"Seattle Aquarium, Pier 59","Silverdale, Dyes Inlet",1.27570546789106,0.2021,0.6258,"No"
"Commencement Bay, Milwaukee Waterway","Purdy, Dexters",1.2736546751737,0.2028,0.626,"No"
"Elliott Bay, Harbor Island, Pier 17","Kingston Marina",1.2737458588774,0.2028,0.6265,"No"
"Lions Park","Suquamish, Stormwater Outfall",-1.2737458588774,0.2028,0.6272,"No"
"Penrose Point State Park","Thea Foss Waterway",-1.27158906590485,0.2035,0.6275,"No"
"Blair Waterway","Madrona Pont",1.25219015972717,0.2105,0.6281,"No"
"Port Angeles Yacht Club","Seattle Aquarium, Pier 59",-1.25077797470157,0.211,0.6283,"No"
"Broad Spit ","Tulalip Bay",1.25122122483941,0.2109,0.6285,"No"
"Edmonds Marina","Madrona Pont",1.25219015972717,0.2105,0.6288,"No"
"Friday Harbor","Meyer's Point, Henderson Inlet",-1.25382482619273,0.2099,0.629,"No"
"Cap Sante","Eastsound, Fishing Bay",1.22671524254962,0.2199,0.6292,"No"
"Aiston Preserve","Lions Park",1.24435172367254,0.2134,0.6292,"No"
"Chimacum Creek delta","Filucy Bay",-1.25610937775449,0.2091,0.6293,"No"
"Kopachuck State Park","Madrona Pont",1.25414976874083,0.2098,0.6294,"No"
"Reach Island","Salmon Bay, Commodore Park",-1.25219015972717,0.2105,0.6295,"No"
"Des Moines Marina","Miller Creek",-1.26590742282277,0.2055,0.6296,"No"
"Cap Sante","Des Moines Marina",1.2463113326862,0.2127,0.6298,"No"
"Donkey Creek Delta","Reach Island",1.22671524254962,0.2199,0.6298,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Minter Bay",1.24435172367254,0.2134,0.6299,"No"
"Broad Spit ","Silverdale, Dyes Inlet",1.24556238911732,0.2129,0.6299,"No"
"Commencement Bay, Dick Gilmur Launch","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.22475563353596,0.2207,0.63,"No"
"Aiston Preserve","Gig Harbor Boat Launch",1.25610937775449,0.2091,0.63,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Shilshole Bay",1.24239211465888,0.2141,0.63,"No"
"Gig Harbor Boat Launch","West Bay Park",-1.25414976874083,0.2098,0.63,"No"
"Salmon Bay, Commodore Park","Tulalip Reservation",1.25219015972717,0.2105,0.6301,"No"
"Commencement Bay Skookum","Donkey Creek Delta",-1.23063446057694,0.2185,0.6302,"No"
"Blair Waterway","Kingston Marina",1.22867485156328,0.2192,0.6303,"No"
"Kitsap St Boat Launch","Lions Park",1.24827094169985,0.2119,0.6303,"No"
"Blair Waterway","Penrose Point State Park",1.26590742282277,0.2055,0.6303,"No"
"Arroyo Beach","Smith Cove, Terminal 91",-1.22501824524548,0.2206,0.6304,"No"
"Commencement Bay Skookum","Everett Harbor",-1.23455367860425,0.217,0.6305,"No"
"Manchester, Stormwater Outfall","Maple Hollow Park",-1.2463113326862,0.2127,0.6305,"No"
"Maple Hollow Park","Silverdale, Dyes Inlet",1.22671524254962,0.2199,0.6305,"No"
"Commencement Bay Skookum","Salmon Bay, Commodore Park",-1.25610937775449,0.2091,0.6306,"No"
"Broad Spit","Smith Cove, Terminal 91",-1.25424832853572,0.2098,0.6306,"No"
"Chimacum Creek delta","Squaxin Island",-1.24435172367254,0.2134,0.6306,"No"
"Lions Park","West Bay Park",-1.24239211465888,0.2141,0.6307,"No"
"Kingston Marina","Kopachuck State Park",-1.23063446057694,0.2185,0.6308,"No"
"Miller Creek","Mukilteo",1.22279602452231,0.2214,0.6308,"No"
"Broad Spit","Rich Passage",-1.22340615652255,0.2212,0.6308,"No"
"Kopachuck State Park","Penrose Point State Park",1.26786703183643,0.2048,0.6309,"No"
"Commencement Bay, Dick Gilmur Launch","Point Defiance Ferry",-1.21495758846768,0.2244,0.6309,"No"
"Commencement Bay, Milwaukee Waterway","Discovery Bay",1.26332662882944,0.2065,0.631,"No"
"Edmonds Marina","Kingston Marina",1.22867485156328,0.2192,0.631,"No"
"Edmonds Marina","Penrose Point State Park",1.26590742282277,0.2055,0.631,"No"
"Chimacum Creek delta","Smith Cove, Terminal 91",-1.26394781380912,0.2062,0.631,"No"
"Eastsound, Fishing Bay","Everett Harbor",-1.26198820479546,0.207,0.6311,"No"
"Broad Spit","Filucy Bay",-1.24699134688556,0.2124,0.6311,"No"
"Broad Spit ","Hood Canal Holly",1.25635268577519,0.209,0.6311,"No"
"Eastsound, Fishing Bay","Miller Creek",-1.2463113326862,0.2127,0.6311,"No"
"Purdy, Burley Lagoon","Smith Cove, Terminal 91",-1.22671524254962,0.2199,0.6311,"No"
"Gig Harbor Boat Launch","Kitsap St Boat Launch",-1.2600285957818,0.2077,0.6312,"No"
"Kopachuck State Park","Meyer's Point, Henderson Inlet",-1.23455367860425,0.217,0.6312,"No"
"Everett Harbor","Reach Island",1.23063446057694,0.2185,0.6315,"No"
"Miller Creek","Reach Island",1.21495758846768,0.2244,0.6315,"No"
"Port Angeles Yacht Club","Shilshole Bay",1.25650235902515,0.2089,0.6316,"No"
"Locust Beach","Smith Cove, Terminal 91",-1.22867485156328,0.2192,0.6316,"No"
"Commencement Bay, Milwaukee Waterway","South of Skunk Island",1.23234248979667,0.2178,0.6316,"No"
"Madrona Pont","Thea Foss Waterway",-1.25712980102289,0.2087,0.6316,"No"
"Broad Spit ","Cap Sante",1.22077507789111,0.2222,0.6317,"No"
"Oak Bay County Park","Salmon Beach",1.26590742282277,0.2055,0.6317,"No"
"Brackenwood Lane","Browns Point Lighthouse",-1.21887680649499,0.2229,0.6318,"No"
"Arroyo Beach","Filucy Bay",-1.21643166876011,0.2238,0.6318,"No"
"Penn Cove Reference","Raft Island Park",-1.26198820479546,0.207,0.6318,"No"
"Donkey Creek Delta","Tulalip Reservation",1.22671524254962,0.2199,0.6318,"No"
"Donkey Creek Delta","Mukilteo",1.23455367860425,0.217,0.6319,"No"
"Manchester, Stormwater Outfall","North Camano",1.2600285957818,0.2077,0.6319,"No"
"Chimacum Creek delta","Commencement Bay, Dick Gilmur Launch",-1.21691719748133,0.2236,0.632,"No"
"Broad Spit ","Manchester, Stormwater Outfall",1.25795604473043,0.2084,0.6321,"No"
"Chimacum Creek delta","Rich Passage",-1.23063446057694,0.2185,0.6321,"No"
"Raft Island Park","Salmon Beach",1.21495758846768,0.2244,0.6321,"No"
"Jamestown","Maple Hollow Park",-1.2572179070656,0.2087,0.6322,"No"
"Broad Spit","Squaxin Island",-1.23610587441033,0.2164,0.6322,"No"
"Filucy Bay","Locust Beach",1.22083641550865,0.2221,0.6323,"No"
"Kingston Marina","Thea Foss Waterway",-1.23234248979667,0.2178,0.6323,"No"
"Blair Waterway","Meyer's Point, Henderson Inlet",-1.23651328761791,0.2163,0.6324,"No"
"Commencement Bay Skookum","Miller Creek",-1.21887680649499,0.2229,0.6324,"No"
"Suquamish, Stormwater Outfall","Three Tree Point",-1.26590742282277,0.2055,0.6324,"No"
"Minter Bay","Point Defiance Ferry",-1.23455367860425,0.217,0.6325,"No"
"Donkey Creek Delta","Eastsound, Fishing Bay",1.25806898676814,0.2084,0.6326,"No"
"Elliott Bay, Harbor Island, Pier 17","North Camano",1.21691719748133,0.2236,0.6326,"No"
"Mukilteo","Salmon Bay, Commodore Park",-1.2600285957818,0.2077,0.6326,"No"
"Everett Harbor","Tulalip Reservation",1.23063446057694,0.2185,0.6328,"No"
"Miller Creek","Tulalip Reservation",1.21495758846768,0.2244,0.6328,"No"
"Edmonds Marina","Meyer's Point, Henderson Inlet",-1.23651328761791,0.2163,0.6331,"No"
"Filucy Bay","Purdy, Burley Lagoon",1.21887680649499,0.2229,0.6331,"No"
"N Avenue Park","Skiff Point",1.23455367860425,0.217,0.6332,"No"
"Miller Creek","Seattle Aquarium, Pier 59",-1.21691719748133,0.2236,0.6333,"No"
"Everett Harbor","Mukilteo",1.23847289663157,0.2155,0.6336,"No"
"Edmonds Ferry","Raft Island Park",1.23651328761791,0.2163,0.6337,"No"
"Broad Spit ","Jamestown",1.23753732901068,0.2159,0.634,"No"
"Broad Spit","Commencement Bay, Dick Gilmur Launch",-1.21070643863477,0.226,0.6341,"No"
"Cap Sante","Reach Island",1.1953614983311,0.2319,0.6341,"No"
"Des Moines Marina","Silverdale, Dyes Inlet",-1.20711915241305,0.2274,0.6342,"No"
"Broad Spit ","Donkey Creek Delta",1.20094522891013,0.2298,0.6344,"No"
"Des Moines Marina","Manchester, Stormwater Outfall",-1.18752306227647,0.235,0.6344,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Rich Passage",1.21103837044036,0.2259,0.6344,"No"
"Cap Sante","Seattle Aquarium, Pier 59",-1.23651328761791,0.2163,0.6344,"No"
"Elliott Bay, Harbor Island, Pier 17","Meyer's Point, Henderson Inlet",-1.19144228030379,0.2335,0.6346,"No"
"Des Moines Marina","Friday Harbor",-1.208381422278,0.2269,0.6347,"No"
"Gig Harbor Boat Launch","Locust Beach",-1.20124032537207,0.2297,0.6348,"No"
"Maple Hollow Park","Port Angeles Yacht Club",1.19711187166804,0.2313,0.6348,"No"
"Locust Beach","Rich Passage",-1.1953614983311,0.2319,0.6348,"No"
"Purdy, Burley Lagoon","Squaxin Island",-1.20711915241305,0.2274,0.6348,"No"
"Jamestown","Shilshole Bay",1.19639632362759,0.2315,0.6349,"No"
"Cap Sante","Maple Hollow Park",-1.18752306227647,0.235,0.635,"No"
"Lions Park","Purdy, Burley Lagoon",-1.19144228030379,0.2335,0.6352,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Filucy Bay",1.18556345326281,0.2358,0.6353,"No"
"Locust Beach","Squaxin Island",-1.2090787614267,0.2266,0.6353,"No"
"Commencement Bay, Milwaukee Waterway","Williams Olson Park",1.1972271322262,0.2312,0.6353,"No"
"Broad Spit ","Miller Creek",1.208381422278,0.2269,0.6354,"No"
"Maristone Island","Oak Bay County Park",-1.2071295442343,0.2274,0.6354,"No"
"Point Defiance Ferry","Rich Passage",1.20124032537207,0.2297,0.6354,"No"
"Broad Spit ","Salmon Bay, Commodore Park",1.18483347661309,0.2361,0.6354,"No"
"Cap Sante","Tulalip Reservation",1.1953614983311,0.2319,0.6354,"No"
"Cap Sante","Commencement Bay Skookum",1.19928071635842,0.2304,0.6356,"No"
"Purdy, Burley Lagoon","Rich Passage",-1.19340188931744,0.2327,0.6356,"No"
"Donkey Creek Delta","Seattle Aquarium, Pier 59",-1.20515954339939,0.2281,0.6356,"No"
"Eastsound, Fishing Bay","Silverdale, Dyes Inlet",-1.18752306227647,0.235,0.6357,"No"
"Broad Spit ","Everett Harbor",1.19846649778751,0.2307,0.6358,"No"
"Chimacum Creek delta","Minter Bay",-1.19732110734476,0.2312,0.6358,"No"
"Cap Sante","Mukilteo",1.20319993438573,0.2289,0.6358,"No"
"Chambers Bay Park","Williams Olson Park",-1.19144228030379,0.2335,0.6358,"No"
"Broad Spit","Minter Bay",-1.19256398450938,0.233,0.6359,"No"
"Edmonds Ferry","Oak Bay County Park",1.18556345326281,0.2358,0.6359,"No"
"Everett Harbor","Seattle Aquarium, Pier 59",-1.20124032537207,0.2297,0.636,"No"
