"Group1","Group2","Z","P.unadj","P.adj","Significant","Group1_CLD","Group2_CLD"
"Kingston Marina","Lions Park",-1.46877282639517,0.1419,0.562,"No","a","a"
"Elliot Bay Myrtle Edwards","Williams Olson Park",1.46264651567234,0.1436,0.562,"No","a","a"
"Elliot Bay Myrtle Edwards","Port Angeles Yacht Club",1.47227196047447,0.1409,0.5623,"No","a","a"
"Oak Bay County Park","Tulalip Reservation",1.47073380480158,0.1414,0.5623,"No","a","a"
"Penn Cove Reference","Skiff Point",1.46681184798877,0.1424,0.5624,"No","a","a"
"Purdy, Burley Lagoon","Reach Island",1.46288989117597,0.1435,0.5625,"No","a","a"
"Lions Park","Penrose Point State Park",1.46877282639517,0.1419,0.5628,"No","a","a"
"Arroyo Beach","Gig Harbor Boat Launch",-1.46073806683507,0.1441,0.5632,"No","a","a"
"Rocky Point","Tulalip Reservation",1.47073380480158,0.1414,0.5632,"No","a","a"
"Eagle Harbor Dr","Reach Island",1.45896793436316,0.1446,0.5635,"No","a","a"
"Blair Waterway Two","Browns Point Lighthouse",1.45504597755036,0.1457,0.5636,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Hood Canal Holly",1.45357758611529,0.1461,0.5636,"No","a","a"
"Reach Island","Thea Foss Waterway",-1.45685876801281,0.1452,0.5641,"No","a","a"
"Chambers Bay Park","Squaxin Island",1.45896793436316,0.1446,0.5643,"No","a","a"
"Jamestown","Silverdale, Dyes Inlet",-1.45357758611529,0.1461,0.5644,"No","a","a"
"North Camano","Skiff Point",-1.45504597755036,0.1457,0.5644,"No","a","a"
"Chimacum Creek delta","Salmon Beach",-1.45112402073756,0.1467,0.5646,"No","a","a"
"Lions Park","Madrona Pont",1.45700695595676,0.1451,0.5648,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Squaxin Island",1.45504597755036,0.1457,0.5653,"No","a","a"
"Friday Harbor","Hood Canal Holly",1.44967799011464,0.1471,0.5654,"No","a","a"
"Rich Passage","Smith Cove, Terminal 91",-1.45112402073756,0.1467,0.5654,"No","a","a"
"Everett Harbor","Mukilteo",-1.44328010711195,0.1489,0.5666,"No","a","a"
"Lions Park","Tulalip Bay",1.44713315346749,0.1479,0.5673,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Penn Cove Reference",-1.44328010711195,0.1489,0.5674,"No","a","a"
"Aiston Preserve","South of Skunk Island",-1.44131912870555,0.1495,0.5679,"No","a","a"
"Eld Inlet","Reach Island",1.44328010711195,0.1489,0.5682,"No","a","a"
"Lions Park","West Bay Park",1.44524108551835,0.1484,0.5685,"No","a","a"
"Aiston Preserve","Three Tree Point",-1.44328010711195,0.1489,0.569,"No","a","a"
"Commencement Bay Skookum","Manchester, Stormwater Outfall",1.43347521507994,0.1517,0.5692,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Oak Bay County Park",-1.43543619348634,0.1512,0.5694,"No","a","a"
"Friday Harbor","Thea Foss Waterway",-1.43473306945747,0.1514,0.5694,"No","a","a"
"Maristone Island","N Avenue Park",1.4435529131076,0.1489,0.5695,"No","a","a"
"Eagle Harbor Dr","Friday Harbor",1.4337077773747,0.1517,0.5697,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Rocky Point",-1.43543619348634,0.1512,0.5702,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Kopachuck State Park",1.43739717189274,0.1506,0.5705,"No","a","a"
"Friday Harbor","Purdy, Burley Lagoon",-1.43784188284579,0.1505,0.5708,"No","a","a"
"Kitsap St Boat Launch","Salmon Bay, Commodore Park",1.43543619348634,0.1512,0.571,"No","a","a"
"Maristone Island","Penn Cove Reference",-1.430664047812,0.1525,0.5714,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Filucy Bay",1.42955325826713,0.1528,0.5718,"No","a","a"
"Browns Point Lighthouse","Smith Cove, Terminal 91",-1.43543619348634,0.1512,0.5718,"No","a","a"
"Des Moines Marina","Donkey Creek Delta",1.42759227986073,0.1534,0.5723,"No","a","a"
"Hood Canal Holly","Skiff Point",-1.42779985552408,0.1533,0.5729,"No","a","a"
"Elliot Bay Myrtle Edwards","Squaxin Island",1.42543956643251,0.154,0.5738,"No","a","a"
"Blair Waterway","Chimacum Creek delta",1.41974836623512,0.1557,0.5752,"No","a","a"
"Donkey Creek Delta","Eastsound, Fishing Bay",-1.41974836623512,0.1557,0.576,"No","a","a"
"Kingston Marina","Purdy, Burley Lagoon",-1.41974836623512,0.1557,0.5768,"No","a","a"
"Eagle Harbor Dr","Kingston Marina",1.41582640942232,0.1568,0.5771,"No","a","a"
"Eld Inlet","Friday Harbor",1.41717135549033,0.1564,0.5772,"No","a","a"
"Penrose Point State Park","Purdy, Burley Lagoon",-1.41974836623512,0.1557,0.5776,"No","a","a"
"Broad Spit ","Donkey Creek Delta",1.4001385821711,0.1615,0.5777,"No","a","a"
"Eagle Harbor Dr","Penrose Point State Park",1.41582640942232,0.1568,0.5779,"No","a","a"
"Edmonds Ferry","Salmon Bay, Commodore Park",-1.3962166253583,0.1626,0.578,"No","a","a"
"Madrona Pont","Thea Foss Waterway",-1.39898129141752,0.1618,0.5781,"No","a","a"
"Filucy Bay","Lions Park",-1.3981776037647,0.1621,0.5782,"No","a","a"
"Eld Inlet","Kingston Marina",1.4001385821711,0.1615,0.5784,"No","a","a"
"Commencement Bay Skookum","Raft Island Park",1.41974836623512,0.1557,0.5784,"No","a","a"
"Chimacum Creek delta","Seattle Aquarium, Pier 59",-1.3962166253583,0.1626,0.5788,"No","a","a"
"Eld Inlet","Madrona Pont",1.38837271173269,0.165,0.5789,"No","a","a"
"Jamestown","Raft Island Park",1.38626906734936,0.1657,0.5789,"No","a","a"
"Thea Foss Waterway","Tulalip Bay",1.39105579674859,0.1642,0.579,"No","a","a"
"Kopachuck State Park","North Camano",1.4001385821711,0.1615,0.5792,"No","a","a"
"Silverdale, Dyes Inlet","Smith Cove, Terminal 91",1.41974836623512,0.1557,0.5792,"No","a","a"
"Browns Point Lighthouse","Commencement Bay, Milwaukee Waterway",-1.39153990156956,0.1641,0.5793,"No","a","a"
"Arroyo Beach","Chimacum Creek delta",1.39199745192519,0.1639,0.5795,"No","a","a"
"Kingston Marina","Thea Foss Waterway",-1.4113836078308,0.1581,0.5795,"No","a","a"
"Discovery Bay","Silverdale, Dyes Inlet",-1.38837271173269,0.165,0.5796,"No","a","a"
"Purdy, Dexters","Tulalip Bay",-1.38626906734936,0.1657,0.5796,"No","a","a"
"Purdy, Burley Lagoon","West Bay Park",1.3962166253583,0.1626,0.5796,"No","a","a"
"Commencement Bay Skookum","Maple Hollow Park",1.39229466854549,0.1638,0.58,"No","a","a"
"Eld Inlet","Penrose Point State Park",1.4001385821711,0.1615,0.58,"No","a","a"
"Thea Foss Waterway","West Bay Park",1.38657897500425,0.1656,0.58,"No","a","a"
"Chimacum Creek delta","Point Defiance Ferry",-1.38445075491988,0.1662,0.5801,"No","a","a"
"Penrose Point State Park","Thea Foss Waterway",-1.4113836078308,0.1581,0.5803,"No","a","a"
"Eagle Harbor Dr","Tulalip Bay",1.38913325963727,0.1648,0.5803,"No","a","a"
"Purdy, Burley Lagoon","Tulalip Bay",1.39342954806914,0.1635,0.5803,"No","a","a"
"Brackenwood Lane","Chimacum Creek delta",1.40406053898391,0.1603,0.5804,"No","a","a"
"Penn Cove Reference","Williams Olson Park",1.38837271173269,0.165,0.5804,"No","a","a"
"Minter Bay","Penn Cove Reference",-1.41190445260951,0.158,0.5805,"No","a","a"
"Everett Harbor","Salmon Beach",-1.4001385821711,0.1615,0.5807,"No","a","a"
"Eagle Harbor Dr","West Bay Park",1.39229466854549,0.1638,0.5807,"No","a","a"
"Filucy Bay","North Camano",1.40798249579671,0.1591,0.5808,"No","a","a"
"Eagle Harbor Dr","Madrona Pont",1.40406053898391,0.1603,0.5812,"No","a","a"
"Penn Cove Reference","Port Angeles Yacht Club",1.38197277891749,0.167,0.5812,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Skiff Point",1.38248977651348,0.1668,0.5814,"No","a","a"
"Blair Waterway Two","Silverdale, Dyes Inlet",-1.4001385821711,0.1615,0.5815,"No","a","a"
"Madrona Pont","Purdy, Burley Lagoon",-1.40798249579671,0.1591,0.5816,"No","a","a"
"Oak Bay County Park","Salmon Bay, Commodore Park",1.40406053898391,0.1603,0.582,"No","a","a"
"Donkey Creek Delta","Shilshole Bay",-1.38052879810708,0.1674,0.582,"No","a","a"
"Kopachuck State Park","Lions Park",-1.40602151739031,0.1597,0.5822,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Rich Passage",1.40807632345393,0.1591,0.5823,"No","a","a"
"Penn Cove Reference","Suquamish Stormwater Outfall",1.4001385821711,0.1615,0.5823,"No","a","a"
"Arroyo Beach","Chambers Bay Park",-1.40488631722079,0.1601,0.5826,"No","a","a"
"Arroyo Beach","Fidalgo Bay Aq Reserve, Weaverling Spit",-1.40059002878892,0.1613,0.5826,"No","a","a"
"Jamestown","Manchester, Stormwater Outfall",1.4013060768609,0.1611,0.5826,"No","a","a"
"Rocky Point","Salmon Bay, Commodore Park",1.40406053898391,0.1603,0.5827,"No","a","a"
"Filucy Bay","Hood Canal Holly",1.37624439434167,0.1687,0.5843,"No","a","a"
"Chuckanut, Clark's Point","Reach Island",1.37660684129428,0.1686,0.5847,"No","a","a"
"Manchester, Stormwater Outfall","Three Tree Point",-1.37464586288787,0.1692,0.5853,"No","a","a"
"Eld Inlet","West Bay Park",1.37660684129428,0.1686,0.5854,"No","a","a"
"Manchester, Stormwater Outfall","South of Skunk Island",-1.37268488448147,0.1699,0.5859,"No","a","a"
"Eld Inlet","Tulalip Bay",1.3719481059098,0.1701,0.586,"No","a","a"
"Arroyo Beach","Elliot Bay Myrtle Edwards",-1.37304168524548,0.1697,0.5863,"No","a","a"
"Blair Waterway","Everett Harbor",1.36876292766867,0.1711,0.5886,"No","a","a"
"Hood Canal Holly","Kopachuck State Park",-1.36765181747793,0.1714,0.5891,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Edmonds Ferry",1.36484097085586,0.1723,0.5906,"No","a","a"
"Des Moines Marina","Rich Passage",1.36484097085586,0.1723,0.5913,"No","a","a"
"Raft Island Park","Three Tree Point",-1.36091901404306,0.1735,0.5933,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Elliott Bay, Harbor Island, Pier 17",1.35895803563666,0.1742,0.5939,"No","a","a"
"North Camano","West Bay Park",-1.36091901404306,0.1735,0.5941,"No","a","a"
"Kopachuck State Park","Purdy, Burley Lagoon",-1.35699705723025,0.1748,0.5946,"No","a","a"
"Jamestown","Maple Hollow Park",1.35619504832629,0.175,0.5947,"No","a","a"
"Raft Island Park","South of Skunk Island",-1.35895803563666,0.1742,0.5947,"No","a","a"
"Brackenwood Lane","Everett Harbor",1.35307510041745,0.176,0.5951,"No","a","a"
"Eastsound, Fishing Bay","Rich Passage",1.35699705723025,0.1748,0.5953,"No","a","a"
"Browns Point Lighthouse","Des Moines Marina",-1.34915314360465,0.1773,0.5956,"No","a","a"
"Eagle Harbor Dr","Kopachuck State Park",1.35307510041745,0.176,0.5958,"No","a","a"
"Madrona Pont","North Camano",1.34915314360465,0.1773,0.5963,"No","a","a"
"Lions Park","Skiff Point",1.35111412201105,0.1767,0.5964,"No","a","a"
"Chimacum Creek delta","Locust Beach",-1.35307510041745,0.176,0.5966,"No","a","a"
"Eagle Harbor Dr","Filucy Bay",1.34523118679184,0.1786,0.5969,"No","a","a"
"Filucy Bay","Purdy, Burley Lagoon",-1.34915314360465,0.1773,0.5971,"No","a","a"
"Chuckanut, Clark's Point","Friday Harbor",1.34689156248176,0.178,0.5973,"No","a","a"
"Penn Cove Reference","Squaxin Island",1.35307510041745,0.176,0.5973,"No","a","a"
"Everett Harbor","Seattle Aquarium, Pier 59",-1.34523118679184,0.1786,0.5976,"No","a","a"
"Purdy, Dexters","Squaxin Island",-1.34915314360465,0.1773,0.5978,"No","a","a"
"Kopachuck State Park","Thea Foss Waterway",-1.34523792029333,0.1785,0.5983,"No","a","a"
"Chuckanut, Clark's Point","Kingston Marina",1.33346531635343,0.1824,0.5985,"No","a","a"
"Filucy Bay","Thea Foss Waterway",-1.33696970935114,0.1812,0.5992,"No","a","a"
"Arroyo Beach","Everett Harbor",1.3361457023109,0.1815,0.5993,"No","a","a"
"Edmonds Ferry","Miller Creek",-1.33346531635343,0.1824,0.5993,"No","a","a"
"Eld Inlet","Kopachuck State Park",1.33738727316623,0.1811,0.5994,"No","a","a"
"Maple Hollow Park","South of Skunk Island",-1.33150433794703,0.183,0.5999,"No","a","a"
"Chuckanut, Clark's Point","Penrose Point State Park",1.33346531635343,0.1824,0.6,"No","a","a"
"Edmonds Marina","Locust Beach",1.33738727316623,0.1811,0.6002,"No","a","a"
"Browns Point Lighthouse","Eastsound, Fishing Bay",-1.34130922997904,0.1798,0.6004,"No","a","a"
"Eld Inlet","Filucy Bay",1.32954335954063,0.1837,0.6006,"No","a","a"
"Everett Harbor","Point Defiance Ferry",-1.33346531635343,0.1824,0.6007,"No","a","a"
"Donkey Creek Delta","Mukilteo",-1.33738727316623,0.1811,0.6009,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Lions Park",-1.32758238113422,0.1843,0.6013,"No","a","a"
"Edmonds Ferry","Tulalip Reservation",-1.32954335954063,0.1837,0.6013,"No","a","a"
"Maple Hollow Park","Three Tree Point",-1.33346531635343,0.1824,0.6015,"No","a","a"
"Kingston Marina","North Camano",1.33738727316623,0.1811,0.6016,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Minter Bay",1.32758238113422,0.1843,0.602,"No","a","a"
"North Camano","Penrose Point State Park",-1.33738727316623,0.1811,0.6024,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Maristone Island",1.33829384652684,0.1808,0.6029,"No","a","a"
"Broad Spit ","Rich Passage",1.33738727316623,0.1811,0.6031,"No","a","a"
"Hood Canal Holly","West Bay Park",-1.32468893315926,0.1853,0.6037,"No","a","a"
"Broad Spit ","Browns Point Lighthouse",1.32169944591502,0.1863,0.6054,"No","a","a"
"Chuckanut, Clark's Point","Madrona Pont",1.32169944591502,0.1863,0.6062,"No","a","a"
"Rich Passage","Shilshole Bay",-1.31777748910221,0.1876,0.609,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Suquamish Stormwater Outfall",1.31581651069581,0.1882,0.6104,"No","a","a"
"Commencement Bay Skookum","Tulalip Reservation",1.31385553228941,0.1889,0.611,"No","a","a"
"Purdy, Dexters","Williams Olson Park",-1.31385553228941,0.1889,0.6118,"No","a","a"
"Hood Canal Holly","Madrona Pont",-1.31180006786365,0.1896,0.6125,"No","a","a"
"Commencement Bay Skookum","Miller Creek",1.3099335754766,0.1902,0.6131,"No","a","a"
"Chuckanut, Clark's Point","West Bay Park",1.3099335754766,0.1902,0.6138,"No","a","a"
"Hood Canal Holly","Kingston Marina",-1.29891120256805,0.194,0.6164,"No","a","a"
"Everett Harbor","Locust Beach",-1.302089661851,0.1929,0.6165,"No","a","a"
"Eagle Harbor Dr","Skiff Point",1.29816770503819,0.1942,0.6165,"No","a","a"
"Edmonds Marina","Point Defiance Ferry",1.3060116186638,0.1915,0.6167,"No","a","a"
"Hood Canal Holly","Penrose Point State Park",-1.29891120256805,0.194,0.6171,"No","a","a"
"Browns Point Lighthouse","Shilshole Bay",-1.302089661851,0.1929,0.6173,"No","a","a"
"Lions Park","Maristone Island",1.30392353907189,0.1923,0.6175,"No","a","a"
"N Avenue Park","Tulalip Bay",-1.300343298712,0.1935,0.6177,"No","a","a"
"Chimacum Creek delta","Port Angeles Yacht Club",-1.29891120256805,0.194,0.6178,"No","a","a"
"Lions Park","Minter Bay",1.29620672663179,0.1949,0.6179,"No","a","a"
"North Camano","Reach Island",-1.29424574822539,0.1956,0.6179,"No","a","a"
"Purdy, Burley Lagoon","Skiff Point",1.302089661851,0.1929,0.618,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Williams Olson Park",1.3040506402574,0.1922,0.6181,"No","a","a"
"Donkey Creek Delta","Salmon Beach",-1.29424574822539,0.1956,0.6186,"No","a","a"
"Chuckanut, Clark's Point","Tulalip Bay",1.29891120256805,0.194,0.6186,"No","a","a"
"Purdy, Dexters","Suquamish Stormwater Outfall",-1.302089661851,0.1929,0.6187,"No","a","a"
"Edmonds Marina","Seattle Aquarium, Pier 59",1.29424574822539,0.1956,0.6193,"No","a","a"
"Aiston Preserve","Discovery Bay",-1.28640183459978,0.1983,0.6206,"No","a","a"
"Brackenwood Lane","Edmonds Marina",-1.28640183459978,0.1983,0.6214,"No","a","a"
"Locust Beach","Meyer's Point, Henderson Inlet",-1.28836281300618,0.1976,0.6214,"No","a","a"
"Minter Bay","Purdy, Dexters",1.29032379141258,0.1969,0.6214,"No","a","a"
"Arroyo Beach","Penn Cove Reference",-1.28888652956036,0.1974,0.6215,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Port Angeles Yacht Club",1.28960257763234,0.1972,0.6215,"No","a","a"
"Skiff Point","Thea Foss Waterway",-1.28736044369804,0.198,0.6218,"No","a","a"
"Kitsap St Boat Launch","Reach Island",1.28640183459978,0.1983,0.6221,"No","a","a"
"Lions Park","Suquamish Stormwater Outfall",1.28444085619338,0.199,0.6221,"No","a","a"
"Eld Inlet","Skiff Point",1.28247987778698,0.1997,0.6235,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Commencement Bay Skookum",-1.27855792097417,0.2011,0.6263,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Burley Lagoon",-1.27855792097417,0.2011,0.6271,"No","a","a"
"Aiston Preserve","Blair Waterway Two",-1.27463596416137,0.2024,0.6278,"No","a","a"
"Eagle Harbor Dr","Elliott Bay, Harbor Island, Pier 17",1.27463596416137,0.2024,0.6285,"No","a","a"
"Jamestown","Tulalip Reservation",1.27026927968893,0.204,0.629,"No","a","a"
"Blair Waterway","Edmonds Marina",-1.27071400734856,0.2038,0.6292,"No","a","a"
"Cap Sante","Locust Beach",1.27463596416137,0.2024,0.6292,"No","a","a"
"Lions Park","Williams Olson Park",1.27267498575496,0.2031,0.6292,"No","a","a"
"Chuckanut, Clark's Point","Kopachuck State Park",1.27071400734856,0.2038,0.6299,"No","a","a"
"Mukilteo","Rich Passage",1.27463596416137,0.2024,0.6299,"No","a","a"
"Commencement Bay, Dick Gilmur Launch","Squaxin Island",1.26875302894216,0.2045,0.6299,"No","a","a"
"N Avenue Park","Squaxin Island",-1.27071400734856,0.2038,0.6306,"No","a","a"
"Jamestown","Miller Creek",1.26597299125706,0.2055,0.6323,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Thea Foss Waterway",-1.26255581087149,0.2067,0.6339,"No","a","a"
"Blair Waterway","Donkey Creek Delta",1.26287009372295,0.2066,0.6342,"No","a","a"
"Chuckanut, Clark's Point","Filucy Bay",1.26287009372295,0.2066,0.635,"No","a","a"
"Chimacum Creek delta","Maristone Island",-1.25021993367355,0.2112,0.6353,"No","a","a"
"Everett Harbor","Port Angeles Yacht Club",-1.24305945295377,0.2138,0.6354,"No","a","a"
"Eld Inlet","Elliott Bay, Harbor Island, Pier 17",1.25894813691015,0.208,0.6357,"No","a","a"
"Gig Harbor Boat Launch","Locust Beach",1.25110422328454,0.2109,0.6357,"No","a","a"
"Oak Bay County Park","Reach Island",1.25502618009735,0.2095,0.6357,"No","a","a"
"Brackenwood Lane","Donkey Creek Delta",1.24718226647174,0.2123,0.6358,"No","a","a"
"Miller Creek","South of Skunk Island",-1.24914324487814,0.2116,0.6358,"No","a","a"
"Kingston Marina","Kitsap St Boat Launch",-1.24326030965893,0.2138,0.6359,"No","a","a"
"Maristone Island","Purdy, Burley Lagoon",-1.25021993367355,0.2112,0.636,"No","a","a"
"Browns Point Lighthouse","Mukilteo",-1.25894813691015,0.208,0.6364,"No","a","a"
"Reach Island","Rocky Point",-1.25502618009735,0.2095,0.6364,"No","a","a"
"Edmonds Ferry","Maple Hollow Park",-1.25110422328454,0.2109,0.6365,"No","a","a"
"Eagle Harbor Dr","Maristone Island",1.24592364524168,0.2128,0.6365,"No","a","a"
"Minter Bay","Purdy, Burley Lagoon",-1.24718226647174,0.2123,0.6365,"No","a","a"
"Eagle Harbor Dr","Minter Bay",1.24326030965893,0.2138,0.6366,"No","a","a"
"Meyer's Point, Henderson Inlet","Seattle Aquarium, Pier 59",1.24522128806534,0.2131,0.6366,"No","a","a"
"Kitsap St Boat Launch","Madrona Pont",1.23149443922052,0.2181,0.637,"No","a","a"
"Meyer's Point, Henderson Inlet","Point Defiance Ferry",1.25698715850375,0.2088,0.6371,"No","a","a"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Dexters",1.25894813691015,0.208,0.6371,"No","a","a"
"Aiston Preserve","Smith Cove, Terminal 91",-1.25502618009735,0.2095,0.6371,"No","a","a"
"Commencement Bay Skookum","Salmon Bay, Commodore Park",1.24718226647174,0.2123,0.6372,"No","a","a"
"Miller Creek","Three Tree Point",-1.25110422328454,0.2109,0.6372,"No","a","a"
"South of Skunk Island","Tulalip Reservation",1.25306520169094,0.2102,0.6372,"No","a","a"
"Kitsap St Boat Launch","Penrose Point State Park",1.24326030965893,0.2138,0.6373,"No","a","a"
"Hood Canal Holly","Reach Island",-1.2516520298175,0.2107,0.6373,"No","a","a"
"Purdy, Dexters","Skiff Point",-1.23541639603332,0.2167,0.6375,"No","a","a"
"Rich Passage","Salmon Beach",-1.23149443922052,0.2181,0.6377,"No","a","a"
"Friday Harbor","Kitsap St Boat Launch",-1.25180713664665,0.2106,0.6378,"No","a","a"
"Three Tree Point","Tulalip Reservation",1.25502618009735,0.2095,0.6379,"No","a","a"
"Cap Sante","Point Defiance Ferry",1.24326030965893,0.2138,0.638,"No","a","a"
"Friday Harbor","Purdy, Dexters",1.23692435695072,0.2161,0.638,"No","a","a"
"Edmonds Marina","Salmon Beach",1.23933835284613,0.2152,0.6381,"No","a","a"
"Brackenwood Lane","Meyer's Point, Henderson Inlet",-1.23737737443973,0.2159,0.6382,"No","a","a"
"Purdy, Burley Lagoon","Suquamish Stormwater Outfall",1.23541639603332,0.2167,0.6382,"No","a","a"
"Lions Park","Port Angeles Yacht Club",1.25523227017739,0.2094,0.6383,"No","a","a"
"Cap Sante","Seattle Aquarium, Pier 59",1.23149443922052,0.2181,0.6383,"No","a","a"
"Maristone Island","Thea Foss Waterway",-1.23839383485783,0.2156,0.6384,"No","a","a"
"Eld Inlet","Minter Bay",1.22757248240772,0.2196,0.6385,"No","a","a"
"Minter Bay","Thea Foss Waterway",-1.22948296710275,0.2189,0.6385,"No","a","a"
"Eld Inlet","Maristone Island",1.22873849151421,0.2192,0.6386,"No","a","a"
"Donkey Creek Delta","Seattle Aquarium, Pier 59",-1.23933835284613,0.2152,0.6388,"No","a","a"
"Lions Park","Squaxin Island",1.23737737443973,0.2159,0.6389,"No","a","a"
"N Avenue Park","Williams Olson Park",-1.23541639603332,0.2167,0.6389,"No","a","a"
"Silverdale, Dyes Inlet","South of Skunk Island",1.23345541762692,0.2174,0.639,"No","a","a"
"Eagle Harbor Dr","Suquamish Stormwater Outfall",1.23149443922052,0.2181,0.639,"No","a","a"
"Browns Point Lighthouse","Salmon Beach",-1.2158066119693,0.2241,0.6391,"No","a","a"
"Donkey Creek Delta","Point Defiance Ferry",-1.22757248240772,0.2196,0.6392,"No","a","a"
"Discovery Bay","Manchester, Stormwater Outfall",1.21776759037571,0.2233,0.6396,"No","a","a"
"Chuckanut, Clark's Point","Skiff Point",1.2158066119693,0.2241,0.6397,"No","a","a"
"Suquamish Stormwater Outfall","Thea Foss Waterway",-1.21708065068948,0.2236,0.6397,"No","a","a"
"Silverdale, Dyes Inlet","Three Tree Point",1.23149443922052,0.2181,0.6397,"No","a","a"
"Minter Bay","N Avenue Park",1.2118846551565,0.2256,0.6399,"No","a","a"
"Friday Harbor","Oak Bay County Park",-1.21873429287791,0.2229,0.6399,"No","a","a"
"Brackenwood Lane","Cap Sante",-1.22365052559491,0.2211,0.64,"No","a","a"
"Gig Harbor Boat Launch","Point Defiance Ferry",1.21972856878211,0.2226,0.6402,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Jamestown",-1.23160268380212,0.2181,0.6403,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","South of Skunk Island",-1.21776759037571,0.2233,0.6403,"No","a","a"
"Eld Inlet","Suquamish Stormwater Outfall",1.2158066119693,0.2241,0.6404,"No","a","a"
"Kingston Marina","Oak Bay County Park",-1.2118846551565,0.2256,0.6406,"No","a","a"
"Friday Harbor","Rocky Point",-1.21873429287791,0.2229,0.6406,"No","a","a"
"Edmonds Ferry","Raft Island Park",-1.22365052559491,0.2211,0.6407,"No","a","a"
"Cherry Point Aquatic Reserve, Conoco Phillips","Three Tree Point",-1.21972856878211,0.2226,0.6409,"No","a","a"
"Oak Bay County Park","Penrose Point State Park",1.2118846551565,0.2256,0.6413,"No","a","a"
"Edmonds Ferry","Manchester, Stormwater Outfall",-1.2099236767501,0.2263,0.6414,"No","a","a"
"N Avenue Park","Suquamish Stormwater Outfall",-1.22365052559491,0.2211,0.6414,"No","a","a"
"Blair Waterway","Meyer's Point, Henderson Inlet",-1.22168954718851,0.2218,0.6415,"No","a","a"
"Kitsap St Boat Launch","West Bay Park",1.21972856878211,0.2226,0.6416,"No","a","a"
"Kingston Marina","Rocky Point",-1.2118846551565,0.2256,0.642,"No","a","a"
"Purdy, Burley Lagoon","Williams Olson Park",1.22365052559491,0.2211,0.6421,"No","a","a"
"Blair Waterway","Cap Sante",-1.2079626983437,0.2271,0.6422,"No","a","a"
"Donkey Creek Delta","Locust Beach",-1.19619682790528,0.2316,0.6423,"No","a","a"
"Eagle Harbor Dr","Williams Olson Park",1.21972856878211,0.2226,0.6423,"No","a","a"
"Arroyo Beach","Donkey Creek Delta",1.22014591465047,0.2224,0.6425,"No","a","a"
"Penrose Point State Park","Rocky Point",-1.2118846551565,0.2256,0.6426,"No","a","a"
"Kitsap St Boat Launch","Tulalip Bay",1.20009656863509,0.2301,0.6427,"No","a","a"
"Gig Harbor Boat Launch","Seattle Aquarium, Pier 59",1.2079626983437,0.2271,0.6429,"No","a","a"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Locust Beach",1.19619682790528,0.2316,0.643,"No","a","a"
"Brackenwood Lane","Gig Harbor Boat Launch",-1.20011878471809,0.2301,0.6434,"No","a","a"
"Everett Harbor","Maristone Island",-1.19436818405926,0.2323,0.6436,"No","a","a"
"Edmonds Marina","Mukilteo",1.19619682790528,0.2316,0.6436,"No","a","a"
"Blair Waterway Two","Manchester, Stormwater Outfall",1.20600171993729,0.2278,0.6437,"No","a","a"
"Discovery Bay","Raft Island Park",1.20404074153089,0.2286,0.6438,"No","a","a"
"Chambers Bay Park","Locust Beach",1.20011878471809,0.2301,0.644,"No","a","a"
"Commencement Bay, Milwaukee Waterway","Edmonds Marina",-1.19641012333402,0.2315,0.6441,"No","a","a"
"Eld Inlet","Williams Olson Park",1.20404074153089,0.2286,0.6444,"No","a","a"
"Thea Foss Waterway","Williams Olson Park",1.2046783342762,0.2283,0.6444,"No","a","a"
"Blair Waterway","Browns Point Lighthouse",1.18443095746687,0.2362,0.6445,"No","a","a"
"Eagle Harbor Dr","Port Angeles Yacht Club",1.19723237634718,0.2312,0.6445,"No","a","a"
"Arroyo Beach","Commencement Bay, Dick Gilmur Launch",-1.1965163282752,0.2315,0.6446,"No","a","a"
"Chuckanut, Clark's Point","Elliott Bay, Harbor Island, Pier 17",1.19227487109248,0.2332,0.6446,"No","a","a"
