"Group1","Group2","Diff","Lower","Upper","P.adj","Significant","Group1_CLD","Group2_CLD"
"Meyer's Point, Henderson Inlet","Browns Point Lighthouse","-1.32855801325","-8.55026505659987","5.89314903009988","1","No","abcdefg","abcdef"
"Miller Creek","Browns Point Lighthouse","-0.608922422999995","-7.83062946634987","6.61278462034988","1","No","abcdef","abcdef"
"Minter Bay","Browns Point Lighthouse","1.52230605725001","-5.69940098609986","8.74401310059988","1","No","abcde","abcdef"
"Mukilteo","Browns Point Lighthouse","-1.27320142925","-8.49490847259987","5.94850561409987","1","No","abcdef","abcdef"
"N Avenue Park","Browns Point Lighthouse","-0.581244131000002","-7.80295117434988","6.64046291234987","1","No","abcdef","abcdef"
"North Camano","Browns Point Lighthouse","-1.7990889765","-9.02079601984987","5.42261806684987","1","No","abcdefg","abcdef"
"Oak Bay County Park","Browns Point Lighthouse","-1.6606975165","-8.88240455984987","5.56100952684987","1","No","abcdefg","abcdef"
"Penn Cove Reference","Browns Point Lighthouse","-5.36958863650001","-12.5912956798499","1.85211840684987","0.69036451807999","No","cfg","abcdef"
"Penrose Point State Park","Browns Point Lighthouse","0.193748043249995","-7.02795900009988","7.41545508659987","1","No","abcdef","abcdef"
"Point Defiance Ferry","Browns Point Lighthouse","-0.221426335750001","-7.44313337909987","7.00028070759987","1","No","abcdef","abcdef"
"Port Angeles Yacht Club","Browns Point Lighthouse","-1.06100119116667","-7.65348761006111","5.53148522772777","1","No","abcdef","abcdef"
"Purdy, Burley Lagoon","Browns Point Lighthouse","1.46694947175001","-5.75475757159987","8.68865651509988","1","No","abcde","abcdef"
"Purdy, Dexters","Browns Point Lighthouse","-0.110713167749998","-7.33242021109987","7.11099387559988","1","No","abcdef","abcdef"
"Raft Island Park","Browns Point Lighthouse","-4.31781354249999","-11.5395205858499","2.90389350084988","0.983669971859816","No","bcfg","abcdef"
"Reach Island","Browns Point Lighthouse","-1.7437323925","-8.96543943584987","5.47797465084987","1","No","abcdefg","abcdef"
"Rich Passage","Browns Point Lighthouse","-0.858027050499997","-8.07973409384987","6.36367999284988","1","No","abcdef","abcdef"
"Rocky Point","Browns Point Lighthouse","-3.54282136825","-10.7645284115999","3.67888567509987","0.99986648915564","No","abcfg","abcdef"
"Salmon Bay, Commodore Park","Browns Point Lighthouse","-3.1276469895","-10.3493540328499","4.09406005384987","0.999997792739621","No","abcefg","abcdef"
"Salmon Beach","Browns Point Lighthouse","0.332139503250004","-6.88956754009987","7.55384654659988","1","No","abcdef","abcdef"
"Seattle Aquarium, Pier 59","Browns Point Lighthouse","-0.138391459499998","-7.36009850284987","7.08331558384988","1","No","abcdef","abcdef"
"Shilshole Bay","Browns Point Lighthouse","-6.47672031449999","-13.6984273578499","0.744986728849882","0.19237899501112","No","fg","abcdef"
"Silverdale, Dyes Inlet","Browns Point Lighthouse","-3.57049966025","-10.7922067035999","3.65120738309988","0.999832136398937","No","abcfg","abcdef"
"Skiff Point","Browns Point Lighthouse","-6.42136373025","-13.6430707735999","0.800343313099869","0.209676950221711","No","fg","abcdef"
"Smith Cove, Terminal 91","Browns Point Lighthouse","-2.40801139875","-9.62971844209988","4.81369564459987","0.999999999965814","No","abcdefg","abcdef"
"South of Skunk Island","Browns Point Lighthouse","-1.383914597","-8.60562164034987","5.83779244634987","1","No","abcdefg","abcdef"
"Squaxin Island","Browns Point Lighthouse","0.1660697515","-7.05563729184987","7.38777679484987","1","No","abcdef","abcdef"
"Suquamish, Stormwater Outfall","Browns Point Lighthouse","3.81960428725","-3.40210275609987","11.0413113305999","0.998934739892428","No","de","abcdef"
"Thea Foss Waterway","Browns Point Lighthouse","1.0683820687","-5.78273078673978","7.91949492413978","1","No","abcde","abcdef"
"Three Tree Point","Browns Point Lighthouse","-0.8026704665","-8.02437750984987","6.41903657684987","1","No","abcdef","abcdef"
"Tulalip Bay","Browns Point Lighthouse","0.562791936","-6.02969448289444","7.15527835489444","1","No","abcde","abcdef"
"Tulalip Reservation","Browns Point Lighthouse","-1.439271181","-8.66097822434987","5.78243586234987","1","No","abcdefg","abcdef"
"West Bay Park","Browns Point Lighthouse","-1.68837580825","-8.91008285159987","5.53333123509987","1","No","abcdefg","abcdef"
"Williams Olson Park","Browns Point Lighthouse","-3.93031745575","-11.1520244990999","3.29138958759988","0.99783604231666","No","abcfg","abcdef"
"Chambers Bay Park","Cap Sante","5.89547618350001","-1.32623085984986","13.1171832268499","0.424858916493191","No","d","abcdefg"
"Cherry Point Aquatic Reserve, Conoco Phillips","Cap Sante","1.74373239224998","-5.47797465109989","8.96543943559985","1","No","abcdef","abcdefg"
"Chimacum Creek delta","Cap Sante","2.51872456675002","-4.70298247659985","9.74043161009989","0.999999999713935","No","abcde","abcdefg"
"Chuckanut, Clark's Point","Cap Sante","-1.38391459674999","-8.60562164009986","5.83779244659988","1","No","abcefg","abcdefg"
"Commencement Bay Skookum","Cap Sante","-0.774992174000006","-7.99669921734988","6.44671486934987","1","No","abcdefg","abcdefg"
"Commencement Bay, Dick Gilmur Launch","Cap Sante","0.941061926250005","-6.28064511709987","8.16276896959988","1","No","abcdef","abcdefg"
"Commencement Bay, Milwaukee Waterway","Cap Sante","0.68642164020001","-6.16469121523977","7.53753449563979","1","No","abcdef","abcdefg"
"Des Moines Marina","Cap Sante","4.5392398795","-2.68246716384988","11.7609469228499","0.960498997620309","No","ade","abcdefg"
"Discovery Bay","Cap Sante","0.083034876000001","-7.13867216734987","7.30474191934987","1","No","abcdef","abcdefg"
"Donkey Creek Delta","Cap Sante","-1.245523137","-8.46723018034987","5.97618390634987","1","No","abcdefg","abcdefg"
"Eagle Harbor Dr","Cap Sante","2.26961993949997","-4.9520871038499","9.49132698284984","1","No","abcde","abcdefg"
"Eastsound, Fishing Bay","Cap Sante","-7.19635590425003","-14.4180629475999","0.0253511390998469","0.0526228569285057","No","g","abcdefg"
"Edmonds Ferry","Cap Sante","-2.21426335499999","-9.43597039834987","5.00744368834988","1","No","abcfg","abcdefg"
"Edmonds Marina","Cap Sante","-0.553565838499996","-7.77527288184987","6.66814120484988","1","No","abcdefg","abcdefg"
"Eld Inlet","Cap Sante","-1.82676726800001","-9.04847431134989","5.39493977534986","1","No","abcefg","abcdefg"
"Elliot Bay Myrtle Edwards","Cap Sante","0.752849541000016","-6.09826331443977","7.6039623964398","1","No","abcdef","abcdefg"
"Elliott Bay, Harbor Island, Pier 17","Cap Sante","1.46694947275","-5.75475757059987","8.68865651609988","1","No","abcdef","abcdefg"
"Everett Harbor","Cap Sante","-0.304461211","-7.52616825434987","6.91724583234987","1","No","abcdefg","abcdefg"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Cap Sante","-0.60892242225","-7.83062946559987","6.61278462109987","1","No","abcdefg","abcdefg"
"Filucy Bay","Cap Sante","1.46694947325","-5.75475757009988","8.68865651659987","1","No","abcdef","abcdefg"
"Friday Harbor","Cap Sante","-0.885705341800007","-7.73681819723979","5.96540751363978","1","No","abcdefg","abcdefg"
"Gig Harbor Boat Launch","Cap Sante","3.87496087275004","-3.34674617059983","11.0966679160999","0.998469432776523","No","abde","abcdefg"
"Hood Canal Holly","Cap Sante","-2.50949846916666","-9.1019848880611","4.08298794972778","0.999999986159098","No","bcfg","abcdefg"
"Jamestown","Cap Sante","-4.79757060283331","-11.3900570217278","1.79491581606113","0.744164402359654","No","fg","abcdefg"
"Kingston Marina","Cap Sante","0.470530963249998","-6.75117608009988","7.69223800659987","1","No","abcdef","abcdefg"
"Kitsap St Boat Launch","Cap Sante","0.941061926249995","-6.28064511709988","8.16276896959987","1","No","abcdef","abcdefg"
"Kopachuck State Park","Cap Sante","-0.276782919250004","-7.49848996259988","6.94492412409987","1","No","abcdefg","abcdefg"
"Lions Park","Cap Sante","-0.885705341999999","-8.10741238534987","6.33600170134987","1","No","abcdefg","abcdefg"
"Locust Beach","Cap Sante","-2.26961993900001","-9.49132698234988","4.95208710434987","1","No","abcfg","abcdefg"
"Madrona Pont","Cap Sante","0.332139503500001","-6.88956753984987","7.55384654684987","1","No","abcdef","abcdefg"
"Manchester, Stormwater Outfall","Cap Sante","-4.06870891500002","-11.2904159583499","3.15299812834986","0.995188081253312","No","cfg","abcdefg"
"Maple Hollow Park","Cap Sante","-0.332139503000003","-7.55384654634988","6.88956754034987","1","No","abcdefg","abcdefg"
"Maristone Island","Cap Sante","-2.01128921400001","-8.60377563289445","4.58119720489443","1","No","abcfg","abcdefg"
"Meyer's Point, Henderson Inlet","Cap Sante","-0.0276782917499965","-7.24938533509987","7.19402875159988","1","No","abcdefg","abcdefg"
"Miller Creek","Cap Sante","0.691957298500004","-6.52974974484987","7.91366434184988","1","No","abcdef","abcdefg"
"Minter Bay","Cap Sante","2.82318577875001","-4.39852126459987","10.0448928220999","0.999999957929362","No","abcde","abcdefg"
"Mukilteo","Cap Sante","0.0276782922499983","-7.19402875109988","7.24938533559987","1","No","abcdef","abcdefg"
"N Avenue Park","Cap Sante","0.719635590499997","-6.50207145284988","7.94134263384987","1","No","abcdef","abcdefg"
"North Camano","Cap Sante","-0.498209255000001","-7.71991629834987","6.72349778834987","1","No","abcdefg","abcdefg"
"Oak Bay County Park","Cap Sante","-0.359817795000002","-7.58152483834988","6.86188924834987","1","No","abcdefg","abcdefg"
"Penn Cove Reference","Cap Sante","-4.06870891500001","-11.2904159583499","3.15299812834987","0.995188081253312","No","cfg","abcdefg"
"Penrose Point State Park","Cap Sante","1.49462776474999","-5.72707927859988","8.71633480809987","1","No","abcdef","abcdefg"
"Point Defiance Ferry","Cap Sante","1.07945338575","-6.14225365759988","8.30116042909987","1","No","abcdef","abcdefg"
"Port Angeles Yacht Club","Cap Sante","0.239878530333328","-6.35260788856111","6.83236494922777","1","No","abcdef","abcdefg"
"Purdy, Burley Lagoon","Cap Sante","2.76782919325","-4.45387785009987","9.98953623659988","0.99999998154119","No","abcde","abcdefg"
"Purdy, Dexters","Cap Sante","1.19016655375","-6.03154048959987","8.41187359709987","1","No","abcdef","abcdefg"
"Raft Island Park","Cap Sante","-3.01693382099999","-10.2386408643499","4.20477322234988","0.999999419102481","No","bcfg","abcdefg"
"Reach Island","Cap Sante","-0.442852671000002","-7.66455971434987","6.77885437234987","1","No","abcdefg","abcdefg"
"Rich Passage","Cap Sante","0.442852671000002","-6.77885437234987","7.66455971434987","1","No","abcdef","abcdefg"
"Rocky Point","Cap Sante","-2.24194164675001","-9.46364869009988","4.97976539659987","1","No","abcfg","abcdefg"
"Salmon Bay, Commodore Park","Cap Sante","-1.826767268","-9.04847431134987","5.39493977534987","1","No","abcefg","abcdefg"
"Salmon Beach","Cap Sante","1.63301922475","-5.58868781859987","8.85472626809988","1","No","abcdef","abcdefg"
"Seattle Aquarium, Pier 59","Cap Sante","1.162488262","-6.05921878134987","8.38419530534987","1","No","abcdef","abcdefg"
"Shilshole Bay","Cap Sante","-5.17584059299999","-12.3975476363499","2.04586645034988","0.779303998365611","No","fg","abcdefg"
"Silverdale, Dyes Inlet","Cap Sante","-2.26961993875","-9.49132698209987","4.95208710459987","1","No","abcfg","abcdefg"
"Skiff Point","Cap Sante","-5.12048400875001","-12.3421910520999","2.10122303459987","0.802341585031229","No","fg","abcdefg"
"Smith Cove, Terminal 91","Cap Sante","-1.10713167725","-8.32883872059988","6.11457536609987","1","No","abcdefg","abcdefg"
"South of Skunk Island","Cap Sante","-0.0830348755000001","-7.30474191884987","7.13867216784987","1","No","abcdefg","abcdefg"
"Squaxin Island","Cap Sante","1.466949473","-5.75475757034987","8.68865651634987","1","No","abcdef","abcdefg"
"Suquamish, Stormwater Outfall","Cap Sante","5.12048400875","-2.10122303459988","12.3421910520999","0.802341585031232","No","de","abcdefg"
"Thea Foss Waterway","Cap Sante","2.3692617902","-4.48185106523978","9.22037464563978","0.999999999807146","No","abcde","abcdefg"
"Three Tree Point","Cap Sante","0.498209254999999","-6.72349778834987","7.71991629834987","1","No","abcdef","abcdefg"
"Tulalip Bay","Cap Sante","1.8636716575","-4.72881476139444","8.45615807639444","1","No","abcde","abcdefg"
"Tulalip Reservation","Cap Sante","-0.138391459500001","-7.36009850284987","7.08331558384987","1","No","abcdefg","abcdefg"
"West Bay Park","Cap Sante","-0.387496086750001","-7.60920313009987","6.83421095659987","1","No","abcdefg","abcdefg"
"Williams Olson Park","Cap Sante","-2.62943773425","-9.85114477759987","4.59226930909987","0.999999997989902","No","abcfg","abcdefg"
"Cherry Point Aquatic Reserve, Conoco Phillips","Chambers Bay Park","-4.15174379125003","-11.3734508345999","3.06996325209984","0.992553405682325","No","abcdef","d"
"Chimacum Creek delta","Chambers Bay Park","-3.37675161674999","-10.5984586600999","3.84495542659988","0.999969725064503","No","abcde","d"
"Chuckanut, Clark's Point","Chambers Bay Park","-7.27939078025","-14.5010978235999","-0.0576837369001275","0.0444527913332149","Yes","abcefg","d"
"Commencement Bay Skookum","Chambers Bay Park","-6.67046835750001","-13.8921754008499","0.551238685849858","0.140031275845844","No","abcdefg","d"
"Commencement Bay, Dick Gilmur Launch","Chambers Bay Park","-4.95441425725","-12.1761213005999","2.26729278609987","0.86360042577631","No","abcdef","d"
"Commencement Bay, Milwaukee Waterway","Chambers Bay Park","-5.2090545433","-12.0601673987398","1.64205831213978","0.630000945754785","No","abcdef","d"
"Des Moines Marina","Chambers Bay Park","-1.35623630400001","-8.57794334734989","5.86547073934986","1","No","ade","d"
"Discovery Bay","Chambers Bay Park","-5.81244130750001","-13.0341483508499","1.40926573584987","0.465733489908941","No","abcdef","d"
"Donkey Creek Delta","Chambers Bay Park","-7.14099932050001","-14.3627063638499","0.0807077228498647","0.0587680877935284","No","abcdefg","d"
"Eagle Harbor Dr","Chambers Bay Park","-3.62585624400004","-10.8475632873499","3.59585079934984","0.999738545543745","No","abcde","d"
"Eastsound, Fishing Bay","Chambers Bay Park","-13.09183208775","-20.3135391310999","-5.87012504440016","1.11170284089468e-09","No","g","d"
"Edmonds Ferry","Chambers Bay Park","-8.1097395385","-15.3314465818499","-0.888032495150128","0.00686129024560633","Yes","abcfg","d"
"Edmonds Marina","Chambers Bay Park","-6.44904202200001","-13.6707490653499","0.772665021349868","0.200894933786561","No","abcdefg","d"
"Eld Inlet","Chambers Bay Park","-7.72224345150002","-14.9439504948499","-0.500536408150148","0.0170580334412902","Yes","abcefg","d"
"Elliot Bay Myrtle Edwards","Chambers Bay Park","-5.14262664249999","-11.9937394979398","1.70848621293979","0.665180110138887","No","abcdef","d"
"Elliott Bay, Harbor Island, Pier 17","Chambers Bay Park","-4.42852671075001","-11.6502337540999","2.79318033259987","0.97404042586871","No","abcdef","d"
"Everett Harbor","Chambers Bay Park","-6.19993739450001","-13.4216444378499","1.02176964884986","0.289525243707529","No","abcdefg","d"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Chambers Bay Park","-6.50439860575001","-13.7261056490999","0.717308437599864","0.184127559544525","No","abcdefg","d"
"Filucy Bay","Chambers Bay Park","-4.42852671025001","-11.6502337535999","2.79318033309986","0.974040425920421","No","abcdef","d"
"Friday Harbor","Chambers Bay Park","-6.78118152530002","-13.6322943807398","0.0699313301397657","0.0579590260241873","No","abcdefg","d"
"Gig Harbor Boat Launch","Chambers Bay Park","-2.02051531074997","-9.24222235409984","5.2011917325999","1","No","abde","d"
"Hood Canal Holly","Chambers Bay Park","-8.40497465266667","-14.9974610715611","-1.81248823377223","0.000382886491928858","Yes","bcfg","d"
"Jamestown","Chambers Bay Park","-10.6930467863333","-17.2855332052278","-4.10056036743888","1.47351456258882e-07","No","fg","d"
"Kingston Marina","Chambers Bay Park","-5.42494522025001","-12.6466522635999","1.79676182309986","0.663121500605425","No","abcdef","d"
"Kitsap St Boat Launch","Chambers Bay Park","-4.95441425725001","-12.1761213005999","2.26729278609986","0.863600425776306","No","abcdef","d"
"Kopachuck State Park","Chambers Bay Park","-6.17225910275001","-13.3939661460999","1.04944794059986","0.300682136847889","No","abcdefg","d"
"Lions Park","Chambers Bay Park","-6.78118152550001","-14.0028885688499","0.440525517849865","0.115524951820236","No","abcdefg","d"
"Locust Beach","Chambers Bay Park","-8.16509612250002","-15.3868031658499","-0.943389079150144","0.0059938782066703","Yes","abcfg","d"
"Madrona Pont","Chambers Bay Park","-5.56333668000001","-12.7850437233499","1.65837036334986","0.592965460077603","No","abcdef","d"
"Manchester, Stormwater Outfall","Chambers Bay Park","-9.96418509850003","-17.1858921418499","-2.74247805515015","4.19715140507204e-05","No","cfg","d"
"Maple Hollow Park","Chambers Bay Park","-6.22761568650001","-13.4493227298499","0.994091356849861","0.278623007769703","No","abcdefg","d"
"Maristone Island","Chambers Bay Park","-7.90676539750002","-14.4992518163945","-1.31427897860558","0.00169419911751811","Yes","abcfg","d"
"Meyer's Point, Henderson Inlet","Chambers Bay Park","-5.92315447525001","-13.1448615185999","1.29855256809987","0.411537601585878","No","abcdefg","d"
"Miller Creek","Chambers Bay Park","-5.20351888500001","-12.4252259283499","2.01818815834987","0.767344793729948","No","abcdef","d"
"Minter Bay","Chambers Bay Park","-3.07229040475","-10.2939974480999","4.14941663859987","0.999998851546841","No","abcde","d"
"Mukilteo","Chambers Bay Park","-5.86779789125001","-13.0895049345999","1.35390915209986","0.438340980730623","No","abcdef","d"
"N Avenue Park","Chambers Bay Park","-5.17584059300001","-12.3975476363499","2.04586645034986","0.779303998365602","No","abcdef","d"
"North Camano","Chambers Bay Park","-6.39368543850001","-13.6153924818499","0.828021604849863","0.218726129325293","No","abcdefg","d"
"Oak Bay County Park","Chambers Bay Park","-6.25529397850001","-13.4770010218499","0.966413064849862","0.267979308579272","No","abcdefg","d"
"Penn Cove Reference","Chambers Bay Park","-9.96418509850002","-17.1858921418499","-2.74247805515014","4.19715140504984e-05","No","cfg","d"
"Penrose Point State Park","Chambers Bay Park","-4.40084841875002","-11.6225554620999","2.82085862459986","0.976782780789139","No","abcdef","d"
"Point Defiance Ferry","Chambers Bay Park","-4.81602279775001","-12.0377298410999","2.40568424559986","0.904812841110876","No","abcdef","d"
"Port Angeles Yacht Club","Chambers Bay Park","-5.65559765316668","-12.2480840720611","0.936888765727758","0.291338163799064","No","abcdef","d"
"Purdy, Burley Lagoon","Chambers Bay Park","-3.12764699025","-10.3493540335999","4.09406005309987","0.999997792739602","No","abcde","d"
"Purdy, Dexters","Chambers Bay Park","-4.70530962975001","-11.9270166730999","2.51639741359987","0.93119718310348","No","abcdef","d"
"Raft Island Park","Chambers Bay Park","-8.9124100045","-16.1341170478499","-1.69070296115013","0.000865228062390644","Yes","bcfg","d"
"Reach Island","Chambers Bay Park","-6.33832885450001","-13.5600358978499","0.883378188849862","0.237627680999491","No","abcdefg","d"
"Rich Passage","Chambers Bay Park","-5.45262351250001","-12.6743305558499","1.76908353084987","0.649285750410934","No","abcdef","d"
"Rocky Point","Chambers Bay Park","-8.13741783025002","-15.3591248735999","-0.915710786900142","0.00641390776130912","Yes","abcfg","d"
"Salmon Bay, Commodore Park","Chambers Bay Park","-7.72224345150001","-14.9439504948499","-0.500536408150136","0.0170580334412934","Yes","abcefg","d"
"Salmon Beach","Chambers Bay Park","-4.26245695875001","-11.4841640020999","2.95925008459987","0.987273060415538","No","abcdef","d"
"Seattle Aquarium, Pier 59","Chambers Bay Park","-4.73298792150001","-11.9546949648499","2.48871912184986","0.925138872813887","No","abcdef","d"
"Shilshole Bay","Chambers Bay Park","-11.0713167765","-18.2930238198499","-3.84960973315013","1.27025597695951e-06","No","fg","d"
"Silverdale, Dyes Inlet","Chambers Bay Park","-8.16509612225001","-15.3868031655999","-0.943389078900136","0.00599387821034592","Yes","abcfg","d"
"Skiff Point","Chambers Bay Park","-11.01596019225","-18.2376672355999","-3.79425314890014","1.52319582980009e-06","No","fg","d"
"Smith Cove, Terminal 91","Chambers Bay Park","-7.00260786075001","-14.2243149040999","0.21909918259986","0.0768896965832906","No","abcdefg","d"
"South of Skunk Island","Chambers Bay Park","-5.97851105900001","-13.2002181023499","1.24319598434986","0.385426492395287","No","abcdefg","d"
"Squaxin Island","Chambers Bay Park","-4.42852671050001","-11.6502337538499","2.79318033284986","0.974040425894565","No","abcdef","d"
"Suquamish, Stormwater Outfall","Chambers Bay Park","-0.774992174750011","-7.99669921809988","6.44671486859986","1","No","de","d"
"Thea Foss Waterway","Chambers Bay Park","-3.52621439330001","-10.3773272487398","3.32489846213977","0.999479846001545","No","abcde","d"
"Three Tree Point","Chambers Bay Park","-5.39726692850001","-12.6189739718499","1.82444011484986","0.676820775848832","No","abcdef","d"
"Tulalip Bay","Chambers Bay Park","-4.03180452600001","-10.6242909448945","2.56068189289443","0.975249326571988","No","abcde","d"
"Tulalip Reservation","Chambers Bay Park","-6.03386764300001","-13.2555746863499","1.18783940034986","0.360098298249856","No","abcdefg","d"
"West Bay Park","Chambers Bay Park","-6.28297227025001","-13.5046793135999","0.938734773099863","0.257597313182675","No","abcdefg","d"
"Williams Olson Park","Chambers Bay Park","-8.52491391775001","-15.7466209610999","-1.30320687440014","0.00241977501315604","Yes","abcfg","d"
"Chimacum Creek delta","Cherry Point Aquatic Reserve, Conoco Phillips","0.774992174500041","-6.44671486884983","7.99669921784991","1","No","abcde","abcdef"
"Chuckanut, Clark's Point","Cherry Point Aquatic Reserve, Conoco Phillips","-3.12764698899997","-10.3493540323498","4.0940600543499","0.999997792739634","No","abcefg","abcdef"
"Commencement Bay Skookum","Cherry Point Aquatic Reserve, Conoco Phillips","-2.51872456624999","-9.74043160959986","4.70298247709989","0.999999999713935","No","abcdefg","abcdef"
"Commencement Bay, Dick Gilmur Launch","Cherry Point Aquatic Reserve, Conoco Phillips","-0.802670465999975","-8.02437750934985","6.4190365773499","1","No","abcdef","abcdef"
"Commencement Bay, Milwaukee Waterway","Cherry Point Aquatic Reserve, Conoco Phillips","-1.05731075204997","-7.90842360748975","5.79380210338981","1","No","abcdef","abcdef"
"Des Moines Marina","Cherry Point Aquatic Reserve, Conoco Phillips","2.79550748725002","-4.42619955609986","10.0172145305999","0.999999972012181","No","ade","abcdef"
"Discovery Bay","Cherry Point Aquatic Reserve, Conoco Phillips","-1.66069751624998","-8.88240455959985","5.5610095270999","1","No","abcdef","abcdef"
"Donkey Creek Delta","Cherry Point Aquatic Reserve, Conoco Phillips","-2.98925552924998","-10.2109625725999","4.23245151409989","0.999999591365308","No","abcdefg","abcdef"
"Eagle Harbor Dr","Cherry Point Aquatic Reserve, Conoco Phillips","0.525887547249993","-6.69581949609988","7.74759459059987","1","No","abcde","abcdef"
"Eastsound, Fishing Bay","Cherry Point Aquatic Reserve, Conoco Phillips","-8.94008829650001","-16.1617953398499","-1.71838125315013","0.000802405974639542","Yes","g","abcdef"
"Edmonds Ferry","Cherry Point Aquatic Reserve, Conoco Phillips","-3.95799574724997","-11.1797027905998","3.2637112960999","0.997441976473628","No","abcfg","abcdef"
"Edmonds Marina","Cherry Point Aquatic Reserve, Conoco Phillips","-2.29729823074998","-9.51900527409985","4.9244088125999","1","No","abcdefg","abcdef"
"Eld Inlet","Cherry Point Aquatic Reserve, Conoco Phillips","-3.57049966024999","-10.7922067035999","3.65120738309988","0.999832136398937","No","abcefg","abcdef"
"Elliot Bay Myrtle Edwards","Cherry Point Aquatic Reserve, Conoco Phillips","-0.990882851249964","-7.84199570668975","5.86023000418982","1","No","abcdef","abcdef"
"Elliott Bay, Harbor Island, Pier 17","Cherry Point Aquatic Reserve, Conoco Phillips","-0.276782919499976","-7.49848996284985","6.9449241238499","1","No","abcdef","abcdef"
"Everett Harbor","Cherry Point Aquatic Reserve, Conoco Phillips","-2.04819360324998","-9.26990064659985","5.17351344009989","1","No","abcdefg","abcdef"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Cherry Point Aquatic Reserve, Conoco Phillips","-2.35265481449998","-9.57436185784985","4.86905222884989","0.99999999998905","No","abcdefg","abcdef"
"Filucy Bay","Cherry Point Aquatic Reserve, Conoco Phillips","-0.276782918999982","-7.49848996234986","6.94492412434989","1","No","abcdef","abcdef"
"Friday Harbor","Cherry Point Aquatic Reserve, Conoco Phillips","-2.62943773404999","-9.48055058948977","4.2216751213898","0.999999980433197","No","abcdefg","abcdef"
"Gig Harbor Boat Launch","Cherry Point Aquatic Reserve, Conoco Phillips","2.13122848050006","-5.09047856284981","9.35293552384993","1","No","abde","abcdef"
"Hood Canal Holly","Cherry Point Aquatic Reserve, Conoco Phillips","-4.25323086141664","-10.8457172803111","2.3392555574778","0.940521733516374","No","bcfg","abcdef"
"Jamestown","Cherry Point Aquatic Reserve, Conoco Phillips","-6.54130299508329","-13.1337894139777","0.0511834238111479","0.0559602806520263","No","fg","abcdef"
"Kingston Marina","Cherry Point Aquatic Reserve, Conoco Phillips","-1.27320142899998","-8.49490847234986","5.94850561434989","1","No","abcdef","abcdef"
"Kitsap St Boat Launch","Cherry Point Aquatic Reserve, Conoco Phillips","-0.802670465999984","-8.02437750934986","6.41903657734989","1","No","abcdef","abcdef"
"Kopachuck State Park","Cherry Point Aquatic Reserve, Conoco Phillips","-2.02051531149998","-9.24222235484986","5.20119173184989","1","No","abcdefg","abcdef"
"Lions Park","Cherry Point Aquatic Reserve, Conoco Phillips","-2.62943773424998","-9.85114477759985","4.59226930909989","0.999999997989902","No","abcdefg","abcdef"
"Locust Beach","Cherry Point Aquatic Reserve, Conoco Phillips","-4.01335233124999","-11.2350593745999","3.20835471209989","0.99646579887283","No","abcfg","abcdef"
"Madrona Pont","Cherry Point Aquatic Reserve, Conoco Phillips","-1.41159288874998","-8.63329993209985","5.81011415459989","1","No","abcdef","abcdef"
"Manchester, Stormwater Outfall","Cherry Point Aquatic Reserve, Conoco Phillips","-5.81244130725","-13.0341483505999","1.40926573609988","0.465733490033816","No","cfg","abcdef"
"Maple Hollow Park","Cherry Point Aquatic Reserve, Conoco Phillips","-2.07587189524998","-9.29757893859986","5.14583514809989","1","No","abcdefg","abcdef"
"Maristone Island","Cherry Point Aquatic Reserve, Conoco Phillips","-3.75502160624999","-10.3475080251444","2.83746481264445","0.993889275058446","No","abcfg","abcdef"
"Meyer's Point, Henderson Inlet","Cherry Point Aquatic Reserve, Conoco Phillips","-1.77141068399998","-8.99311772734985","5.4502963593499","1","No","abcdefg","abcdef"
"Miller Creek","Cherry Point Aquatic Reserve, Conoco Phillips","-1.05177509374998","-8.27348213709985","6.1699319495999","1","No","abcdef","abcdef"
"Minter Bay","Cherry Point Aquatic Reserve, Conoco Phillips","1.07945338650003","-6.14225365684984","8.3011604298499","1","No","abcde","abcdef"
"Mukilteo","Cherry Point Aquatic Reserve, Conoco Phillips","-1.71605409999998","-8.93776114334985","5.50565294334989","1","No","abcdef","abcdef"
"N Avenue Park","Cherry Point Aquatic Reserve, Conoco Phillips","-1.02409680174998","-8.24580384509986","6.19761024159989","1","No","abcdef","abcdef"
"North Camano","Cherry Point Aquatic Reserve, Conoco Phillips","-2.24194164724998","-9.46364869059985","4.97976539609989","1","No","abcdefg","abcdef"
"Oak Bay County Park","Cherry Point Aquatic Reserve, Conoco Phillips","-2.10355018724998","-9.32525723059986","5.11815685609989","1","No","abcdefg","abcdef"
"Penn Cove Reference","Cherry Point Aquatic Reserve, Conoco Phillips","-5.81244130724999","-13.0341483505999","1.40926573609989","0.465733490033821","No","cfg","abcdef"
"Penrose Point State Park","Cherry Point Aquatic Reserve, Conoco Phillips","-0.249104627499986","-7.47081167084986","6.97260241584989","1","No","abcdef","abcdef"
"Point Defiance Ferry","Cherry Point Aquatic Reserve, Conoco Phillips","-0.664279006499982","-7.88598604984986","6.55742803684989","1","No","abcdef","abcdef"
"Port Angeles Yacht Club","Cherry Point Aquatic Reserve, Conoco Phillips","-1.50385386191665","-8.09634028081109","5.08863255697779","1","No","abcdef","abcdef"
