"Grouping_Variable","Metric","Analyte","Spearman_Rho","P_Value"
"reporting_area","ci_wet_volume","a30",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_volume","a31",0.214285714285714,0.619097222222222
"reporting_area","ci_wet_volume","a32",-0.333333333333333,0.427876984126984
"reporting_area","ci_wet_volume","a33",-0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_volume","a34",0.30952380952381,0.461805555555556
"reporting_area","ci_wet_volume","a35",0.142857142857143,0.75203373015873
"reporting_area","ci_wet_volume","a36",0,1
"reporting_area","ci_wet_volume","a37",-0.0952380952380952,0.840128968253968
"reporting_area","ci_wet_volume","a38",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_volume","a39",0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_volume","a40",0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_volume","a41",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_volume","a42",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a43",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_volume","a44",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_volume","a45",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a46",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_volume","a47",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_volume","a48",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a49",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_volume","a50",0.547619047619048,0.170982142857143
"reporting_area","ci_wet_volume","a51",0.357142857142857,0.389384920634921
"reporting_area","ci_wet_volume","a52",0.523809523809524,0.196626984126984
"reporting_area","ci_wet_volume","a53",0.30952380952381,0.461805555555556
"reporting_area","ci_wet_volume","a54",0.380952380952381,0.359871031746032
"reporting_area","ci_wet_volume","a55",0.642857142857143,0.0961805555555556
"reporting_area","ci_wet_volume","a56",0.547619047619048,0.170982142857143
"reporting_area","ci_wet_volume","a57",0.333333333333333,0.427876984126984
"reporting_area","ci_wet_volume","a58",0.0714285714285714,0.881994047619048
"reporting_area","ci_wet_volume","a59",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a60",0.547619047619048,0.170982142857143
"reporting_area","ci_wet_volume","a61",0.619047619047619,0.114980158730159
"reporting_area","ci_wet_volume","a62",0.666666666666667,0.0830853174603175
"reporting_area","ci_wet_volume","a63",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_volume","a64",0.285714285714286,0.500793650793651
"reporting_area","ci_wet_volume","a65",0.142857142857143,0.75203373015873
"reporting_area","ci_wet_volume","a66",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a67",0.142857142857143,0.75203373015873
"reporting_area","ci_wet_volume","a68",0.142857142857143,0.75203373015873
"reporting_area","ci_wet_volume","a69",0.30952380952381,0.461805555555556
"reporting_area","ci_wet_volume","a70",0.333333333333333,0.427876984126984
"reporting_area","ci_wet_volume","a71",0.142857142857143,0.75203373015873
"reporting_area","ci_wet_volume","a72",0.785714285714286,0.0279265873015873
"reporting_area","ci_wet_volume","a73",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_volume","a74",0.785714285714286,0.0279265873015873
"reporting_area","ci_wet_volume","a75",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_volume","a76",0.476190476190476,0.243055555555556
"reporting_area","ci_wet_volume","a77",0.619047619047619,0.114980158730159
"reporting_area","ci_wet_volume","a78",0,1
"reporting_area","ci_wet_volume","a80",0.285714285714286,0.500793650793651
"reporting_area","ci_wet_volume","a81",0.142857142857143,0.75203373015873
"reporting_area","ci_wet_volume","a82",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_volume","a83",-0.0714285714285714,0.881994047619048
"reporting_area","ci_wet_volume","a84",-0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_volume","a85",-0.0714285714285714,0.881994047619048
"reporting_area","ci_wet_volume","a86",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a87",-0.166666666666667,0.703323412698413
"reporting_area","ci_wet_volume","a88",0.214285714285714,0.619097222222222
"reporting_area","ci_wet_volume","a89",0,1
"reporting_area","ci_wet_volume","a90",0,1
"reporting_area","ci_wet_volume","a91",-0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_volume","a92",0.285714285714286,0.500793650793651
"reporting_area","ci_wet_volume","a93",0.166666666666667,0.703323412698413
"reporting_area","ci_wet_volume","a94",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a95",0.380952380952381,0.359871031746032
"reporting_area","ci_wet_volume","a96",0.5,0.216170634920635
"reporting_area","ci_wet_volume","a97",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a98",0.523809523809524,0.196626984126984
"reporting_area","ci_wet_volume","a99",0.428571428571429,0.299206349206349
"reporting_area","ci_wet_volume","a100",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a101",0.642857142857143,0.0961805555555556
"reporting_area","ci_wet_volume","a102",0.523809523809524,0.196626984126984
"reporting_area","ci_wet_volume","a103",0.214285714285714,0.619097222222222
"reporting_area","ci_wet_volume","a104",0.595238095238095,0.132291666666667
"reporting_area","ci_wet_volume","a105",0.428571428571429,0.299206349206349
"reporting_area","ci_wet_volume","a106",0.428571428571429,0.299206349206349
"reporting_area","ci_wet_volume","a107",-0.0714285714285714,0.881994047619048
"reporting_area","ci_wet_volume","a108",0.571428571428572,0.151140873015873
"reporting_area","ci_wet_volume","a109",0.357142857142857,0.389384920634921
"reporting_area","ci_wet_volume","a110",0.428571428571429,0.299206349206349
"reporting_area","ci_wet_volume","a111",0.476190476190476,0.243055555555556
"reporting_area","ci_wet_volume","a112",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a113",-0.214285714285714,0.619097222222222
"reporting_area","ci_wet_volume","a114",-0.166666666666667,0.703323412698413
"reporting_area","ci_wet_volume","a115",-0.214285714285714,0.619097222222222
"reporting_area","ci_wet_volume","a116",0.0714285714285714,0.881994047619048
"reporting_area","ci_wet_volume","a117",-0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_volume","a118",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a119",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a120",0.166666666666667,0.703323412698413
"reporting_area","ci_wet_volume","a121",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_volume","a122",0.19047619047619,0.664583333333333
"reporting_area","ci_wet_volume","a123",0.166666666666667,0.703323412698413
"reporting_area","ci_wet_volume","a124",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a125",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_volume","a126",-0.142857142857143,0.75203373015873
"reporting_area","ci_wet_volume","a127",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_volume","a128",-0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_volume","a129",0,1
"reporting_area","ci_wet_volume","a130",0.142857142857143,0.75203373015873
"reporting_area","ci_wet_volume","a131",-0.119047619047619,0.793005952380952
"reporting_area","ci_wet_shell_weight","a1",-0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a2",-0.30952380952381,0.461805555555556
"reporting_area","ci_wet_shell_weight","a3",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a4",-0.238095238095238,0.582142857142857
"reporting_area","ci_wet_shell_weight","a5",-0.285714285714286,0.500793650793651
"reporting_area","ci_wet_shell_weight","a6",-0.761904761904762,0.0367559523809524
"reporting_area","ci_wet_shell_weight","a7",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a8",-0.761904761904762,0.0367559523809524
"reporting_area","ci_wet_shell_weight","a9",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a10",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a11",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a12",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a13",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a14",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a15",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_shell_weight","a16",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_shell_weight","a17",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a18",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a19",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a20",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a21",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_shell_weight","a22",0.0952380952380952,0.840128968253968
"reporting_area","ci_wet_shell_weight","a23",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a24",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_shell_weight","a25",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_shell_weight","a26",-0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a27",0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a28",-0.119047619047619,0.793005952380952
"reporting_area","ci_wet_shell_weight","a29",0,1
"reporting_area","ci_wet_shell_weight","a30",0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a31",-0.714285714285714,0.0575892857142857
"reporting_area","ci_wet_shell_weight","a32",-0.166666666666667,0.703323412698413
"reporting_area","ci_wet_shell_weight","a33",0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a34",-0.714285714285714,0.0575892857142857
"reporting_area","ci_wet_shell_weight","a35",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a36",0.119047619047619,0.793005952380952
"reporting_area","ci_wet_shell_weight","a37",0.285714285714286,0.500793650793651
"reporting_area","ci_wet_shell_weight","a38",0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a39",0.166666666666667,0.703323412698413
"reporting_area","ci_wet_shell_weight","a40",0.142857142857143,0.75203373015873
"reporting_area","ci_wet_shell_weight","a41",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a42",-0.761904761904762,0.0367559523809524
"reporting_area","ci_wet_shell_weight","a43",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a44",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a45",-0.761904761904762,0.0367559523809524
"reporting_area","ci_wet_shell_weight","a46",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a47",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a48",-0.761904761904762,0.0367559523809524
"reporting_area","ci_wet_shell_weight","a49",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a50",0.428571428571429,0.299206349206349
"reporting_area","ci_wet_shell_weight","a51",0.428571428571429,0.299206349206349
"reporting_area","ci_wet_shell_weight","a52",-0.30952380952381,0.461805555555556
"reporting_area","ci_wet_shell_weight","a53",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_shell_weight","a54",0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a55",-0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_shell_weight","a56",0.333333333333333,0.427876984126984
"reporting_area","ci_wet_shell_weight","a57",0.5,0.216170634920635
"reporting_area","ci_wet_shell_weight","a58",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_shell_weight","a59",-0.761904761904762,0.0367559523809524
"reporting_area","ci_wet_shell_weight","a60",0.261904761904762,0.53640873015873
"reporting_area","ci_wet_shell_weight","a61",0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a62",0.166666666666667,0.703323412698413
"reporting_area","ci_wet_shell_weight","a63",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a64",0,1
"reporting_area","ci_wet_shell_weight","a65",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a66",-0.761904761904762,0.0367559523809524
"reporting_area","ci_wet_shell_weight","a67",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a68",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a69",-0.476190476190476,0.243055555555556
"reporting_area","ci_wet_shell_weight","a70",-0.642857142857143,0.0961805555555556
"reporting_area","ci_wet_shell_weight","a71",-0.690476190476191,0.0693948412698413
"reporting_area","ci_wet_shell_weight","a72",0.166666666666667,0.703323412698413
"reporting_area","ci_wet_shell_weight","a73",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a74",0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a75",-0.619047619047619,0.114980158730159
"reporting_area","ci_wet_shell_weight","a76",0.380952380952381,0.359871031746032
"reporting_area","ci_wet_shell_weight","a77",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_shell_weight","a78",0.547619047619048,0.170982142857143
"reporting_area","ci_wet_shell_weight","a80",-0.119047619047619,0.793005952380952
"reporting_area","ci_wet_shell_weight","a81",-0.642857142857143,0.0961805555555556
"reporting_area","ci_wet_shell_weight","a82",-0.238095238095238,0.582142857142857
"reporting_area","ci_wet_shell_weight","a83",-0.142857142857143,0.75203373015873
"reporting_area","ci_wet_shell_weight","a84",-0.214285714285714,0.619097222222222
"reporting_area","ci_wet_shell_weight","a85",-0.142857142857143,0.75203373015873
"reporting_area","ci_wet_shell_weight","a86",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a87",-0.30952380952381,0.461805555555556
"reporting_area","ci_wet_shell_weight","a88",-0.0952380952380952,0.840128968253968
"reporting_area","ci_wet_shell_weight","a89",-0.285714285714286,0.500793650793651
"reporting_area","ci_wet_shell_weight","a90",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a91",-0.214285714285714,0.619097222222222
"reporting_area","ci_wet_shell_weight","a92",0.0714285714285714,0.881994047619048
"reporting_area","ci_wet_shell_weight","a93",0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a94",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a95",-0.0952380952380952,0.840128968253968
"reporting_area","ci_wet_shell_weight","a96",0.166666666666667,0.703323412698413
"reporting_area","ci_wet_shell_weight","a97",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a98",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_shell_weight","a99",0.214285714285714,0.619097222222222
"reporting_area","ci_wet_shell_weight","a100",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a101",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_shell_weight","a102",0.238095238095238,0.582142857142857
"reporting_area","ci_wet_shell_weight","a103",-0.0952380952380952,0.840128968253968
"reporting_area","ci_wet_shell_weight","a104",0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a105",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_shell_weight","a106",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_shell_weight","a107",-0.285714285714286,0.500793650793651
"reporting_area","ci_wet_shell_weight","a108",0.285714285714286,0.500793650793651
"reporting_area","ci_wet_shell_weight","a109",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_shell_weight","a110",0.0238095238095238,0.976785714285714
"reporting_area","ci_wet_shell_weight","a111",0.0714285714285714,0.881994047619048
"reporting_area","ci_wet_shell_weight","a112",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a113",-0.404761904761905,0.326835317460317
"reporting_area","ci_wet_shell_weight","a114",-0.380952380952381,0.359871031746032
"reporting_area","ci_wet_shell_weight","a115",-0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a116",-0.476190476190476,0.243055555555556
"reporting_area","ci_wet_shell_weight","a117",-0.214285714285714,0.619097222222222
"reporting_area","ci_wet_shell_weight","a118",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a119",-0.166666666666667,0.703323412698413
"reporting_area","ci_wet_shell_weight","a120",-0.333333333333333,0.427876984126984
"reporting_area","ci_wet_shell_weight","a121",-0.0476190476190476,0.934871031746032
"reporting_area","ci_wet_shell_weight","a122",-0.119047619047619,0.793005952380952
"reporting_area","ci_wet_shell_weight","a123",-0.238095238095238,0.582142857142857
"reporting_area","ci_wet_shell_weight","a124",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a125",0.595238095238095,0.132291666666667
"reporting_area","ci_wet_shell_weight","a126",-0.476190476190476,0.243055555555556
"reporting_area","ci_wet_shell_weight","a127",-0.19047619047619,0.664583333333333
"reporting_area","ci_wet_shell_weight","a128",-0.214285714285714,0.619097222222222
"reporting_area","ci_wet_shell_weight","a129",-0.285714285714286,0.500793650793651
"reporting_area","ci_wet_shell_weight","a130",-0.642857142857143,0.0961805555555556
"reporting_area","ci_wet_shell_weight","a131",0.214285714285714,0.619097222222222
"reporting_area","ci_pollution","a1",0.166666666666667,0.703323412698413
"reporting_area","ci_pollution","a2",-0.333333333333333,0.427876984126984
"reporting_area","ci_pollution","a3",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a4",0.261904761904762,0.53640873015873
"reporting_area","ci_pollution","a5",0.285714285714286,0.500793650793651
"reporting_area","ci_pollution","a6",0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a7",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a8",0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a9",0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a10",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a11",0.690476190476191,0.0693948412698413
"reporting_area","ci_pollution","a12",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a13",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a14",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a15",0.428571428571429,0.299206349206349
"reporting_area","ci_pollution","a16",0.595238095238095,0.132291666666667
"reporting_area","ci_pollution","a17",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a18",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a19",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a20",0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a21",0.595238095238095,0.132291666666667
"reporting_area","ci_pollution","a22",0.452380952380952,0.267460317460317
"reporting_area","ci_pollution","a23",0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a24",0.595238095238095,0.132291666666667
"reporting_area","ci_pollution","a25",0.595238095238095,0.132291666666667
"reporting_area","ci_pollution","a26",0.547619047619048,0.170982142857143
"reporting_area","ci_pollution","a27",0.5,0.216170634920635
"reporting_area","ci_pollution","a28",0.547619047619048,0.170982142857143
"reporting_area","ci_pollution","a29",0.571428571428572,0.151140873015873
"reporting_area","ci_pollution","a30",0.5,0.216170634920635
"reporting_area","ci_pollution","a31",0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a32",-0.476190476190476,0.243055555555556
"reporting_area","ci_pollution","a33",-0.523809523809524,0.196626984126984
"reporting_area","ci_pollution","a34",0.238095238095238,0.582142857142857
"reporting_area","ci_pollution","a35",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a36",0.238095238095238,0.582142857142857
"reporting_area","ci_pollution","a37",-0.547619047619048,0.170982142857143
"reporting_area","ci_pollution","a38",0.5,0.216170634920635
"reporting_area","ci_pollution","a39",0.333333333333333,0.427876984126984
"reporting_area","ci_pollution","a40",0.452380952380952,0.267460317460317
"reporting_area","ci_pollution","a41",0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a42",0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a43",0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a44",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a45",0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a46",0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a47",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a48",0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a49",0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a50",0.333333333333333,0.427876984126984
"reporting_area","ci_pollution","a51",0,1
"reporting_area","ci_pollution","a52",0.261904761904762,0.53640873015873
"reporting_area","ci_pollution","a53",0.19047619047619,0.664583333333333
"reporting_area","ci_pollution","a54",0.595238095238095,0.132291666666667
"reporting_area","ci_pollution","a55",0.738095238095238,0.0458333333333333
"reporting_area","ci_pollution","a56",0.333333333333333,0.427876984126984
"reporting_area","ci_pollution","a57",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a58",-0.0476190476190476,0.934871031746032
"reporting_area","ci_pollution","a59",0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a60",0.523809523809524,0.196626984126984
"reporting_area","ci_pollution","a61",0.714285714285714,0.0575892857142857
"reporting_area","ci_pollution","a62",0.619047619047619,0.114980158730159
"reporting_area","ci_pollution","a63",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a64",0.30952380952381,0.461805555555556
"reporting_area","ci_pollution","a65",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a66",0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a67",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a68",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a69",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a70",0.19047619047619,0.664583333333333
"reporting_area","ci_pollution","a71",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a72",0.619047619047619,0.114980158730159
"reporting_area","ci_pollution","a73",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a74",0.476190476190476,0.243055555555556
"reporting_area","ci_pollution","a75",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a76",0.30952380952381,0.461805555555556
"reporting_area","ci_pollution","a77",0.523809523809524,0.196626984126984
"reporting_area","ci_pollution","a78",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a80",0.0714285714285714,0.881994047619048
"reporting_area","ci_pollution","a81",-0.142857142857143,0.75203373015873
"reporting_area","ci_pollution","a82",-0.142857142857143,0.75203373015873
"reporting_area","ci_pollution","a83",-0.285714285714286,0.500793650793651
"reporting_area","ci_pollution","a84",-0.261904761904762,0.53640873015873
"reporting_area","ci_pollution","a85",-0.285714285714286,0.500793650793651
"reporting_area","ci_pollution","a86",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a87",-0.285714285714286,0.500793650793651
"reporting_area","ci_pollution","a88",0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a89",-0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a90",-0.261904761904762,0.53640873015873
"reporting_area","ci_pollution","a91",-0.261904761904762,0.53640873015873
"reporting_area","ci_pollution","a92",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a93",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a94",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a95",0.30952380952381,0.461805555555556
"reporting_area","ci_pollution","a96",0.142857142857143,0.75203373015873
"reporting_area","ci_pollution","a97",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a98",0.380952380952381,0.359871031746032
"reporting_area","ci_pollution","a99",0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a100",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a101",0.476190476190476,0.243055555555556
"reporting_area","ci_pollution","a102",0.357142857142857,0.389384920634921
"reporting_area","ci_pollution","a103",-0.0476190476190476,0.934871031746032
"reporting_area","ci_pollution","a104",0.404761904761905,0.326835317460317
"reporting_area","ci_pollution","a105",0.214285714285714,0.619097222222222
"reporting_area","ci_pollution","a106",0.214285714285714,0.619097222222222
"reporting_area","ci_pollution","a107",0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a108",0.452380952380952,0.267460317460317
"reporting_area","ci_pollution","a109",0,1
"reporting_area","ci_pollution","a110",0.214285714285714,0.619097222222222
"reporting_area","ci_pollution","a111",0.30952380952381,0.461805555555556
"reporting_area","ci_pollution","a112",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a113",-0.428571428571429,0.299206349206349
"reporting_area","ci_pollution","a114",-0.428571428571429,0.299206349206349
"reporting_area","ci_pollution","a115",-0.595238095238095,0.132291666666667
"reporting_area","ci_pollution","a116",0.166666666666667,0.703323412698413
"reporting_area","ci_pollution","a117",-0.261904761904762,0.53640873015873
"reporting_area","ci_pollution","a118",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a119",-0.0476190476190476,0.934871031746032
"reporting_area","ci_pollution","a120",-0.30952380952381,0.461805555555556
"reporting_area","ci_pollution","a121",0.0476190476190476,0.934871031746032
"reporting_area","ci_pollution","a122",0.0476190476190476,0.934871031746032
"reporting_area","ci_pollution","a123",-0.0238095238095238,0.976785714285714
"reporting_area","ci_pollution","a124",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a125",-0.0476190476190476,0.934871031746032
"reporting_area","ci_pollution","a126",-0.333333333333333,0.427876984126984
"reporting_area","ci_pollution","a127",-0.0952380952380952,0.840128968253968
"reporting_area","ci_pollution","a128",-0.261904761904762,0.53640873015873
"reporting_area","ci_pollution","a129",-0.119047619047619,0.793005952380952
"reporting_area","ci_pollution","a130",-0.142857142857143,0.75203373015873
"reporting_area","ci_pollution","a131",-0.0952380952380952,0.840128968253968
"reporting_area","shell_thickness","a1",0.642857142857143,0.0961805555555556
"reporting_area","shell_thickness","a2",0.428571428571429,0.299206349206349
"reporting_area","shell_thickness","a3",0.738095238095238,0.0458333333333333
"reporting_area","shell_thickness","a4",0.690476190476191,0.0693948412698413
"reporting_area","shell_thickness","a5",0.761904761904762,0.0367559523809524
"reporting_area","shell_thickness","a6",0.642857142857143,0.0961805555555556
"reporting_area","shell_thickness","a7",0.833333333333333,0.0153769841269841
"reporting_area","shell_thickness","a8",0.642857142857143,0.0961805555555556
"reporting_area","shell_thickness","a9",0.738095238095238,0.0458333333333333
"reporting_area","shell_thickness","a10",0.833333333333333,0.0153769841269841
"reporting_area","shell_thickness","a11",0.357142857142857,0.389384920634921
"reporting_area","shell_thickness","a12",0.833333333333333,0.0153769841269841
"reporting_area","shell_thickness","a13",0.833333333333333,0.0153769841269841
"reporting_area","shell_thickness","a14",0.833333333333333,0.0153769841269841
"reporting_area","shell_thickness","a15",0.619047619047619,0.114980158730159
"reporting_area","shell_thickness","a16",0.404761904761905,0.326835317460317
"reporting_area","shell_thickness","a17",0.833333333333333,0.0153769841269841
"reporting_area","shell_thickness","a18",0.833333333333333,0.0153769841269841
"reporting_area","shell_thickness","a19",0.833333333333333,0.0153769841269841
"reporting_area","shell_thickness","a20",0.738095238095238,0.0458333333333333
"reporting_area","shell_thickness","a21",0.30952380952381,0.461805555555556
"reporting_area","shell_thickness","a22",0.785714285714286,0.0279265873015873
"reporting_area","shell_thickness","a23",0.738095238095238,0.0458333333333333
"reporting_area","shell_thickness","a24",0.30952380952381,0.461805555555556
"reporting_area","shell_thickness","a25",0.30952380952381,0.461805555555556
"reporting_area","shell_thickness","a26",0.357142857142857,0.389384920634921
"reporting_area","shell_thickness","a27",0.119047619047619,0.793005952380952
"reporting_area","shell_thickness","a28",0.404761904761905,0.326835317460317
"reporting_area","shell_thickness","a29",0.333333333333333,0.427876984126984
"reporting_area","shell_thickness","a30",0.119047619047619,0.793005952380952
"reporting_area","shell_thickness","a31",0.714285714285714,0.0575892857142857
