"Comparison","Z","P.adjusted"
"Blair Waterway - Friday Harbor",0.531821082222339,1
"Blair Waterway #2 - Friday Harbor",0.820763245004554,1
"Brackenwood Ln - Friday Harbor",0.5171645957044,1
"Broad Spit (Fisherman's Point) - Friday Harbor",0.678385947401723,1
"Browns Point Lighthouse - Friday Harbor",-0.732824325896923,1
"Cap Sante - Friday Harbor",1.31807639163844,1
"Chambers Bay Park - Friday Harbor",1.7420281118464,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Friday Harbor",-0.301504865511877,1
"Chimacum Creek delta - Friday Harbor",-0.981984596701877,1
"Chuckanut, Clark's Point - Friday Harbor",1.36095946238,1
"Comm Bay Skookum - Friday Harbor",1.06364216444468,1
"Comm Bay, Dick Gilmur Launch - Friday Harbor",1.53683730059526,1
"Comm Bay, Milwaukee Waterway - Friday Harbor",0.719536955504129,1
"Des Moines Marina - Friday Harbor",0.7076989204376,1
"Discovery Bay - Friday Harbor",0.833325947734216,1
"Donkey Creek Delta - Friday Harbor",-0.814481893639723,1
"Eagle Harbor Dr - Friday Harbor",1.44889838148763,1
"Eastsound, Fishing Bay - Friday Harbor",0.70141756907277,1
"Edmonds Ferry - Friday Harbor",-1.75249703078779,1
"Edmonds Marina - Friday Harbor",1.88859297702579,1
"Eld Inlet - Friday Harbor",1.43214811118142,1
"Elliot Bay Myrtle Edwards - Friday Harbor",1.72688869320991,1
"Elliott Bay, Harbor Island, Pier 17 - Friday Harbor",0.0879389191076308,1
"Everett Harbor - Friday Harbor",-0.9254524344184,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Friday Harbor",1.73784054426985,1
"Filucy Bay - Friday Harbor",0.0125627027296615,1
"Aiston Preserve - Gig Harbor Boat Launch",-2.21476654627898,1
"Arroyo Beach - Gig Harbor Boat Launch",-0.96900313721456,1
"Blair Waterway - Gig Harbor Boat Launch",-1.19974797663902,1
"Blair Waterway #2 - Gig Harbor Boat Launch",-0.925633372704939,1
"Brackenwood Ln - Gig Harbor Boat Launch",-1.21365234060669,1
"Broad Spit (Fisherman's Point) - Gig Harbor Boat Launch",-1.06070433696231,1
"Browns Point Lighthouse - Gig Harbor Boat Launch",-2.39949595327804,1
"Cap Sante - Gig Harbor Boat Launch",-0.317532511016963,1
"Chambers Bay Park - Gig Harbor Boat Launch",-0.0516447804513485,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Gig Harbor Boat Launch",-1.99031038508659,1
"Chimacum Creek delta - Gig Harbor Boat Launch",-2.63587014072844,1
"Chuckanut, Clark's Point - Gig Harbor Boat Launch",-0.413158243610788,1
"Comm Bay Skookum - Gig Harbor Boat Launch",-0.695218198383538,1
"Comm Bay, Dick Gilmur Launch - Gig Harbor Boat Launch",-0.246305875998739,1
"Comm Bay, Milwaukee Waterway - Gig Harbor Boat Launch",-1.11808054293988,1
"Des Moines Marina - Gig Harbor Boat Launch",-1.03289560902697,1
"Discovery Bay - Gig Harbor Boat Launch",-0.913715346446935,1
"Donkey Creek Delta - Gig Harbor Boat Launch",-2.47696312395506,1
"Eagle Harbor Dr - Gig Harbor Boat Launch",-0.329732059804764,1
"Eastsound, Fishing Bay - Gig Harbor Boat Launch",-1.03885462215597,1
"Edmonds Ferry - Gig Harbor Boat Launch",-3.36684241788599,1
"Edmonds Marina - Gig Harbor Boat Launch",0.087398859225359,1
"Eld Inlet - Gig Harbor Boat Launch",-0.345622761482102,1
"Elliot Bay Myrtle Edwards - Gig Harbor Boat Launch",-0.168340216577465,1
"Elliott Bay, Harbor Island, Pier 17 - Gig Harbor Boat Launch",-1.62085157108848,1
"Everett Harbor - Gig Harbor Boat Launch",-2.58223902256743,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Gig Harbor Boat Launch",-0.055617455870683,1
"Filucy Bay - Gig Harbor Boat Launch",-1.6923597286365,1
"Friday Harbor - Gig Harbor Boat Launch",-1.7964664903416,1
"Aiston Preserve - Hood Canal Holly",0.814520861845382,1
"Arroyo Beach - Hood Canal Holly",2.38108791461328,1
"Blair Waterway - Hood Canal Holly",1.92641799560226,1
"Blair Waterway #2 - Hood Canal Holly",2.22669549943484,1
"Brackenwood Ln - Hood Canal Holly",1.91118652801655,1
"Broad Spit (Fisherman's Point) - Hood Canal Holly",2.07873267145936,1
"Browns Point Lighthouse - Hood Canal Holly",0.612159935349512,1
"Cap Sante - Hood Canal Holly",2.61534465106188,1
"Chambers Bay Park - Hood Canal Holly",3.18410203339379,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Hood Canal Holly",1.06040026715757,1
"Chimacum Creek delta - Hood Canal Holly",0.353224986392432,1
"Chuckanut, Clark's Point - Hood Canal Holly",2.78808387616531,1
"Comm Bay Skookum - Hood Canal Holly",2.47910267656947,1
"Comm Bay, Dick Gilmur Launch - Hood Canal Holly",2.97086148719384,1
"Comm Bay, Milwaukee Waterway - Hood Canal Holly",2.21593647333474,1
"Des Moines Marina - Hood Canal Holly",2.10919560663078,1
"Discovery Bay - Hood Canal Holly",2.23975104307973,1
"Donkey Creek Delta - Hood Canal Holly",0.527298901657696,1
"Eagle Harbor Dr - Hood Canal Holly",2.87947268167958,1
"Eastsound, Fishing Bay - Hood Canal Holly",2.10266783480834,1
"Edmonds Ferry - Hood Canal Holly",-0.447515023827783,1
"Edmonds Marina - Hood Canal Holly",3.3364167092509,1
"Eld Inlet - Hood Canal Holly",2.86206529015305,1
"Elliot Bay Myrtle Edwards - Hood Canal Holly",3.26808104867107,1
"Elliott Bay, Harbor Island, Pier 17 - Hood Canal Holly",1.46512212014931,1
"Everett Harbor - Hood Canal Holly",0.411974932794459,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Hood Canal Holly",3.17975018551216,1
"Filucy Bay - Hood Canal Holly",1.38678885827994,1
"Friday Harbor - Hood Canal Holly",1.46440463380879,1
"Gig Harbor Boat Launch - Hood Canal Holly",3.240676055855,1
"Aiston Preserve - Jamestown",-1.49340913137991,1
"Arroyo Beach - Jamestown",-0.0791737246578774,1
"Blair Waterway - Jamestown",-0.381511997623037,1
"Blair Waterway #2 - Jamestown",-0.0812344937904564,1
"Brackenwood Ln - Jamestown",-0.396743465208748,1
"Broad Spit (Fisherman's Point) - Jamestown",-0.229197321765931,1
"Browns Point Lighthouse - Jamestown",-1.69577005787578,1
"Cap Sante - Jamestown",0.508502453674816,1
"Chambers Bay Park - Jamestown",0.876172040168496,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Jamestown",-1.24752972606773,1
"Chimacum Creek delta - Jamestown",-1.95470500683286,1
"Chuckanut, Clark's Point - Jamestown",0.48015388294002,1
"Comm Bay Skookum - Jamestown",0.171172683344177,1
"Comm Bay, Dick Gilmur Launch - Jamestown",0.662931493968548,1
"Comm Bay, Milwaukee Waterway - Jamestown",-0.244325165936419,1
"Des Moines Marina - Jamestown",-0.19873438659451,1
"Discovery Bay - Jamestown",-0.0681789501455616,1
"Donkey Creek Delta - Jamestown",-1.7806310915676,1
"Eagle Harbor Dr - Jamestown",0.571542688454284,1
"Eastsound, Fishing Bay - Jamestown",-0.205262158416957,1
"Edmonds Ferry - Jamestown",-2.75544501705308,1
"Edmonds Marina - Jamestown",1.0284867160256,1
"Eld Inlet - Jamestown",0.554135296927758,1
"Elliot Bay Myrtle Edwards - Jamestown",0.807819409399908,1
"Elliott Bay, Harbor Island, Pier 17 - Jamestown",-0.842807873075987,1
"Everett Harbor - Jamestown",-1.89595506043084,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Jamestown",0.871820192286865,1
"Filucy Bay - Jamestown",-0.921141134945356,1
"Friday Harbor - Jamestown",-0.995857005462367,1
"Gig Harbor Boat Launch - Jamestown",0.932746062629707,1
"Hood Canal Holly - Jamestown",-2.58034417608119,1
"Aiston Preserve - Kingston Marina",-0.450898660094466,1
"Arroyo Beach - Kingston Marina",0.890276866775348,1
"Blair Waterway - Kingston Marina",0.564119909545499,1
"Blair Waterway #2 - Kingston Marina",0.83823451347958,1
"Brackenwood Ln - Kingston Marina",0.550215545577828,1
"Broad Spit (Fisherman's Point) - Kingston Marina",0.703163549222207,1
"Browns Point Lighthouse - Kingston Marina",-0.63562806709352,1
"Cap Sante - Kingston Marina",1.31549183135599,1
"Chambers Bay Park - Kingston Marina",1.71222310573317,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Kingston Marina",-0.226442498902067,1
"Chimacum Creek delta - Kingston Marina",-0.872002254543923,1
"Chuckanut, Clark's Point - Kingston Marina",1.35070964257373,1
"Comm Bay Skookum - Kingston Marina",1.06864968780098,1
"Comm Bay, Dick Gilmur Launch - Kingston Marina",1.51756201018578,1
"Comm Bay, Milwaukee Waterway - Kingston Marina",0.741199461050031,1
"Des Moines Marina - Kingston Marina",0.730972277157548,1
"Discovery Bay - Kingston Marina",0.850152539737583,1
"Donkey Creek Delta - Kingston Marina",-0.713095237770543,1
"Eagle Harbor Dr - Kingston Marina",1.43413582637976,1
"Eastsound, Fishing Bay - Kingston Marina",0.725013264028547,1
"Edmonds Ferry - Kingston Marina",-1.60297453170147,1
"Edmonds Marina - Kingston Marina",1.85126674540988,1
"Eld Inlet - Kingston Marina",1.41824512470242,1
"Elliot Bay Myrtle Edwards - Kingston Marina",1.69093978741244,1
"Elliott Bay, Harbor Island, Pier 17 - Kingston Marina",0.143016315096042,1
"Everett Harbor - Kingston Marina",-0.818371136382907,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Kingston Marina",1.70825043031384,1
"Filucy Bay - Kingston Marina",0.071508157548021,1
"Friday Harbor - Kingston Marina",0.0628135136483077,1
"Gig Harbor Boat Launch - Kingston Marina",1.76386788618452,1
"Hood Canal Holly - Kingston Marina",-1.30845559641057,1
"Jamestown - Kingston Marina",0.999474396814725,1
"Aiston Preserve - Kitsap St Boat Launch",-1.7102367680235,1
"Arroyo Beach - Kitsap St Boat Launch",-0.437182054992222,1
"Blair Waterway - Kitsap St Boat Launch",-0.695218198383538,1
"Blair Waterway #2 - Kitsap St Boat Launch",-0.421103594449457,1
"Brackenwood Ln - Kitsap St Boat Launch",-0.709122562351209,1
"Broad Spit (Fisherman's Point) - Kitsap St Boat Launch",-0.55617455870683,1
"Browns Point Lighthouse - Kitsap St Boat Launch",-1.89496617502256,1
"Cap Sante - Kitsap St Boat Launch",0.149571298625751,1
"Chambers Bay Park - Kitsap St Boat Launch",0.452884997804133,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Kitsap St Boat Launch",-1.4857806068311,1
"Chimacum Creek delta - Kitsap St Boat Launch",-2.13134036247296,1
"Chuckanut, Clark's Point - Kitsap St Boat Launch",0.0913715346446935,1
"Comm Bay Skookum - Kitsap St Boat Launch",-0.190688420128056,1
"Comm Bay, Dick Gilmur Launch - Kitsap St Boat Launch",0.258223902256743,1
"Comm Bay, Milwaukee Waterway - Kitsap St Boat Launch",-0.586259460717539,1
"Des Moines Marina - Kitsap St Boat Launch",-0.528365830771489,1
"Discovery Bay - Kitsap St Boat Launch",-0.409185568191454,1
"Donkey Creek Delta - Kitsap St Boat Launch",-1.97243334569958,1
"Eagle Harbor Dr - Kitsap St Boat Launch",0.174797718450718,1
"Eastsound, Fishing Bay - Kitsap St Boat Launch",-0.53432484390049,1
"Edmonds Ferry - Kitsap St Boat Launch",-2.86231263963051,1
"Edmonds Marina - Kitsap St Boat Launch",0.591928637480841,1
"Eld Inlet - Kitsap St Boat Launch",0.15890701677338,1
"Elliot Bay Myrtle Edwards - Kitsap St Boat Launch",0.363480865644874,1
"Elliott Bay, Harbor Island, Pier 17 - Kitsap St Boat Launch",-1.116321792833,1
"Everett Harbor - Kitsap St Boat Launch",-2.07770924431194,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Kitsap St Boat Launch",0.448912322384799,1
"Filucy Bay - Kitsap St Boat Launch",-1.18782995038102,1
"Friday Harbor - Kitsap St Boat Launch",-1.26464540811926,1
"Gig Harbor Boat Launch - Kitsap St Boat Launch",0.504529778255482,1
"Hood Canal Holly - Kitsap St Boat Launch",-2.68799137488779,1
"Jamestown - Kitsap St Boat Launch",-0.380061381662494,1
"Kingston Marina - Kitsap St Boat Launch",-1.25933810792904,1
"Aiston Preserve - Kopachuck State Park",-0.514461466803818,1
"Arroyo Beach - Kopachuck State Park",0.823275785550487,1
"Blair Waterway - Kopachuck State Park",0.500557102836147,1
"Blair Waterway #2 - Kopachuck State Park",0.774671706770228,1
"Brackenwood Ln - Kopachuck State Park",0.486652738868476,1
"Broad Spit (Fisherman's Point) - Kopachuck State Park",0.639600742512855,1
"Browns Point Lighthouse - Kopachuck State Park",-0.699190873802872,1
"Cap Sante - Kopachuck State Park",1.25664410730651,1
"Chambers Bay Park - Kopachuck State Park",1.64866029902382,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Kopachuck State Park",-0.290005305611419,1
"Chimacum Creek delta - Kopachuck State Park",-0.935565061253275,1
"Chuckanut, Clark's Point - Kopachuck State Park",1.28714683586438,1
"Comm Bay Skookum - Kopachuck State Park",1.00508688109163,1
"Comm Bay, Dick Gilmur Launch - Kopachuck State Park",1.45399920347643,1
"Comm Bay, Milwaukee Waterway - Kopachuck State Park",0.67419837982517,1
"Des Moines Marina - Kopachuck State Park",0.667409470448196,1
"Discovery Bay - Kopachuck State Park",0.786589733028231,1
"Donkey Creek Delta - Kopachuck State Park",-0.776658044479895,1
"Eagle Harbor Dr - Kopachuck State Park",1.3705730196704,1
"Eastsound, Fishing Bay - Kopachuck State Park",0.661450457319195,1
"Edmonds Ferry - Kopachuck State Park",-1.66653733841082,1
"Edmonds Marina - Kopachuck State Park",1.78770393870053,1
"Eld Inlet - Kopachuck State Park",1.35468231799307,1
"Elliot Bay Myrtle Edwards - Kopachuck State Park",1.62393870618758,1
"Elliott Bay, Harbor Island, Pier 17 - Kopachuck State Park",0.07945350838669,1
"Everett Harbor - Kopachuck State Park",-0.881933943092259,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Kopachuck State Park",1.64468762360448,1
"Filucy Bay - Kopachuck State Park",0.007945350838669,1
"Friday Harbor - Kopachuck State Park",-0.00418756757655385,1
"Gig Harbor Boat Launch - Kopachuck State Park",1.70030507947517,1
"Hood Canal Holly - Kopachuck State Park",-1.37808516251667,1
"Jamestown - Kopachuck State Park",0.929844830708619,1
"Kingston Marina - Kopachuck State Park",-0.063562806709352,1
"Kitsap St Boat Launch - Kopachuck State Park",1.19577530121969,1
"Aiston Preserve - Lions Park",-1.9406519423449,1
"Arroyo Beach - Lions Park",-0.680060974432345,1
"Blair Waterway - Lions Park",-0.925633372704939,1
"Blair Waterway #2 - Lions Park",-0.651518768770858,1
"Brackenwood Ln - Lions Park",-0.93953773667261,1
"Broad Spit (Fisherman's Point) - Lions Park",-0.786589733028231,1
"Browns Point Lighthouse - Lions Park",-2.12538134934396,1
"Cap Sante - Lions Park",-0.0637517010535988,1
"Chambers Bay Park - Lions Park",0.222469823482732,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Lions Park",-1.7161957811525,1
"Chimacum Creek delta - Lions Park",-2.36175553679436,1
"Chuckanut, Clark's Point - Lions Park",-0.139043639676708,1
"Comm Bay Skookum - Lions Park",-0.421103594449457,1
"Comm Bay, Dick Gilmur Launch - Lions Park",0.0278087279353415,1
"Comm Bay, Milwaukee Waterway - Lions Park",-0.829138380157662,1
"Des Moines Marina - Lions Park",-0.75878100509289,1
"Discovery Bay - Lions Park",-0.639600742512855,1
"Donkey Creek Delta - Lions Park",-2.20284852002098,1
"Eagle Harbor Dr - Lions Park",-0.055617455870683,1
"Eastsound, Fishing Bay - Lions Park",-0.764740018221892,1
"Edmonds Ferry - Lions Park",-3.09272781395191,1
"Edmonds Marina - Lions Park",0.36151346315944,1
"Eld Inlet - Lions Park",-0.071508157548021,1
"Elliot Bay Myrtle Edwards - Lions Park",0.120601946204751,1
"Elliott Bay, Harbor Island, Pier 17 - Lions Park",-1.3467369671544,1
"Everett Harbor - Lions Park",-2.30812441863335,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Lions Park",0.218497148063398,1
"Filucy Bay - Lions Park",-1.41824512470242,1
"Friday Harbor - Lions Park",-1.50752432755939,1
"Gig Harbor Boat Launch - Lions Park",0.274114603934081,1
"Hood Canal Holly - Lions Park",-2.94039855202242,1
"Jamestown - Lions Park",-0.632468558797126,1
"Kingston Marina - Lions Park",-1.48975328225044,1
"Kitsap St Boat Launch - Lions Park",-0.230415174321401,1
"Kopachuck State Park - Lions Park",-1.42619047554109,1
"Aiston Preserve - Locust Beach",-0.947483087511279,1
"Arroyo Beach - Locust Beach",0.366830919706117,1
"Blair Waterway - Locust Beach",0.0675354821286865,1
"Blair Waterway #2 - Locust Beach",0.341650086062767,1
"Brackenwood Ln - Locust Beach",0.0536311181610158,1
"Broad Spit (Fisherman's Point) - Locust Beach",0.206579121805394,1
"Browns Point Lighthouse - Locust Beach",-1.13221249451033,1
"Cap Sante - Locust Beach",0.855743987219459,1
"Chambers Bay Park - Locust Beach",1.21563867831636,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Locust Beach",-0.723026926318879,1
"Chimacum Creek delta - Locust Beach",-1.36858668196074,1
"Chuckanut, Clark's Point - Locust Beach",0.854125215156918,1
"Comm Bay Skookum - Locust Beach",0.572065260384168,1
"Comm Bay, Dick Gilmur Launch - Locust Beach",1.02097758276897,1
"Comm Bay, Milwaukee Waterway - Locust Beach",0.2177535139808,1
"Des Moines Marina - Locust Beach",0.234387849740736,1
"Discovery Bay - Locust Beach",0.353568112320771,1
"Donkey Creek Delta - Locust Beach",-1.20967966518736,1
"Eagle Harbor Dr - Locust Beach",0.937551398962942,1
"Eastsound, Fishing Bay - Locust Beach",0.228428836611734,1
"Edmonds Ferry - Locust Beach",-2.09955895911828,1
"Edmonds Marina - Locust Beach",1.35468231799307,1
"Eld Inlet - Locust Beach",0.921660697285604,1
"Elliot Bay Myrtle Edwards - Locust Beach",1.16749384034321,1
"Elliott Bay, Harbor Island, Pier 17 - Locust Beach",-0.353568112320771,1
"Everett Harbor - Locust Beach",-1.31495556379972,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Locust Beach",1.21166600289702,1
"Filucy Bay - Locust Beach",-0.425076269868792,1
"Friday Harbor - Locust Beach",-0.460632433420923,1
"Gig Harbor Boat Launch - Locust Beach",1.26728345876771,1
"Hood Canal Holly - Locust Beach",-1.85243658161452,1
"Jamestown - Locust Beach",0.455493411610774,1
"Kingston Marina - Locust Beach",-0.496584427416813,1
"Kitsap St Boat Launch - Locust Beach",0.762753680512224,1
"Kopachuck State Park - Locust Beach",-0.433021620707461,1
"Lions Park - Locust Beach",0.993168854833625,1
"Aiston Preserve - Madrona Pont",-0.46281668635247,1
"Arroyo Beach - Madrona Pont",0.877714164045687,1
"Blair Waterway - Madrona Pont",0.552201883287496,1
"Blair Waterway #2 - Madrona Pont",0.826316487221576,1
"Brackenwood Ln - Madrona Pont",0.538297519319825,1
"Broad Spit (Fisherman's Point) - Madrona Pont",0.691245522964203,1
"Browns Point Lighthouse - Madrona Pont",-0.647546093351524,1
"Cap Sante - Madrona Pont",1.30445788309671,1
"Chambers Bay Park - Madrona Pont",1.70030507947517,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Madrona Pont",-0.23836052516007,1
"Chimacum Creek delta - Madrona Pont",-0.883920280801927,1
"Chuckanut, Clark's Point - Madrona Pont",1.33879161631573,1
"Comm Bay Skookum - Madrona Pont",1.05673166154298,1
"Comm Bay, Dick Gilmur Launch - Madrona Pont",1.50564398392778,1
"Comm Bay, Milwaukee Waterway - Madrona Pont",0.72863675832037,1
"Des Moines Marina - Madrona Pont",0.719054250899545,1
"Discovery Bay - Madrona Pont",0.83823451347958,1
"Donkey Creek Delta - Madrona Pont",-0.725013264028547,1
"Eagle Harbor Dr - Madrona Pont",1.42221780012175,1
"Eastsound, Fishing Bay - Madrona Pont",0.713095237770543,1
"Edmonds Ferry - Madrona Pont",-1.61489255795948,1
"Edmonds Marina - Madrona Pont",1.83934871915187,1
"Eld Inlet - Madrona Pont",1.40632709844441,1
"Elliot Bay Myrtle Edwards - Madrona Pont",1.67837708468278,1
"Elliott Bay, Harbor Island, Pier 17 - Madrona Pont",0.131098288838039,1
"Everett Harbor - Madrona Pont",-0.830289162640911,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Madrona Pont",1.69633240405583,1
"Filucy Bay - Madrona Pont",0.0595901312900175,1
"Friday Harbor - Madrona Pont",0.0502508109186462,1
"Gig Harbor Boat Launch - Madrona Pont",1.75194985992652,1
"Hood Canal Holly - Madrona Pont",-1.32151114005546,1
"Jamestown - Madrona Pont",0.98641885316983,1
"Kingston Marina - Madrona Pont",-0.0119180262580035,1
"Kitsap St Boat Launch - Madrona Pont",1.24742008167103,1
"Kopachuck State Park - Madrona Pont",0.0516447804513485,1
"Lions Park - Madrona Pont",1.47783525599243,1
"Locust Beach - Madrona Pont",0.484666401158809,1
"Aiston Preserve - Manchester, Stormwater Outfall",-0.071508157548021,1
"Arroyo Beach - Manchester, Stormwater Outfall",1.29018957033624,1
"Blair Waterway - Manchester, Stormwater Outfall",0.943510412091944,1
"Blair Waterway #2 - Manchester, Stormwater Outfall",1.21762501602602,1
"Brackenwood Ln - Manchester, Stormwater Outfall",0.929606048124273,1
"Broad Spit (Fisherman's Point) - Manchester, Stormwater Outfall",1.08255405176865,1
"Browns Point Lighthouse - Manchester, Stormwater Outfall",-0.256237564547075,1
"Cap Sante - Manchester, Stormwater Outfall",1.6667391842763,1
"Chambers Bay Park - Manchester, Stormwater Outfall",2.09161360827962,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Manchester, Stormwater Outfall",0.152948003644378,1
"Chimacum Creek delta - Manchester, Stormwater Outfall",-0.492611751997478,1
"Chuckanut, Clark's Point - Manchester, Stormwater Outfall",1.73010014512018,1
"Comm Bay Skookum - Manchester, Stormwater Outfall",1.44804019034743,1
"Comm Bay, Dick Gilmur Launch - Manchester, Stormwater Outfall",1.89695251273222,1
"Comm Bay, Milwaukee Waterway - Manchester, Stormwater Outfall",1.14111216461092,1
"Des Moines Marina - Manchester, Stormwater Outfall",1.11036277970399,1
"Discovery Bay - Manchester, Stormwater Outfall",1.22954304228403,1
"Donkey Creek Delta - Manchester, Stormwater Outfall",-0.333704735224098,1
"Eagle Harbor Dr - Manchester, Stormwater Outfall",1.8135263289262,1
"Eastsound, Fishing Bay - Manchester, Stormwater Outfall",1.10440376657499,1
"Edmonds Ferry - Manchester, Stormwater Outfall",-1.22358402915503,1
"Edmonds Marina - Manchester, Stormwater Outfall",2.23065724795632,1
"Eld Inlet - Manchester, Stormwater Outfall",1.79763562724886,1
"Elliot Bay Myrtle Edwards - Manchester, Stormwater Outfall",2.09085249097334,1
"Elliott Bay, Harbor Island, Pier 17 - Manchester, Stormwater Outfall",0.522406817642487,1
"Everett Harbor - Manchester, Stormwater Outfall",-0.438980633836462,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Manchester, Stormwater Outfall",2.08764093286028,1
"Filucy Bay - Manchester, Stormwater Outfall",0.450898660094466,1
"Friday Harbor - Manchester, Stormwater Outfall",0.4627262172092,1
"Gig Harbor Boat Launch - Manchester, Stormwater Outfall",2.14325838873096,1
"Hood Canal Holly - Manchester, Stormwater Outfall",-0.892854123714751,1
"Jamestown - Manchester, Stormwater Outfall",1.41507586951054,1
"Kingston Marina - Manchester, Stormwater Outfall",0.379390502546445,1
"Kitsap St Boat Launch - Manchester, Stormwater Outfall",1.63872861047548,1
"Kopachuck State Park - Manchester, Stormwater Outfall",0.442953309255797,1
"Lions Park - Manchester, Stormwater Outfall",1.86914378479688,1
"Locust Beach - Manchester, Stormwater Outfall",0.875974929963258,1
"Madrona Pont - Manchester, Stormwater Outfall",0.391308528804448,1
"Aiston Preserve - Maple Hollow Park",-0.113221249451033,1
"Arroyo Beach - Maple Hollow Park",1.24622011078243,1
"Blair Waterway - Maple Hollow Park",0.901797320188932,1
"Blair Waterway #2 - Maple Hollow Park",1.17591192412301,1
"Brackenwood Ln - Maple Hollow Park",0.887892956221261,1
"Broad Spit (Fisherman's Point) - Maple Hollow Park",1.04084095986564,1
"Browns Point Lighthouse - Maple Hollow Park",-0.297950656450088,1
"Cap Sante - Maple Hollow Park",1.62812036536883,1
"Chambers Bay Park - Maple Hollow Park",2.0499005163766,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Maple Hollow Park",0.111234911741366,1
"Chimacum Creek delta - Maple Hollow Park",-0.53432484390049,1
"Chuckanut, Clark's Point - Maple Hollow Park",1.68838705321716,1
"Comm Bay Skookum - Maple Hollow Park",1.40632709844441,1
"Comm Bay, Dick Gilmur Launch - Maple Hollow Park",1.85523942082921,1
"Comm Bay, Milwaukee Waterway - Maple Hollow Park",1.09714270505711,1
"Des Moines Marina - Maple Hollow Park",1.06864968780098,1
"Discovery Bay - Maple Hollow Park",1.18782995038102,1
"Donkey Creek Delta - Maple Hollow Park",-0.37541782712711,1
"Eagle Harbor Dr - Maple Hollow Park",1.77181323702319,1
"Eastsound, Fishing Bay - Maple Hollow Park",1.06269067467198,1
"Edmonds Ferry - Maple Hollow Park",-1.26529712105804,1
"Edmonds Marina - Maple Hollow Park",2.18894415605331,1
"Eld Inlet - Maple Hollow Park",1.75592253534585,1
"Elliot Bay Myrtle Edwards - Maple Hollow Park",2.04688303141952,1
"Elliott Bay, Harbor Island, Pier 17 - Maple Hollow Park",0.480693725739475,1
"Everett Harbor - Maple Hollow Park",-0.480693725739475,1
"Fidalgo Bay Aq Reserve, Weaverling Spit - Maple Hollow Park",2.04592784095727,1
"Filucy Bay - Maple Hollow Park",0.409185568191454,1
"Friday Harbor - Maple Hollow Park",0.418756757655385,1
"Gig Harbor Boat Launch - Maple Hollow Park",2.10154529682795,1
"Hood Canal Holly - Maple Hollow Park",-0.938548526471882,1
"Jamestown - Maple Hollow Park",1.36938146675341,1
"Kingston Marina - Maple Hollow Park",0.337677410643433,1
"Kitsap St Boat Launch - Maple Hollow Park",1.59701551857247,1
"Kopachuck State Park - Maple Hollow Park",0.401240217352785,1
"Lions Park - Maple Hollow Park",1.82743069289387,1
"Locust Beach - Maple Hollow Park",0.834261838060245,1
"Madrona Pont - Maple Hollow Park",0.349595436901436,1
"Manchester, Stormwater Outfall - Maple Hollow Park",-0.0417130919030123,1
"Aiston Preserve - Maristone Island",-0.802915934161031,1
"Arroyo Beach - Maristone Island",0.656894496770829,1
"Blair Waterway - Maristone Island",0.308981199595844,1
"Blair Waterway #2 - Maristone Island",0.609258703428424,1
"Brackenwood Ln - Maristone Island",0.293749732010133,1
"Broad Spit (Fisherman's Point) - Maristone Island",0.46129587545295,1
"Browns Point Lighthouse - Maristone Island",-1.0052768606569,1
"Cap Sante - Maristone Island",1.13883362020922,1
"Chambers Bay Park - Maristone Island",1.56666523738738,1
"Cherry Point Aquatic Reserve, Conoco Phillips - Maristone Island",-0.557036528848845,1
"Chimacum Creek delta - Maristone Island",-1.26421180961398,1
"Chuckanut, Clark's Point - Maristone Island",1.1706470801589,1
"Comm Bay Skookum - Maristone Island",0.861665880563057,1
"Comm Bay, Dick Gilmur Launch - Maristone Island",1.35342469118743,1
"Comm Bay, Milwaukee Waterway - Maristone Island",0.491743055492287,1
"Des Moines Marina - Maristone Island",0.491758810624371,1
"Discovery Bay - Maristone Island",0.622314247073319,1
"Donkey Creek Delta - Maristone Island",-1.09013789434872,1
"Eagle Harbor Dr - Maristone Island",1.26203588567317,1
"Eastsound, Fishing Bay - Maristone Island",0.485231038801924,1
"Edmonds Ferry - Maristone Island",-2.0649518198342,1
"Edmonds Marina - Maristone Island",1.71897991324448,1
"Eld Inlet - Maristone Island",1.24462849414664,1
